col_time_id,col_date,col_annee,col_mois,col_jour,col_heure,col_trimestre,col_semaine,col_nom_jour,col_saison,col_est_weekend,col_creneau_horaire,col_polluant,col_concentration,col_unite,col_station_poll,col_condition_meteo,col_temperature_celsius,col_ressentie_celsius,col_humidite_pourcent,col_pression_hpa,col_vitesse_vent_kmh,col_visibilite_km,col_precipitations_mm,col_indice_uv,col_qualite_air_locale,col_alerte_meteo,col_nom_zone,col_type_zone,col_indice_pollution,col_niveau_bruit_db,col_biodiversite_index,col_type_horaire_pointe
TIM_19688,2024-01-01 00:00:00,2024,7,2,4,1.70,1.68,6,8.93,NON,2.75,NO2,36.64,4.38,1.58,Nuageux,1.22,1.20,3.22,6.11,9.96,2.33,5.09,6.96,5.36,4.18,Centre-Ville,Parc Central,5.92,7.81,30,6.94
TIM_19689,2024-01-01 00:00:00,2024,12,1,0,8.84,8.56,27,6.78,OUI,7.05,CO2,28.06,8.42,3.81,Pluie,9.31,7.80,1.66,9.98,4.65,5.33,5.29,6.39,5.18,4.44,Zone Industrielle,Zone Industrielle,7.76,6.94,68,4.12
TIM_19690,2024-01-01 00:00:00,2024,5,7,10,8.96,4.46,13,4.40,OUI,6.88,CO2,26.99,9.17,2.22,Brouillard,6.83,7.88,8.02,3.80,3.32,6.39,1.56,7.94,5.67,3.29,Zone Industrielle,ZAC Ouest,6.24,7.71,24,5.71
TIM_19691,2024-01-01 00:00:00,2024,2,18,5,8.82,3.30,17,4.17,NON,4.58,O3,12.88,3.33,8.85,Pluie,5.52,3.08,9.11,8.78,1.60,4.25,1.61,3.40,1.35,5.24,Centre-Ville,Centre-Ville,4.33,4.84,62,6.06
TIM_19692,2024-01-01 00:00:00,2024,3,9,22,2.38,5.11,8,3.06,NON,4.93,NO2,25.44,5.07,3.02,Soleil,9.10,7.22,9.48,3.40,3.01,4.74,8.07,7.18,5.32,8.09,ZAC Ouest,Zone Industrielle,1.61,2.24,42,1.43
TIM_19693,2024-01-01 00:00:00,2024,5,14,11,2.69,6.26,21,6.55,OUI,7.02,PM2.5,5.29,7.97,9.53,Pluie,8.72,6.93,1.00,8.42,2.65,6.56,3.07,3.53,1.71,3.55,Quartier Nord,Banlieue Sud,4.50,8.24,27,3.79
TIM_19694,2024-01-01 00:00:00,2024,5,8,9,1.01,6.96,5,1.75,OUI,5.77,PM2.5,40.79,5.30,6.14,Pluie,3.91,5.95,5.00,7.16,6.95,6.41,4.13,9.51,2.63,4.15,ZAC Ouest,Résidentiel,4.61,7.59,55,6.02
TIM_19695,2024-01-01 00:00:00,2024,3,19,18,6.95,5.68,17,5.40,OUI,4.62,SO2,38.46,5.91,6.44,Soleil,5.58,6.12,7.08,6.88,3.12,4.98,7.74,4.34,6.93,5.33,Centre-Ville,Parc Central,1.10,1.54,69,6.26
TIM_19696,2024-01-01 00:00:00,2024,2,4,22,1.18,8.81,23,5.47,OUI,7.34,PM2.5,27.02,6.97,2.46,Nuageux,2.37,1.41,1.66,1.90,1.73,4.60,7.84,8.66,5.26,9.49,Zone Industrielle,Quartier Nord,5.62,7.13,20,9.70
TIM_19697,2024-01-01 00:00:00,2024,8,24,7,2.91,4.08,20,9.64,NON,3.46,SO2,40.94,6.78,6.09,Soleil,3.14,4.84,1.83,8.73,9.19,4.08,1.31,7.81,4.71,6.87,Zone Industrielle,Quartier Nord,2.23,3.73,80,9.01
TIM_19698,2024-01-01 00:00:00,2024,8,25,2,9.14,8.08,14,9.57,NON,1.76,CO2,45.62,6.99,6.78,Brouillard,6.25,4.86,7.18,1.38,4.32,9.64,4.73,6.71,9.93,7.50,Parc Central,Centre-Ville,3.40,8.34,56,5.55
TIM_19699,2024-01-01 00:00:00,2024,10,12,9,4.39,1.98,18,1.95,NON,7.14,PM10,30.66,3.55,5.60,Orage,1.76,3.55,9.43,2.66,5.03,7.66,8.90,8.98,6.55,7.33,Parc Central,Centre-Ville,6.56,6.48,50,7.73
TIM_19700,2024-01-01 00:00:00,2024,5,25,18,5.64,2.88,10,5.89,OUI,2.87,O3,49.91,6.83,7.10,Soleil,4.06,1.72,5.93,1.18,5.19,1.25,9.48,2.60,5.61,8.83,Centre-Ville,Résidentiel,6.37,4.37,13,1.97
TIM_19701,2024-01-01 00:00:00,2024,2,5,14,7.37,4.45,14,7.36,NON,1.57,PM10,19.27,3.39,4.04,Orage,3.19,2.47,7.27,4.79,5.01,9.75,8.01,1.14,3.33,5.72,Résidentiel,Quartier Nord,3.57,7.49,97,3.68
TIM_19702,2024-01-01 00:00:00,2024,5,12,5,8.58,3.25,16,9.61,NON,3.19,SO2,1.16,9.67,9.08,Pluie,8.36,4.09,2.97,6.41,3.30,3.48,1.59,7.62,9.79,5.83,Parc Central,Banlieue Sud,2.31,9.09,83,5.66
TIM_19703,2024-01-01 00:00:00,2024,10,21,19,4.03,2.66,18,3.80,OUI,2.53,PM10,28.81,7.99,4.99,Brouillard,9.78,2.08,7.57,8.70,1.26,8.91,8.56,5.80,1.29,3.76,Banlieue Sud,ZAC Ouest,8.68,7.16,80,2.85
TIM_19704,2024-01-01 00:00:00,2024,4,19,19,6.76,1.02,12,5.89,NON,5.85,PM10,31.36,5.69,6.05,Orage,9.19,2.37,1.01,4.95,3.06,9.91,3.34,5.26,5.49,2.88,Centre-Ville,Résidentiel,8.86,1.39,86,9.98
TIM_19705,2024-01-01 00:00:00,2024,1,15,7,4.04,9.23,4,7.55,OUI,3.33,PM10,43.51,9.94,6.26,Brouillard,6.72,9.29,9.47,3.26,5.67,3.99,2.77,9.07,5.78,1.90,Résidentiel,Résidentiel,8.29,6.09,96,5.15
TIM_19706,2024-01-01 00:00:00,2024,5,19,5,9.38,5.05,23,2.52,NON,5.49,O3,4.92,4.44,1.21,Pluie,9.57,5.80,9.71,3.92,5.24,2.89,6.80,2.88,8.49,8.75,Résidentiel,Quartier Nord,4.89,4.09,47,1.91
TIM_19707,2024-01-01 00:00:00,2024,4,18,4,8.56,9.22,15,8.39,NON,5.10,O3,33.28,8.68,5.65,Nuageux,5.71,5.74,7.36,8.97,6.62,1.36,2.22,8.30,1.45,2.29,Zone Industrielle,Quartier Nord,5.50,5.23,93,9.50
TIM_19708,2024-01-01 00:00:00,2024,3,15,17,7.97,5.58,11,7.08,NON,8.19,PM10,37.30,6.96,8.23,Nuageux,1.38,5.64,5.66,4.80,6.04,6.63,6.11,9.62,7.04,8.51,Banlieue Sud,Quartier Nord,7.71,1.82,3,4.98
TIM_19709,2024-01-01 00:00:00,2024,1,25,21,7.73,4.51,10,4.47,OUI,9.05,PM2.5,8.29,4.40,4.92,Pluie,1.25,7.66,2.15,2.66,2.40,9.17,6.49,6.76,8.94,4.58,Parc Central,Quartier Nord,5.00,8.07,33,6.04
TIM_19710,2024-01-01 00:00:00,2024,12,5,1,4.38,8.35,20,4.00,NON,9.43,PM2.5,1.46,7.07,4.07,Brouillard,8.78,3.63,7.70,7.05,6.37,1.33,7.81,8.65,8.64,8.44,Zone Industrielle,Quartier Nord,6.39,7.59,71,5.30
TIM_19711,2024-01-01 00:00:00,2024,6,22,19,7.29,2.11,17,8.54,OUI,9.94,SO2,27.42,4.00,3.30,Nuageux,7.15,5.18,6.77,2.41,1.84,4.82,7.02,3.34,8.82,3.75,ZAC Ouest,Résidentiel,5.99,6.33,65,1.79
TIM_19712,2024-01-01 00:00:00,2024,12,2,17,8.70,1.91,6,6.15,OUI,7.64,SO2,29.34,2.64,6.99,Nuageux,6.28,4.98,5.09,2.80,7.63,1.74,4.56,5.61,1.48,6.56,Quartier Nord,Zone Industrielle,8.97,2.12,1,8.57
TIM_19713,2024-01-01 00:00:00,2024,8,25,13,2.41,2.51,13,2.22,NON,8.91,PM10,12.52,8.94,8.54,Soleil,6.42,4.91,6.05,6.19,2.93,8.64,1.63,9.77,5.74,5.97,ZAC Ouest,Banlieue Sud,8.00,2.69,36,8.89
TIM_19714,2024-01-01 00:00:00,2024,6,13,8,8.47,3.76,12,7.41,OUI,9.26,O3,22.39,8.09,3.07,Pluie,1.85,6.65,1.60,6.32,4.11,7.30,9.49,1.70,6.68,9.19,Banlieue Sud,Centre-Ville,9.31,4.90,82,5.56
TIM_19715,2024-01-01 00:00:00,2024,1,4,7,2.75,1.68,9,4.61,OUI,7.32,CO2,48.25,5.99,1.87,Pluie,5.70,8.48,1.71,1.11,7.19,1.51,7.11,2.60,3.92,1.76,Quartier Nord,Résidentiel,3.44,5.79,71,6.99
TIM_19716,2024-01-01 00:00:00,2024,12,21,4,6.44,5.15,11,9.69,NON,6.18,PM2.5,43.48,7.71,7.26,Orage,5.19,6.17,3.86,4.44,4.04,5.29,7.13,9.70,8.23,8.76,Parc Central,Banlieue Sud,9.89,8.98,38,5.54
TIM_19717,2024-01-01 00:00:00,2024,9,17,9,4.57,7.01,1,4.48,NON,1.70,SO2,19.36,5.53,9.48,Brouillard,8.65,6.71,4.18,8.96,5.32,5.55,3.95,4.08,5.83,9.23,Banlieue Sud,Centre-Ville,2.46,3.73,11,8.32
TIM_19718,2024-01-01 00:00:00,2024,1,1,4,1.83,1.72,28,8.29,OUI,7.34,NO2,31.04,9.01,4.25,Nuageux,1.47,9.86,3.49,4.63,7.71,3.44,3.31,3.35,3.35,4.51,Quartier Nord,Quartier Nord,1.13,8.13,42,9.76
TIM_19719,2024-01-01 00:00:00,2024,2,20,19,5.35,6.76,25,5.95,NON,7.72,CO2,24.52,2.28,6.88,Orage,9.21,1.39,4.87,1.47,6.11,9.99,6.82,5.98,1.70,8.38,Parc Central,Centre-Ville,3.52,7.87,50,1.59
TIM_19720,2024-01-01 00:00:00,2024,7,4,14,2.89,8.39,21,3.58,NON,2.10,NO2,34.62,2.68,5.61,Orage,5.91,5.74,5.32,7.85,1.96,9.68,2.63,8.46,3.23,5.98,Quartier Nord,Centre-Ville,5.71,2.55,5,7.19
TIM_19721,2024-01-01 00:00:00,2024,12,8,21,4.75,8.60,1,9.68,OUI,9.82,O3,21.48,4.44,5.20,Pluie,1.59,8.34,3.33,7.74,3.33,6.37,1.20,5.90,1.00,7.02,ZAC Ouest,Zone Industrielle,2.24,4.48,88,1.86
TIM_19722,2024-01-01 00:00:00,2024,3,13,1,2.13,1.42,11,7.71,NON,4.07,O3,6.18,5.99,3.63,Brouillard,2.06,2.64,6.19,6.19,8.03,2.86,4.52,5.20,8.52,6.23,Résidentiel,ZAC Ouest,1.18,5.50,27,6.65
TIM_19723,2024-01-01 00:00:00,2024,8,19,9,6.04,2.85,17,1.23,OUI,3.78,NO2,32.45,6.39,3.99,Orage,1.46,8.42,6.63,4.22,2.90,1.34,4.41,2.35,9.97,7.26,Parc Central,Centre-Ville,4.38,3.91,34,1.62
TIM_19724,2024-01-01 00:00:00,2024,4,16,17,8.64,8.75,10,3.48,NON,5.73,NO2,2.35,5.66,7.15,Soleil,4.41,7.20,9.77,8.64,8.03,1.05,7.73,6.13,9.83,4.12,ZAC Ouest,Parc Central,7.43,5.05,39,2.74
TIM_19725,2024-01-01 00:00:00,2024,8,24,0,9.80,7.40,8,6.05,OUI,6.05,PM2.5,47.86,8.71,5.75,Pluie,2.33,4.17,8.49,4.46,2.21,7.73,8.72,8.63,5.33,8.42,Parc Central,Parc Central,7.32,3.54,47,5.38
TIM_19726,2024-01-01 00:00:00,2024,2,12,6,3.58,6.06,27,9.22,NON,5.80,PM10,46.64,6.20,6.37,Pluie,7.55,8.93,5.33,4.33,1.17,7.52,7.38,2.94,6.22,6.02,Centre-Ville,Quartier Nord,3.15,9.69,89,3.25
TIM_19727,2024-01-01 00:00:00,2024,9,26,8,7.59,9.72,17,9.25,OUI,5.63,SO2,31.27,3.60,9.51,Soleil,5.70,1.74,7.91,3.94,1.03,2.44,4.63,3.14,2.19,5.50,Quartier Nord,Quartier Nord,1.13,5.92,100,6.96
TIM_19728,2024-01-01 00:00:00,2024,5,10,0,6.52,4.63,13,5.34,NON,8.01,PM2.5,35.51,5.38,4.53,Soleil,1.56,4.83,9.66,2.49,9.00,2.60,4.20,4.99,9.28,9.87,Banlieue Sud,Zone Industrielle,1.43,8.90,33,6.16
TIM_19729,2024-01-01 00:00:00,2024,7,9,9,1.22,1.75,23,9.46,NON,1.00,PM2.5,32.26,5.04,3.66,Brouillard,4.17,5.94,7.77,5.19,8.02,7.23,7.71,4.31,2.21,5.91,Centre-Ville,Zone Industrielle,3.95,9.70,97,1.42
TIM_19730,2024-01-01 00:00:00,2024,2,15,18,4.77,6.18,27,8.82,NON,3.67,O3,23.90,9.83,6.74,Pluie,3.63,6.34,7.31,2.65,6.04,7.68,2.31,5.45,9.91,8.00,Résidentiel,ZAC Ouest,9.98,3.58,22,7.88
TIM_19731,2024-01-01 00:00:00,2024,2,20,19,7.79,1.81,2,9.60,NON,6.93,CO2,14.57,4.25,5.67,Orage,3.25,6.50,4.59,5.48,9.16,2.98,2.44,3.18,4.46,8.43,Résidentiel,Parc Central,6.05,9.93,87,1.29
TIM_19732,2024-01-01 00:00:00,2024,1,8,13,8.88,8.25,2,4.16,OUI,8.66,PM10,14.79,9.88,4.75,Soleil,8.50,3.10,7.22,4.37,4.76,9.05,1.85,6.24,1.60,2.79,Résidentiel,Quartier Nord,3.37,3.56,68,7.46
TIM_19733,2024-01-01 00:00:00,2024,8,20,5,9.48,3.31,9,5.77,NON,8.40,CO2,23.71,4.71,5.53,Soleil,2.71,4.39,6.30,7.34,3.49,8.95,2.62,4.73,9.10,1.59,Centre-Ville,Quartier Nord,3.35,1.92,33,5.33
TIM_19734,2024-01-01 00:00:00,2024,6,1,17,4.29,8.98,23,2.82,NON,2.15,PM2.5,27.64,3.81,8.40,Nuageux,4.15,4.75,8.48,9.46,4.49,6.56,1.27,6.08,6.70,6.79,ZAC Ouest,Banlieue Sud,3.11,3.95,24,1.25
TIM_19735,2024-01-01 00:00:00,2024,6,2,13,5.17,3.13,8,3.83,OUI,8.79,SO2,30.19,5.56,8.73,Pluie,7.27,6.39,8.28,3.54,8.43,8.48,9.61,4.44,7.00,4.22,Quartier Nord,Quartier Nord,2.63,4.18,34,9.05
TIM_19736,2024-01-01 00:00:00,2024,1,9,17,3.21,1.35,5,5.78,OUI,6.62,PM2.5,28.15,8.67,9.32,Orage,6.59,6.77,8.80,8.51,8.09,2.86,8.32,2.99,4.44,5.04,Centre-Ville,Parc Central,2.84,4.87,25,1.65
TIM_19737,2024-01-01 00:00:00,2024,2,27,12,1.72,1.98,12,4.90,OUI,9.52,O3,19.48,4.13,2.71,Brouillard,7.16,6.44,8.05,9.48,3.31,2.69,9.13,5.39,7.47,2.48,Quartier Nord,Parc Central,6.23,2.89,10,5.49
TIM_19738,2024-01-01 00:00:00,2024,8,17,14,2.04,8.53,9,3.01,NON,10.00,CO2,29.03,2.83,6.91,Brouillard,5.58,8.06,7.30,2.03,8.88,7.71,5.14,4.19,4.67,3.06,Centre-Ville,ZAC Ouest,3.47,5.41,2,4.47
TIM_19739,2024-01-01 00:00:00,2024,9,1,21,2.04,7.41,16,5.02,OUI,6.49,PM10,26.00,6.89,8.92,Brouillard,2.42,3.78,5.64,2.26,9.80,5.07,10.00,3.99,1.03,6.77,Banlieue Sud,Zone Industrielle,9.52,1.93,11,2.42
TIM_19740,2024-01-01 00:00:00,2024,5,1,18,5.04,5.36,13,8.96,NON,5.84,SO2,11.03,2.16,6.84,Nuageux,8.25,5.35,9.23,5.33,3.07,2.28,7.15,8.93,3.07,4.83,Parc Central,Parc Central,1.58,7.66,57,7.67
TIM_19741,2024-01-01 00:00:00,2024,1,7,0,7.79,5.45,16,3.04,OUI,5.68,PM10,7.72,9.94,7.49,Brouillard,5.26,3.94,7.05,1.90,7.76,6.71,6.40,4.29,5.05,8.74,Quartier Nord,Parc Central,3.99,1.01,1,3.98
TIM_19742,2024-01-01 00:00:00,2024,11,8,5,4.20,9.15,15,9.06,NON,4.46,NO2,16.20,4.66,3.13,Nuageux,8.50,7.18,7.02,3.52,9.38,1.65,5.35,6.41,9.94,7.01,Banlieue Sud,Résidentiel,2.16,5.80,76,6.88
TIM_19743,2024-01-01 00:00:00,2024,6,20,12,9.47,8.05,20,1.99,NON,5.51,PM2.5,24.95,9.08,5.49,Pluie,4.44,3.97,1.49,4.19,2.37,7.40,5.73,1.62,8.33,2.93,Banlieue Sud,Centre-Ville,7.05,8.15,83,3.29
TIM_19744,2024-01-01 00:00:00,2024,4,8,6,7.44,5.34,18,7.07,OUI,5.90,NO2,38.86,8.29,1.61,Soleil,4.33,6.29,8.41,7.48,6.94,2.08,3.93,5.45,8.39,7.57,Quartier Nord,ZAC Ouest,1.46,3.12,63,5.95
TIM_19745,2024-01-01 00:00:00,2024,10,19,5,9.18,3.12,20,4.37,NON,9.60,O3,13.46,8.32,7.36,Brouillard,8.62,2.88,8.98,3.02,5.76,7.95,5.17,5.38,1.08,6.50,Résidentiel,ZAC Ouest,3.38,1.31,46,8.31
TIM_19746,2024-01-01 00:00:00,2024,2,8,17,5.67,5.81,19,3.60,OUI,8.08,SO2,10.30,2.42,6.24,Nuageux,4.85,2.34,1.73,9.29,7.20,1.86,7.71,7.85,2.33,3.58,Banlieue Sud,Résidentiel,7.26,7.29,93,6.75
TIM_19747,2024-01-01 00:00:00,2024,11,6,0,2.45,4.45,24,8.89,OUI,9.09,SO2,13.71,8.02,2.57,Nuageux,9.69,9.86,7.79,9.91,6.92,6.04,5.07,7.38,7.61,9.58,Résidentiel,ZAC Ouest,9.92,5.67,32,2.72
TIM_19748,2024-01-01 00:00:00,2024,2,3,19,9.02,9.35,6,4.30,NON,7.58,PM10,13.78,6.28,4.54,Nuageux,2.21,5.37,2.28,8.89,2.73,4.18,3.47,6.11,4.15,8.94,Zone Industrielle,Zone Industrielle,3.43,7.66,2,2.24
TIM_19749,2024-01-01 00:00:00,2024,3,20,4,5.15,3.57,4,6.78,OUI,7.59,PM10,8.20,9.88,3.84,Pluie,4.42,1.28,1.94,9.72,5.48,3.45,1.32,6.80,5.40,2.82,Résidentiel,Résidentiel,8.92,4.99,75,2.15
TIM_19750,2024-01-01 00:00:00,2024,3,14,1,2.19,1.84,22,5.28,OUI,7.00,PM10,18.45,3.66,6.34,Brouillard,3.83,8.45,3.01,2.09,6.50,4.59,8.99,4.72,3.92,1.40,Centre-Ville,Zone Industrielle,5.75,1.29,22,1.22
TIM_19751,2024-01-01 00:00:00,2024,1,13,17,2.98,9.39,2,3.64,OUI,1.12,NO2,15.86,1.90,8.37,Orage,2.94,7.85,1.33,1.19,9.40,5.94,9.55,6.64,6.00,6.01,Banlieue Sud,Parc Central,7.09,5.83,20,4.99
TIM_19752,2024-01-01 00:00:00,2024,3,15,8,4.29,1.47,20,6.10,NON,5.27,CO2,37.65,3.35,6.81,Nuageux,6.61,6.06,4.36,4.25,2.68,5.37,3.62,7.62,9.85,9.67,Résidentiel,Résidentiel,5.51,4.20,96,1.95
TIM_19753,2024-01-01 00:00:00,2024,5,24,8,6.82,1.21,7,9.96,OUI,6.67,CO2,11.30,1.64,6.86,Brouillard,8.13,5.63,5.32,6.87,7.29,1.80,8.41,2.22,9.81,6.80,ZAC Ouest,Centre-Ville,6.87,7.36,13,2.43
TIM_19754,2024-01-01 00:00:00,2024,9,12,17,9.45,3.74,25,1.54,NON,3.27,PM2.5,24.01,3.11,9.80,Nuageux,7.16,2.99,2.06,3.41,6.21,7.89,3.87,1.45,3.50,7.17,ZAC Ouest,ZAC Ouest,6.02,7.80,88,5.41
TIM_19755,2024-01-01 00:00:00,2024,12,5,22,9.27,8.83,15,2.81,OUI,9.59,NO2,43.71,3.41,5.20,Orage,6.41,8.84,4.35,8.52,1.35,3.31,5.85,1.65,8.50,4.13,Centre-Ville,Zone Industrielle,3.06,1.67,51,8.06
TIM_19756,2024-01-01 00:00:00,2024,8,10,22,9.96,9.14,9,6.75,OUI,2.54,PM10,36.43,8.93,8.56,Pluie,3.87,9.26,3.50,2.95,5.16,2.61,8.20,1.81,3.28,5.93,Quartier Nord,Zone Industrielle,3.69,3.41,99,7.73
TIM_19757,2024-01-01 00:00:00,2024,2,26,12,6.26,6.78,9,9.00,NON,9.42,CO2,26.59,8.34,2.76,Soleil,7.48,8.96,1.66,3.47,5.77,8.83,2.38,2.54,4.78,9.45,ZAC Ouest,Quartier Nord,3.31,9.85,66,5.00
TIM_19758,2024-01-01 00:00:00,2024,10,22,7,8.87,7.80,22,2.55,NON,7.36,SO2,44.91,4.33,1.70,Orage,1.50,9.08,3.26,5.47,8.25,1.24,4.76,3.42,1.73,3.77,Banlieue Sud,Parc Central,2.09,3.57,4,1.21
TIM_19759,2024-01-01 00:00:00,2024,10,2,23,4.64,2.12,19,5.72,NON,3.73,CO2,39.00,9.52,6.08,Pluie,9.12,2.47,9.19,7.40,4.25,5.56,2.06,4.52,1.47,3.90,Centre-Ville,Résidentiel,5.31,9.69,57,6.93
TIM_19760,2024-01-01 00:00:00,2024,5,6,8,1.85,9.13,21,5.74,NON,8.53,CO2,40.21,7.99,9.92,Orage,4.97,8.83,2.06,7.72,8.34,6.57,2.19,2.71,4.50,1.45,Quartier Nord,Résidentiel,2.27,4.59,23,6.43
TIM_19761,2024-01-01 00:00:00,2024,6,28,12,8.58,3.12,24,4.79,NON,2.31,SO2,34.48,1.04,1.65,Orage,6.06,1.51,2.07,1.23,8.63,3.57,6.00,2.15,6.51,1.88,ZAC Ouest,Zone Industrielle,7.38,9.59,83,7.79
TIM_19762,2024-01-01 00:00:00,2024,4,12,2,6.03,3.76,21,5.70,OUI,2.37,SO2,37.11,4.83,3.43,Pluie,9.79,3.14,5.59,1.88,1.12,6.00,8.96,6.75,8.40,1.13,ZAC Ouest,Centre-Ville,8.39,2.35,54,5.65
TIM_19763,2024-01-01 00:00:00,2024,8,2,18,5.20,6.52,1,4.49,NON,3.86,PM10,19.99,8.31,8.66,Soleil,7.66,4.90,9.18,7.82,4.14,4.48,7.02,8.36,7.56,2.52,Centre-Ville,ZAC Ouest,2.93,5.34,10,7.14
TIM_19764,2024-01-01 00:00:00,2024,5,23,23,7.16,8.83,22,2.71,OUI,4.04,NO2,25.66,6.81,4.22,Soleil,8.63,2.32,3.92,3.07,3.13,7.57,5.78,6.32,7.06,3.21,Banlieue Sud,Quartier Nord,4.86,8.60,46,5.74
TIM_19765,2024-01-01 00:00:00,2024,10,21,16,9.94,6.94,14,4.41,NON,2.61,O3,12.36,1.68,8.63,Nuageux,9.59,1.10,8.47,4.29,7.99,7.13,2.62,4.51,5.52,9.13,Banlieue Sud,Quartier Nord,4.24,8.39,3,2.60
TIM_19766,2024-01-01 00:00:00,2024,3,27,0,7.55,9.79,21,8.72,NON,2.82,SO2,10.83,9.62,9.49,Pluie,9.75,6.30,3.50,7.79,6.66,1.16,3.01,7.01,7.30,2.60,Résidentiel,Parc Central,4.30,7.70,26,2.95
TIM_19767,2024-01-01 00:00:00,2024,2,21,15,3.62,3.04,18,3.62,OUI,3.95,NO2,5.14,6.56,1.93,Soleil,1.78,2.67,4.68,1.75,7.84,7.43,1.20,2.45,3.13,8.07,ZAC Ouest,Résidentiel,2.11,4.46,80,2.15
TIM_19768,2024-01-01 00:00:00,2024,6,27,3,6.40,1.91,1,2.41,NON,5.59,PM2.5,34.91,1.17,5.38,Orage,8.22,7.53,4.70,3.97,8.66,5.48,1.67,4.08,5.24,6.95,Parc Central,ZAC Ouest,3.92,3.01,61,2.32
TIM_19769,2024-01-01 00:00:00,2024,1,19,11,4.54,3.91,10,7.90,NON,8.80,SO2,36.76,3.80,4.52,Pluie,8.14,8.58,8.61,1.75,9.15,6.03,7.21,4.95,3.92,8.23,Banlieue Sud,Parc Central,7.52,2.50,38,2.48
TIM_19770,2024-01-01 00:00:00,2024,12,15,13,4.76,8.72,28,4.92,NON,2.16,PM2.5,35.68,9.53,10.00,Orage,6.28,7.98,5.86,6.64,5.18,5.54,1.96,6.19,1.82,6.22,Zone Industrielle,Résidentiel,6.23,5.13,34,2.02
TIM_19771,2024-01-01 00:00:00,2024,12,22,17,8.48,6.48,16,7.19,OUI,3.06,O3,31.97,4.20,4.37,Soleil,6.42,6.53,2.13,4.92,7.75,1.61,2.28,5.46,5.65,1.35,Résidentiel,ZAC Ouest,2.83,7.41,49,3.76
TIM_19772,2024-01-01 00:00:00,2024,1,22,2,9.03,7.49,16,3.05,OUI,9.56,PM10,31.81,3.74,3.94,Orage,9.57,4.77,6.58,9.81,9.49,2.90,9.03,9.57,2.96,5.92,Banlieue Sud,Zone Industrielle,2.31,5.50,67,1.11
TIM_19773,2024-01-01 00:00:00,2024,8,3,1,7.17,6.22,22,9.54,OUI,5.33,CO2,5.70,8.05,3.06,Pluie,5.65,5.12,9.62,8.35,6.56,2.08,5.49,1.56,7.51,6.64,Banlieue Sud,Banlieue Sud,4.19,7.85,70,8.91
TIM_19774,2024-01-01 00:00:00,2024,5,25,17,5.21,3.10,26,7.04,OUI,1.30,O3,8.71,4.09,5.92,Soleil,4.13,9.03,4.06,5.32,8.32,9.86,5.64,1.42,3.93,1.46,ZAC Ouest,Quartier Nord,9.20,2.44,57,9.97
TIM_19775,2024-01-01 00:00:00,2024,8,10,10,4.22,2.97,24,2.68,NON,9.21,PM10,47.69,4.91,6.62,Orage,1.39,1.20,2.45,4.90,2.23,1.75,4.26,9.90,5.02,1.10,Parc Central,ZAC Ouest,1.26,5.92,89,4.25
TIM_19776,2024-01-01 00:00:00,2024,6,23,6,3.32,1.45,17,5.02,OUI,8.23,PM10,30.40,7.92,1.77,Orage,1.48,5.65,6.54,9.97,8.69,4.82,6.48,7.78,2.37,8.65,ZAC Ouest,Résidentiel,3.21,3.46,70,3.57
TIM_19777,2024-01-01 00:00:00,2024,2,1,13,8.63,6.85,21,5.81,OUI,7.53,PM2.5,27.94,4.81,5.88,Nuageux,9.34,6.16,6.44,9.40,1.58,6.22,5.53,9.53,8.98,8.47,Parc Central,Banlieue Sud,8.69,5.68,28,9.44
TIM_19778,2024-01-01 00:00:00,2024,8,3,3,7.57,9.35,17,2.04,NON,2.85,PM2.5,45.12,8.52,2.72,Orage,8.68,4.88,2.39,9.98,8.79,6.99,3.29,3.17,5.59,2.74,Centre-Ville,Parc Central,9.03,4.65,10,7.64
TIM_19779,2024-01-01 00:00:00,2024,7,10,23,9.26,3.46,25,8.05,OUI,2.17,PM2.5,41.12,3.96,8.33,Brouillard,7.57,6.51,9.77,6.78,5.67,4.78,2.71,1.99,4.36,5.98,Quartier Nord,Banlieue Sud,1.58,2.36,78,7.25
TIM_19780,2024-01-01 00:00:00,2024,2,17,1,6.65,3.35,25,6.32,OUI,4.62,O3,37.51,1.25,1.75,Pluie,5.85,2.24,7.73,7.05,7.21,4.56,7.78,3.73,5.25,2.71,Parc Central,Banlieue Sud,2.73,8.35,33,4.83
TIM_19781,2024-01-01 00:00:00,2024,12,28,6,2.92,1.53,16,8.30,OUI,5.36,SO2,12.65,6.32,2.60,Pluie,7.88,4.41,7.42,5.11,4.99,9.51,1.72,9.35,3.03,4.60,Centre-Ville,Quartier Nord,7.76,9.12,19,5.83
TIM_19782,2024-01-01 00:00:00,2024,5,18,2,8.32,5.53,21,6.69,OUI,1.39,CO2,44.67,3.70,8.54,Orage,4.77,9.80,2.59,7.25,1.32,2.22,6.09,8.94,4.39,6.43,Quartier Nord,Banlieue Sud,8.91,8.23,8,7.75
TIM_19783,2024-01-01 00:00:00,2024,2,11,11,1.11,6.64,15,8.10,OUI,3.83,O3,18.91,3.87,8.20,Brouillard,7.57,1.96,2.18,2.04,4.75,6.09,7.36,3.78,3.62,9.54,Zone Industrielle,Quartier Nord,1.07,9.92,82,5.27
