col_stop_id,col_stop_nom,col_lat,col_lon,col_ville,col_zone_id,col_accessibilite,col_opened,col_station,col_lignes,col_trafic_journalier,col_trafic_annuel,col_nombre_correspondances,col_zone_tarifaire,col_source,col_date_maj,col_arret_id,col_nom_arret,col_type_arret,col_est_accessible_pmr,col_equipement_abri,col_equipement_affichage_temps_reel,col_latitude,col_longitude,col_commune
ARR_17513,Nom_17513,49.343578,2.694398,Toulouse,17513,8.44,9.84,4.64,4.46,10,1.11,Nom_17513,ZAC Ouest,Meteo_France,2024-01-01 00:00:00,17513,Nom_17513,3.12,3.25,7.60,2.86,48.498094,2.640085,Lyon
ARR_17514,Nom_17514,48.887984,2.302151,Lille,17514,7.00,9.90,8.61,4.50,4,2.67,Nom_17514,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00,17514,Nom_17514,4.92,2.29,7.25,7.84,49.284868,2.295203,Lyon
ARR_17515,Nom_17515,48.381092,2.393363,Bordeaux,17515,1.59,4.31,3.09,6.59,8,5.25,Nom_17515,Parc Central,Meteo_France,2024-01-01 00:00:00,17515,Nom_17515,1.99,6.99,8.00,5.79,49.119854,2.065567,Paris
ARR_17516,Nom_17516,48.850732,2.299840,Nantes,17516,4.74,1.62,8.36,5.95,15,3.78,Nom_17516,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,17516,Nom_17516,1.25,9.52,9.62,8.76,48.353938,2.504830,Lyon
ARR_17517,Nom_17517,48.513959,2.529051,Toulouse,17517,9.37,3.01,8.96,6.00,24,3.72,Nom_17517,Banlieue Sud,Meteo_France,2024-01-01 00:00:00,17517,Nom_17517,4.61,7.40,2.60,2.05,49.015280,2.777750,Nice
ARR_17518,Nom_17518,48.495959,2.636406,Lille,17518,9.05,5.24,2.53,8.02,27,7.27,Nom_17518,Parc Central,Meteo_France,2024-01-01 00:00:00,17518,Nom_17518,5.22,4.87,7.92,8.83,48.912521,2.060236,Paris
ARR_17519,Nom_17519,48.873173,2.074961,Nantes,17519,4.14,1.92,2.76,8.28,5,9.29,Nom_17519,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00,17519,Nom_17519,9.97,3.18,7.85,7.65,48.405991,2.401571,Toulouse
ARR_17520,Nom_17520,48.688219,2.587458,Montpellier,17520,5.84,6.96,5.24,9.48,18,1.18,Nom_17520,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00,17520,Nom_17520,9.27,1.55,9.87,3.57,48.385753,2.187116,Lyon
ARR_17521,Nom_17521,48.634614,2.844622,Marseille,17521,4.64,3.09,6.91,2.78,27,1.22,Nom_17521,Zone Industrielle,Meteo_France,2024-01-01 00:00:00,17521,Nom_17521,7.10,5.78,3.12,9.12,48.750251,2.735897,Paris
ARR_17522,Nom_17522,48.527047,2.366035,Toulouse,17522,5.39,3.45,4.43,3.03,20,4.19,Nom_17522,Résidentiel,Meteo_France,2024-01-01 00:00:00,17522,Nom_17522,6.72,8.05,5.33,9.53,48.923565,2.002259,Strasbourg
ARR_17523,Nom_17523,48.389378,2.603072,Montpellier,17523,8.66,3.69,4.72,2.30,9,4.05,Nom_17523,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00,17523,Nom_17523,5.12,5.16,3.88,3.92,48.867874,2.412074,Montpellier
ARR_17524,Nom_17524,48.636327,2.397661,Lyon,17524,1.32,4.89,8.22,1.78,3,2.67,Nom_17524,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00,17524,Nom_17524,5.60,7.32,8.11,5.01,48.352865,2.002290,Lyon
ARR_17525,Nom_17525,48.610559,1.905167,Nice,17525,3.97,7.96,2.20,2.55,27,4.21,Nom_17525,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00,17525,Nom_17525,6.64,5.02,6.99,7.36,48.942426,2.731029,Paris
ARR_17526,Nom_17526,48.633367,2.664780,Lyon,17526,1.91,5.43,9.40,9.80,1,6.78,Nom_17526,Parc Central,AirParif_2024,2024-01-01 00:00:00,17526,Nom_17526,2.18,2.63,1.43,7.22,48.601175,2.693597,Nice
ARR_17527,Nom_17527,48.708798,2.120986,Lyon,17527,5.81,3.96,4.13,9.35,13,3.41,Nom_17527,Zone Industrielle,Meteo_France,2024-01-01 00:00:00,17527,Nom_17527,1.79,1.06,2.68,6.22,48.411283,2.445461,Paris
ARR_17528,Nom_17528,48.478875,2.015248,Bordeaux,17528,8.37,2.26,7.97,9.20,26,6.90,Nom_17528,Résidentiel,AirParif_2024,2024-01-01 00:00:00,17528,Nom_17528,9.49,5.89,9.57,4.30,48.761805,2.049651,Strasbourg
ARR_17529,Nom_17529,48.815213,2.676670,Paris,17529,5.92,2.91,5.00,9.47,22,2.17,Nom_17529,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00,17529,Nom_17529,1.06,8.63,9.10,1.08,48.500054,2.151234,Marseille
ARR_17530,Nom_17530,49.274402,2.346010,Nantes,17530,7.69,2.61,9.26,9.27,7,7.93,Nom_17530,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00,17530,Nom_17530,9.83,1.84,8.51,4.38,49.173210,2.593498,Toulouse
ARR_17531,Nom_17531,49.210857,2.290882,Montpellier,17531,1.57,5.74,2.28,9.59,5,2.67,Nom_17531,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00,17531,Nom_17531,4.03,2.26,6.44,6.39,48.384876,1.977182,Nantes
ARR_17532,Nom_17532,49.086446,2.195926,Nantes,17532,6.02,3.07,7.57,3.07,12,1.94,Nom_17532,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00,17532,Nom_17532,5.90,5.10,5.88,6.13,49.285625,2.623929,Lyon
ARR_17533,Nom_17533,48.424248,2.351513,Nantes,17533,3.78,9.70,3.20,8.30,2,9.06,Nom_17533,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00,17533,Nom_17533,8.46,7.12,1.75,2.97,49.032966,2.337784,Nice
ARR_17534,Nom_17534,48.408041,2.518688,Lille,17534,8.60,4.78,7.39,4.62,25,1.79,Nom_17534,Résidentiel,Meteo_France,2024-01-01 00:00:00,17534,Nom_17534,3.52,9.57,7.38,1.33,48.666148,1.939959,Nantes
ARR_17535,Nom_17535,48.579026,2.425866,Paris,17535,3.53,9.43,2.12,7.72,10,1.80,Nom_17535,Quartier Nord,AirParif_2024,2024-01-01 00:00:00,17535,Nom_17535,5.47,9.24,3.02,9.57,48.750105,2.836968,Strasbourg
ARR_17536,Nom_17536,49.001953,2.208309,Bordeaux,17536,1.78,7.49,6.33,8.37,4,1.99,Nom_17536,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00,17536,Nom_17536,4.42,2.54,2.00,4.48,49.333176,2.453985,Toulouse
ARR_17537,Nom_17537,48.567182,2.149909,Nantes,17537,8.87,8.12,2.25,5.18,24,8.62,Nom_17537,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00,17537,Nom_17537,4.81,8.88,2.95,6.66,48.905518,2.654856,Bordeaux
ARR_17538,Nom_17538,48.905241,2.129386,Lille,17538,4.95,9.93,3.66,4.31,16,1.31,Nom_17538,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00,17538,Nom_17538,1.86,8.76,3.84,1.16,49.318823,1.942055,Montpellier
ARR_17539,Nom_17539,48.371726,2.601646,Strasbourg,17539,6.24,4.97,5.45,4.43,12,4.17,Nom_17539,Centre-Ville,Meteo_France,2024-01-01 00:00:00,17539,Nom_17539,4.54,5.17,7.18,1.06,49.036758,2.344081,Toulouse
ARR_17540,Nom_17540,49.157537,2.843968,Marseille,17540,6.30,9.73,9.81,2.69,18,8.08,Nom_17540,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00,17540,Nom_17540,9.03,8.48,1.25,9.69,48.370063,2.544486,Montpellier
ARR_17541,Nom_17541,49.089158,2.194781,Strasbourg,17541,5.00,3.81,8.78,3.00,27,5.55,Nom_17541,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00,17541,Nom_17541,2.32,5.38,7.66,5.69,49.226165,1.947061,Bordeaux
ARR_17542,Nom_17542,48.893067,2.052804,Lille,17542,2.49,8.88,3.77,1.97,3,5.08,Nom_17542,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,17542,Nom_17542,6.74,4.55,1.61,5.57,49.330607,2.613131,Toulouse
ARR_17543,Nom_17543,49.347698,2.647000,Marseille,17543,5.41,1.27,2.76,5.46,13,8.74,Nom_17543,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00,17543,Nom_17543,1.74,1.29,1.23,5.81,48.977372,2.523425,Montpellier
ARR_17544,Nom_17544,48.534159,2.376664,Paris,17544,7.40,2.71,2.17,1.35,2,6.11,Nom_17544,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00,17544,Nom_17544,3.24,4.46,7.11,4.39,48.452613,1.872579,Paris
ARR_17545,Nom_17545,48.968355,2.241861,Lyon,17545,8.87,2.47,9.52,3.00,20,5.88,Nom_17545,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00,17545,Nom_17545,2.97,2.14,6.85,4.78,48.603208,1.971019,Marseille
ARR_17546,Nom_17546,48.435518,2.833368,Montpellier,17546,3.88,4.39,9.47,6.39,1,7.24,Nom_17546,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00,17546,Nom_17546,3.49,1.68,5.33,1.27,48.489149,2.616309,Toulouse
ARR_17547,Nom_17547,48.748561,2.636611,Bordeaux,17547,8.67,2.85,6.21,8.18,23,6.62,Nom_17547,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00,17547,Nom_17547,9.31,4.08,6.66,6.78,48.458362,2.479340,Montpellier
ARR_17548,Nom_17548,48.351809,2.626013,Nantes,17548,4.98,2.03,6.49,4.82,28,7.53,Nom_17548,Centre-Ville,AirParif_2024,2024-01-01 00:00:00,17548,Nom_17548,4.85,3.48,1.39,1.07,48.688507,2.373520,Montpellier
ARR_17549,Nom_17549,49.238484,2.737303,Lille,17549,2.15,7.79,3.74,2.77,27,4.14,Nom_17549,Banlieue Sud,Meteo_France,2024-01-01 00:00:00,17549,Nom_17549,5.36,1.88,3.70,2.38,49.296687,1.867082,Strasbourg
ARR_17550,Nom_17550,48.656552,2.391308,Nantes,17550,3.14,2.84,1.25,5.85,4,9.29,Nom_17550,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00,17550,Nom_17550,5.97,3.97,7.67,7.09,48.784725,2.354912,Bordeaux
ARR_17551,Nom_17551,49.329600,2.328208,Toulouse,17551,9.14,1.30,1.55,5.12,25,5.38,Nom_17551,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00,17551,Nom_17551,4.96,6.04,5.91,7.94,49.083645,2.148187,Montpellier
ARR_17552,Nom_17552,48.659018,2.696863,Montpellier,17552,6.08,3.90,7.70,6.72,20,7.30,Nom_17552,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00,17552,Nom_17552,1.48,7.64,4.57,2.73,48.939786,2.412451,Marseille
ARR_17553,Nom_17553,48.843907,2.821904,Nice,17553,5.16,5.54,2.33,9.93,15,3.28,Nom_17553,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00,17553,Nom_17553,6.32,6.32,6.94,4.13,49.106519,2.590838,Montpellier
ARR_17554,Nom_17554,48.537107,2.562718,Nice,17554,9.36,8.91,5.71,2.46,13,8.03,Nom_17554,Parc Central,Meteo_France,2024-01-01 00:00:00,17554,Nom_17554,9.46,6.58,6.12,7.58,48.364653,1.968400,Paris
ARR_17555,Nom_17555,48.517356,2.538134,Montpellier,17555,3.97,4.59,7.50,7.60,13,7.51,Nom_17555,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00,17555,Nom_17555,8.51,6.46,1.89,4.14,48.502564,2.718679,Montpellier
ARR_17556,Nom_17556,48.687869,1.975731,Toulouse,17556,8.13,3.66,5.20,6.31,23,7.92,Nom_17556,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00,17556,Nom_17556,3.92,4.37,4.41,1.10,48.860492,2.605995,Paris
ARR_17557,Nom_17557,48.725242,2.691858,Toulouse,17557,5.09,3.34,8.54,1.93,15,9.49,Nom_17557,Parc Central,AirParif_2024,2024-01-01 00:00:00,17557,Nom_17557,2.61,2.63,2.77,5.55,48.379708,2.295421,Strasbourg
ARR_17558,Nom_17558,48.859861,2.132045,Nantes,17558,8.79,7.60,8.79,3.31,8,7.85,Nom_17558,Parc Central,AirParif_2024,2024-01-01 00:00:00,17558,Nom_17558,1.44,5.45,3.05,6.93,48.453516,2.227332,Nice
ARR_17559,Nom_17559,48.949797,2.230352,Strasbourg,17559,9.53,1.33,1.25,2.04,25,4.29,Nom_17559,Quartier Nord,Meteo_France,2024-01-01 00:00:00,17559,Nom_17559,3.78,4.77,5.74,3.34,49.076547,1.863718,Nice
ARR_17560,Nom_17560,48.915558,2.198853,Nantes,17560,3.74,2.04,5.45,2.10,18,9.63,Nom_17560,Zone Industrielle,Meteo_France,2024-01-01 00:00:00,17560,Nom_17560,8.15,5.91,6.66,5.78,48.652742,1.899142,Nantes
ARR_17561,Nom_17561,49.333570,2.253409,Bordeaux,17561,7.19,7.19,4.47,6.09,27,3.41,Nom_17561,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00,17561,Nom_17561,3.31,8.92,9.62,9.49,49.330254,2.410317,Nantes
ARR_17562,Nom_17562,48.365781,2.724799,Strasbourg,17562,6.29,5.40,1.34,5.48,22,5.24,Nom_17562,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00,17562,Nom_17562,1.16,1.19,9.84,8.67,48.467196,2.455816,Marseille
ARR_17563,Nom_17563,48.374327,2.710670,Lyon,17563,7.62,9.37,9.33,2.71,27,9.50,Nom_17563,Parc Central,Data.gouv.fr,2024-01-01 00:00:00,17563,Nom_17563,7.92,3.11,3.31,8.58,49.251821,2.066369,Paris
ARR_17564,Nom_17564,48.517505,2.148043,Lille,17564,3.25,3.61,7.40,1.25,11,9.55,Nom_17564,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00,17564,Nom_17564,6.76,1.29,8.21,2.04,49.104507,2.513270,Bordeaux
ARR_17565,Nom_17565,48.555801,2.710760,Montpellier,17565,9.19,4.93,5.11,6.98,23,2.71,Nom_17565,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00,17565,Nom_17565,6.69,1.67,1.93,7.38,48.953365,2.611590,Marseille
ARR_17566,Nom_17566,49.165641,1.970338,Nice,17566,2.60,2.63,7.72,1.46,28,5.28,Nom_17566,Résidentiel,Meteo_France,2024-01-01 00:00:00,17566,Nom_17566,7.99,4.45,2.89,3.96,48.548469,2.180107,Bordeaux
ARR_17567,Nom_17567,49.217957,1.983568,Montpellier,17567,9.77,8.10,6.41,8.99,13,4.70,Nom_17567,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00,17567,Nom_17567,4.71,6.58,4.77,4.68,48.501016,2.697281,Toulouse
ARR_17568,Nom_17568,48.429705,2.347330,Nice,17568,7.09,7.93,2.58,5.50,4,8.94,Nom_17568,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00,17568,Nom_17568,5.19,4.39,1.95,9.22,48.525288,2.238542,Nantes
ARR_17569,Nom_17569,48.627129,2.691346,Bordeaux,17569,9.31,4.38,4.06,7.92,24,3.91,Nom_17569,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,17569,Nom_17569,1.18,5.44,5.25,6.84,49.046338,2.563049,Nice
ARR_17570,Nom_17570,49.095879,2.486129,Lille,17570,7.26,1.13,9.70,6.56,4,2.91,Nom_17570,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00,17570,Nom_17570,8.02,6.74,7.00,8.60,49.043022,2.289662,Lille
ARR_17571,Nom_17571,48.350692,2.391713,Lyon,17571,9.86,9.44,9.84,9.03,17,6.26,Nom_17571,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,17571,Nom_17571,2.25,8.42,4.31,4.37,48.692315,2.213290,Lille
ARR_17572,Nom_17572,49.270099,1.966787,Montpellier,17572,9.15,6.39,6.37,9.68,16,6.89,Nom_17572,Centre-Ville,AirParif_2024,2024-01-01 00:00:00,17572,Nom_17572,5.20,4.23,7.69,3.48,48.694411,2.474631,Paris
ARR_17573,Nom_17573,49.304544,2.000264,Lyon,17573,2.62,8.23,6.78,1.83,25,7.76,Nom_17573,Parc Central,Data.gouv.fr,2024-01-01 00:00:00,17573,Nom_17573,7.52,3.30,8.46,5.92,48.630422,2.194240,Strasbourg
ARR_17574,Nom_17574,48.370847,2.785249,Lyon,17574,1.74,5.62,3.03,5.55,6,3.49,Nom_17574,Parc Central,AirParif_2024,2024-01-01 00:00:00,17574,Nom_17574,2.34,3.65,7.03,3.51,49.214614,2.032458,Lyon
ARR_17575,Nom_17575,48.579031,1.880354,Nantes,17575,2.62,6.28,8.91,9.70,10,8.75,Nom_17575,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,17575,Nom_17575,6.24,3.50,5.83,8.80,49.309834,2.837987,Marseille
ARR_17576,Nom_17576,49.123079,2.209703,Montpellier,17576,6.07,8.03,1.95,9.84,6,7.87,Nom_17576,Zone Industrielle,Meteo_France,2024-01-01 00:00:00,17576,Nom_17576,6.51,2.96,5.85,5.40,49.199115,2.081146,Paris
ARR_17577,Nom_17577,48.781320,2.598970,Toulouse,17577,6.35,5.29,4.03,2.68,28,6.45,Nom_17577,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00,17577,Nom_17577,6.46,2.29,3.51,6.22,48.633066,2.359533,Marseille
ARR_17578,Nom_17578,48.461283,2.348977,Strasbourg,17578,6.90,5.80,9.57,6.13,24,9.42,Nom_17578,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,17578,Nom_17578,2.37,6.93,1.43,7.14,48.753519,1.971713,Nantes
ARR_17579,Nom_17579,48.462170,2.301518,Paris,17579,4.38,9.32,8.48,5.50,15,4.99,Nom_17579,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00,17579,Nom_17579,8.07,3.57,8.20,7.23,48.983141,2.442541,Paris
ARR_17580,Nom_17580,48.412796,2.367232,Lille,17580,9.67,5.26,8.26,5.06,27,6.48,Nom_17580,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00,17580,Nom_17580,1.58,6.64,5.46,2.30,48.904078,2.060083,Nice
ARR_17581,Nom_17581,48.952373,2.523660,Nantes,17581,7.12,1.62,2.53,5.75,6,6.23,Nom_17581,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,17581,Nom_17581,9.81,8.66,7.39,6.70,49.070772,2.404609,Lille
ARR_17582,Nom_17582,48.935482,2.047016,Strasbourg,17582,6.01,7.04,7.84,6.52,24,3.81,Nom_17582,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00,17582,Nom_17582,2.39,6.76,7.36,5.44,49.333658,1.917966,Paris
ARR_17583,Nom_17583,48.926495,2.132372,Toulouse,17583,4.02,3.53,9.81,8.24,5,2.84,Nom_17583,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00,17583,Nom_17583,4.36,6.06,5.55,5.44,49.165494,2.365672,Marseille
ARR_17584,Nom_17584,49.099246,2.646103,Marseille,17584,4.81,9.59,5.13,3.83,14,3.71,Nom_17584,Zone Industrielle,Meteo_France,2024-01-01 00:00:00,17584,Nom_17584,1.90,7.80,9.30,6.23,48.501469,2.775344,Paris
ARR_17585,Nom_17585,49.233469,1.956417,Montpellier,17585,7.51,6.05,1.34,2.30,18,8.86,Nom_17585,Centre-Ville,Meteo_France,2024-01-01 00:00:00,17585,Nom_17585,1.99,8.11,4.66,1.78,48.660852,2.525783,Nantes
ARR_17586,Nom_17586,48.704888,2.732696,Lille,17586,8.59,4.13,9.88,6.12,18,8.83,Nom_17586,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00,17586,Nom_17586,5.92,8.29,7.76,9.48,48.698013,1.918930,Bordeaux
ARR_17587,Nom_17587,48.445830,2.140810,Nantes,17587,8.79,7.58,9.55,8.30,24,9.63,Nom_17587,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00,17587,Nom_17587,9.88,9.21,7.17,7.24,49.019477,2.657678,Lyon
ARR_17588,Nom_17588,49.281681,2.326673,Marseille,17588,1.29,1.74,9.63,1.26,13,5.13,Nom_17588,Banlieue Sud,Meteo_France,2024-01-01 00:00:00,17588,Nom_17588,5.62,9.03,5.71,2.06,49.279188,2.439396,Marseille
ARR_17589,Nom_17589,48.351306,2.475883,Toulouse,17589,2.27,2.00,8.39,2.38,25,3.03,Nom_17589,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00,17589,Nom_17589,4.87,5.22,4.69,8.17,48.567030,2.823953,Toulouse
ARR_17590,Nom_17590,48.351255,1.865244,Paris,17590,8.21,4.03,7.60,2.56,8,1.35,Nom_17590,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00,17590,Nom_17590,2.86,7.23,4.98,7.01,48.723310,2.010167,Lille
ARR_17591,Nom_17591,48.662129,2.080353,Toulouse,17591,6.28,8.85,7.38,5.54,21,4.41,Nom_17591,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00,17591,Nom_17591,9.57,8.87,1.93,6.81,48.778913,2.250457,Strasbourg
ARR_17592,Nom_17592,48.913288,2.749160,Lyon,17592,5.01,4.11,1.81,4.83,1,8.58,Nom_17592,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00,17592,Nom_17592,9.68,5.64,8.18,3.60,48.919343,2.540934,Marseille
ARR_17593,Nom_17593,48.567153,2.158806,Paris,17593,5.59,8.86,7.13,1.37,5,5.48,Nom_17593,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00,17593,Nom_17593,5.49,6.91,1.50,3.12,48.929259,1.945110,Lille
ARR_17594,Nom_17594,48.488392,2.828543,Paris,17594,7.83,7.32,7.90,6.96,12,1.94,Nom_17594,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00,17594,Nom_17594,7.53,4.41,8.86,9.64,48.992439,2.155413,Montpellier
ARR_17595,Nom_17595,48.980294,2.435639,Montpellier,17595,1.47,8.76,6.09,2.59,10,2.74,Nom_17595,Centre-Ville,Meteo_France,2024-01-01 00:00:00,17595,Nom_17595,7.06,8.78,2.61,1.81,48.690791,2.034390,Lyon
ARR_17596,Nom_17596,49.233090,2.789684,Montpellier,17596,7.44,8.47,9.32,8.75,24,3.41,Nom_17596,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00,17596,Nom_17596,6.85,7.09,6.60,8.88,48.974464,2.301429,Lyon
ARR_17597,Nom_17597,49.086979,2.044298,Strasbourg,17597,5.60,3.73,9.15,7.71,5,2.73,Nom_17597,Résidentiel,Meteo_France,2024-01-01 00:00:00,17597,Nom_17597,7.79,3.56,3.69,7.62,49.000529,2.515805,Nice
ARR_17598,Nom_17598,48.811249,1.939017,Nice,17598,2.38,3.66,4.30,5.07,24,3.94,Nom_17598,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00,17598,Nom_17598,2.08,1.88,4.40,5.04,49.317890,2.474869,Lille
ARR_17599,Nom_17599,48.423817,1.918677,Marseille,17599,6.61,7.88,7.72,2.90,28,8.33,Nom_17599,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00,17599,Nom_17599,1.78,5.24,4.86,8.00,48.478122,2.500932,Paris
ARR_17600,Nom_17600,48.625697,2.181610,Lille,17600,8.98,1.91,4.48,2.29,3,4.58,Nom_17600,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00,17600,Nom_17600,7.66,3.47,9.02,1.29,48.902448,2.238387,Toulouse
ARR_17601,Nom_17601,48.596680,2.098241,Strasbourg,17601,3.76,6.23,3.55,8.43,3,3.88,Nom_17601,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00,17601,Nom_17601,6.99,2.57,2.57,6.03,49.028058,2.317760,Marseille
ARR_17602,Nom_17602,48.500867,1.911807,Toulouse,17602,4.31,6.41,4.59,5.53,6,5.28,Nom_17602,Centre-Ville,AirParif_2024,2024-01-01 00:00:00,17602,Nom_17602,2.92,9.35,2.43,9.13,49.051289,2.367128,Montpellier
ARR_17603,Nom_17603,49.202686,2.284637,Strasbourg,17603,3.78,8.14,7.95,5.69,2,9.01,Nom_17603,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00,17603,Nom_17603,3.39,8.95,2.65,8.55,48.484400,2.151628,Lille
ARR_17604,Nom_17604,48.403209,2.337676,Nantes,17604,5.17,1.80,6.33,1.53,18,2.03,Nom_17604,Parc Central,Data.gouv.fr,2024-01-01 00:00:00,17604,Nom_17604,4.11,7.51,5.44,7.66,48.369449,2.460564,Nantes
ARR_17605,Nom_17605,48.441416,2.259934,Bordeaux,17605,2.48,3.72,7.06,8.70,19,2.76,Nom_17605,ZAC Ouest,Meteo_France,2024-01-01 00:00:00,17605,Nom_17605,3.35,1.95,7.52,1.26,49.036614,2.005805,Marseille
ARR_17606,Nom_17606,49.096068,2.809460,Lille,17606,1.35,7.84,1.78,7.03,1,6.34,Nom_17606,Résidentiel,Meteo_France,2024-01-01 00:00:00,17606,Nom_17606,2.50,2.30,7.22,7.08,48.456575,1.857326,Nantes
ARR_17607,Nom_17607,49.297868,2.615116,Strasbourg,17607,6.76,4.73,2.76,2.96,25,7.57,Nom_17607,Quartier Nord,AirParif_2024,2024-01-01 00:00:00,17607,Nom_17607,2.76,7.02,9.36,1.84,49.055647,2.449120,Strasbourg
ARR_17608,Nom_17608,48.791261,2.502859,Toulouse,17608,7.38,9.91,9.15,5.09,25,3.80,Nom_17608,Centre-Ville,Meteo_France,2024-01-01 00:00:00,17608,Nom_17608,8.69,7.94,2.68,1.90,49.292082,2.511973,Montpellier
ARR_17609,Nom_17609,49.333017,2.080368,Paris,17609,9.35,4.50,3.39,3.94,2,9.31,Nom_17609,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00,17609,Nom_17609,7.08,2.71,1.45,6.29,48.486360,2.453717,Montpellier
ARR_17610,Nom_17610,48.905741,1.942286,Nantes,17610,5.87,9.44,4.80,7.76,20,7.38,Nom_17610,Parc Central,AirParif_2024,2024-01-01 00:00:00,17610,Nom_17610,3.80,4.65,7.36,9.11,48.980479,2.362122,Bordeaux
ARR_17611,Nom_17611,48.616637,2.679824,Nice,17611,7.47,9.18,6.89,8.93,28,2.93,Nom_17611,Parc Central,Meteo_France,2024-01-01 00:00:00,17611,Nom_17611,2.54,2.75,3.45,6.72,49.043608,2.362362,Marseille
ARR_17612,Nom_17612,48.846479,2.398863,Montpellier,17612,8.95,3.07,3.00,3.31,22,5.42,Nom_17612,Centre-Ville,AirParif_2024,2024-01-01 00:00:00,17612,Nom_17612,2.91,5.25,3.79,9.51,48.458739,1.870488,Bordeaux
ARR_17613,Nom_17613,48.818643,2.690012,Montpellier,17613,5.91,2.09,7.06,4.47,3,3.05,Nom_17613,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00,17613,Nom_17613,9.22,2.32,4.67,9.96,49.181436,2.181192,Nice
ARR_17614,Nom_17614,49.211443,2.615653,Lille,17614,2.08,2.21,8.64,1.63,23,3.63,Nom_17614,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00,17614,Nom_17614,1.40,2.25,7.58,6.27,48.527937,2.533690,Nantes
ARR_17615,Nom_17615,48.867284,2.784926,Bordeaux,17615,2.62,3.25,7.78,1.99,27,5.74,Nom_17615,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00,17615,Nom_17615,8.97,7.47,7.15,4.82,48.856009,2.492913,Paris
