col_securite_id,col_nom_zone,col_ville,col_niveau_securite,col_nbr_cameras,col_sentiment_securite,col_taux_delinquance,col_periodicite_patrouille,col_zone_couverte_camera,col_source,col_date_maj
SEC_14449,Quartier Nord,Paris,Élevé,49,7.24,3.50,5.05,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14450,Parc Central,Strasbourg,Élevé,48,8.20,6.40,9.34,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_14451,Zone Industrielle,Toulouse,Modéré,99,7.99,8.30,4.72,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_14452,Zone Industrielle,Paris,Modéré,60,3.68,6.30,1.97,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14453,ZAC Ouest,Paris,Faible,30,3.07,1.54,6.18,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_14454,Parc Central,Paris,Élevé,30,4.75,8.37,1.90,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14455,Résidentiel,Bordeaux,Élevé,47,9.35,4.27,5.48,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_14456,Zone Industrielle,Toulouse,Faible,56,7.45,6.75,3.04,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_14457,Banlieue Sud,Marseille,Élevé,44,5.69,8.62,6.00,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14458,Quartier Nord,Marseille,Modéré,69,6.15,2.88,5.30,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_14459,Zone Industrielle,Strasbourg,Faible,84,9.48,4.02,1.05,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_14460,ZAC Ouest,Nantes,Élevé,90,9.35,3.47,1.93,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_14461,Zone Industrielle,Strasbourg,Faible,3,3.65,4.27,7.29,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14462,Quartier Nord,Lille,Critique,26,7.81,8.93,7.50,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00
SEC_14463,ZAC Ouest,Marseille,Modéré,52,6.27,9.96,9.20,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00
SEC_14464,Zone Industrielle,Toulouse,Modéré,50,4.21,5.42,3.84,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00
SEC_14465,Zone Industrielle,Nantes,Faible,49,8.57,3.71,2.96,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_14466,Centre-Ville,Marseille,Modéré,62,9.63,1.24,8.56,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14467,Parc Central,Marseille,Critique,84,7.66,6.33,5.95,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_14468,Parc Central,Toulouse,Élevé,23,1.66,2.98,1.23,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_14469,Banlieue Sud,Montpellier,Modéré,7,6.09,2.34,3.11,Quartier Nord,Meteo_France,2024-01-01 00:00:00
SEC_14470,ZAC Ouest,Nice,Élevé,73,8.50,8.96,3.01,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14471,Banlieue Sud,Marseille,Critique,55,1.85,1.69,3.51,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14472,Banlieue Sud,Toulouse,Critique,19,7.82,2.75,1.96,ZAC Ouest,AirParif_2024,2024-01-01 00:00:00
SEC_14473,ZAC Ouest,Strasbourg,Faible,25,2.55,9.27,3.48,Parc Central,Data.gouv.fr,2024-01-01 00:00:00
SEC_14474,ZAC Ouest,Montpellier,Critique,54,2.57,6.82,8.11,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_14475,ZAC Ouest,Marseille,Critique,9,2.66,7.09,4.73,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14476,Résidentiel,Nantes,Critique,94,2.06,8.46,5.77,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_14477,Zone Industrielle,Marseille,Élevé,19,2.71,6.87,7.85,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00
SEC_14478,Banlieue Sud,Paris,Faible,76,7.22,1.62,5.28,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14479,Résidentiel,Montpellier,Élevé,59,2.38,3.33,9.06,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_14480,ZAC Ouest,Nantes,Faible,94,1.66,1.13,2.21,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14481,Quartier Nord,Paris,Élevé,42,8.56,1.46,1.93,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_14482,ZAC Ouest,Lille,Élevé,49,7.53,9.02,9.42,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_14483,Parc Central,Marseille,Critique,92,6.10,1.49,4.77,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14484,Résidentiel,Strasbourg,Faible,67,8.85,3.93,5.15,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14485,Quartier Nord,Paris,Modéré,42,1.01,5.63,1.78,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_14486,Résidentiel,Lyon,Faible,11,1.59,3.78,8.47,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
SEC_14487,Résidentiel,Strasbourg,Faible,49,9.46,8.31,7.58,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14488,Zone Industrielle,Bordeaux,Modéré,65,6.20,6.30,6.52,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14489,Quartier Nord,Lille,Faible,95,4.72,4.66,1.19,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14490,Quartier Nord,Paris,Faible,53,4.77,9.78,6.39,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_14491,Parc Central,Montpellier,Modéré,100,2.53,4.51,4.75,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14492,Résidentiel,Lyon,Critique,28,4.36,7.66,4.32,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00
SEC_14493,Centre-Ville,Lyon,Faible,6,3.17,2.26,3.83,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_14494,Zone Industrielle,Paris,Critique,43,9.73,4.62,1.53,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14495,ZAC Ouest,Montpellier,Élevé,91,9.29,4.24,9.08,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14496,Parc Central,Lyon,Critique,98,3.70,8.70,7.56,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14497,Banlieue Sud,Toulouse,Modéré,7,3.72,1.37,1.38,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14498,ZAC Ouest,Montpellier,Élevé,84,9.86,2.70,2.58,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14499,Centre-Ville,Strasbourg,Élevé,27,9.00,8.13,1.25,Parc Central,Data.gouv.fr,2024-01-01 00:00:00
SEC_14500,ZAC Ouest,Lille,Critique,79,7.71,8.15,7.79,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00
SEC_14501,Centre-Ville,Bordeaux,Modéré,48,9.82,5.28,3.66,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14502,ZAC Ouest,Paris,Élevé,37,5.50,7.86,8.96,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_14503,Centre-Ville,Nantes,Faible,7,1.12,9.56,1.61,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00
SEC_14504,Zone Industrielle,Strasbourg,Faible,42,1.85,1.81,1.54,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14505,Zone Industrielle,Toulouse,Élevé,58,3.72,1.09,6.83,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14506,Banlieue Sud,Paris,Élevé,37,4.17,4.46,1.80,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14507,Quartier Nord,Nice,Critique,47,9.84,7.64,4.50,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14508,Centre-Ville,Montpellier,Faible,25,9.83,1.71,3.61,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14509,Résidentiel,Toulouse,Modéré,46,7.73,1.01,7.96,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_14510,Quartier Nord,Bordeaux,Modéré,50,7.81,3.78,1.60,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_14511,Résidentiel,Nantes,Modéré,96,9.55,2.68,9.11,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14512,Centre-Ville,Toulouse,Élevé,97,3.79,7.25,2.21,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_14513,ZAC Ouest,Nice,Critique,41,5.41,6.58,5.00,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_14514,Parc Central,Toulouse,Élevé,38,2.52,2.52,2.41,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14515,Banlieue Sud,Marseille,Modéré,98,5.34,7.89,4.26,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14516,Banlieue Sud,Montpellier,Modéré,32,9.20,1.43,1.54,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_14517,Parc Central,Lille,Critique,11,2.25,8.64,1.46,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
SEC_14518,Banlieue Sud,Toulouse,Modéré,2,5.73,3.93,3.16,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14519,ZAC Ouest,Toulouse,Modéré,2,1.54,9.72,7.39,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14520,Zone Industrielle,Bordeaux,Faible,40,4.96,3.60,7.58,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14521,ZAC Ouest,Marseille,Faible,1,2.74,4.41,5.34,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14522,Zone Industrielle,Strasbourg,Modéré,88,5.30,4.05,5.79,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_14523,Banlieue Sud,Lyon,Élevé,48,8.57,9.13,9.12,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_14524,Zone Industrielle,Lyon,Modéré,87,2.68,4.50,7.63,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14525,Zone Industrielle,Paris,Faible,30,2.92,3.51,3.22,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_14526,Résidentiel,Paris,Modéré,96,7.80,2.46,2.64,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14527,Quartier Nord,Nantes,Élevé,28,7.52,4.18,3.96,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14528,ZAC Ouest,Lille,Critique,19,2.09,4.26,3.97,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00
SEC_14529,Banlieue Sud,Montpellier,Modéré,97,8.03,7.25,4.79,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14530,Résidentiel,Bordeaux,Modéré,1,6.80,7.12,5.52,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_14531,Zone Industrielle,Lille,Faible,43,9.83,3.27,2.00,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_14532,Centre-Ville,Lyon,Faible,51,5.56,8.59,2.42,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14533,Centre-Ville,Paris,Modéré,17,8.58,4.37,2.49,Quartier Nord,Meteo_France,2024-01-01 00:00:00
SEC_14534,Parc Central,Lille,Faible,39,7.82,6.52,8.59,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14535,Parc Central,Strasbourg,Élevé,39,9.42,1.16,6.76,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_14536,Parc Central,Nantes,Faible,99,5.32,7.20,8.67,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_14537,Centre-Ville,Strasbourg,Modéré,77,4.06,5.07,5.27,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_14538,Zone Industrielle,Toulouse,Élevé,45,2.35,9.97,6.06,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00
SEC_14539,Résidentiel,Strasbourg,Critique,95,3.93,5.20,3.04,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_14540,Parc Central,Nice,Faible,61,9.84,8.26,8.54,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_14541,Parc Central,Montpellier,Élevé,23,9.47,5.98,4.10,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_14542,Banlieue Sud,Lille,Critique,61,1.01,7.55,2.55,Quartier Nord,Meteo_France,2024-01-01 00:00:00
SEC_14543,Centre-Ville,Lyon,Élevé,96,7.13,7.74,6.73,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00
SEC_14544,ZAC Ouest,Toulouse,Modéré,2,2.60,7.84,9.52,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14545,Quartier Nord,Lille,Élevé,12,6.05,1.67,5.50,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14546,Centre-Ville,Bordeaux,Critique,13,1.94,7.04,8.98,ZAC Ouest,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14547,Centre-Ville,Marseille,Faible,74,2.11,9.70,1.79,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14548,Centre-Ville,Nice,Élevé,44,1.17,3.28,6.92,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00
SEC_14549,Résidentiel,Strasbourg,Faible,17,5.99,2.19,9.61,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_14550,ZAC Ouest,Marseille,Modéré,29,4.67,8.28,4.78,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14551,Résidentiel,Toulouse,Élevé,42,3.09,7.49,9.34,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14552,Centre-Ville,Strasbourg,Modéré,27,9.78,1.58,3.54,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14553,Résidentiel,Strasbourg,Modéré,68,8.60,1.64,3.14,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14554,ZAC Ouest,Montpellier,Modéré,57,3.23,8.99,8.30,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14555,Parc Central,Paris,Modéré,53,2.62,2.32,8.40,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14556,Résidentiel,Toulouse,Faible,40,6.45,5.45,2.52,Parc Central,Meteo_France,2024-01-01 00:00:00
SEC_14557,Banlieue Sud,Paris,Faible,23,8.02,9.43,5.31,Zone Industrielle,AirParif_2024,2024-01-01 00:00:00
SEC_14558,ZAC Ouest,Bordeaux,Critique,71,9.91,7.02,5.24,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
SEC_14559,Banlieue Sud,Strasbourg,Modéré,98,7.95,3.62,1.56,Résidentiel,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14560,Parc Central,Strasbourg,Faible,98,8.54,2.93,5.58,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00
SEC_14561,Parc Central,Toulouse,Critique,36,9.89,8.88,9.90,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00
SEC_14562,Banlieue Sud,Lyon,Modéré,78,8.55,2.50,6.16,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14563,Banlieue Sud,Bordeaux,Critique,27,9.90,2.78,7.04,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_14564,Parc Central,Montpellier,Faible,11,7.61,8.74,5.95,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_14565,Parc Central,Paris,Élevé,14,8.42,5.33,5.52,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_14566,Parc Central,Montpellier,Élevé,32,2.29,9.23,4.90,Quartier Nord,Meteo_France,2024-01-01 00:00:00
SEC_14567,Banlieue Sud,Montpellier,Modéré,3,4.80,4.78,4.51,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_14568,Parc Central,Lyon,Critique,89,9.11,1.11,2.13,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_14569,ZAC Ouest,Lille,Élevé,100,7.77,5.02,9.26,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_14570,ZAC Ouest,Paris,Faible,44,1.73,1.78,9.49,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_14571,ZAC Ouest,Montpellier,Faible,54,8.71,1.75,5.69,Quartier Nord,AirParif_2024,2024-01-01 00:00:00
SEC_14572,ZAC Ouest,Marseille,Modéré,34,6.08,9.57,7.66,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_14573,Zone Industrielle,Nice,Critique,85,3.54,6.40,5.74,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_14574,Résidentiel,Lille,Faible,7,5.56,4.93,2.60,Banlieue Sud,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14575,Quartier Nord,Toulouse,Critique,86,1.34,8.64,5.59,Quartier Nord,AirParif_2024,2024-01-01 00:00:00
SEC_14576,Quartier Nord,Lille,Élevé,10,3.22,6.76,8.71,Parc Central,Meteo_France,2024-01-01 00:00:00
SEC_14577,ZAC Ouest,Toulouse,Critique,100,1.96,5.86,8.88,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00
SEC_14578,Résidentiel,Lyon,Critique,53,9.16,7.76,7.45,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_14579,Parc Central,Nice,Critique,63,6.35,4.86,4.28,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_14580,Résidentiel,Marseille,Modéré,51,4.42,3.19,9.61,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_14581,Quartier Nord,Lyon,Critique,32,8.90,3.63,2.84,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_14582,Résidentiel,Bordeaux,Modéré,8,1.77,4.58,9.41,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_14583,Zone Industrielle,Montpellier,Critique,90,3.30,2.40,5.09,Parc Central,Data.gouv.fr,2024-01-01 00:00:00
SEC_14584,Quartier Nord,Strasbourg,Élevé,25,7.58,6.82,6.02,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14585,Zone Industrielle,Lyon,Faible,72,9.12,3.40,6.30,Centre-Ville,AirParif_2024,2024-01-01 00:00:00
SEC_14586,Parc Central,Nice,Critique,58,5.97,9.72,2.56,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_14587,Zone Industrielle,Nice,Élevé,84,7.42,9.80,2.70,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_14588,Résidentiel,Montpellier,Faible,81,4.54,8.20,8.11,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14589,Quartier Nord,Paris,Modéré,76,5.42,7.05,4.69,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00
SEC_14590,ZAC Ouest,Paris,Élevé,34,6.05,8.53,7.78,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_14591,Résidentiel,Lyon,Modéré,1,2.66,7.81,7.36,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14592,Résidentiel,Lille,Critique,98,9.92,1.06,6.12,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_14593,Zone Industrielle,Nantes,Faible,98,6.76,9.26,4.02,Centre-Ville,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14594,Parc Central,Bordeaux,Modéré,45,9.90,2.48,2.61,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_14595,Banlieue Sud,Marseille,Faible,83,6.19,4.32,1.37,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_14596,Centre-Ville,Marseille,Modéré,52,7.79,1.88,1.44,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_14597,ZAC Ouest,Bordeaux,Élevé,37,7.43,2.96,1.54,Zone Industrielle,Data.gouv.fr,2024-01-01 00:00:00
SEC_14598,Parc Central,Marseille,Faible,8,6.83,1.14,6.04,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_14599,Centre-Ville,Lille,Critique,44,5.55,7.19,5.08,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00
SEC_14600,Zone Industrielle,Paris,Modéré,71,7.70,3.71,6.30,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
SEC_14601,Zone Industrielle,Toulouse,Modéré,21,2.37,5.50,2.32,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00
SEC_14602,Banlieue Sud,Nice,Critique,90,3.67,7.10,9.35,Parc Central,AirParif_2024,2024-01-01 00:00:00
SEC_14603,Résidentiel,Montpellier,Élevé,41,7.71,8.08,4.14,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_14604,Centre-Ville,Nice,Élevé,91,5.29,5.68,9.87,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_14605,ZAC Ouest,Nantes,Faible,3,1.04,8.71,9.41,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00
SEC_14606,Résidentiel,Toulouse,Modéré,94,7.62,4.99,3.96,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_14607,ZAC Ouest,Nantes,Élevé,92,7.45,8.49,7.85,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_14608,Banlieue Sud,Paris,Faible,97,2.16,8.99,5.71,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14609,Banlieue Sud,Paris,Élevé,40,7.85,6.12,1.99,Parc Central,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14610,Banlieue Sud,Marseille,Élevé,8,8.65,6.90,7.79,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_14611,Résidentiel,Toulouse,Faible,75,8.93,3.62,2.91,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14612,Banlieue Sud,Lyon,Élevé,95,3.26,3.48,5.65,Quartier Nord,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14613,Parc Central,Montpellier,Modéré,56,2.77,4.26,3.96,Quartier Nord,AirParif_2024,2024-01-01 00:00:00
SEC_14614,Parc Central,Bordeaux,Faible,35,5.15,5.84,3.34,Centre-Ville,Data.gouv.fr,2024-01-01 00:00:00
SEC_14615,Centre-Ville,Lyon,Modéré,81,8.74,5.96,3.95,Résidentiel,Meteo_France,2024-01-01 00:00:00
SEC_14616,Zone Industrielle,Marseille,Faible,35,4.36,2.58,7.05,Quartier Nord,AirParif_2024,2024-01-01 00:00:00
SEC_14617,Quartier Nord,Paris,Modéré,92,2.90,6.05,2.67,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_14618,Parc Central,Montpellier,Modéré,50,3.28,2.43,9.79,ZAC Ouest,Data.gouv.fr,2024-01-01 00:00:00
SEC_14619,Résidentiel,Nantes,Faible,56,3.77,3.64,9.11,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14620,Banlieue Sud,Bordeaux,Faible,72,6.35,9.72,1.16,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14621,Banlieue Sud,Nice,Élevé,85,9.89,6.47,1.18,Zone Industrielle,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14622,Parc Central,Bordeaux,Élevé,95,1.08,2.23,4.91,Zone Industrielle,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14623,Parc Central,Paris,Élevé,36,4.86,4.39,7.20,Parc Central,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14624,Quartier Nord,Marseille,Élevé,54,5.92,7.03,3.76,Parc Central,Data.gouv.fr,2024-01-01 00:00:00
SEC_14625,Banlieue Sud,Marseille,Critique,39,2.43,4.49,7.92,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14626,ZAC Ouest,Marseille,Élevé,60,6.20,8.56,8.82,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_14627,ZAC Ouest,Bordeaux,Faible,34,9.98,3.69,1.43,Résidentiel,Data.gouv.fr,2024-01-01 00:00:00
SEC_14628,Résidentiel,Marseille,Critique,37,8.01,5.39,5.31,Centre-Ville,Meteo_France,2024-01-01 00:00:00
SEC_14629,Parc Central,Bordeaux,Faible,28,3.16,4.76,6.90,Parc Central,Meteo_France,2024-01-01 00:00:00
SEC_14630,Zone Industrielle,Marseille,Élevé,62,3.69,3.30,9.26,Quartier Nord,Data.gouv.fr,2024-01-01 00:00:00
SEC_14631,Résidentiel,Bordeaux,Critique,93,3.20,4.98,7.61,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14632,Zone Industrielle,Bordeaux,Faible,53,3.10,2.79,1.80,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_14633,ZAC Ouest,Marseille,Élevé,76,4.97,1.28,4.67,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_14634,Résidentiel,Strasbourg,Critique,16,5.76,4.58,9.37,Banlieue Sud,Data.gouv.fr,2024-01-01 00:00:00
SEC_14635,ZAC Ouest,Marseille,Faible,26,4.52,9.79,1.74,Banlieue Sud,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14636,Quartier Nord,Lyon,Modéré,2,5.68,3.40,5.65,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14637,Résidentiel,Nice,Modéré,79,2.28,8.32,1.46,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14638,Zone Industrielle,Marseille,Élevé,6,2.51,6.52,4.66,Quartier Nord,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14639,Banlieue Sud,Strasbourg,Modéré,10,6.06,8.49,7.26,Zone Industrielle,Meteo_France,2024-01-01 00:00:00
SEC_14640,Résidentiel,Lyon,Faible,20,5.40,5.77,1.79,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_14641,Centre-Ville,Marseille,Élevé,41,9.38,5.77,2.85,Résidentiel,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14642,Centre-Ville,Nantes,Faible,86,9.94,7.16,8.05,Banlieue Sud,AirParif_2024,2024-01-01 00:00:00
SEC_14643,Quartier Nord,Montpellier,Modéré,45,5.31,8.90,5.62,Centre-Ville,SNCF_Open_Data,2024-01-01 00:00:00
SEC_14644,Centre-Ville,Lille,Modéré,80,1.82,2.59,3.97,ZAC Ouest,RATP_Open_Data_2024,2024-01-01 00:00:00
SEC_14645,ZAC Ouest,Lille,Critique,74,2.69,4.96,3.79,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_14646,Parc Central,Nice,Modéré,24,8.18,4.42,2.08,Banlieue Sud,Meteo_France,2024-01-01 00:00:00
SEC_14647,Quartier Nord,Lille,Faible,5,9.54,2.59,9.83,Résidentiel,AirParif_2024,2024-01-01 00:00:00
SEC_14648,Quartier Nord,Bordeaux,Faible,41,6.02,1.47,1.36,ZAC Ouest,Meteo_France,2024-01-01 00:00:00
