col_segment_id,col_line_id,col_stop_id_from,col_stop_id_to,col_distance_m,col_temps_theorique_s,col_segment_id_line_id_stop_from,col_stop_to,col_dist_m_t_theo,col_stop_from,col_dist_m,col_t_theo,col_nom_rue,col_type_route,col_vitesse_limite,col_nb_voies,col_longueur_m,col_sens_unique,col_date_maj
SEG_18121,18121,18121,18121,7.57,8.66,18121,6.64,7.72,8.36,8.64,3.13,Nom_18121,9.21,8.40,5.64,2.737726,8.22,2024-01-01 00:00:00
SEG_18122,18122,18122,18122,5.66,6.06,18122,2.84,8.85,8.88,4.04,1.11,Nom_18122,2.37,5.65,2.65,2.011611,3.37,2024-01-01 00:00:00
SEG_18123,18123,18123,18123,2.63,3.49,18123,7.87,8.83,3.43,9.38,8.19,Nom_18123,5.71,1.48,2.85,2.155110,4.77,2024-01-01 00:00:00
SEG_18124,18124,18124,18124,6.72,7.93,18124,5.57,3.09,5.94,8.87,2.42,Nom_18124,8.38,7.15,2.43,2.296400,7.80,2024-01-01 00:00:00
SEG_18125,18125,18125,18125,3.25,8.22,18125,7.00,3.94,8.99,7.38,8.37,Nom_18125,2.28,3.58,5.67,2.740077,7.85,2024-01-01 00:00:00
SEG_18126,18126,18126,18126,6.86,4.21,18126,4.09,3.54,2.26,1.51,1.29,Nom_18126,4.12,9.27,9.03,1.975916,2.83,2024-01-01 00:00:00
SEG_18127,18127,18127,18127,1.00,4.17,18127,2.51,1.99,1.14,7.45,2.52,Nom_18127,9.62,7.76,9.92,2.487869,4.53,2024-01-01 00:00:00
SEG_18128,18128,18128,18128,4.32,9.39,18128,9.29,3.10,6.25,2.65,6.97,Nom_18128,4.31,9.44,3.00,2.686856,2.71,2024-01-01 00:00:00
SEG_18129,18129,18129,18129,3.35,1.99,18129,1.74,7.35,8.34,3.18,8.52,Nom_18129,2.36,1.05,7.45,2.381541,6.15,2024-01-01 00:00:00
SEG_18130,18130,18130,18130,3.35,6.71,18130,9.77,8.12,4.89,7.78,2.52,Nom_18130,4.99,3.24,9.33,2.483307,1.08,2024-01-01 00:00:00
SEG_18131,18131,18131,18131,5.86,2.89,18131,5.58,8.48,6.58,3.34,3.56,Nom_18131,8.92,6.73,1.16,1.907488,6.54,2024-01-01 00:00:00
SEG_18132,18132,18132,18132,5.51,6.63,18132,9.09,8.25,2.16,8.86,8.46,Nom_18132,3.36,3.70,7.22,2.760348,5.82,2024-01-01 00:00:00
SEG_18133,18133,18133,18133,7.41,9.42,18133,6.50,7.95,1.91,5.06,3.32,Nom_18133,6.43,4.05,7.51,1.978227,7.82,2024-01-01 00:00:00
SEG_18134,18134,18134,18134,7.15,2.59,18134,7.15,2.86,5.15,2.37,6.98,Nom_18134,5.84,1.40,5.45,2.067818,9.32,2024-01-01 00:00:00
SEG_18135,18135,18135,18135,8.03,1.62,18135,5.87,3.60,6.05,2.19,6.27,Nom_18135,3.26,2.62,5.71,2.494724,7.84,2024-01-01 00:00:00
SEG_18136,18136,18136,18136,4.93,3.01,18136,6.94,4.05,5.72,3.19,1.70,Nom_18136,5.09,2.92,7.13,2.760927,4.91,2024-01-01 00:00:00
SEG_18137,18137,18137,18137,5.30,1.72,18137,8.86,8.38,2.24,2.38,2.37,Nom_18137,6.62,1.27,8.99,2.122930,9.29,2024-01-01 00:00:00
SEG_18138,18138,18138,18138,5.79,3.16,18138,7.56,8.45,8.93,7.28,4.57,Nom_18138,5.53,2.36,1.11,2.239437,6.28,2024-01-01 00:00:00
SEG_18139,18139,18139,18139,1.57,2.00,18139,1.92,6.78,9.49,5.46,4.18,Nom_18139,1.26,9.31,4.75,2.459021,4.74,2024-01-01 00:00:00
SEG_18140,18140,18140,18140,4.28,7.67,18140,7.96,3.89,6.89,6.59,7.80,Nom_18140,5.92,5.23,4.73,2.322484,5.34,2024-01-01 00:00:00
SEG_18141,18141,18141,18141,5.58,5.89,18141,5.12,4.21,9.70,5.86,9.94,Nom_18141,4.43,9.81,9.15,2.596023,9.96,2024-01-01 00:00:00
SEG_18142,18142,18142,18142,3.44,5.39,18142,6.85,2.53,8.66,6.00,7.93,Nom_18142,9.40,8.68,3.41,2.830969,7.72,2024-01-01 00:00:00
SEG_18143,18143,18143,18143,7.35,5.47,18143,6.35,4.53,9.45,5.13,9.57,Nom_18143,6.01,6.92,8.65,2.373035,3.80,2024-01-01 00:00:00
SEG_18144,18144,18144,18144,3.54,5.68,18144,8.69,2.12,3.97,3.45,8.88,Nom_18144,7.07,3.70,3.21,2.594217,3.12,2024-01-01 00:00:00
SEG_18145,18145,18145,18145,9.35,9.71,18145,1.81,6.43,6.48,6.06,6.00,Nom_18145,6.90,7.21,6.86,2.626229,5.48,2024-01-01 00:00:00
SEG_18146,18146,18146,18146,7.01,9.16,18146,9.67,1.50,5.35,7.12,6.33,Nom_18146,9.73,2.81,1.88,2.276655,8.92,2024-01-01 00:00:00
SEG_18147,18147,18147,18147,9.42,9.38,18147,3.60,3.83,4.99,2.87,1.58,Nom_18147,1.75,5.92,1.97,2.265230,7.82,2024-01-01 00:00:00
SEG_18148,18148,18148,18148,7.76,3.41,18148,4.68,6.27,3.26,4.52,1.68,Nom_18148,3.69,2.06,10.00,2.735464,8.11,2024-01-01 00:00:00
SEG_18149,18149,18149,18149,9.11,4.27,18149,5.91,8.62,4.88,4.33,9.89,Nom_18149,6.17,9.68,5.30,2.458131,4.05,2024-01-01 00:00:00
SEG_18150,18150,18150,18150,6.13,3.61,18150,2.80,2.13,9.02,2.38,7.47,Nom_18150,5.51,1.20,6.62,1.962862,4.43,2024-01-01 00:00:00
SEG_18151,18151,18151,18151,6.64,1.04,18151,2.08,5.80,7.91,1.51,5.75,Nom_18151,1.38,8.18,6.78,1.968531,2.97,2024-01-01 00:00:00
SEG_18152,18152,18152,18152,5.68,8.62,18152,8.64,6.66,3.86,1.83,6.86,Nom_18152,1.85,4.28,9.04,2.228460,7.98,2024-01-01 00:00:00
SEG_18153,18153,18153,18153,7.03,8.30,18153,4.60,3.93,4.98,9.08,9.89,Nom_18153,5.55,6.96,1.45,2.293287,6.29,2024-01-01 00:00:00
SEG_18154,18154,18154,18154,7.05,2.16,18154,2.78,1.72,6.18,7.92,5.34,Nom_18154,6.81,7.16,6.56,2.519296,6.24,2024-01-01 00:00:00
SEG_18155,18155,18155,18155,8.84,9.53,18155,7.67,8.29,2.96,7.42,1.88,Nom_18155,9.17,2.03,1.45,2.681619,8.32,2024-01-01 00:00:00
SEG_18156,18156,18156,18156,4.18,1.06,18156,1.43,8.94,8.27,9.24,7.83,Nom_18156,7.84,8.72,2.96,2.666813,6.56,2024-01-01 00:00:00
SEG_18157,18157,18157,18157,5.64,2.16,18157,9.29,6.68,4.32,5.43,5.76,Nom_18157,3.05,3.92,5.11,2.551996,5.78,2024-01-01 00:00:00
SEG_18158,18158,18158,18158,6.43,9.22,18158,8.05,1.01,2.06,7.59,8.91,Nom_18158,8.82,2.73,7.38,2.191657,6.95,2024-01-01 00:00:00
SEG_18159,18159,18159,18159,2.79,9.06,18159,8.90,7.62,6.00,3.70,4.11,Nom_18159,3.61,6.20,1.37,2.123535,7.60,2024-01-01 00:00:00
SEG_18160,18160,18160,18160,6.57,5.89,18160,3.00,6.65,5.78,7.32,7.22,Nom_18160,8.39,8.68,7.38,2.578487,3.09,2024-01-01 00:00:00
SEG_18161,18161,18161,18161,4.58,7.21,18161,6.27,4.60,8.95,5.09,6.87,Nom_18161,3.87,1.33,3.00,2.313748,2.26,2024-01-01 00:00:00
SEG_18162,18162,18162,18162,6.14,7.98,18162,3.48,7.16,5.47,3.98,8.37,Nom_18162,4.31,2.26,8.38,1.890930,4.98,2024-01-01 00:00:00
SEG_18163,18163,18163,18163,6.30,4.31,18163,1.33,1.29,9.79,5.27,1.80,Nom_18163,5.48,7.31,9.30,2.837769,4.26,2024-01-01 00:00:00
SEG_18164,18164,18164,18164,1.44,8.32,18164,1.31,2.57,4.04,5.56,7.65,Nom_18164,4.84,2.03,6.96,2.806726,8.00,2024-01-01 00:00:00
SEG_18165,18165,18165,18165,9.64,3.10,18165,2.68,6.34,5.79,8.81,2.66,Nom_18165,3.77,1.47,3.57,2.182575,8.32,2024-01-01 00:00:00
SEG_18166,18166,18166,18166,9.94,7.51,18166,2.55,3.25,6.46,4.11,7.63,Nom_18166,9.39,8.77,2.95,1.856411,5.68,2024-01-01 00:00:00
SEG_18167,18167,18167,18167,5.19,2.45,18167,1.82,5.78,9.69,9.53,3.82,Nom_18167,8.26,3.14,3.62,2.024814,4.74,2024-01-01 00:00:00
SEG_18168,18168,18168,18168,3.96,5.26,18168,1.95,3.48,7.31,6.50,3.89,Nom_18168,6.59,8.67,8.16,2.518160,1.47,2024-01-01 00:00:00
SEG_18169,18169,18169,18169,1.83,1.30,18169,7.94,5.21,5.42,2.75,4.41,Nom_18169,9.39,4.40,5.46,1.906055,2.15,2024-01-01 00:00:00
SEG_18170,18170,18170,18170,8.13,2.53,18170,4.33,9.29,6.72,2.33,7.18,Nom_18170,2.70,6.03,6.19,1.979697,4.72,2024-01-01 00:00:00
SEG_18171,18171,18171,18171,1.91,5.83,18171,6.25,5.46,5.85,1.30,3.08,Nom_18171,8.40,2.57,3.99,2.793797,2.90,2024-01-01 00:00:00
SEG_18172,18172,18172,18172,7.29,1.06,18172,9.83,1.81,4.66,7.34,5.00,Nom_18172,5.64,8.05,3.30,2.079841,1.72,2024-01-01 00:00:00
SEG_18173,18173,18173,18173,5.74,2.51,18173,4.94,3.18,7.14,5.12,9.75,Nom_18173,7.68,5.88,7.16,2.328884,5.17,2024-01-01 00:00:00
SEG_18174,18174,18174,18174,5.97,6.52,18174,1.98,2.20,7.01,7.24,6.34,Nom_18174,7.56,9.82,2.88,2.037013,2.46,2024-01-01 00:00:00
SEG_18175,18175,18175,18175,4.96,1.83,18175,6.91,2.49,1.11,1.03,8.68,Nom_18175,6.07,2.48,2.40,2.194237,4.44,2024-01-01 00:00:00
SEG_18176,18176,18176,18176,4.77,6.09,18176,7.37,5.45,9.08,6.41,9.02,Nom_18176,4.36,4.39,7.42,2.151260,8.74,2024-01-01 00:00:00
SEG_18177,18177,18177,18177,7.73,9.37,18177,1.58,9.02,7.85,8.82,6.80,Nom_18177,7.96,3.49,4.55,2.476315,9.67,2024-01-01 00:00:00
SEG_18178,18178,18178,18178,1.67,6.61,18178,9.24,9.88,7.45,1.44,2.80,Nom_18178,8.68,3.51,7.41,2.497598,1.09,2024-01-01 00:00:00
SEG_18179,18179,18179,18179,8.89,4.51,18179,3.42,4.82,2.12,2.61,3.20,Nom_18179,2.84,1.58,3.19,2.801364,7.55,2024-01-01 00:00:00
SEG_18180,18180,18180,18180,4.53,2.35,18180,9.68,3.01,9.15,5.81,7.55,Nom_18180,1.37,6.47,4.59,2.713985,7.40,2024-01-01 00:00:00
SEG_18181,18181,18181,18181,2.09,1.13,18181,2.47,2.18,6.23,3.80,5.66,Nom_18181,4.59,7.22,6.04,2.035071,3.26,2024-01-01 00:00:00
SEG_18182,18182,18182,18182,5.64,8.48,18182,9.86,4.84,9.49,7.92,4.75,Nom_18182,1.25,6.29,6.35,2.706782,6.86,2024-01-01 00:00:00
SEG_18183,18183,18183,18183,9.28,3.23,18183,7.14,2.07,5.09,8.03,5.01,Nom_18183,7.94,9.55,1.03,2.327444,8.99,2024-01-01 00:00:00
SEG_18184,18184,18184,18184,2.01,7.78,18184,8.60,1.83,9.77,9.34,8.44,Nom_18184,8.29,3.13,3.39,2.154683,3.40,2024-01-01 00:00:00
SEG_18185,18185,18185,18185,7.09,6.67,18185,4.64,3.94,4.11,8.96,7.10,Nom_18185,5.01,4.97,1.59,2.038937,1.31,2024-01-01 00:00:00
SEG_18186,18186,18186,18186,6.81,9.00,18186,1.33,5.68,2.91,2.25,5.20,Nom_18186,9.61,6.09,6.04,2.731047,4.14,2024-01-01 00:00:00
SEG_18187,18187,18187,18187,9.54,4.38,18187,8.78,1.27,8.02,7.68,9.33,Nom_18187,1.20,3.43,1.01,1.912654,5.18,2024-01-01 00:00:00
SEG_18188,18188,18188,18188,1.52,8.34,18188,2.11,2.69,3.65,3.40,7.13,Nom_18188,4.27,8.55,4.67,2.746630,2.34,2024-01-01 00:00:00
SEG_18189,18189,18189,18189,2.00,6.48,18189,1.88,7.45,1.03,8.79,5.34,Nom_18189,1.61,2.90,4.70,1.959758,8.72,2024-01-01 00:00:00
SEG_18190,18190,18190,18190,9.49,4.60,18190,3.65,3.49,9.35,7.46,7.61,Nom_18190,5.33,9.22,7.12,2.682901,9.44,2024-01-01 00:00:00
SEG_18191,18191,18191,18191,7.07,9.35,18191,1.96,8.82,8.36,7.97,3.45,Nom_18191,3.20,6.18,6.30,1.950346,6.40,2024-01-01 00:00:00
SEG_18192,18192,18192,18192,9.35,6.12,18192,4.23,2.57,3.62,5.36,3.77,Nom_18192,2.49,6.59,9.96,2.439863,5.67,2024-01-01 00:00:00
SEG_18193,18193,18193,18193,9.68,9.24,18193,5.05,7.29,7.82,4.60,7.30,Nom_18193,8.20,8.78,9.80,2.153214,5.04,2024-01-01 00:00:00
SEG_18194,18194,18194,18194,3.60,3.37,18194,2.03,1.49,7.23,9.98,8.43,Nom_18194,9.25,3.95,8.94,2.178598,7.45,2024-01-01 00:00:00
SEG_18195,18195,18195,18195,8.58,2.53,18195,3.72,2.05,6.82,5.71,4.55,Nom_18195,7.55,4.33,2.54,2.032347,8.35,2024-01-01 00:00:00
SEG_18196,18196,18196,18196,6.65,8.75,18196,5.91,6.78,2.65,1.81,8.55,Nom_18196,3.10,5.43,8.48,2.002974,8.96,2024-01-01 00:00:00
SEG_18197,18197,18197,18197,1.61,2.55,18197,8.70,8.66,1.95,1.23,4.54,Nom_18197,4.62,3.39,4.16,2.778465,9.62,2024-01-01 00:00:00
SEG_18198,18198,18198,18198,5.61,7.96,18198,2.26,2.88,4.82,5.52,4.13,Nom_18198,7.42,1.51,1.02,2.463759,3.26,2024-01-01 00:00:00
SEG_18199,18199,18199,18199,6.34,4.12,18199,7.70,8.33,6.65,4.05,7.39,Nom_18199,2.33,8.11,6.38,2.429367,7.48,2024-01-01 00:00:00
SEG_18200,18200,18200,18200,7.45,6.80,18200,1.73,9.62,4.50,2.49,2.96,Nom_18200,2.08,4.12,1.26,2.213426,8.06,2024-01-01 00:00:00
SEG_18201,18201,18201,18201,4.94,9.65,18201,7.98,6.10,8.20,8.69,5.36,Nom_18201,6.02,4.67,2.07,2.290306,8.98,2024-01-01 00:00:00
SEG_18202,18202,18202,18202,6.05,5.39,18202,8.95,2.42,7.68,9.50,1.18,Nom_18202,3.23,1.27,7.17,2.242910,7.59,2024-01-01 00:00:00
SEG_18203,18203,18203,18203,1.64,3.39,18203,9.11,8.28,7.49,4.15,4.08,Nom_18203,6.04,1.30,6.14,2.065573,2.85,2024-01-01 00:00:00
SEG_18204,18204,18204,18204,8.66,1.50,18204,3.67,2.22,8.02,7.01,9.96,Nom_18204,4.78,2.17,5.73,2.236134,4.73,2024-01-01 00:00:00
SEG_18205,18205,18205,18205,9.13,8.24,18205,6.99,1.97,6.66,6.25,4.92,Nom_18205,6.65,4.59,7.27,2.300308,8.43,2024-01-01 00:00:00
SEG_18206,18206,18206,18206,1.54,5.27,18206,6.31,5.94,3.41,5.34,5.21,Nom_18206,8.51,8.00,7.69,2.782457,1.31,2024-01-01 00:00:00
SEG_18207,18207,18207,18207,3.18,2.71,18207,3.60,2.49,5.29,4.69,6.27,Nom_18207,6.76,6.40,9.30,2.783672,6.45,2024-01-01 00:00:00
SEG_18208,18208,18208,18208,7.15,1.20,18208,6.70,8.42,2.52,7.18,7.59,Nom_18208,8.84,5.14,5.29,2.408281,2.07,2024-01-01 00:00:00
SEG_18209,18209,18209,18209,6.29,3.58,18209,7.21,1.35,1.05,4.64,2.97,Nom_18209,4.73,6.83,2.87,2.501608,5.59,2024-01-01 00:00:00
SEG_18210,18210,18210,18210,1.01,6.51,18210,9.57,8.71,8.21,1.50,9.82,Nom_18210,8.64,5.20,8.43,2.651520,6.78,2024-01-01 00:00:00
SEG_18211,18211,18211,18211,1.71,3.54,18211,4.02,2.32,5.88,4.25,6.62,Nom_18211,8.46,7.58,5.40,2.674220,3.20,2024-01-01 00:00:00
SEG_18212,18212,18212,18212,8.05,3.09,18212,2.48,5.44,4.99,2.37,9.65,Nom_18212,5.09,6.58,1.09,2.278627,4.52,2024-01-01 00:00:00
SEG_18213,18213,18213,18213,4.63,8.39,18213,4.83,5.30,1.75,3.53,1.89,Nom_18213,2.64,6.79,6.52,1.887531,3.12,2024-01-01 00:00:00
SEG_18214,18214,18214,18214,3.37,7.24,18214,6.39,4.88,8.57,1.35,5.38,Nom_18214,4.48,6.18,8.90,2.569192,9.07,2024-01-01 00:00:00
SEG_18215,18215,18215,18215,9.86,3.30,18215,6.78,7.16,1.85,3.92,9.37,Nom_18215,3.07,3.59,8.08,2.199208,7.35,2024-01-01 00:00:00
SEG_18216,18216,18216,18216,6.65,7.68,18216,3.68,2.57,7.57,6.41,7.19,Nom_18216,2.28,4.54,7.16,2.066158,5.03,2024-01-01 00:00:00
SEG_18217,18217,18217,18217,7.87,3.75,18217,1.42,2.35,6.84,2.52,8.50,Nom_18217,6.24,9.30,5.12,2.210089,2.54,2024-01-01 00:00:00
SEG_18218,18218,18218,18218,1.30,3.41,18218,7.04,4.97,5.82,1.88,7.68,Nom_18218,4.09,3.67,5.34,2.772371,9.06,2024-01-01 00:00:00
SEG_18219,18219,18219,18219,9.33,6.17,18219,8.01,7.17,2.32,3.92,5.91,Nom_18219,5.68,1.16,1.21,2.406292,1.05,2024-01-01 00:00:00
SEG_18220,18220,18220,18220,1.40,3.84,18220,2.08,2.24,2.51,3.88,4.66,Nom_18220,2.14,3.41,8.09,2.327867,5.55,2024-01-01 00:00:00
SEG_18221,18221,18221,18221,5.38,7.24,18221,4.65,3.73,3.06,5.49,3.10,Nom_18221,4.49,8.01,3.88,2.412087,7.68,2024-01-01 00:00:00
SEG_18222,18222,18222,18222,1.97,5.21,18222,3.97,2.61,7.06,1.32,5.24,Nom_18222,3.42,7.17,7.71,2.662861,1.34,2024-01-01 00:00:00
SEG_18223,18223,18223,18223,9.39,3.51,18223,9.18,8.73,4.71,7.45,4.30,Nom_18223,5.52,5.58,8.39,2.268913,6.29,2024-01-01 00:00:00
SEG_18224,18224,18224,18224,9.35,8.44,18224,3.00,4.14,6.15,4.68,4.98,Nom_18224,2.50,5.19,8.24,2.500583,1.22,2024-01-01 00:00:00
SEG_18225,18225,18225,18225,8.65,6.26,18225,7.79,6.74,7.29,2.20,3.15,Nom_18225,4.96,9.18,6.58,2.775833,2.08,2024-01-01 00:00:00
SEG_18226,18226,18226,18226,9.35,8.58,18226,3.25,9.49,8.86,5.65,5.24,Nom_18226,2.40,7.38,7.86,2.631875,2.92,2024-01-01 00:00:00
SEG_18227,18227,18227,18227,9.99,7.24,18227,9.69,5.00,1.92,8.05,3.32,Nom_18227,6.08,3.91,1.45,2.068688,2.99,2024-01-01 00:00:00
SEG_18228,18228,18228,18228,2.32,7.13,18228,1.47,4.44,3.77,8.57,4.02,Nom_18228,2.00,5.01,5.42,2.356646,7.14,2024-01-01 00:00:00
SEG_18229,18229,18229,18229,5.26,4.13,18229,7.19,6.06,3.21,6.52,8.04,Nom_18229,5.60,1.86,7.91,2.832553,6.79,2024-01-01 00:00:00
SEG_18230,18230,18230,18230,7.01,2.49,18230,5.63,7.32,9.41,9.56,3.87,Nom_18230,3.19,9.17,5.38,1.924976,3.01,2024-01-01 00:00:00
SEG_18231,18231,18231,18231,1.20,2.58,18231,2.09,4.15,4.47,4.15,4.30,Nom_18231,2.84,6.88,6.75,2.044908,6.62,2024-01-01 00:00:00
SEG_18232,18232,18232,18232,4.79,4.43,18232,7.53,7.83,5.64,9.23,8.70,Nom_18232,8.85,4.97,3.77,2.096309,7.82,2024-01-01 00:00:00
SEG_18233,18233,18233,18233,1.87,8.24,18233,6.41,8.65,3.84,8.46,3.24,Nom_18233,3.57,9.22,9.70,2.533759,6.56,2024-01-01 00:00:00
SEG_18234,18234,18234,18234,1.74,2.69,18234,4.91,6.49,7.79,3.01,6.20,Nom_18234,9.18,4.69,5.95,2.136360,6.26,2024-01-01 00:00:00
SEG_18235,18235,18235,18235,2.07,2.12,18235,6.52,4.52,9.05,3.31,6.29,Nom_18235,3.12,4.95,4.13,2.439396,3.94,2024-01-01 00:00:00
SEG_18236,18236,18236,18236,2.91,3.63,18236,9.79,9.14,5.84,6.17,5.28,Nom_18236,3.26,2.51,2.96,2.325990,6.05,2024-01-01 00:00:00
SEG_18237,18237,18237,18237,7.85,6.68,18237,3.27,3.78,7.78,3.32,7.55,Nom_18237,4.07,2.17,4.11,2.303615,8.89,2024-01-01 00:00:00
SEG_18238,18238,18238,18238,1.76,5.49,18238,7.43,5.77,6.92,9.41,2.79,Nom_18238,5.34,8.86,3.08,2.606124,2.85,2024-01-01 00:00:00
SEG_18239,18239,18239,18239,7.51,2.97,18239,3.82,7.48,3.67,9.97,5.93,Nom_18239,4.45,2.29,1.40,2.600318,2.18,2024-01-01 00:00:00
SEG_18240,18240,18240,18240,1.53,2.22,18240,4.56,8.78,5.65,6.68,8.50,Nom_18240,9.95,8.29,3.23,2.447543,1.80,2024-01-01 00:00:00
SEG_18241,18241,18241,18241,8.51,3.42,18241,9.50,7.52,4.32,3.59,3.36,Nom_18241,1.52,7.51,4.54,2.343247,2.59,2024-01-01 00:00:00
SEG_18242,18242,18242,18242,1.26,9.24,18242,2.73,3.19,3.14,9.53,3.79,Nom_18242,9.84,7.52,5.81,2.030534,5.85,2024-01-01 00:00:00
SEG_18243,18243,18243,18243,7.86,8.26,18243,2.07,9.58,5.77,7.90,6.66,Nom_18243,5.53,5.24,5.03,2.468404,3.08,2024-01-01 00:00:00
SEG_18244,18244,18244,18244,5.26,4.04,18244,1.63,7.46,4.92,7.83,4.03,Nom_18244,9.78,3.88,6.17,1.891266,9.27,2024-01-01 00:00:00
SEG_18245,18245,18245,18245,2.61,8.35,18245,4.60,2.72,5.32,8.28,3.07,Nom_18245,3.83,9.41,8.88,2.332771,5.90,2024-01-01 00:00:00
SEG_18246,18246,18246,18246,9.99,9.00,18246,1.73,2.19,8.05,7.36,9.12,Nom_18246,2.54,3.25,9.62,2.054716,1.27,2024-01-01 00:00:00
SEG_18247,18247,18247,18247,5.19,1.29,18247,2.60,5.69,8.88,9.56,5.81,Nom_18247,2.56,1.76,1.89,2.037307,8.82,2024-01-01 00:00:00
SEG_18248,18248,18248,18248,8.67,6.89,18248,6.95,5.12,7.17,5.03,6.23,Nom_18248,5.09,3.60,4.67,2.268220,4.95,2024-01-01 00:00:00
SEG_18249,18249,18249,18249,1.07,8.60,18249,3.79,9.76,9.05,4.21,7.88,Nom_18249,6.38,6.08,5.96,2.758439,3.21,2024-01-01 00:00:00
SEG_18250,18250,18250,18250,7.27,1.19,18250,5.27,8.31,2.06,9.54,1.24,Nom_18250,1.66,8.67,6.09,2.268380,5.91,2024-01-01 00:00:00
SEG_18251,18251,18251,18251,7.86,3.84,18251,8.43,2.55,2.21,8.91,3.36,Nom_18251,1.20,1.51,4.66,2.440730,5.26,2024-01-01 00:00:00
SEG_18252,18252,18252,18252,1.17,5.88,18252,5.91,7.38,6.78,2.02,8.78,Nom_18252,2.44,9.19,5.10,2.631736,4.17,2024-01-01 00:00:00
SEG_18253,18253,18253,18253,1.77,4.63,18253,2.26,3.64,1.88,4.14,5.03,Nom_18253,4.46,6.71,3.37,1.995874,2.84,2024-01-01 00:00:00
SEG_18254,18254,18254,18254,3.27,2.66,18254,5.72,5.82,3.19,4.76,8.55,Nom_18254,5.22,2.60,2.84,2.350373,8.29,2024-01-01 00:00:00
SEG_18255,18255,18255,18255,3.39,1.79,18255,5.21,9.34,5.26,2.78,5.62,Nom_18255,4.94,8.70,6.53,1.961245,7.26,2024-01-01 00:00:00
SEG_18256,18256,18256,18256,5.07,7.90,18256,3.57,6.65,9.70,9.11,9.37,Nom_18256,3.89,4.80,2.01,1.967728,3.52,2024-01-01 00:00:00
SEG_18257,18257,18257,18257,3.34,3.23,18257,4.92,1.89,5.17,3.94,7.48,Nom_18257,2.32,3.83,9.57,2.423540,9.90,2024-01-01 00:00:00
SEG_18258,18258,18258,18258,5.11,9.93,18258,2.39,9.25,2.52,1.91,8.46,Nom_18258,9.91,8.59,6.68,2.714354,8.06,2024-01-01 00:00:00
SEG_18259,18259,18259,18259,5.90,1.51,18259,8.53,5.30,4.54,6.91,9.81,Nom_18259,7.88,3.83,4.90,2.712181,1.41,2024-01-01 00:00:00
SEG_18260,18260,18260,18260,8.79,9.24,18260,9.67,6.50,7.91,6.19,5.42,Nom_18260,2.27,4.05,4.29,2.542585,1.36,2024-01-01 00:00:00
SEG_18261,18261,18261,18261,9.42,1.44,18261,1.19,7.29,7.58,8.92,8.84,Nom_18261,5.87,2.83,9.29,1.917050,7.05,2024-01-01 00:00:00
SEG_18262,18262,18262,18262,3.22,3.85,18262,2.12,9.33,5.93,7.25,6.22,Nom_18262,6.82,5.67,2.02,2.362883,5.44,2024-01-01 00:00:00
SEG_18263,18263,18263,18263,7.45,2.45,18263,5.09,8.15,2.47,6.28,1.26,Nom_18263,9.73,1.38,1.38,2.662881,3.29,2024-01-01 00:00:00
SEG_18264,18264,18264,18264,9.82,6.45,18264,9.57,4.74,8.98,7.00,3.75,Nom_18264,8.08,5.61,9.45,2.428638,4.50,2024-01-01 00:00:00
SEG_18265,18265,18265,18265,9.10,2.37,18265,9.09,1.97,6.36,6.26,4.63,Nom_18265,9.26,7.73,2.07,2.845106,3.83,2024-01-01 00:00:00
SEG_18266,18266,18266,18266,2.21,3.32,18266,9.29,2.31,9.53,1.53,6.43,Nom_18266,8.18,1.88,5.28,2.007067,2.00,2024-01-01 00:00:00
SEG_18267,18267,18267,18267,8.96,3.11,18267,2.06,8.83,8.40,5.97,1.10,Nom_18267,4.54,2.36,2.37,2.831839,7.32,2024-01-01 00:00:00
SEG_18268,18268,18268,18268,6.54,3.00,18268,1.83,9.59,2.71,5.67,1.38,Nom_18268,5.30,2.80,3.14,2.140378,8.38,2024-01-01 00:00:00
SEG_18269,18269,18269,18269,8.01,6.81,18269,9.83,8.51,3.10,1.02,4.87,Nom_18269,6.03,9.11,1.77,2.711351,6.07,2024-01-01 00:00:00
SEG_18270,18270,18270,18270,9.97,1.79,18270,2.30,2.25,9.90,5.59,5.65,Nom_18270,6.35,8.04,9.10,2.261512,4.75,2024-01-01 00:00:00
SEG_18271,18271,18271,18271,4.70,9.55,18271,6.24,3.68,7.14,5.22,9.70,Nom_18271,9.76,9.91,8.25,2.671629,8.12,2024-01-01 00:00:00
SEG_18272,18272,18272,18272,7.93,8.84,18272,9.55,3.34,6.54,9.15,1.60,Nom_18272,8.60,7.27,1.39,2.704300,6.61,2024-01-01 00:00:00
SEG_18273,18273,18273,18273,2.43,9.20,18273,8.28,5.16,7.09,8.48,2.18,Nom_18273,8.25,4.59,1.91,2.765567,1.75,2024-01-01 00:00:00
SEG_18274,18274,18274,18274,6.47,2.26,18274,2.96,8.89,2.47,2.27,1.99,Nom_18274,2.21,6.38,8.33,2.217897,2.74,2024-01-01 00:00:00
SEG_18275,18275,18275,18275,2.39,6.71,18275,9.40,6.84,9.50,4.69,2.40,Nom_18275,9.65,1.57,4.69,2.418837,6.37,2024-01-01 00:00:00
SEG_18276,18276,18276,18276,7.61,3.83,18276,4.04,5.83,6.70,6.92,3.09,Nom_18276,6.23,9.04,8.06,2.520207,2.34,2024-01-01 00:00:00
SEG_18277,18277,18277,18277,3.43,2.69,18277,9.62,7.49,5.80,4.20,9.39,Nom_18277,4.84,6.17,5.81,2.769150,9.84,2024-01-01 00:00:00
