col_environnement_id,col_time_id,col_zone_id,col_polluant_id,col_mode_id,col_station_id,col_valeur_co2,col_niveau_pollution,col_aqi_moyen,col_condition_meteo,col_temperature,col_prix_carburant_ref,col_energie_renouvelable_pourcent,col_impact_sante_index,col_cout_pollution,col_energy_consumption_per_vehicle,col_source,col_date_insertion
ENV_15687,15687,15687,15687,15687,15687,48.00,Faible,7.71,Brouillard,1.24,5.60,5.73,9,5.66,7.82,Data.gouv.fr,2024-01-01 00:00:00
ENV_15688,15688,15688,15688,15688,15688,38.07,Faible,6.12,Soleil,5.52,7.20,3.29,86,2.25,8.34,Data.gouv.fr,2024-01-01 00:00:00
ENV_15689,15689,15689,15689,15689,15689,2.35,Faible,3.30,Soleil,2.28,4.71,1.16,91,3.94,7.82,Meteo_France,2024-01-01 00:00:00
ENV_15690,15690,15690,15690,15690,15690,26.51,Élevé,7.76,Brouillard,1.54,2.27,1.22,91,9.19,6.70,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15691,15691,15691,15691,15691,15691,18.37,Critique,1.96,Nuageux,8.37,2.26,1.78,92,4.79,4.76,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15692,15692,15692,15692,15692,15692,44.06,Faible,4.63,Soleil,9.14,9.50,3.34,73,7.19,9.92,AirParif_2024,2024-01-01 00:00:00
ENV_15693,15693,15693,15693,15693,15693,37.21,Faible,9.56,Pluie,3.92,9.60,7.81,58,6.60,8.48,AirParif_2024,2024-01-01 00:00:00
ENV_15694,15694,15694,15694,15694,15694,34.87,Modéré,7.67,Orage,5.86,2.19,4.55,78,4.34,3.11,Meteo_France,2024-01-01 00:00:00
ENV_15695,15695,15695,15695,15695,15695,40.36,Critique,3.37,Brouillard,8.38,1.13,1.26,46,5.33,3.70,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15696,15696,15696,15696,15696,15696,45.97,Faible,7.75,Pluie,1.39,0.55,2.08,29,9.57,2.57,Data.gouv.fr,2024-01-01 00:00:00
ENV_15697,15697,15697,15697,15697,15697,37.92,Modéré,3.97,Nuageux,9.80,7.78,4.52,48,6.06,4.09,Meteo_France,2024-01-01 00:00:00
ENV_15698,15698,15698,15698,15698,15698,28.74,Faible,4.60,Orage,4.68,7.33,2.02,72,8.32,4.50,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15699,15699,15699,15699,15699,15699,7.05,Critique,3.53,Pluie,1.72,2.25,8.61,61,0.71,3.48,AirParif_2024,2024-01-01 00:00:00
ENV_15700,15700,15700,15700,15700,15700,43.32,Modéré,7.30,Pluie,2.04,4.46,7.92,77,3.33,7.79,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15701,15701,15701,15701,15701,15701,39.49,Critique,8.83,Brouillard,2.05,9.42,1.00,9,6.49,1.36,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15702,15702,15702,15702,15702,15702,40.77,Faible,3.91,Orage,5.41,2.60,5.09,67,9.39,5.43,Meteo_France,2024-01-01 00:00:00
ENV_15703,15703,15703,15703,15703,15703,37.46,Modéré,10.00,Soleil,3.58,7.11,6.01,25,6.16,3.37,AirParif_2024,2024-01-01 00:00:00
ENV_15704,15704,15704,15704,15704,15704,37.28,Critique,4.18,Orage,8.62,6.77,8.16,66,9.56,1.09,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15705,15705,15705,15705,15705,15705,26.02,Faible,1.13,Orage,7.91,6.52,3.06,70,5.39,5.45,AirParif_2024,2024-01-01 00:00:00
ENV_15706,15706,15706,15706,15706,15706,33.18,Élevé,8.00,Orage,9.62,7.28,5.01,38,9.19,8.02,AirParif_2024,2024-01-01 00:00:00
ENV_15707,15707,15707,15707,15707,15707,18.24,Critique,7.71,Soleil,1.87,7.99,7.75,82,6.00,4.22,Data.gouv.fr,2024-01-01 00:00:00
ENV_15708,15708,15708,15708,15708,15708,34.43,Faible,9.08,Soleil,3.53,5.22,4.65,54,5.11,8.49,AirParif_2024,2024-01-01 00:00:00
ENV_15709,15709,15709,15709,15709,15709,38.12,Faible,3.07,Soleil,4.46,5.69,8.11,14,5.66,2.40,AirParif_2024,2024-01-01 00:00:00
ENV_15710,15710,15710,15710,15710,15710,18.10,Élevé,5.01,Soleil,9.88,9.54,1.29,21,0.52,3.78,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15711,15711,15711,15711,15711,15711,4.94,Modéré,7.32,Soleil,8.37,7.31,2.89,30,0.88,7.42,Data.gouv.fr,2024-01-01 00:00:00
ENV_15712,15712,15712,15712,15712,15712,44.90,Modéré,9.64,Brouillard,2.22,9.50,4.30,96,1.33,4.98,AirParif_2024,2024-01-01 00:00:00
ENV_15713,15713,15713,15713,15713,15713,24.53,Critique,2.64,Nuageux,2.24,5.82,9.19,60,3.20,4.13,Data.gouv.fr,2024-01-01 00:00:00
ENV_15714,15714,15714,15714,15714,15714,22.85,Modéré,4.43,Pluie,9.86,4.34,2.74,84,9.42,2.83,AirParif_2024,2024-01-01 00:00:00
ENV_15715,15715,15715,15715,15715,15715,1.93,Élevé,1.67,Pluie,9.28,6.57,6.75,60,2.16,9.71,Meteo_France,2024-01-01 00:00:00
ENV_15716,15716,15716,15716,15716,15716,10.66,Élevé,4.56,Soleil,6.96,8.55,3.81,90,5.99,2.76,Meteo_France,2024-01-01 00:00:00
ENV_15717,15717,15717,15717,15717,15717,7.51,Critique,4.39,Soleil,6.33,3.71,4.77,49,8.42,6.50,Meteo_France,2024-01-01 00:00:00
ENV_15718,15718,15718,15718,15718,15718,12.84,Élevé,3.82,Orage,4.33,9.95,6.53,33,6.53,2.47,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15719,15719,15719,15719,15719,15719,6.12,Élevé,8.75,Brouillard,9.15,7.50,2.66,17,2.57,6.99,Meteo_France,2024-01-01 00:00:00
ENV_15720,15720,15720,15720,15720,15720,34.39,Modéré,5.16,Brouillard,6.97,1.08,5.46,88,6.20,8.57,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15721,15721,15721,15721,15721,15721,39.85,Faible,4.59,Orage,7.58,9.22,3.01,71,3.10,4.41,Data.gouv.fr,2024-01-01 00:00:00
ENV_15722,15722,15722,15722,15722,15722,25.94,Critique,8.06,Nuageux,4.40,2.90,4.78,28,3.56,3.66,AirParif_2024,2024-01-01 00:00:00
ENV_15723,15723,15723,15723,15723,15723,36.68,Élevé,6.14,Pluie,7.40,7.51,5.12,76,7.67,7.71,Meteo_France,2024-01-01 00:00:00
ENV_15724,15724,15724,15724,15724,15724,1.98,Élevé,9.35,Pluie,4.96,6.18,6.15,31,8.90,4.74,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15725,15725,15725,15725,15725,15725,18.75,Faible,7.42,Pluie,1.91,4.21,8.80,95,8.90,3.63,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15726,15726,15726,15726,15726,15726,30.38,Modéré,6.83,Pluie,3.89,3.83,3.97,6,6.83,4.85,Data.gouv.fr,2024-01-01 00:00:00
ENV_15727,15727,15727,15727,15727,15727,39.60,Faible,2.14,Orage,6.79,6.72,1.60,22,2.05,1.96,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15728,15728,15728,15728,15728,15728,13.55,Modéré,6.50,Pluie,1.81,7.15,3.49,28,7.29,6.27,AirParif_2024,2024-01-01 00:00:00
ENV_15729,15729,15729,15729,15729,15729,8.93,Critique,8.53,Nuageux,2.78,5.37,8.15,83,2.28,4.95,Data.gouv.fr,2024-01-01 00:00:00
ENV_15730,15730,15730,15730,15730,15730,11.82,Élevé,2.56,Nuageux,3.35,8.88,2.00,95,3.22,3.41,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15731,15731,15731,15731,15731,15731,47.30,Critique,3.91,Nuageux,9.12,3.73,4.27,72,4.64,9.67,AirParif_2024,2024-01-01 00:00:00
ENV_15732,15732,15732,15732,15732,15732,45.61,Modéré,9.37,Brouillard,6.51,2.40,7.67,49,0.85,4.04,Data.gouv.fr,2024-01-01 00:00:00
ENV_15733,15733,15733,15733,15733,15733,14.49,Faible,1.05,Pluie,4.10,4.81,1.76,68,4.22,1.54,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15734,15734,15734,15734,15734,15734,37.66,Faible,8.56,Nuageux,9.81,6.95,9.48,4,6.05,5.79,Meteo_France,2024-01-01 00:00:00
ENV_15735,15735,15735,15735,15735,15735,45.07,Modéré,4.50,Soleil,9.87,2.06,1.32,30,9.40,8.58,Meteo_France,2024-01-01 00:00:00
ENV_15736,15736,15736,15736,15736,15736,32.82,Critique,6.79,Soleil,2.25,2.10,6.13,71,3.57,1.29,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15737,15737,15737,15737,15737,15737,9.38,Critique,2.76,Nuageux,5.24,5.79,8.01,78,8.85,9.64,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15738,15738,15738,15738,15738,15738,34.77,Élevé,3.58,Brouillard,9.90,1.06,9.05,61,7.84,6.35,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15739,15739,15739,15739,15739,15739,33.82,Élevé,6.08,Orage,1.71,7.09,8.80,20,4.24,6.67,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15740,15740,15740,15740,15740,15740,10.45,Critique,1.00,Brouillard,2.00,4.89,1.78,37,4.88,4.46,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15741,15741,15741,15741,15741,15741,11.17,Critique,3.75,Soleil,4.01,5.23,7.34,57,7.16,4.97,Meteo_France,2024-01-01 00:00:00
ENV_15742,15742,15742,15742,15742,15742,44.02,Élevé,6.91,Orage,6.72,7.57,8.22,91,8.53,4.08,AirParif_2024,2024-01-01 00:00:00
ENV_15743,15743,15743,15743,15743,15743,43.55,Modéré,9.83,Orage,5.95,2.17,6.53,19,3.03,2.32,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15744,15744,15744,15744,15744,15744,18.92,Critique,1.16,Nuageux,6.95,2.34,9.88,12,9.53,9.24,Meteo_France,2024-01-01 00:00:00
ENV_15745,15745,15745,15745,15745,15745,12.46,Élevé,7.68,Nuageux,4.29,0.99,5.41,57,3.37,7.01,Meteo_France,2024-01-01 00:00:00
ENV_15746,15746,15746,15746,15746,15746,28.02,Critique,3.09,Nuageux,2.86,5.69,6.01,29,2.14,9.05,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15747,15747,15747,15747,15747,15747,41.68,Critique,1.16,Soleil,9.21,3.64,8.71,88,0.71,6.08,Meteo_France,2024-01-01 00:00:00
ENV_15748,15748,15748,15748,15748,15748,36.34,Critique,7.16,Pluie,5.20,4.72,6.63,67,6.69,7.81,Data.gouv.fr,2024-01-01 00:00:00
ENV_15749,15749,15749,15749,15749,15749,44.43,Modéré,7.44,Pluie,4.19,6.59,7.45,77,5.88,9.12,Data.gouv.fr,2024-01-01 00:00:00
ENV_15750,15750,15750,15750,15750,15750,13.71,Modéré,8.78,Brouillard,9.99,4.59,7.22,70,1.16,9.38,Meteo_France,2024-01-01 00:00:00
ENV_15751,15751,15751,15751,15751,15751,8.77,Élevé,4.43,Soleil,7.84,9.17,4.82,95,7.59,1.63,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15752,15752,15752,15752,15752,15752,31.50,Faible,6.88,Orage,2.92,9.89,9.66,89,5.61,6.23,Meteo_France,2024-01-01 00:00:00
ENV_15753,15753,15753,15753,15753,15753,24.41,Modéré,9.54,Soleil,2.15,9.79,6.17,47,3.07,5.19,Data.gouv.fr,2024-01-01 00:00:00
ENV_15754,15754,15754,15754,15754,15754,14.94,Élevé,8.11,Nuageux,5.57,1.74,8.74,40,2.42,4.56,AirParif_2024,2024-01-01 00:00:00
ENV_15755,15755,15755,15755,15755,15755,20.37,Critique,2.60,Pluie,5.78,3.61,2.67,22,9.31,6.84,Data.gouv.fr,2024-01-01 00:00:00
ENV_15756,15756,15756,15756,15756,15756,21.32,Élevé,6.96,Orage,7.70,8.39,7.42,87,4.21,3.82,AirParif_2024,2024-01-01 00:00:00
ENV_15757,15757,15757,15757,15757,15757,40.93,Faible,7.94,Pluie,8.51,6.45,4.77,29,7.76,7.59,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15758,15758,15758,15758,15758,15758,26.49,Critique,8.26,Nuageux,9.11,0.59,5.45,39,7.38,1.20,Meteo_France,2024-01-01 00:00:00
ENV_15759,15759,15759,15759,15759,15759,20.07,Élevé,5.79,Pluie,4.74,6.42,7.29,100,6.13,5.80,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15760,15760,15760,15760,15760,15760,43.30,Faible,2.72,Nuageux,3.10,8.48,4.42,66,2.42,7.61,AirParif_2024,2024-01-01 00:00:00
ENV_15761,15761,15761,15761,15761,15761,3.62,Élevé,3.49,Soleil,7.99,6.66,3.63,38,6.32,8.52,Meteo_France,2024-01-01 00:00:00
ENV_15762,15762,15762,15762,15762,15762,4.46,Faible,6.49,Orage,5.24,2.93,7.75,55,6.58,3.34,Meteo_France,2024-01-01 00:00:00
ENV_15763,15763,15763,15763,15763,15763,48.33,Critique,5.98,Soleil,2.81,0.79,6.31,26,6.43,3.06,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15764,15764,15764,15764,15764,15764,34.29,Critique,9.72,Nuageux,1.30,1.99,4.85,70,6.70,5.44,Data.gouv.fr,2024-01-01 00:00:00
ENV_15765,15765,15765,15765,15765,15765,32.35,Critique,4.83,Soleil,4.14,9.51,2.24,26,9.91,7.40,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15766,15766,15766,15766,15766,15766,13.51,Élevé,8.62,Nuageux,2.56,5.54,4.48,100,6.07,9.91,Meteo_France,2024-01-01 00:00:00
ENV_15767,15767,15767,15767,15767,15767,6.20,Élevé,8.83,Nuageux,8.89,9.98,2.31,1,7.24,7.35,Meteo_France,2024-01-01 00:00:00
ENV_15768,15768,15768,15768,15768,15768,17.86,Critique,9.70,Nuageux,3.37,9.15,1.83,72,4.60,7.68,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15769,15769,15769,15769,15769,15769,46.97,Élevé,3.25,Brouillard,7.65,7.50,1.87,48,2.86,4.74,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15770,15770,15770,15770,15770,15770,32.09,Faible,1.84,Soleil,4.81,4.82,6.18,66,1.24,5.35,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15771,15771,15771,15771,15771,15771,15.93,Faible,1.03,Orage,4.98,8.28,6.20,38,5.47,4.51,AirParif_2024,2024-01-01 00:00:00
ENV_15772,15772,15772,15772,15772,15772,38.75,Élevé,4.66,Orage,1.47,7.60,9.27,78,8.33,3.70,Meteo_France,2024-01-01 00:00:00
ENV_15773,15773,15773,15773,15773,15773,7.86,Critique,5.48,Orage,3.16,0.69,1.91,13,1.45,3.07,Data.gouv.fr,2024-01-01 00:00:00
ENV_15774,15774,15774,15774,15774,15774,27.31,Faible,7.62,Pluie,5.11,3.51,1.27,23,3.89,6.29,Data.gouv.fr,2024-01-01 00:00:00
ENV_15775,15775,15775,15775,15775,15775,29.96,Modéré,4.61,Orage,3.27,8.92,3.54,32,7.22,6.36,AirParif_2024,2024-01-01 00:00:00
ENV_15776,15776,15776,15776,15776,15776,34.03,Élevé,8.93,Soleil,3.13,3.03,3.31,97,4.47,1.70,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15777,15777,15777,15777,15777,15777,27.11,Faible,7.33,Pluie,3.25,8.98,8.19,100,2.86,7.40,Meteo_France,2024-01-01 00:00:00
ENV_15778,15778,15778,15778,15778,15778,8.86,Élevé,1.81,Soleil,5.99,9.05,1.81,94,2.71,9.04,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15779,15779,15779,15779,15779,15779,21.29,Critique,6.90,Soleil,9.14,0.92,6.31,93,7.86,9.01,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15780,15780,15780,15780,15780,15780,5.54,Modéré,6.88,Nuageux,2.90,3.11,7.95,96,8.46,4.75,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15781,15781,15781,15781,15781,15781,9.85,Élevé,5.16,Soleil,3.57,2.50,7.23,38,1.37,6.13,Data.gouv.fr,2024-01-01 00:00:00
ENV_15782,15782,15782,15782,15782,15782,24.26,Modéré,6.35,Orage,7.40,7.24,3.38,97,4.25,7.08,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15783,15783,15783,15783,15783,15783,45.33,Faible,1.71,Pluie,8.26,6.87,6.60,50,2.21,2.49,AirParif_2024,2024-01-01 00:00:00
ENV_15784,15784,15784,15784,15784,15784,17.05,Élevé,5.74,Soleil,8.96,4.93,4.86,85,3.91,5.19,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15785,15785,15785,15785,15785,15785,15.43,Critique,8.41,Orage,1.35,9.68,3.30,25,9.01,3.72,Meteo_France,2024-01-01 00:00:00
ENV_15786,15786,15786,15786,15786,15786,13.60,Critique,1.83,Soleil,1.50,1.46,1.88,8,7.43,3.67,AirParif_2024,2024-01-01 00:00:00
ENV_15787,15787,15787,15787,15787,15787,29.70,Critique,1.34,Brouillard,3.11,1.73,8.13,67,4.76,2.52,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15788,15788,15788,15788,15788,15788,43.58,Critique,4.81,Nuageux,4.46,3.02,4.26,41,7.97,2.72,AirParif_2024,2024-01-01 00:00:00
ENV_15789,15789,15789,15789,15789,15789,38.86,Élevé,7.25,Soleil,3.64,1.95,5.62,90,0.55,4.72,Data.gouv.fr,2024-01-01 00:00:00
ENV_15790,15790,15790,15790,15790,15790,28.66,Modéré,6.07,Brouillard,1.17,9.12,7.63,14,4.52,6.39,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15791,15791,15791,15791,15791,15791,13.17,Élevé,2.40,Pluie,7.67,2.27,8.02,80,1.60,1.43,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15792,15792,15792,15792,15792,15792,37.29,Faible,9.50,Brouillard,6.13,6.09,4.62,86,9.02,9.19,Meteo_France,2024-01-01 00:00:00
ENV_15793,15793,15793,15793,15793,15793,22.03,Faible,6.42,Nuageux,8.50,6.46,6.20,41,9.65,9.67,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15794,15794,15794,15794,15794,15794,10.16,Modéré,5.00,Pluie,5.87,4.94,1.38,49,2.49,3.85,AirParif_2024,2024-01-01 00:00:00
ENV_15795,15795,15795,15795,15795,15795,35.79,Faible,3.96,Orage,4.22,1.12,1.91,54,4.30,7.39,Meteo_France,2024-01-01 00:00:00
ENV_15796,15796,15796,15796,15796,15796,43.23,Critique,3.77,Nuageux,4.22,8.96,1.95,43,4.63,6.56,AirParif_2024,2024-01-01 00:00:00
ENV_15797,15797,15797,15797,15797,15797,2.13,Faible,3.49,Pluie,8.78,1.98,5.12,12,9.49,5.63,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15798,15798,15798,15798,15798,15798,7.44,Critique,9.80,Pluie,3.92,3.98,6.05,33,4.47,5.61,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15799,15799,15799,15799,15799,15799,17.52,Faible,7.91,Orage,8.86,9.07,4.43,57,7.27,2.55,Meteo_France,2024-01-01 00:00:00
ENV_15800,15800,15800,15800,15800,15800,13.86,Faible,2.75,Nuageux,9.40,8.26,1.43,52,9.08,8.50,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15801,15801,15801,15801,15801,15801,12.57,Faible,8.45,Brouillard,2.66,7.15,4.10,26,7.11,6.93,Meteo_France,2024-01-01 00:00:00
ENV_15802,15802,15802,15802,15802,15802,32.77,Critique,5.98,Brouillard,7.55,8.17,5.22,51,3.61,5.39,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15803,15803,15803,15803,15803,15803,24.75,Faible,3.77,Nuageux,6.68,7.36,4.12,49,6.85,6.73,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15804,15804,15804,15804,15804,15804,30.76,Élevé,5.92,Soleil,1.03,1.83,2.64,64,9.68,9.25,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15805,15805,15805,15805,15805,15805,42.41,Critique,1.76,Soleil,1.63,6.74,5.49,19,2.32,5.27,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15806,15806,15806,15806,15806,15806,18.20,Faible,5.86,Orage,5.97,4.19,4.60,33,1.14,4.25,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15807,15807,15807,15807,15807,15807,36.16,Faible,1.06,Soleil,6.62,4.25,5.22,63,5.38,1.66,AirParif_2024,2024-01-01 00:00:00
ENV_15808,15808,15808,15808,15808,15808,43.34,Élevé,4.91,Soleil,6.22,9.89,7.77,6,2.87,4.59,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15809,15809,15809,15809,15809,15809,26.50,Faible,2.44,Orage,1.99,3.74,6.77,65,5.75,2.19,Meteo_France,2024-01-01 00:00:00
ENV_15810,15810,15810,15810,15810,15810,6.78,Modéré,4.49,Orage,7.73,8.60,7.77,57,9.77,9.77,AirParif_2024,2024-01-01 00:00:00
ENV_15811,15811,15811,15811,15811,15811,26.43,Modéré,1.11,Orage,2.51,0.69,6.78,9,1.58,7.16,Meteo_France,2024-01-01 00:00:00
ENV_15812,15812,15812,15812,15812,15812,8.15,Faible,8.30,Orage,8.44,8.15,6.77,49,5.27,8.79,Data.gouv.fr,2024-01-01 00:00:00
ENV_15813,15813,15813,15813,15813,15813,5.44,Critique,8.09,Orage,5.98,3.60,2.22,38,8.72,6.99,Meteo_France,2024-01-01 00:00:00
ENV_15814,15814,15814,15814,15814,15814,6.42,Critique,5.24,Nuageux,9.77,2.27,8.38,10,3.26,2.71,AirParif_2024,2024-01-01 00:00:00
ENV_15815,15815,15815,15815,15815,15815,48.87,Modéré,2.07,Orage,5.37,1.04,3.97,43,3.74,7.89,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15816,15816,15816,15816,15816,15816,26.40,Élevé,9.75,Soleil,2.14,4.45,5.97,4,9.00,8.87,Data.gouv.fr,2024-01-01 00:00:00
ENV_15817,15817,15817,15817,15817,15817,10.29,Élevé,3.48,Brouillard,4.98,6.28,8.08,49,2.95,2.46,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15818,15818,15818,15818,15818,15818,19.02,Élevé,6.44,Soleil,2.22,7.25,7.75,7,6.45,8.64,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15819,15819,15819,15819,15819,15819,16.04,Modéré,9.76,Orage,4.97,7.40,6.63,43,9.49,3.82,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15820,15820,15820,15820,15820,15820,12.78,Faible,3.69,Nuageux,9.08,4.49,1.47,7,7.70,7.23,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15821,15821,15821,15821,15821,15821,36.05,Modéré,5.86,Soleil,5.37,5.91,1.09,36,1.32,6.78,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15822,15822,15822,15822,15822,15822,3.32,Faible,1.07,Orage,4.68,3.63,9.51,40,8.40,8.39,AirParif_2024,2024-01-01 00:00:00
ENV_15823,15823,15823,15823,15823,15823,9.18,Modéré,1.12,Nuageux,1.42,9.22,1.02,45,1.32,9.60,AirParif_2024,2024-01-01 00:00:00
ENV_15824,15824,15824,15824,15824,15824,20.80,Élevé,8.09,Soleil,3.51,6.90,8.37,58,7.71,6.56,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15825,15825,15825,15825,15825,15825,32.46,Élevé,2.91,Nuageux,1.05,2.05,3.66,21,6.13,6.77,Meteo_France,2024-01-01 00:00:00
ENV_15826,15826,15826,15826,15826,15826,43.50,Élevé,2.12,Orage,5.37,5.40,5.03,22,9.90,5.64,Data.gouv.fr,2024-01-01 00:00:00
ENV_15827,15827,15827,15827,15827,15827,47.30,Critique,5.32,Nuageux,1.10,3.56,4.21,100,5.99,2.07,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15828,15828,15828,15828,15828,15828,1.26,Modéré,8.24,Brouillard,4.78,4.93,9.35,27,6.26,8.66,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15829,15829,15829,15829,15829,15829,48.48,Critique,4.83,Brouillard,3.13,7.08,5.67,1,7.03,8.81,AirParif_2024,2024-01-01 00:00:00
ENV_15830,15830,15830,15830,15830,15830,12.89,Faible,9.91,Nuageux,9.35,9.80,5.31,59,7.17,9.11,Meteo_France,2024-01-01 00:00:00
ENV_15831,15831,15831,15831,15831,15831,10.51,Critique,2.61,Orage,7.21,9.27,2.07,51,8.41,3.52,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15832,15832,15832,15832,15832,15832,47.36,Élevé,7.52,Soleil,3.27,2.85,1.87,74,5.46,3.81,AirParif_2024,2024-01-01 00:00:00
ENV_15833,15833,15833,15833,15833,15833,9.41,Faible,4.06,Orage,3.90,8.93,1.95,51,7.28,9.28,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15834,15834,15834,15834,15834,15834,14.08,Élevé,4.78,Brouillard,7.02,5.37,1.93,47,7.27,5.31,AirParif_2024,2024-01-01 00:00:00
ENV_15835,15835,15835,15835,15835,15835,38.22,Élevé,4.67,Nuageux,9.89,0.60,7.14,25,4.34,6.63,AirParif_2024,2024-01-01 00:00:00
ENV_15836,15836,15836,15836,15836,15836,36.39,Faible,6.51,Soleil,2.48,4.70,3.79,71,1.13,6.00,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15837,15837,15837,15837,15837,15837,42.42,Élevé,8.78,Orage,7.25,6.84,8.65,71,5.09,8.70,Meteo_France,2024-01-01 00:00:00
ENV_15838,15838,15838,15838,15838,15838,30.29,Faible,9.32,Orage,3.62,4.76,7.93,66,1.12,8.39,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15839,15839,15839,15839,15839,15839,16.23,Faible,8.52,Pluie,3.25,6.16,5.95,18,3.87,7.89,AirParif_2024,2024-01-01 00:00:00
ENV_15840,15840,15840,15840,15840,15840,16.01,Élevé,7.34,Soleil,4.75,2.37,7.66,97,0.63,4.82,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15841,15841,15841,15841,15841,15841,32.59,Modéré,8.42,Brouillard,8.63,4.81,2.48,64,2.54,1.08,SNCF_Open_Data,2024-01-01 00:00:00
ENV_15842,15842,15842,15842,15842,15842,4.30,Élevé,2.91,Orage,4.22,9.47,2.53,71,0.62,7.86,Data.gouv.fr,2024-01-01 00:00:00
ENV_15843,15843,15843,15843,15843,15843,14.12,Modéré,1.81,Orage,6.61,1.74,8.52,90,5.72,5.37,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15844,15844,15844,15844,15844,15844,16.94,Élevé,3.41,Orage,3.39,9.99,6.28,77,4.71,6.24,Meteo_France,2024-01-01 00:00:00
ENV_15845,15845,15845,15845,15845,15845,34.03,Critique,1.39,Nuageux,4.35,6.00,3.49,46,5.52,4.08,AirParif_2024,2024-01-01 00:00:00
ENV_15846,15846,15846,15846,15846,15846,41.41,Élevé,8.17,Soleil,1.44,9.08,6.54,80,2.07,2.22,Data.gouv.fr,2024-01-01 00:00:00
ENV_15847,15847,15847,15847,15847,15847,25.57,Faible,6.29,Brouillard,1.44,9.21,7.42,11,0.75,2.50,Meteo_France,2024-01-01 00:00:00
ENV_15848,15848,15848,15848,15848,15848,31.63,Critique,3.58,Pluie,8.51,3.23,4.98,71,6.22,1.17,RATP_Open_Data_2024,2024-01-01 00:00:00
ENV_15849,15849,15849,15849,15849,15849,27.94,Faible,7.91,Orage,4.96,7.79,5.56,26,5.25,9.20,Data.gouv.fr,2024-01-01 00:00:00
ENV_15850,15850,15850,15850,15850,15850,8.82,Faible,7.02,Nuageux,4.99,7.64,1.57,15,1.84,6.79,RATP_Open_Data_2024,2024-01-01 00:00:00
