col_aq_id,col_date,col_zone_id,col_pm25_ugm3,col_no2_ugm3,col_aqi_index
ID_076,2024-06-03 00:00:00,ID_076,8.79,7.42,29.28
ID_077,2024-03-01 00:00:00,ID_077,5.79,8.24,49.84
ID_078,2024-10-20 00:00:00,ID_078,4.8,2.58,67.07
ID_079,2024-10-11 00:00:00,ID_079,8.01,2.22,66.64
ID_080,2024-08-25 00:00:00,ID_080,6.8,8.28,24.25
ID_081,2024-06-21 00:00:00,ID_081,1.31,3.26,29.1
ID_082,2024-07-26 00:00:00,ID_082,6.92,1.47,16.62
ID_083,2024-10-03 00:00:00,ID_083,5.34,7.6,59.49
ID_084,2024-02-25 00:00:00,ID_084,8.07,2.47,7.5
ID_085,2024-02-04 00:00:00,ID_085,7.12,8.45,12.39
ID_086,2024-04-20 00:00:00,ID_086,5.59,3.68,53.14
ID_087,2024-02-08 00:00:00,ID_087,1.73,7.09,4.24
ID_088,2024-07-31 00:00:00,ID_088,5.28,1.24,11.16
ID_089,2024-08-10 00:00:00,ID_089,4.38,4.61,27.92
ID_090,2024-06-10 00:00:00,ID_090,5.39,6.42,83.85
ID_091,2024-06-12 00:00:00,ID_091,1.79,2.09,22.74
ID_092,2024-06-03 00:00:00,ID_092,7.95,5.13,18.28
ID_093,2024-06-15 00:00:00,ID_093,1.97,6.34,27.47
ID_094,2024-04-06 00:00:00,ID_094,1.59,5.62,44.18
ID_095,2024-08-29 00:00:00,ID_095,6.35,6.53,74.49
ID_096,2024-01-04 00:00:00,ID_096,3.51,6.13,84.45
ID_097,2024-07-07 00:00:00,ID_097,3.32,5.87,26.53
ID_098,2024-01-02 00:00:00,ID_098,6.27,3.72,64.5
ID_099,2024-09-28 00:00:00,ID_099,8.57,6.02,22.96
ID_000,2024-06-23 00:00:00,ID_000,5.41,8.37,72.59
ID_001,2024-07-24 00:00:00,ID_001,4.28,6.18,63.9
ID_002,2024-08-02 00:00:00,ID_002,8.19,4.26,43.27
ID_003,2024-06-16 00:00:00,ID_003,1.93,1.38,45.24
ID_004,2024-06-08 00:00:00,ID_004,3.06,3.58,3.24
ID_005,2024-06-14 00:00:00,ID_005,7.6,7.53,9.59
ID_006,2024-10-17 00:00:00,ID_006,7.19,5.19,73.04
ID_007,2024-01-27 00:00:00,ID_007,2.77,5.47,32.03
ID_008,2024-07-31 00:00:00,ID_008,4.77,5.7,57.35
ID_009,2024-08-19 00:00:00,ID_009,7.81,6.72,70.06
ID_010,2024-09-01 00:00:00,ID_010,6.18,6.13,37.87
ID_011,2024-08-18 00:00:00,ID_011,1.3,8.48,63.2
ID_012,2024-06-20 00:00:00,ID_012,6.13,6.98,69.98
ID_013,2024-06-16 00:00:00,ID_013,5.65,5.46,9.02
ID_014,2024-06-03 00:00:00,ID_014,5.49,2.88,78.22
ID_015,2024-04-27 00:00:00,ID_015,4.34,1.82,69.91
ID_016,2024-03-22 00:00:00,ID_016,4.57,6.65,26.14
ID_017,2024-03-09 00:00:00,ID_017,5.82,6.89,21.54
ID_018,2024-11-30 00:00:00,ID_018,3.42,8.07,24.26
ID_019,2024-09-10 00:00:00,ID_019,2.1,4.5,50.45
ID_020,2024-08-10 00:00:00,ID_020,6.64,6.76,48.01
ID_021,2024-03-16 00:00:00,ID_021,8.73,5.86,56.71
ID_022,2024-01-04 00:00:00,ID_022,4.65,1.46,59.6
ID_023,2024-11-09 00:00:00,ID_023,5.98,7.54,25.25
ID_024,2024-03-25 00:00:00,ID_024,6.74,6.2,15.98
ID_025,2024-12-08 00:00:00,ID_025,2.16,1.5,80.01
ID_026,2024-01-23 00:00:00,ID_026,7.37,4.89,36.12
ID_027,2024-06-30 00:00:00,ID_027,4.04,6.71,72.81
ID_028,2024-01-28 00:00:00,ID_028,2.15,8.76,67.28
ID_029,2024-07-12 00:00:00,ID_029,6.26,1.28,2.28
ID_030,2024-09-13 00:00:00,ID_030,6.41,1.84,2.98
ID_031,2024-03-01 00:00:00,ID_031,7.26,2.01,41.6
ID_032,2024-12-01 00:00:00,ID_032,2.49,4.2,31.2
ID_033,2024-02-10 00:00:00,ID_033,3.74,6.56,83.27
ID_034,2024-08-31 00:00:00,ID_034,8.41,4.1,63.19
ID_035,2024-11-24 00:00:00,ID_035,8.72,3.39,73.95
ID_036,2024-05-25 00:00:00,ID_036,3.91,4.8,18.15
ID_037,2024-04-12 00:00:00,ID_037,6.2,4.42,43.35
ID_038,2024-10-04 00:00:00,ID_038,3.35,8.01,67.31
ID_039,2024-12-23 00:00:00,ID_039,5.4,2.56,31.35
ID_040,2024-03-11 00:00:00,ID_040,5.65,5.02,30.68
ID_041,2024-09-16 00:00:00,ID_041,6.17,3.45,38.46
ID_042,2024-03-29 00:00:00,ID_042,1.73,7.73,12.8
ID_043,2024-08-31 00:00:00,ID_043,2.61,8.65,55.34
ID_044,2024-11-01 00:00:00,ID_044,5.43,8.77,66.49
ID_045,2024-08-31 00:00:00,ID_045,6.77,3.43,31.46
ID_046,2024-09-12 00:00:00,ID_046,2.7,1.92,12.32
ID_047,2024-06-12 00:00:00,ID_047,8.63,8.39,44.06
ID_048,2024-02-10 00:00:00,ID_048,8.0,6.16,58.94
ID_049,2024-03-20 00:00:00,ID_049,5.64,2.6,67.99
ID_050,2024-05-03 00:00:00,ID_050,5.06,5.42,71.35
ID_051,2024-02-03 00:00:00,ID_051,6.37,2.02,37.68
ID_052,2024-07-22 00:00:00,ID_052,7.91,2.29,79.16
ID_053,2024-04-18 00:00:00,ID_053,8.58,6.28,8.04
ID_054,2024-06-11 00:00:00,ID_054,5.68,1.56,25.31
ID_055,2024-01-05 00:00:00,ID_055,1.38,5.45,81.39
ID_056,2024-12-09 00:00:00,ID_056,2.87,8.14,37.65
ID_057,2024-11-09 00:00:00,ID_057,4.92,5.88,72.84
ID_058,2024-12-11 00:00:00,ID_058,7.64,5.57,6.52
ID_059,2024-12-16 00:00:00,ID_059,2.33,2.34,11.29
ID_060,2024-10-15 00:00:00,ID_060,5.87,6.23,53.73
ID_061,2024-08-27 00:00:00,ID_061,3.75,3.87,64.36
ID_062,2024-02-19 00:00:00,ID_062,6.15,1.96,8.2
ID_063,2024-12-09 00:00:00,ID_063,7.24,6.6,52.4
ID_064,2024-01-06 00:00:00,ID_064,5.59,2.34,30.79
ID_065,2024-02-08 00:00:00,ID_065,3.19,2.03,33.04
ID_066,2024-06-17 00:00:00,ID_066,1.66,4.2,20.98
ID_067,2024-10-05 00:00:00,ID_067,5.34,4.24,82.35
ID_068,2024-12-08 00:00:00,ID_068,7.33,5.67,9.52
ID_069,2024-03-09 00:00:00,ID_069,1.64,6.6,42.21
ID_070,2024-01-22 00:00:00,ID_070,7.82,6.83,10.72
ID_071,2024-04-13 00:00:00,ID_071,6.02,1.4,27.72
ID_072,2024-06-04 00:00:00,ID_072,4.47,5.21,63.29
ID_073,2024-05-03 00:00:00,ID_073,7.73,4.23,55.21
ID_074,2024-08-14 00:00:00,ID_074,7.15,8.49,75.96
ID_075,2024-08-27 00:00:00,ID_075,2.72,3.99,7.94
ID_076,2024-08-22 00:00:00,ID_076,7.05,5.11,64.17
ID_077,2024-01-31 00:00:00,ID_077,4.83,4.61,45.19
ID_078,2024-10-03 00:00:00,ID_078,4.71,7.08,76.92
ID_079,2024-06-11 00:00:00,ID_079,5.3,6.7,26.49
ID_080,2024-07-18 00:00:00,ID_080,2.47,4.74,58.85
ID_081,2024-10-23 00:00:00,ID_081,7.76,4.97,67.52
ID_082,2024-09-12 00:00:00,ID_082,2.89,6.68,30.85
ID_083,2024-05-01 00:00:00,ID_083,1.93,8.44,48.6
ID_084,2024-12-02 00:00:00,ID_084,3.0,6.9,25.27
ID_085,2024-11-06 00:00:00,ID_085,2.7,3.7,23.94
ID_086,2024-02-25 00:00:00,ID_086,1.48,2.27,62.49
ID_087,2024-09-16 00:00:00,ID_087,7.94,3.35,39.15
ID_088,2024-03-09 00:00:00,ID_088,8.29,3.03,11.06
ID_089,2024-04-08 00:00:00,ID_089,7.13,8.21,38.39
ID_090,2024-04-26 00:00:00,ID_090,2.96,8.57,7.42
ID_091,2024-04-16 00:00:00,ID_091,5.93,8.0,65.44
ID_092,2024-12-19 00:00:00,ID_092,1.8,3.34,51.64
ID_093,2024-08-21 00:00:00,ID_093,5.33,2.93,5.73
ID_094,2024-06-11 00:00:00,ID_094,4.03,7.0,47.1
ID_095,2024-04-16 00:00:00,ID_095,3.14,4.34,43.56
ID_096,2024-02-29 00:00:00,ID_096,6.74,3.04,17.68
ID_097,2024-10-20 00:00:00,ID_097,3.7,7.23,8.89
ID_098,2024-09-30 00:00:00,ID_098,7.82,2.71,27.3
ID_099,2024-01-09 00:00:00,ID_099,8.48,2.48,63.69
ID_000,2024-03-16 00:00:00,ID_000,3.53,5.76,47.97
ID_001,2024-04-03 00:00:00,ID_001,1.24,5.81,71.67
ID_002,2024-02-29 00:00:00,ID_002,8.38,7.23,39.12
ID_003,2024-11-07 00:00:00,ID_003,1.42,4.96,44.12
ID_004,2024-02-27 00:00:00,ID_004,1.33,7.56,59.4
ID_005,2024-02-13 00:00:00,ID_005,8.17,1.64,60.59
ID_006,2024-03-24 00:00:00,ID_006,7.55,5.83,70.66
ID_007,2024-09-08 00:00:00,ID_007,4.54,3.12,68.62
ID_008,2024-03-14 00:00:00,ID_008,2.86,4.38,70.47
ID_009,2024-07-08 00:00:00,ID_009,6.46,5.34,17.61
ID_010,2024-12-24 00:00:00,ID_010,3.16,7.78,26.97
ID_011,2024-10-30 00:00:00,ID_011,5.22,7.69,52.0
ID_012,2024-05-29 00:00:00,ID_012,7.59,1.37,61.77
ID_013,2024-01-21 00:00:00,ID_013,8.4,5.09,6.1
ID_014,2024-10-08 00:00:00,ID_014,5.33,7.46,16.02
ID_015,2024-02-23 00:00:00,ID_015,3.88,6.63,8.33
ID_016,2024-02-01 00:00:00,ID_016,2.52,8.69,11.25
ID_017,2024-11-20 00:00:00,ID_017,7.4,5.81,26.24
ID_018,2024-03-06 00:00:00,ID_018,1.69,7.81,45.36
ID_019,2024-03-21 00:00:00,ID_019,6.29,2.98,64.08
ID_020,2024-06-27 00:00:00,ID_020,7.11,4.62,41.56
ID_021,2024-10-03 00:00:00,ID_021,2.75,8.53,5.03
ID_022,2024-10-04 00:00:00,ID_022,8.39,3.0,54.83
ID_023,2024-07-30 00:00:00,ID_023,3.65,4.6,81.05
ID_024,2024-06-28 00:00:00,ID_024,3.56,5.1,10.56
ID_025,2024-10-30 00:00:00,ID_025,4.98,1.81,11.71
ID_026,2024-08-15 00:00:00,ID_026,4.97,2.07,2.95
ID_027,2024-09-06 00:00:00,ID_027,6.44,7.64,73.87
ID_028,2024-04-12 00:00:00,ID_028,8.52,2.6,60.02
ID_029,2024-09-10 00:00:00,ID_029,5.6,7.4,63.5
ID_030,2024-08-12 00:00:00,ID_030,5.33,4.52,33.46
ID_031,2024-12-16 00:00:00,ID_031,8.63,2.75,47.52
ID_032,2024-06-11 00:00:00,ID_032,7.32,3.17,47.63
ID_033,2024-09-14 00:00:00,ID_033,7.04,2.95,47.78
ID_034,2024-02-16 00:00:00,ID_034,2.54,8.68,9.51
ID_035,2024-05-15 00:00:00,ID_035,1.6,7.41,21.75
ID_036,2024-09-25 00:00:00,ID_036,6.09,3.53,32.56
ID_037,2024-05-30 00:00:00,ID_037,2.43,7.87,12.72
ID_038,2024-06-23 00:00:00,ID_038,1.56,5.94,10.22
ID_039,2024-05-07 00:00:00,ID_039,3.41,1.71,53.5
ID_040,2024-05-10 00:00:00,ID_040,8.52,2.3,78.0
ID_041,2024-10-01 00:00:00,ID_041,6.78,2.12,65.35
ID_042,2024-08-13 00:00:00,ID_042,5.01,2.38,13.4
ID_043,2024-02-16 00:00:00,ID_043,7.06,7.97,19.78
ID_044,2024-01-03 00:00:00,ID_044,5.88,8.68,18.62
ID_045,2024-09-25 00:00:00,ID_045,1.2,8.11,28.43
ID_046,2024-09-07 00:00:00,ID_046,2.24,6.99,55.2
ID_047,2024-11-15 00:00:00,ID_047,3.54,8.15,16.57
ID_048,2024-08-22 00:00:00,ID_048,2.96,3.44,23.48
ID_049,2024-08-30 00:00:00,ID_049,8.58,4.36,24.3
ID_050,2024-07-21 00:00:00,ID_050,2.65,8.75,73.46
ID_051,2024-12-25 00:00:00,ID_051,6.87,7.59,46.5
ID_052,2024-08-24 00:00:00,ID_052,8.07,8.04,29.27
ID_053,2024-01-25 00:00:00,ID_053,3.62,7.75,52.03
ID_054,2024-08-16 00:00:00,ID_054,8.48,5.95,36.56
ID_055,2024-12-14 00:00:00,ID_055,7.09,7.45,81.27
ID_056,2024-12-12 00:00:00,ID_056,7.99,5.55,54.36
ID_057,2024-01-23 00:00:00,ID_057,2.71,8.12,70.57
ID_058,2024-01-12 00:00:00,ID_058,4.19,1.95,68.68
ID_059,2024-07-18 00:00:00,ID_059,2.74,3.42,50.49
ID_060,2024-08-03 00:00:00,ID_060,7.92,6.53,43.57
ID_061,2024-11-09 00:00:00,ID_061,5.69,2.44,65.57
ID_062,2024-06-09 00:00:00,ID_062,6.47,6.3,45.9
ID_063,2024-06-17 00:00:00,ID_063,7.09,2.29,14.47
ID_064,2024-02-20 00:00:00,ID_064,3.47,5.13,56.15
ID_065,2024-11-10 00:00:00,ID_065,7.92,2.49,5.89
ID_066,2024-10-13 00:00:00,ID_066,6.74,5.05,66.03
ID_067,2024-03-09 00:00:00,ID_067,8.71,3.01,59.27
ID_068,2024-04-08 00:00:00,ID_068,3.36,8.12,12.64
ID_069,2024-05-12 00:00:00,ID_069,3.24,5.46,19.59
ID_070,2024-03-24 00:00:00,ID_070,1.38,3.28,12.88
ID_071,2024-06-29 00:00:00,ID_071,3.68,5.73,47.03
ID_072,2024-01-29 00:00:00,ID_072,5.55,2.06,3.48
ID_073,2024-12-07 00:00:00,ID_073,6.27,7.26,11.75
ID_074,2024-08-26 00:00:00,ID_074,6.95,8.59,34.68
ID_075,2024-12-11 00:00:00,ID_075,2.09,2.16,22.83
ID_076,2024-10-20 00:00:00,ID_076,4.9,6.07,22.4
ID_077,2024-08-22 00:00:00,ID_077,4.33,6.89,34.77
ID_078,2024-05-07 00:00:00,ID_078,5.66,4.41,57.13
ID_079,2024-09-04 00:00:00,ID_079,1.77,6.71,39.51
ID_080,2024-01-15 00:00:00,ID_080,4.92,7.25,38.01
ID_081,2024-12-03 00:00:00,ID_081,1.22,5.11,66.51
ID_082,2024-07-04 00:00:00,ID_082,3.14,5.84,16.74
ID_083,2024-09-27 00:00:00,ID_083,7.63,5.55,63.48
ID_084,2024-05-12 00:00:00,ID_084,8.78,8.74,45.26
ID_085,2024-02-29 00:00:00,ID_085,8.0,5.65,28.61
ID_086,2024-07-19 00:00:00,ID_086,8.72,8.52,58.05
ID_087,2024-04-13 00:00:00,ID_087,5.07,5.61,27.21
ID_088,2024-01-04 00:00:00,ID_088,6.44,5.61,73.36
ID_089,2024-01-16 00:00:00,ID_089,3.31,7.54,8.02
ID_090,2024-09-03 00:00:00,ID_090,6.78,3.55,41.73
ID_091,2024-09-15 00:00:00,ID_091,3.82,4.39,74.46
ID_092,2024-08-24 00:00:00,ID_092,8.21,6.44,35.54
ID_093,2024-04-21 00:00:00,ID_093,1.62,5.62,61.85
ID_094,2024-12-14 00:00:00,ID_094,2.25,4.94,47.79
ID_095,2024-08-29 00:00:00,ID_095,2.54,2.21,25.0
ID_096,2024-06-12 00:00:00,ID_096,2.21,7.92,49.78
ID_097,2024-10-12 00:00:00,ID_097,3.31,1.91,36.79
ID_098,2024-07-07 00:00:00,ID_098,3.44,3.15,27.79
ID_099,2024-12-10 00:00:00,ID_099,7.1,4.97,79.76
ID_000,2024-04-28 00:00:00,ID_000,7.43,1.33,51.91
ID_001,2024-03-01 00:00:00,ID_001,6.1,1.6,79.57
ID_002,2024-01-05 00:00:00,ID_002,3.24,3.61,12.33
ID_003,2024-08-19 00:00:00,ID_003,5.53,3.85,68.57
ID_004,2024-07-03 00:00:00,ID_004,5.54,3.03,62.88
ID_005,2024-05-25 00:00:00,ID_005,3.82,4.59,64.43
ID_006,2024-06-26 00:00:00,ID_006,4.11,5.36,39.91
ID_007,2024-06-04 00:00:00,ID_007,1.63,2.41,18.6
ID_008,2024-05-27 00:00:00,ID_008,8.14,5.74,60.53
ID_009,2024-03-27 00:00:00,ID_009,7.75,6.03,84.67
ID_010,2024-09-11 00:00:00,ID_010,3.32,3.58,52.98
ID_011,2024-06-20 00:00:00,ID_011,3.39,2.52,32.33
ID_012,2024-02-16 00:00:00,ID_012,6.73,7.23,59.49
ID_013,2024-06-18 00:00:00,ID_013,5.67,3.0,55.22
ID_014,2024-10-24 00:00:00,ID_014,8.07,2.95,36.03
ID_015,2024-03-02 00:00:00,ID_015,8.49,3.27,81.84
ID_016,2024-08-06 00:00:00,ID_016,8.07,8.12,80.06
ID_017,2024-10-06 00:00:00,ID_017,4.16,1.48,63.25
ID_018,2024-11-27 00:00:00,ID_018,6.11,7.22,71.26
ID_019,2024-11-14 00:00:00,ID_019,6.34,2.97,55.95
ID_020,2024-03-31 00:00:00,ID_020,1.87,5.79,53.13
ID_021,2024-09-24 00:00:00,ID_021,6.44,8.75,27.74
ID_022,2024-09-04 00:00:00,ID_022,5.86,4.84,54.67
ID_023,2024-02-13 00:00:00,ID_023,6.19,2.72,55.58
ID_024,2024-06-07 00:00:00,ID_024,2.48,3.5,47.64
ID_025,2024-12-02 00:00:00,ID_025,1.22,7.62,79.6
ID_026,2024-09-30 00:00:00,ID_026,2.38,6.31,72.25
ID_027,2024-04-25 00:00:00,ID_027,1.79,2.58,31.21
ID_028,2024-08-11 00:00:00,ID_028,5.89,3.81,44.43
ID_029,2024-02-16 00:00:00,ID_029,5.76,5.07,5.44
ID_030,2024-04-03 00:00:00,ID_030,5.74,4.5,28.23
ID_031,2024-09-03 00:00:00,ID_031,8.41,5.99,60.07
ID_032,2024-02-16 00:00:00,ID_032,5.49,4.45,27.6
ID_033,2024-09-15 00:00:00,ID_033,6.25,3.08,8.51
ID_034,2024-06-14 00:00:00,ID_034,6.5,7.66,71.88
ID_035,2024-01-03 00:00:00,ID_035,1.32,8.47,40.35
ID_036,2024-12-12 00:00:00,ID_036,7.61,7.92,6.66
ID_037,2024-04-05 00:00:00,ID_037,3.54,6.5,2.64
ID_038,2024-12-13 00:00:00,ID_038,1.38,5.08,32.6
ID_039,2024-10-07 00:00:00,ID_039,2.52,7.91,14.19
ID_040,2024-11-03 00:00:00,ID_040,2.1,5.71,6.95
ID_041,2024-05-22 00:00:00,ID_041,1.95,4.97,34.56
ID_042,2024-07-03 00:00:00,ID_042,3.9,1.56,78.19
ID_043,2024-12-20 00:00:00,ID_043,2.42,7.8,11.12
ID_044,2024-10-28 00:00:00,ID_044,7.45,4.14,77.91
ID_045,2024-03-20 00:00:00,ID_045,4.97,2.24,28.42
ID_046,2024-01-22 00:00:00,ID_046,3.95,6.59,74.49
ID_047,2024-11-24 00:00:00,ID_047,4.28,4.04,42.72
ID_048,2024-08-06 00:00:00,ID_048,5.6,7.07,39.23
ID_049,2024-12-24 00:00:00,ID_049,1.56,7.67,57.7
ID_050,2024-10-31 00:00:00,ID_050,8.44,3.71,81.94
ID_051,2024-08-19 00:00:00,ID_051,4.82,8.59,14.24
ID_052,2024-05-24 00:00:00,ID_052,4.45,7.59,25.66
ID_053,2024-05-29 00:00:00,ID_053,3.22,1.5,79.99
ID_054,2024-11-04 00:00:00,ID_054,3.17,2.54,77.98
ID_055,2024-05-30 00:00:00,ID_055,5.2,4.97,45.29
ID_056,2024-12-15 00:00:00,ID_056,1.5,4.5,68.96
ID_057,2024-07-24 00:00:00,ID_057,5.11,3.88,36.72
ID_058,2024-12-11 00:00:00,ID_058,2.71,5.26,65.93
ID_059,2024-06-07 00:00:00,ID_059,4.2,2.6,40.51
ID_060,2024-03-29 00:00:00,ID_060,1.4,1.41,12.84
ID_061,2024-09-26 00:00:00,ID_061,8.43,1.71,36.58
ID_062,2024-05-14 00:00:00,ID_062,8.32,3.88,62.13
ID_063,2024-11-18 00:00:00,ID_063,3.88,5.2,81.3
ID_064,2024-12-11 00:00:00,ID_064,1.63,4.86,60.7
ID_065,2024-05-22 00:00:00,ID_065,5.75,3.38,15.3
ID_066,2024-06-02 00:00:00,ID_066,5.5,1.81,64.62
ID_067,2024-09-19 00:00:00,ID_067,4.0,7.84,13.53
ID_068,2024-08-01 00:00:00,ID_068,4.98,1.93,63.75
ID_069,2024-01-25 00:00:00,ID_069,2.25,1.33,14.62
ID_070,2024-02-10 00:00:00,ID_070,3.79,4.32,74.04
ID_071,2024-02-03 00:00:00,ID_071,4.07,2.26,65.87
ID_072,2024-10-07 00:00:00,ID_072,8.66,4.94,3.71
ID_073,2024-07-09 00:00:00,ID_073,8.59,6.44,14.01
ID_074,2024-11-21 00:00:00,ID_074,4.43,6.11,17.24
ID_075,2024-05-06 00:00:00,ID_075,8.35,4.31,14.24
ID_076,2024-02-17 00:00:00,ID_076,3.8,7.19,32.94
ID_077,2024-11-22 00:00:00,ID_077,6.2,8.79,40.84
ID_078,2024-04-04 00:00:00,ID_078,2.89,7.62,34.81
ID_079,2024-11-04 00:00:00,ID_079,4.41,2.23,22.55
ID_080,2024-11-26 00:00:00,ID_080,4.7,3.17,72.87
ID_081,2024-07-28 00:00:00,ID_081,1.72,5.84,46.56
ID_082,2024-10-17 00:00:00,ID_082,7.44,7.61,61.65
ID_083,2024-01-17 00:00:00,ID_083,1.56,4.66,47.26
ID_084,2024-07-10 00:00:00,ID_084,1.63,6.72,74.35
ID_085,2024-04-09 00:00:00,ID_085,1.92,5.16,44.13
ID_086,2024-08-10 00:00:00,ID_086,4.62,6.06,67.21
ID_087,2024-09-05 00:00:00,ID_087,8.01,1.57,17.23
ID_088,2024-10-27 00:00:00,ID_088,5.57,6.62,58.41
ID_089,2024-01-30 00:00:00,ID_089,5.04,5.19,29.75
ID_090,2024-01-29 00:00:00,ID_090,2.87,7.98,81.12
ID_091,2024-11-02 00:00:00,ID_091,8.0,8.5,27.25
ID_092,2024-10-24 00:00:00,ID_092,4.87,1.38,19.83
ID_093,2024-04-19 00:00:00,ID_093,8.41,7.43,13.41
ID_094,2024-08-05 00:00:00,ID_094,7.66,5.33,9.05
ID_095,2024-03-13 00:00:00,ID_095,7.96,5.11,10.72
ID_096,2024-12-14 00:00:00,ID_096,3.14,1.77,11.18
ID_097,2024-04-16 00:00:00,ID_097,1.89,1.84,40.58
ID_098,2024-07-17 00:00:00,ID_098,2.8,7.96,23.27
ID_099,2024-03-01 00:00:00,ID_099,2.22,6.19,71.57
ID_000,2024-11-21 00:00:00,ID_000,8.13,3.28,45.49
ID_001,2024-02-09 00:00:00,ID_001,4.31,7.81,71.68
ID_002,2024-05-03 00:00:00,ID_002,7.59,8.54,22.97
ID_003,2024-03-07 00:00:00,ID_003,4.7,7.56,37.66
ID_004,2024-09-27 00:00:00,ID_004,4.93,3.26,27.79
ID_005,2024-07-26 00:00:00,ID_005,3.77,5.09,11.35
ID_006,2024-10-21 00:00:00,ID_006,6.83,1.55,14.43
ID_007,2024-03-29 00:00:00,ID_007,6.69,5.31,6.16
ID_008,2024-08-12 00:00:00,ID_008,5.62,7.85,64.47
ID_009,2024-07-06 00:00:00,ID_009,3.67,7.12,55.92
ID_010,2024-04-11 00:00:00,ID_010,4.46,5.41,79.61
ID_011,2024-02-26 00:00:00,ID_011,1.27,6.17,38.56
ID_012,2024-12-14 00:00:00,ID_012,3.44,6.76,59.31
ID_013,2024-01-22 00:00:00,ID_013,6.2,1.42,78.77
ID_014,2024-02-16 00:00:00,ID_014,8.04,3.62,68.48
ID_015,2024-11-25 00:00:00,ID_015,2.28,7.68,76.52
ID_016,2024-04-28 00:00:00,ID_016,2.99,2.69,83.72
ID_017,2024-07-07 00:00:00,ID_017,7.47,8.28,16.89
ID_018,2024-02-24 00:00:00,ID_018,7.55,4.31,83.71
ID_019,2024-02-20 00:00:00,ID_019,5.7,4.51,30.69
ID_020,2024-06-28 00:00:00,ID_020,4.65,8.54,32.75
ID_021,2024-05-07 00:00:00,ID_021,2.0,7.6,71.23
ID_022,2024-12-20 00:00:00,ID_022,7.74,1.21,2.36
ID_023,2024-10-19 00:00:00,ID_023,2.12,6.42,65.09
ID_024,2024-10-21 00:00:00,ID_024,7.27,4.47,31.69
ID_025,2024-05-20 00:00:00,ID_025,3.92,5.19,71.82
ID_026,2024-08-06 00:00:00,ID_026,5.7,7.75,77.57
ID_027,2024-01-23 00:00:00,ID_027,6.58,5.33,41.95
ID_028,2024-05-18 00:00:00,ID_028,2.61,4.9,83.44
ID_029,2024-09-26 00:00:00,ID_029,4.68,6.78,4.95
ID_030,2024-01-13 00:00:00,ID_030,3.25,6.29,2.09
ID_031,2024-01-15 00:00:00,ID_031,2.65,6.64,70.13
ID_032,2024-03-22 00:00:00,ID_032,5.96,2.94,62.88
ID_033,2024-05-07 00:00:00,ID_033,7.06,3.91,21.72
ID_034,2024-07-16 00:00:00,ID_034,4.56,3.89,55.73
ID_035,2024-01-03 00:00:00,ID_035,7.3,2.47,62.41
ID_036,2024-07-11 00:00:00,ID_036,1.43,5.44,20.62
ID_037,2024-03-23 00:00:00,ID_037,8.0,3.9,44.98
ID_038,2024-05-05 00:00:00,ID_038,7.63,5.93,73.35
ID_039,2024-11-11 00:00:00,ID_039,7.51,5.95,38.83
ID_040,2024-10-01 00:00:00,ID_040,4.63,4.38,3.57
ID_041,2024-05-23 00:00:00,ID_041,5.21,7.81,65.44
ID_042,2024-11-14 00:00:00,ID_042,6.27,5.74,82.01
ID_043,2024-06-23 00:00:00,ID_043,8.01,7.83,43.95
ID_044,2024-03-15 00:00:00,ID_044,7.99,4.35,46.07
ID_045,2024-03-04 00:00:00,ID_045,8.71,5.51,79.32
ID_046,2024-11-29 00:00:00,ID_046,7.04,6.11,62.49
ID_047,2024-01-07 00:00:00,ID_047,8.61,4.04,32.77
ID_048,2024-01-08 00:00:00,ID_048,6.36,7.97,18.68
ID_049,2024-07-30 00:00:00,ID_049,6.31,7.14,27.99
ID_050,2024-06-26 00:00:00,ID_050,6.63,8.56,37.72
ID_051,2024-06-23 00:00:00,ID_051,8.74,8.33,27.6
ID_052,2024-02-02 00:00:00,ID_052,1.49,5.09,52.79
ID_053,2024-04-02 00:00:00,ID_053,6.43,8.5,22.21
ID_054,2024-01-15 00:00:00,ID_054,5.72,5.24,16.85
ID_055,2024-09-01 00:00:00,ID_055,1.49,7.27,66.23
ID_056,2024-10-11 00:00:00,ID_056,6.1,2.73,76.55
ID_057,2024-04-12 00:00:00,ID_057,4.36,5.34,70.26
ID_058,2024-10-31 00:00:00,ID_058,3.58,5.44,54.4
ID_059,2024-06-04 00:00:00,ID_059,4.2,7.76,53.61
ID_060,2024-06-28 00:00:00,ID_060,1.73,8.63,65.27
ID_061,2024-07-10 00:00:00,ID_061,6.03,2.64,28.21
ID_062,2024-12-08 00:00:00,ID_062,1.45,4.24,3.11
ID_063,2024-09-12 00:00:00,ID_063,2.5,1.35,84.53
ID_064,2024-04-08 00:00:00,ID_064,6.22,3.02,72.44
ID_065,2024-02-23 00:00:00,ID_065,6.95,6.03,45.76
ID_066,2024-04-07 00:00:00,ID_066,1.85,7.68,78.41
ID_067,2024-12-16 00:00:00,ID_067,3.79,1.5,63.54
ID_068,2024-03-05 00:00:00,ID_068,6.39,4.78,35.21
ID_069,2024-01-09 00:00:00,ID_069,4.54,7.81,35.04
ID_070,2024-06-18 00:00:00,ID_070,6.71,7.45,52.51
ID_071,2024-11-01 00:00:00,ID_071,4.22,7.69,53.88
ID_072,2024-07-06 00:00:00,ID_072,1.4,2.69,56.39
ID_073,2024-04-10 00:00:00,ID_073,6.13,8.37,14.43
