col_emission_id,col_annee,col_mois,col_zone_id,col_mode,col_activity_type,col_activity_value,col_emission_factor,col_co2_kg
ID_085,8.48,3.06,ID_085,TER,7.09,7.74,2.84,5.93
ID_086,5.48,1.65,ID_086,TER,8.31,2.41,4.01,4.12
ID_087,6.8,8.13,ID_087,TER,3.66,3.48,1.25,2.4
ID_088,5.69,6.43,ID_088,Tramway,5.89,5.59,6.8,3.47
ID_089,6.66,8.58,ID_089,TER,3.84,7.99,6.76,3.7
ID_090,5.61,4.1,ID_090,TER,1.47,7.44,3.82,5.7
ID_091,6.14,1.42,ID_091,Tramway,6.08,3.1,2.9,3.33
ID_092,4.69,7.46,ID_092,Métro,7.14,4.6,5.47,4.45
ID_093,7.41,7.25,ID_093,Transilien,1.94,2.55,5.24,6.42
ID_094,8.05,1.75,ID_094,Métro,8.75,2.9,2.91,6.79
ID_095,8.38,8.33,ID_095,RER,3.21,3.5,3.61,8.22
ID_096,8.08,4.67,ID_096,RER,3.53,5.21,6.26,7.31
ID_097,1.8,6.77,ID_097,RER,3.13,5.01,7.85,2.18
ID_098,1.41,3.33,ID_098,Tramway,6.09,3.73,8.07,3.31
ID_099,7.0,7.51,ID_099,Tramway,4.43,5.76,8.47,1.97
ID_000,6.2,1.88,ID_000,Métro,5.76,7.63,6.4,3.31
ID_001,1.63,4.01,ID_001,Métro,8.42,5.08,6.57,3.81
ID_002,2.84,5.52,ID_002,TER,6.18,7.62,5.29,5.78
ID_003,3.78,3.95,ID_003,TGV,2.57,4.22,2.31,5.2
ID_004,5.62,7.32,ID_004,Tramway,7.42,1.71,7.16,4.55
ID_005,6.6,6.35,ID_005,RER,2.52,2.15,4.29,7.28
ID_006,2.94,5.0,ID_006,Bus RATP,3.6,7.55,4.39,1.56
ID_007,4.83,4.94,ID_007,Bus RATP,7.56,3.52,3.2,6.4
ID_008,2.13,5.2,ID_008,TGV,2.71,5.32,5.23,8.25
ID_009,1.78,1.53,ID_009,Transilien,3.83,7.58,3.53,6.09
ID_010,3.38,8.64,ID_010,TGV,1.38,7.43,5.61,8.6
ID_011,6.52,1.74,ID_011,RER,5.97,1.87,2.79,3.02
ID_012,3.53,7.77,ID_012,Tramway,2.0,2.72,6.88,6.28
ID_013,2.54,3.0,ID_013,Bus RATP,5.65,4.51,3.51,1.93
ID_014,2.76,8.0,ID_014,Bus RATP,6.04,3.92,8.27,7.21
ID_015,5.47,4.95,ID_015,TGV,2.36,6.88,2.78,3.01
ID_016,2.83,3.53,ID_016,TER,4.78,1.25,8.29,7.15
ID_017,1.41,1.61,ID_017,TER,7.25,8.25,7.5,8.46
ID_018,2.85,3.15,ID_018,RER,3.24,2.44,4.9,3.1
ID_019,5.96,3.7,ID_019,Bus RATP,1.76,5.83,7.21,3.56
ID_020,4.86,7.55,ID_020,TER,8.04,2.57,6.66,4.55
ID_021,5.74,4.94,ID_021,TER,6.52,6.47,6.4,1.6
ID_022,1.38,5.42,ID_022,RER,1.61,7.06,3.29,3.83
ID_023,6.98,5.94,ID_023,Tramway,1.4,6.25,7.92,3.99
ID_024,3.12,4.66,ID_024,Bus RATP,3.97,6.12,4.32,6.77
ID_025,5.77,7.5,ID_025,Métro,7.16,8.11,7.4,1.48
ID_026,6.09,3.94,ID_026,Tramway,5.51,1.22,4.03,2.79
ID_027,8.05,7.67,ID_027,Métro,8.77,5.87,6.78,3.49
ID_028,6.3,7.62,ID_028,Bus RATP,4.45,2.79,6.95,6.82
ID_029,1.63,1.45,ID_029,Métro,8.65,8.8,4.44,1.77
ID_030,3.47,6.88,ID_030,RER,2.37,2.48,5.8,5.92
ID_031,5.68,3.37,ID_031,RER,6.45,7.14,5.56,1.29
ID_032,7.74,4.52,ID_032,Tramway,7.43,3.35,6.09,2.86
ID_033,4.54,6.21,ID_033,TGV,7.19,2.64,1.22,8.24
ID_034,2.67,4.04,ID_034,TER,7.94,1.57,7.92,8.06
ID_035,7.36,1.34,ID_035,TGV,7.37,5.55,2.74,2.72
ID_036,4.61,1.35,ID_036,Métro,6.21,5.13,1.41,2.46
ID_037,6.27,5.54,ID_037,Transilien,1.8,1.47,5.22,6.8
ID_038,7.52,6.47,ID_038,Métro,7.08,7.8,8.29,4.61
ID_039,6.86,5.51,ID_039,RER,2.54,2.18,7.72,8.56
ID_040,1.7,8.01,ID_040,TER,3.01,6.46,2.75,6.78
ID_041,3.7,2.23,ID_041,TER,2.15,6.99,4.58,2.86
ID_042,8.06,2.78,ID_042,Bus RATP,3.76,3.31,6.59,8.42
ID_043,3.11,1.39,ID_043,Transilien,6.15,1.75,1.95,6.33
ID_044,5.04,5.31,ID_044,Métro,6.82,5.61,1.41,3.58
ID_045,2.52,2.1,ID_045,Métro,1.37,1.24,2.07,1.29
ID_046,8.52,2.41,ID_046,TGV,1.76,7.43,8.1,6.49
ID_047,8.42,1.42,ID_047,Métro,6.68,5.69,7.63,2.52
ID_048,4.01,4.14,ID_048,Bus RATP,7.59,5.77,3.69,6.0
ID_049,5.52,6.18,ID_049,Tramway,5.64,1.77,1.8,2.34
ID_050,5.84,5.74,ID_050,Bus RATP,5.39,7.69,5.72,6.56
ID_051,1.4,4.96,ID_051,Tramway,8.06,3.87,3.09,5.01
ID_052,2.91,8.7,ID_052,Métro,8.59,2.66,4.43,7.18
ID_053,3.71,2.93,ID_053,Transilien,8.11,5.39,4.95,4.0
ID_054,4.42,7.94,ID_054,TGV,8.63,8.41,7.81,6.84
ID_055,5.45,4.06,ID_055,Métro,2.01,7.32,1.86,1.58
ID_056,3.09,7.04,ID_056,TER,8.19,7.71,2.58,3.4
ID_057,5.46,3.87,ID_057,RER,8.66,6.6,8.45,4.81
ID_058,1.98,7.19,ID_058,TER,5.52,2.63,3.47,4.54
ID_059,4.43,3.28,ID_059,TER,6.16,3.56,2.79,1.67
ID_060,2.03,5.45,ID_060,Bus RATP,3.89,2.29,7.9,8.29
ID_061,2.07,8.13,ID_061,Métro,1.36,5.09,6.87,3.05
ID_062,5.51,2.13,ID_062,Métro,2.26,8.14,6.68,3.76
ID_063,7.28,2.68,ID_063,Transilien,2.28,5.97,2.81,8.27
ID_064,8.41,2.36,ID_064,RER,7.73,1.9,6.69,3.26
ID_065,3.83,6.87,ID_065,Métro,1.94,7.62,7.63,7.71
ID_066,2.22,4.18,ID_066,Tramway,5.87,7.59,4.98,1.43
ID_067,8.28,4.8,ID_067,Tramway,6.51,6.35,4.85,8.39
ID_068,4.3,4.96,ID_068,Tramway,4.74,7.82,7.65,1.47
ID_069,7.24,4.81,ID_069,TER,5.51,7.36,1.26,2.3
ID_070,4.38,3.6,ID_070,Bus RATP,3.42,3.02,2.1,7.69
ID_071,7.92,3.84,ID_071,Métro,8.66,4.17,1.21,3.68
ID_072,4.64,6.68,ID_072,Bus RATP,2.72,4.48,4.5,4.69
ID_073,7.11,2.98,ID_073,Tramway,5.21,7.05,8.07,5.32
ID_074,3.63,1.68,ID_074,RER,6.13,3.12,3.72,5.04
ID_075,6.96,3.37,ID_075,TER,7.4,8.35,2.29,3.12
ID_076,8.39,4.71,ID_076,Transilien,3.49,8.34,1.87,2.08
ID_077,6.76,6.63,ID_077,Transilien,7.88,7.58,5.08,6.23
ID_078,7.39,2.42,ID_078,TER,2.36,5.26,6.99,4.55
ID_079,3.32,7.13,ID_079,Métro,5.05,3.56,5.6,5.92
ID_080,8.06,2.11,ID_080,TER,1.93,6.27,1.61,4.32
ID_081,5.92,1.26,ID_081,Tramway,8.06,6.87,4.39,1.59
ID_082,7.45,3.26,ID_082,Transilien,6.87,3.92,2.69,2.77
ID_083,6.65,7.39,ID_083,TGV,6.14,3.0,6.33,6.59
ID_084,1.37,8.58,ID_084,Tramway,5.27,2.32,5.36,1.7
ID_085,8.27,6.59,ID_085,RER,8.56,2.85,4.38,4.06
ID_086,2.68,4.96,ID_086,Métro,4.1,8.21,3.55,3.75
ID_087,2.35,3.36,ID_087,Métro,7.64,3.17,4.33,1.76
ID_088,5.01,6.02,ID_088,RER,4.0,3.11,8.33,5.3
ID_089,7.38,2.81,ID_089,Tramway,6.47,7.29,2.99,5.68
ID_090,7.65,7.34,ID_090,Transilien,3.23,4.7,5.43,1.45
ID_091,6.07,8.44,ID_091,Tramway,2.65,4.2,2.84,8.11
ID_092,5.32,6.85,ID_092,Métro,8.12,8.38,8.47,1.9
ID_093,2.56,7.08,ID_093,Bus RATP,6.92,8.08,5.91,4.16
ID_094,1.31,6.88,ID_094,TGV,1.22,3.51,2.64,2.12
ID_095,2.17,8.6,ID_095,TER,1.45,8.5,6.5,2.11
ID_096,7.55,7.03,ID_096,RER,6.42,3.17,8.48,2.28
ID_097,4.02,1.93,ID_097,TGV,4.61,8.74,6.34,3.76
ID_098,8.67,4.21,ID_098,RER,2.11,7.79,3.01,2.39
ID_099,2.83,6.8,ID_099,TER,1.84,7.82,5.75,2.24
ID_000,5.79,3.89,ID_000,TER,1.69,5.1,3.9,7.1
ID_001,3.13,6.15,ID_001,Transilien,6.51,2.73,4.43,5.4
ID_002,8.01,7.53,ID_002,Transilien,4.55,7.52,4.59,3.76
ID_003,2.7,5.36,ID_003,Métro,4.2,5.39,5.83,5.18
ID_004,3.62,1.46,ID_004,TER,6.94,7.55,8.75,2.7
ID_005,5.32,3.51,ID_005,Métro,2.24,5.53,4.62,8.17
ID_006,1.37,7.8,ID_006,Tramway,6.52,7.94,4.2,3.54
ID_007,4.51,4.89,ID_007,TGV,8.03,7.29,2.2,7.38
ID_008,5.86,1.27,ID_008,Transilien,6.45,5.95,8.53,3.55
ID_009,8.49,6.13,ID_009,TGV,6.52,6.92,3.67,7.85
ID_010,8.63,2.2,ID_010,Transilien,8.29,5.48,7.79,5.19
ID_011,3.13,5.12,ID_011,Tramway,2.29,8.51,1.48,7.72
ID_012,1.56,2.42,ID_012,TER,5.84,8.01,5.22,6.44
ID_013,6.7,2.98,ID_013,TER,5.82,5.2,5.23,5.42
ID_014,3.51,4.65,ID_014,Tramway,6.45,4.95,7.94,2.34
ID_015,4.68,7.04,ID_015,TER,3.01,3.49,2.75,6.41
ID_016,4.35,2.28,ID_016,TER,8.59,7.77,2.41,8.65
ID_017,8.21,3.51,ID_017,RER,3.38,4.9,2.87,8.33
ID_018,3.98,8.1,ID_018,RER,4.78,2.01,5.77,3.03
ID_019,3.51,8.3,ID_019,TER,5.18,1.49,2.78,3.89
ID_020,4.67,5.98,ID_020,Tramway,5.1,6.94,4.05,7.5
ID_021,2.91,4.06,ID_021,TGV,7.35,5.42,4.42,8.19
ID_022,2.8,1.83,ID_022,Métro,2.1,2.3,4.38,5.27
ID_023,1.48,7.48,ID_023,Bus RATP,6.35,7.61,4.3,5.33
ID_024,5.2,6.55,ID_024,Métro,5.14,7.18,2.78,3.12
ID_025,3.08,8.48,ID_025,TER,2.43,3.71,5.06,7.54
ID_026,2.34,8.19,ID_026,Métro,4.74,8.16,7.1,5.61
ID_027,3.75,3.6,ID_027,Transilien,5.47,7.09,2.0,2.04
ID_028,3.37,2.06,ID_028,Transilien,6.03,7.76,7.39,4.44
ID_029,4.77,5.71,ID_029,RER,1.97,8.25,4.95,4.35
ID_030,8.55,7.18,ID_030,Tramway,4.51,7.35,7.53,2.76
ID_031,3.09,5.53,ID_031,TER,2.14,5.1,5.04,1.28
ID_032,6.38,6.17,ID_032,Transilien,6.82,1.39,2.35,5.54
ID_033,6.58,4.87,ID_033,RER,1.65,5.4,8.05,4.22
ID_034,7.56,4.11,ID_034,TER,7.86,8.15,3.38,3.86
ID_035,2.78,6.66,ID_035,RER,1.37,3.23,2.02,3.98
ID_036,7.81,7.88,ID_036,Bus RATP,4.6,4.88,7.69,6.46
ID_037,4.19,2.89,ID_037,Métro,2.18,5.96,6.93,2.92
ID_038,2.99,4.69,ID_038,RER,7.83,8.43,8.76,6.7
ID_039,1.33,4.6,ID_039,Transilien,4.9,2.54,5.05,6.42
ID_040,4.66,6.12,ID_040,TER,5.09,3.97,1.33,3.56
ID_041,3.9,4.92,ID_041,Transilien,8.46,3.12,7.15,8.59
ID_042,6.3,1.78,ID_042,RER,5.97,2.61,5.73,8.45
ID_043,7.49,3.9,ID_043,Métro,4.12,7.27,4.61,2.9
ID_044,1.81,7.13,ID_044,Transilien,7.41,5.38,7.43,5.78
ID_045,5.16,5.01,ID_045,Transilien,2.04,2.81,4.88,3.49
ID_046,6.49,6.79,ID_046,TGV,7.12,3.98,1.64,6.83
ID_047,7.54,3.51,ID_047,Transilien,5.93,5.55,1.68,5.27
ID_048,5.63,3.83,ID_048,TGV,7.92,5.14,7.57,6.77
ID_049,3.66,1.76,ID_049,Bus RATP,6.24,7.93,8.43,8.76
ID_050,2.28,7.26,ID_050,Tramway,6.43,5.7,1.48,4.6
ID_051,2.84,2.57,ID_051,RER,7.34,7.8,1.46,6.8
ID_052,2.9,7.32,ID_052,Transilien,6.77,8.36,2.18,3.01
ID_053,8.79,6.04,ID_053,Bus RATP,7.18,2.42,8.09,6.27
ID_054,2.8,5.93,ID_054,Métro,8.45,5.93,6.82,1.55
ID_055,5.53,4.07,ID_055,Bus RATP,7.29,6.72,8.72,2.28
ID_056,5.67,4.54,ID_056,Bus RATP,8.31,4.63,1.9,2.03
ID_057,2.54,3.35,ID_057,TER,3.72,7.25,1.33,4.21
ID_058,8.28,6.83,ID_058,RER,1.44,7.36,6.64,8.49
ID_059,3.69,7.45,ID_059,Transilien,4.54,2.5,1.49,3.51
ID_060,3.65,8.65,ID_060,Bus RATP,7.68,3.65,5.62,7.19
ID_061,1.59,4.42,ID_061,Métro,6.25,1.36,6.65,2.44
ID_062,4.55,8.25,ID_062,Tramway,7.35,8.2,5.59,6.31
ID_063,4.37,4.91,ID_063,Transilien,4.74,5.5,7.71,1.3
ID_064,7.87,7.09,ID_064,TER,6.13,8.29,4.02,3.16
ID_065,7.51,3.66,ID_065,TER,7.74,3.53,3.73,2.81
ID_066,2.0,3.54,ID_066,TGV,6.66,6.76,4.52,8.58
ID_067,4.33,6.73,ID_067,Métro,6.41,2.1,5.62,7.2
ID_068,2.03,5.06,ID_068,Métro,3.77,6.04,3.72,5.19
ID_069,7.32,2.56,ID_069,TER,1.5,1.89,6.1,1.5
ID_070,2.0,2.86,ID_070,Transilien,6.23,4.89,6.85,7.35
ID_071,4.67,4.9,ID_071,Bus RATP,3.0,5.49,8.29,1.96
ID_072,2.05,6.63,ID_072,Tramway,1.65,2.51,5.19,6.65
ID_073,2.8,3.63,ID_073,TGV,5.83,8.09,8.05,3.71
ID_074,8.73,3.99,ID_074,TGV,5.58,7.08,6.07,3.0
ID_075,2.64,7.0,ID_075,Métro,5.84,2.09,4.89,5.84
ID_076,8.55,3.78,ID_076,Tramway,6.19,6.01,2.31,3.43
ID_077,7.97,1.79,ID_077,Bus RATP,1.84,4.14,2.06,1.81
ID_078,4.15,3.55,ID_078,Métro,6.64,8.19,1.89,1.92
ID_079,3.89,3.77,ID_079,Transilien,4.02,7.0,1.48,7.16
ID_080,4.02,8.2,ID_080,Transilien,5.64,2.13,5.66,1.4
ID_081,3.25,7.94,ID_081,TER,4.62,4.89,6.4,2.01
ID_082,6.65,5.82,ID_082,RER,1.82,5.01,6.62,1.88
ID_083,2.2,7.84,ID_083,Métro,3.85,1.99,5.74,5.95
ID_084,3.34,1.63,ID_084,RER,3.91,2.93,3.98,4.91
ID_085,6.15,3.43,ID_085,TGV,7.01,8.24,3.75,4.83
ID_086,3.55,3.91,ID_086,Bus RATP,3.91,3.0,7.6,6.81
ID_087,2.3,5.43,ID_087,Métro,5.36,5.91,3.68,3.6
ID_088,7.22,6.2,ID_088,TGV,2.03,1.44,3.47,3.81
ID_089,5.05,1.69,ID_089,TER,6.75,2.05,8.61,5.46
ID_090,4.37,2.56,ID_090,TER,2.06,2.8,5.75,3.99
ID_091,6.29,3.54,ID_091,Transilien,8.57,1.99,2.16,1.53
ID_092,2.31,2.77,ID_092,Métro,5.71,6.75,3.49,6.34
ID_093,2.15,3.37,ID_093,TGV,7.99,2.75,1.46,2.57
ID_094,7.04,3.64,ID_094,Tramway,5.91,5.11,6.65,5.05
ID_095,6.43,4.66,ID_095,TER,8.72,8.29,4.39,2.54
ID_096,6.58,4.09,ID_096,TGV,3.45,4.48,2.3,6.6
ID_097,1.47,7.2,ID_097,TGV,2.79,5.6,5.16,7.58
ID_098,4.98,5.18,ID_098,Tramway,7.42,3.32,8.66,4.57
ID_099,2.53,8.75,ID_099,Bus RATP,2.72,3.88,2.86,2.01
ID_000,1.28,1.62,ID_000,Bus RATP,2.43,8.56,6.23,3.04
ID_001,3.29,4.19,ID_001,TGV,1.91,5.49,6.97,6.64
ID_002,5.27,8.09,ID_002,RER,4.55,3.13,7.11,1.79
ID_003,2.61,2.43,ID_003,Transilien,2.81,2.44,8.61,5.88
ID_004,7.52,6.35,ID_004,Bus RATP,2.91,1.36,7.71,5.4
ID_005,8.05,5.01,ID_005,Métro,8.79,4.45,7.56,7.49
ID_006,3.48,4.81,ID_006,Métro,3.57,8.16,5.95,6.74
ID_007,5.51,4.19,ID_007,Métro,7.8,5.18,7.65,6.76
ID_008,1.37,5.83,ID_008,Transilien,7.5,4.49,8.08,7.2
ID_009,5.29,6.56,ID_009,Métro,6.62,1.55,6.6,4.04
ID_010,2.95,7.09,ID_010,RER,1.7,2.55,6.24,8.3
ID_011,3.18,3.33,ID_011,TER,7.38,3.92,3.09,1.76
ID_012,7.65,1.53,ID_012,Métro,8.77,5.56,1.23,6.78
ID_013,7.98,3.48,ID_013,Bus RATP,7.8,8.2,3.77,1.7
ID_014,5.08,1.95,ID_014,TER,3.26,2.83,5.59,5.56
ID_015,8.17,5.66,ID_015,RER,1.66,6.92,6.8,8.47
ID_016,2.36,5.27,ID_016,TER,6.97,6.66,4.33,2.12
ID_017,2.21,2.54,ID_017,Tramway,6.42,1.42,7.55,2.72
ID_018,5.79,2.39,ID_018,TGV,6.01,3.32,7.99,6.66
ID_019,5.17,8.48,ID_019,Transilien,2.31,8.18,3.05,2.08
ID_020,2.13,7.79,ID_020,TGV,7.86,8.24,4.22,3.14
ID_021,4.04,1.29,ID_021,Tramway,6.84,5.77,2.35,2.59
ID_022,6.92,7.51,ID_022,Bus RATP,8.73,2.31,6.47,2.1
ID_023,4.09,5.54,ID_023,Tramway,1.77,2.76,4.13,6.24
ID_024,3.66,3.14,ID_024,Transilien,5.1,2.37,6.15,5.03
ID_025,7.92,3.92,ID_025,RER,2.0,7.89,2.42,5.0
ID_026,8.3,5.96,ID_026,RER,8.76,4.37,6.61,2.48
ID_027,4.11,4.37,ID_027,Bus RATP,5.96,5.67,6.01,7.78
ID_028,3.3,6.39,ID_028,RER,3.07,3.83,1.96,2.08
ID_029,3.91,3.58,ID_029,Bus RATP,6.92,8.42,4.68,6.97
ID_030,5.65,7.09,ID_030,Transilien,3.31,3.24,4.95,2.96
ID_031,3.09,6.1,ID_031,TER,3.0,7.05,4.78,5.47
ID_032,1.51,7.7,ID_032,TGV,3.94,4.04,2.7,8.41
ID_033,3.67,5.76,ID_033,TER,4.01,5.55,3.0,6.51
ID_034,7.24,5.28,ID_034,Tramway,4.12,4.26,4.98,1.93
ID_035,4.9,7.51,ID_035,Métro,4.8,5.53,2.48,5.79
ID_036,7.71,2.1,ID_036,Tramway,4.93,6.92,2.39,1.39
ID_037,2.09,7.82,ID_037,Tramway,8.8,3.69,6.82,5.23
ID_038,1.4,1.94,ID_038,TER,7.44,2.03,4.31,5.63
ID_039,5.33,4.18,ID_039,TER,6.17,7.87,5.88,3.04
ID_040,4.92,7.65,ID_040,RER,8.03,2.45,8.19,6.08
ID_041,4.07,3.03,ID_041,TGV,3.33,6.79,2.9,1.32
ID_042,1.85,5.41,ID_042,Métro,8.78,4.49,2.66,5.65
ID_043,7.46,5.17,ID_043,TER,3.59,5.35,8.32,8.09
ID_044,1.85,1.54,ID_044,TER,4.41,2.8,3.38,3.22
ID_045,2.91,6.44,ID_045,Métro,8.25,8.31,2.67,2.39
ID_046,5.36,2.58,ID_046,Transilien,4.47,1.54,3.29,7.28
ID_047,5.01,6.41,ID_047,Métro,5.52,8.36,6.35,6.54
ID_048,2.07,5.55,ID_048,Tramway,6.17,8.22,1.92,6.3
ID_049,3.48,3.58,ID_049,RER,5.66,3.06,6.0,4.72
ID_050,2.9,2.39,ID_050,TER,4.72,3.46,8.54,2.4
ID_051,8.77,5.87,ID_051,Métro,8.63,5.35,4.54,2.78
ID_052,8.69,1.97,ID_052,TER,2.81,7.8,7.07,7.19
ID_053,2.75,8.49,ID_053,Métro,1.44,6.56,1.57,5.4
ID_054,5.93,2.5,ID_054,Bus RATP,1.8,3.5,7.12,1.38
ID_055,2.31,5.01,ID_055,TGV,2.13,3.35,2.1,4.2
ID_056,7.92,7.66,ID_056,RER,5.71,7.57,7.67,2.7
ID_057,7.67,8.43,ID_057,RER,5.1,7.2,7.06,3.95
ID_058,4.34,7.8,ID_058,Métro,3.38,6.76,5.57,3.6
ID_059,7.1,2.25,ID_059,Bus RATP,7.76,1.98,2.28,7.3
ID_060,6.73,1.64,ID_060,TGV,7.0,3.26,2.86,8.77
ID_061,3.84,2.14,ID_061,Transilien,2.52,6.84,2.01,7.21
ID_062,1.97,6.58,ID_062,Transilien,6.45,8.09,1.52,5.98
ID_063,6.71,1.46,ID_063,Métro,8.48,3.82,1.9,6.58
ID_064,3.25,3.66,ID_064,Transilien,6.51,7.41,7.34,2.65
ID_065,1.5,3.78,ID_065,RER,7.73,4.47,5.13,4.4
ID_066,4.03,6.22,ID_066,TGV,6.84,3.89,2.55,6.34
ID_067,5.67,8.41,ID_067,TGV,8.25,1.7,8.07,6.68
ID_068,5.38,4.15,ID_068,Bus RATP,4.22,5.0,8.41,8.1
ID_069,2.94,6.84,ID_069,Tramway,2.64,3.82,1.7,3.4
ID_070,8.58,8.38,ID_070,Transilien,1.57,8.03,3.72,7.69
ID_071,4.55,3.83,ID_071,TER,2.94,1.87,4.15,5.3
ID_072,8.05,7.93,ID_072,TER,3.11,4.34,4.26,5.86
ID_073,6.09,6.46,ID_073,TER,4.48,2.65,5.34,4.62
ID_074,7.91,1.53,ID_074,Tramway,6.11,8.49,6.23,3.91
ID_075,2.94,4.36,ID_075,TGV,1.32,4.17,6.14,7.25
ID_076,8.6,5.65,ID_076,Bus RATP,5.73,3.21,3.01,6.62
ID_077,7.28,4.14,ID_077,Métro,2.45,5.28,8.71,6.33
ID_078,4.75,7.35,ID_078,Métro,2.41,8.16,8.42,7.53
ID_079,7.3,2.23,ID_079,RER,5.46,2.42,2.85,2.91
ID_080,1.2,2.77,ID_080,Bus RATP,2.15,1.76,7.71,6.24
ID_081,2.53,2.97,ID_081,TER,7.02,4.05,6.96,3.77
ID_082,3.88,7.7,ID_082,Métro,1.77,8.06,5.74,7.05
ID_083,4.49,7.45,ID_083,Transilien,4.67,4.81,1.63,4.08
ID_084,7.52,7.24,ID_084,Transilien,4.49,4.63,8.68,6.94
ID_085,8.72,5.13,ID_085,TGV,2.71,5.87,8.05,6.31
ID_086,4.25,4.98,ID_086,TER,8.22,3.2,4.94,5.33
ID_087,6.76,8.75,ID_087,Bus RATP,5.52,8.67,6.98,7.51
ID_088,3.28,4.69,ID_088,Métro,5.84,6.69,5.16,6.81
ID_089,6.87,5.81,ID_089,Tramway,7.89,3.8,7.12,1.55
ID_090,4.51,3.31,ID_090,Tramway,6.96,5.21,6.69,3.45
ID_091,7.8,7.71,ID_091,Bus RATP,7.15,5.27,3.78,2.52
ID_092,4.13,7.68,ID_092,Transilien,2.13,1.6,7.87,8.34
ID_093,6.67,6.47,ID_093,Métro,1.99,1.96,2.27,2.0
ID_094,4.61,6.01,ID_094,Tramway,2.81,3.44,5.73,3.31
ID_095,6.68,6.91,ID_095,Transilien,7.47,2.73,4.09,2.83
ID_096,8.22,5.86,ID_096,RER,6.55,6.38,3.77,2.29
ID_097,1.39,1.76,ID_097,Métro,1.33,1.41,6.12,3.22
ID_098,8.38,4.67,ID_098,Tramway,4.08,6.99,3.18,1.5
ID_099,3.65,4.22,ID_099,RER,4.3,2.3,3.49,2.04
ID_000,1.46,4.93,ID_000,RER,6.47,1.42,4.68,6.63
ID_001,6.8,7.5,ID_001,TER,6.94,5.82,3.94,8.11
ID_002,4.6,2.32,ID_002,RER,2.02,3.48,8.45,3.54
ID_003,6.7,7.51,ID_003,Métro,6.85,2.55,2.17,6.87
ID_004,2.9,4.84,ID_004,TGV,5.48,3.8,7.12,2.5
ID_005,3.66,5.27,ID_005,Transilien,7.98,2.84,7.97,5.23
ID_006,3.19,3.49,ID_006,Tramway,7.6,5.03,2.06,3.7
ID_007,1.71,5.91,ID_007,Métro,7.43,4.41,3.59,4.97
ID_008,5.74,2.72,ID_008,Tramway,5.87,6.65,8.13,5.87
ID_009,5.57,5.41,ID_009,Tramway,1.63,2.42,4.33,4.87
ID_010,8.4,5.25,ID_010,Bus RATP,4.1,2.35,4.27,4.6
ID_011,8.58,3.11,ID_011,Bus RATP,7.81,5.44,6.19,1.68
ID_012,6.89,4.11,ID_012,RER,2.97,8.69,2.61,6.18
ID_013,8.76,8.27,ID_013,Transilien,8.54,2.84,3.44,3.35
ID_014,5.52,6.51,ID_014,TER,7.04,3.68,4.36,3.6
ID_015,6.94,4.51,ID_015,Transilien,3.45,4.77,6.29,4.59
ID_016,3.35,1.36,ID_016,Transilien,4.95,1.2,8.49,6.01
ID_017,4.23,6.09,ID_017,Métro,5.98,2.25,6.44,5.39
ID_018,1.71,5.43,ID_018,RER,8.67,1.62,5.58,4.73
ID_019,7.38,3.53,ID_019,TGV,2.21,4.71,2.39,8.21
ID_020,3.9,5.35,ID_020,RER,6.8,5.92,2.59,3.98
ID_021,4.8,1.48,ID_021,Transilien,4.92,7.53,4.8,1.44
ID_022,3.15,6.49,ID_022,Bus RATP,2.53,6.83,4.04,6.34
ID_023,7.58,8.73,ID_023,TER,4.55,6.78,6.32,3.18
ID_024,3.82,2.08,ID_024,Transilien,7.21,2.13,6.23,4.64
ID_025,1.56,2.32,ID_025,Transilien,4.37,3.98,6.27,2.82
ID_026,5.21,3.63,ID_026,TGV,5.05,6.84,8.67,6.88
ID_027,4.68,8.11,ID_027,TER,4.69,7.73,1.75,7.23
ID_028,3.37,1.25,ID_028,Bus RATP,7.55,1.49,7.97,1.63
ID_029,7.68,6.1,ID_029,TGV,3.57,3.03,2.56,8.71
ID_030,2.54,3.97,ID_030,Métro,6.98,1.84,8.05,2.58
ID_031,4.68,4.68,ID_031,Bus RATP,3.04,3.72,4.19,2.05
ID_032,3.93,8.11,ID_032,Bus RATP,4.95,1.24,2.79,2.96
ID_033,1.96,3.97,ID_033,RER,4.87,6.83,7.98,5.58
ID_034,4.03,2.64,ID_034,Transilien,8.38,5.02,1.99,8.66
ID_035,2.93,1.98,ID_035,Tramway,2.34,7.85,4.73,1.64
ID_036,2.82,3.3,ID_036,Tramway,3.65,7.39,6.62,8.73
ID_037,7.41,7.38,ID_037,TER,6.12,3.75,8.14,4.52
ID_038,4.52,1.65,ID_038,TER,7.85,7.96,4.02,7.72
ID_039,3.01,2.8,ID_039,Bus RATP,7.92,6.31,7.2,7.51
ID_040,4.4,5.0,ID_040,RER,5.86,2.88,7.73,1.76
ID_041,7.95,7.33,ID_041,RER,3.26,7.41,3.75,5.17
ID_042,6.09,1.77,ID_042,TGV,2.59,6.17,8.78,6.31
ID_043,7.6,2.16,ID_043,Bus RATP,6.5,6.02,5.72,6.81
ID_044,7.63,2.93,ID_044,Tramway,7.58,7.68,4.96,5.25
ID_045,2.48,5.3,ID_045,Bus RATP,8.67,7.64,6.18,3.28
ID_046,2.73,6.46,ID_046,TGV,3.6,2.07,5.91,5.1
ID_047,8.71,5.27,ID_047,Transilien,6.63,3.48,8.34,4.25
