col_scenario,col_nom_scenario,col_description,col_annee,col_age_moyen_parc,col_taux_renouvellement_annuel,col_reduction_emissions_pct,col_nombre_vehicules_remplaces_cumules,col_cout_politique_millions_eur,col_co2_evite_millions_tonnes,col_gain_qualite_air_pct,col_emplois_crees_estimes,col_rentabilite_annees,col_region,col_code_type,col_type_vehicule,col_tranche_age,col_age_moyen_tranche,col_nombre_vehicules,col_pourcentage_type_region,col_pourcentage_total_national,col_emissions_co2_g_km,col_consommation_l_100km,col_norme_euro,col_critair,col_impact_environnemental,col_cout_entretien_annuel_eur,col_taux_controle_technique_defaut,col_risque_accident,col_date_mise_circulation_moyenne,col_ville,col_population,col_date_mise_place_zfe,col_niveau_critair,col_total_vehicules_ville,col_vehicules_impactes,col_pourcentage_impactes,col_reduction_emissions_locale_pct,col_amelioration_qualite_air_pct,col_cout_adaptation_estime_eur,col_economies_sante_estimees_eur,col_date_conformite_complete
5.26,2.91,3.78,3.1,3.89,5.01,2.19,1.47,6.68,4.74,5.11,2024-05-16 00:00:00,3.45,Occitanie,1.26,5.89,4.11,6.34,8.04,Provence-Alpes-Côte d'Azur,1.51,8.66,4.58,8.51,7.66,5.46,8.38,5.19,ID_041,46.920942,Lyon,46.920942,2024-05-23 00:00:00,6.01,Nice,1.21,5.11,4.38,3.94,2024-01-31 00:00:00,2024-05-10 00:00:00,2024-02-23 00:00:00
5.64,8.19,4.07,2.69,6.8,3.87,6.95,1.73,2.11,5.25,8.34,2024-06-02 00:00:00,6.72,Auvergne-Rhône-Alpes,7.5,4.19,6.79,1.6,7.3,Hauts-de-France,3.84,1.94,1.21,3.07,6.39,1.44,5.13,2.11,ID_042,47.952679,Toulouse,47.952679,2024-01-11 00:00:00,7.65,Toulouse,3.63,2.33,7.84,3.27,2024-05-25 00:00:00,2024-09-09 00:00:00,2024-10-02 00:00:00
6.84,4.02,1.24,2.7,4.88,5.59,3.41,6.22,8.24,8.1,7.58,2024-08-27 00:00:00,2.93,Bretagne,6.4,7.3,8.54,6.07,1.89,Île-de-France,3.53,7.34,2.19,1.64,1.62,4.54,3.09,6.84,ID_043,45.080441,Marseille,45.080441,2024-05-18 00:00:00,4.33,Lille,6.3,3.04,7.71,4.52,2024-02-14 00:00:00,2024-03-26 00:00:00,2024-12-10 00:00:00
8.44,8.36,7.44,4.19,7.03,3.95,7.59,5.19,4.16,6.31,3.39,2024-07-20 00:00:00,8.25,Nouvelle-Aquitaine,5.21,1.34,4.57,3.58,3.38,Auvergne-Rhône-Alpes,4.76,7.18,2.0,7.17,3.95,8.64,5.68,7.44,ID_044,46.257105,Lille,46.257105,2024-03-25 00:00:00,4.84,Paris,3.71,5.1,1.5,7.18,2024-01-19 00:00:00,2024-10-30 00:00:00,2024-12-05 00:00:00
2.15,6.76,6.97,4.18,6.32,7.95,3.81,6.92,6.39,1.7,7.7,2024-11-06 00:00:00,3.32,Île-de-France,3.24,4.03,7.78,8.56,4.05,Île-de-France,6.93,6.04,3.44,4.37,2.04,2.85,4.8,2.96,ID_045,46.721284,Strasbourg,46.721284,2024-05-02 00:00:00,3.73,Lille,3.47,3.8,2.83,4.09,2024-11-10 00:00:00,2024-07-27 00:00:00,2024-11-27 00:00:00
2.34,4.67,2.09,7.96,3.88,8.29,8.06,8.63,8.1,6.14,5.84,2024-01-29 00:00:00,1.75,Occitanie,4.69,1.38,4.83,3.04,5.94,Grand Est,2.61,2.86,2.62,5.51,2.67,4.78,6.91,6.1,ID_046,50.436035,Lille,50.436035,2024-09-07 00:00:00,2.51,Lille,2.08,7.76,6.93,7.31,2024-08-07 00:00:00,2024-07-27 00:00:00,2024-01-10 00:00:00
7.22,8.39,2.09,3.93,6.7,2.37,3.0,2.39,5.72,1.64,3.55,2024-04-27 00:00:00,7.01,Pays de la Loire,6.72,2.24,4.28,2.86,7.5,Grand Est,6.4,6.45,6.24,7.53,5.93,6.62,5.09,4.19,ID_047,47.560051,Montpellier,47.560051,2024-04-10 00:00:00,4.26,Nice,3.77,5.68,5.21,6.0,2024-05-20 00:00:00,2024-11-05 00:00:00,2024-07-28 00:00:00
5.55,6.54,4.13,8.35,3.84,2.41,6.37,4.5,1.95,1.91,6.9,2024-06-26 00:00:00,5.88,Normandie,4.05,6.37,4.51,3.5,6.9,Provence-Alpes-Côte d'Azur,7.28,4.12,6.32,7.29,2.84,1.34,4.08,4.62,ID_048,46.112709,Montpellier,46.112709,2024-02-01 00:00:00,2.82,Paris,5.35,6.31,2.78,5.73,2024-09-15 00:00:00,2024-10-11 00:00:00,2024-01-28 00:00:00
5.91,1.49,2.74,4.48,6.9,1.28,8.33,5.43,7.96,4.42,5.74,2024-03-11 00:00:00,6.2,Hauts-de-France,8.75,7.44,2.83,1.65,4.26,Nouvelle-Aquitaine,2.31,4.02,3.78,8.68,6.4,6.57,6.81,2.36,ID_049,49.617271,Lyon,49.617271,2024-08-06 00:00:00,6.48,Montpellier,2.48,5.65,2.13,2.36,2024-10-12 00:00:00,2024-03-26 00:00:00,2024-05-11 00:00:00
4.74,7.03,6.83,8.46,2.47,4.97,7.65,7.39,4.68,6.78,6.04,2024-05-08 00:00:00,4.67,Nouvelle-Aquitaine,4.27,3.9,2.73,8.06,8.27,Nouvelle-Aquitaine,8.67,5.67,2.47,1.75,1.61,6.63,5.43,3.1,ID_050,51.788254,Nice,51.788254,2024-04-11 00:00:00,3.69,Lille,6.87,1.58,3.66,7.81,2024-06-28 00:00:00,2024-09-03 00:00:00,2024-04-08 00:00:00
6.74,2.6,3.01,1.8,4.61,6.38,5.0,8.14,5.35,1.23,1.7,2024-01-10 00:00:00,3.36,Nouvelle-Aquitaine,3.36,7.41,6.66,6.67,1.74,Nouvelle-Aquitaine,3.65,4.24,6.42,4.26,4.53,5.4,1.44,6.2,ID_051,51.990627,Paris,51.990627,2024-02-15 00:00:00,8.26,Bordeaux,8.13,1.97,2.99,6.54,2024-11-29 00:00:00,2024-04-07 00:00:00,2024-04-23 00:00:00
5.18,1.91,7.33,1.84,3.73,3.22,8.44,8.73,3.32,5.21,8.63,2024-02-08 00:00:00,4.84,Bretagne,7.81,6.19,7.8,8.17,8.45,Auvergne-Rhône-Alpes,3.26,1.95,4.82,4.89,5.24,7.78,2.1,8.13,ID_052,49.151907,Paris,49.151907,2024-07-12 00:00:00,4.51,Lyon,5.48,2.17,5.68,3.73,2024-08-18 00:00:00,2024-09-13 00:00:00,2024-07-14 00:00:00
2.14,5.92,7.13,1.77,8.14,3.39,6.95,7.56,3.15,4.42,8.64,2024-12-20 00:00:00,6.1,Île-de-France,7.53,6.47,2.64,8.27,7.41,Pays de la Loire,8.21,8.63,1.56,5.48,7.36,2.63,2.53,4.33,ID_053,52.529769,Paris,52.529769,2024-07-29 00:00:00,7.49,Montpellier,1.35,2.28,4.13,2.14,2024-02-09 00:00:00,2024-01-27 00:00:00,2024-04-27 00:00:00
6.5,4.0,6.86,7.9,7.22,4.28,7.77,6.12,7.12,5.13,6.26,2024-07-10 00:00:00,1.53,Grand Est,2.09,1.75,4.78,5.69,3.59,Grand Est,6.54,7.91,4.96,6.23,2.98,5.83,6.54,3.83,ID_054,46.20831,Marseille,46.20831,2024-12-23 00:00:00,6.85,Strasbourg,2.09,4.88,3.73,5.27,2024-11-12 00:00:00,2024-10-09 00:00:00,2024-12-24 00:00:00
3.33,7.54,5.54,3.39,6.99,4.98,1.35,6.39,4.58,3.98,1.59,2024-11-18 00:00:00,6.76,Normandie,1.22,4.1,5.21,5.02,4.01,Île-de-France,4.61,7.57,6.45,5.72,1.28,2.01,6.77,4.14,ID_055,49.071868,Strasbourg,49.071868,2024-08-11 00:00:00,2.06,Nice,3.17,7.11,3.46,3.82,2024-02-20 00:00:00,2024-03-07 00:00:00,2024-09-13 00:00:00
8.08,6.26,1.89,6.07,7.05,2.72,6.75,5.6,2.76,7.52,8.25,2024-01-28 00:00:00,7.62,Nouvelle-Aquitaine,6.59,8.19,3.88,6.84,6.3,Pays de la Loire,8.66,4.78,4.28,6.0,3.05,1.65,7.82,6.85,ID_056,47.681348,Lyon,47.681348,2024-07-10 00:00:00,8.24,Strasbourg,7.27,4.04,7.03,3.35,2024-08-03 00:00:00,2024-09-07 00:00:00,2024-11-03 00:00:00
4.82,6.95,6.91,2.85,6.4,7.37,8.45,5.79,6.37,7.2,6.92,2024-05-31 00:00:00,5.17,Grand Est,6.79,2.76,2.72,4.98,8.15,Île-de-France,2.37,1.38,5.12,1.71,4.25,7.92,1.58,4.41,ID_057,48.011924,Lille,48.011924,2024-11-05 00:00:00,6.94,Strasbourg,8.47,1.59,1.32,2.64,2024-05-26 00:00:00,2024-07-28 00:00:00,2024-06-17 00:00:00
4.1,4.86,6.6,1.25,5.26,5.74,5.22,5.0,3.37,1.75,2.47,2024-12-22 00:00:00,3.63,Provence-Alpes-Côte d'Azur,2.01,6.78,4.77,1.27,2.36,Provence-Alpes-Côte d'Azur,8.53,2.02,2.23,3.9,4.75,3.83,4.08,7.25,ID_058,45.146214,Lyon,45.146214,2024-02-27 00:00:00,1.85,Lille,3.98,8.26,5.48,7.57,2024-08-14 00:00:00,2024-07-01 00:00:00,2024-05-23 00:00:00
5.76,5.96,3.63,2.02,6.21,6.87,8.7,8.39,7.59,1.49,8.79,2024-10-25 00:00:00,3.14,Provence-Alpes-Côte d'Azur,1.6,6.08,5.79,3.19,7.59,Provence-Alpes-Côte d'Azur,1.59,1.39,6.29,4.8,3.47,5.35,4.01,1.98,ID_059,46.285405,Montpellier,46.285405,2024-02-25 00:00:00,7.82,Montpellier,1.91,2.98,2.66,5.14,2024-06-26 00:00:00,2024-08-06 00:00:00,2024-03-14 00:00:00
8.11,8.14,5.11,5.63,6.95,2.96,4.19,4.16,1.29,4.91,1.54,2024-11-15 00:00:00,2.11,Hauts-de-France,3.79,3.36,5.26,8.3,3.89,Pays de la Loire,4.77,5.48,2.11,6.66,7.11,2.08,7.07,4.83,ID_060,48.092319,Marseille,48.092319,2024-07-27 00:00:00,1.76,Montpellier,6.65,1.48,3.55,7.33,2024-08-30 00:00:00,2024-03-04 00:00:00,2024-02-19 00:00:00
4.98,5.02,8.59,2.33,1.47,4.44,1.44,1.54,5.67,3.58,6.38,2024-01-12 00:00:00,8.46,Pays de la Loire,8.46,2.25,3.95,1.44,5.63,Bretagne,1.84,1.27,1.61,5.31,8.17,2.62,8.76,3.05,ID_061,48.135241,Paris,48.135241,2024-03-15 00:00:00,5.55,Paris,4.62,3.02,2.53,4.15,2024-03-02 00:00:00,2024-10-02 00:00:00,2024-12-23 00:00:00
1.86,7.66,5.12,8.3,8.1,2.96,5.94,6.38,2.87,1.25,7.55,2024-09-09 00:00:00,2.88,Bretagne,8.62,2.78,7.15,4.08,2.2,Hauts-de-France,4.23,6.76,4.06,4.13,6.33,3.46,4.44,6.86,ID_062,50.874764,Nice,50.874764,2024-10-15 00:00:00,4.71,Marseille,7.6,3.51,2.85,2.37,2024-08-10 00:00:00,2024-02-13 00:00:00,2024-08-02 00:00:00
3.53,5.31,8.12,7.45,1.82,5.19,3.34,3.24,2.62,8.24,4.83,2024-08-16 00:00:00,7.34,Normandie,5.55,5.96,2.32,1.53,4.73,Auvergne-Rhône-Alpes,4.78,5.84,1.76,8.34,7.36,6.24,2.35,7.66,ID_063,45.849113,Nantes,45.849113,2024-09-13 00:00:00,4.4,Lyon,7.83,8.6,8.44,6.13,2024-09-09 00:00:00,2024-11-27 00:00:00,2024-07-18 00:00:00
3.05,1.41,4.58,6.26,5.52,5.47,7.63,5.27,7.19,6.22,8.15,2024-09-09 00:00:00,8.63,Bretagne,6.48,6.8,3.19,7.44,7.3,Pays de la Loire,2.53,6.95,8.46,7.52,2.88,4.41,8.42,4.24,ID_064,52.373287,Strasbourg,52.373287,2024-03-03 00:00:00,8.07,Nantes,2.87,1.55,3.8,8.1,2024-03-29 00:00:00,2024-02-01 00:00:00,2024-08-13 00:00:00
6.57,2.72,1.25,6.72,3.54,2.88,1.72,2.88,4.42,2.57,3.42,2024-07-29 00:00:00,8.56,Île-de-France,7.68,8.63,2.2,7.66,2.61,Bretagne,7.74,6.15,5.61,2.83,6.4,2.9,4.0,2.39,ID_065,50.452325,Lille,50.452325,2024-09-27 00:00:00,3.3,Montpellier,5.99,6.0,8.42,4.21,2024-10-14 00:00:00,2024-04-22 00:00:00,2024-01-18 00:00:00
8.12,3.66,3.35,5.8,8.08,7.49,7.03,2.72,8.29,1.57,3.99,2024-05-02 00:00:00,6.13,Bretagne,6.22,4.28,7.06,4.24,1.81,Île-de-France,8.53,5.22,2.26,4.78,5.35,6.41,7.48,3.6,ID_066,49.933101,Nice,49.933101,2024-05-13 00:00:00,2.47,Toulouse,6.88,5.77,5.71,7.78,2024-09-24 00:00:00,2024-03-12 00:00:00,2024-10-01 00:00:00
8.32,6.13,1.86,8.3,6.76,5.64,1.7,4.75,1.66,1.68,3.78,2024-09-12 00:00:00,7.38,Provence-Alpes-Côte d'Azur,5.08,4.99,7.53,7.94,3.56,Bretagne,7.81,2.79,6.37,4.43,7.35,7.92,8.32,7.82,ID_067,49.184779,Marseille,49.184779,2024-09-20 00:00:00,2.5,Bordeaux,4.26,1.94,4.51,5.15,2024-04-03 00:00:00,2024-01-04 00:00:00,2024-11-18 00:00:00
6.04,8.13,3.37,3.33,8.28,4.44,1.64,2.2,7.68,6.98,1.58,2024-01-27 00:00:00,5.99,Bretagne,2.21,3.46,3.81,6.6,2.38,Grand Est,8.55,1.92,2.72,8.66,5.19,1.67,5.44,2.15,ID_068,46.029383,Paris,46.029383,2024-12-26 00:00:00,6.62,Lille,3.91,7.63,2.25,1.38,2024-07-03 00:00:00,2024-11-09 00:00:00,2024-08-19 00:00:00
4.28,2.33,3.89,7.35,3.83,4.79,2.57,4.84,6.79,3.06,3.24,2024-08-28 00:00:00,5.46,Auvergne-Rhône-Alpes,7.8,2.21,6.71,4.63,6.94,Bretagne,3.42,5.84,3.9,5.79,2.06,2.32,4.77,2.29,ID_069,50.559329,Paris,50.559329,2024-10-04 00:00:00,1.56,Strasbourg,2.43,2.13,5.33,4.81,2024-04-17 00:00:00,2024-01-26 00:00:00,2024-06-16 00:00:00
6.19,3.29,3.91,4.83,4.75,2.78,7.43,6.6,4.82,5.21,7.12,2024-01-06 00:00:00,3.57,Occitanie,3.57,3.72,7.54,4.93,3.28,Île-de-France,8.6,2.66,5.44,3.32,6.47,3.89,1.45,3.58,ID_070,45.104091,Nice,45.104091,2024-05-05 00:00:00,4.64,Bordeaux,5.01,5.01,5.8,7.42,2024-02-10 00:00:00,2024-12-08 00:00:00,2024-12-18 00:00:00
8.79,3.34,8.43,6.1,4.35,3.77,6.04,2.93,5.11,3.41,5.71,2024-04-11 00:00:00,5.33,Pays de la Loire,5.41,2.76,1.79,8.08,1.76,Bretagne,3.41,2.68,7.61,7.6,2.58,4.25,3.26,3.47,ID_071,50.681752,Lille,50.681752,2024-10-15 00:00:00,4.48,Nice,6.74,1.73,8.41,7.8,2024-12-03 00:00:00,2024-01-21 00:00:00,2024-01-16 00:00:00
3.03,7.18,8.78,1.32,3.47,2.11,2.73,1.4,3.57,5.1,2.58,2024-01-12 00:00:00,3.89,Auvergne-Rhône-Alpes,7.04,8.34,2.6,2.05,3.17,Auvergne-Rhône-Alpes,3.98,6.5,4.74,8.6,4.64,7.38,1.28,1.47,ID_072,51.07201,Bordeaux,51.07201,2024-03-18 00:00:00,8.36,Bordeaux,6.77,2.08,7.88,1.21,2024-03-20 00:00:00,2024-03-06 00:00:00,2024-05-15 00:00:00
5.15,7.45,5.07,5.41,4.8,4.1,3.32,6.7,5.94,6.09,3.46,2024-11-30 00:00:00,3.26,Normandie,6.81,7.85,2.29,3.89,5.3,Bretagne,4.25,6.54,6.09,7.41,5.29,8.71,5.07,5.7,ID_073,48.01444,Marseille,48.01444,2024-12-19 00:00:00,7.83,Strasbourg,3.87,2.98,4.67,1.5,2024-05-10 00:00:00,2024-02-13 00:00:00,2024-03-04 00:00:00
2.64,8.32,3.93,6.81,2.82,7.53,1.2,8.4,7.34,8.14,5.83,2024-01-30 00:00:00,6.2,Hauts-de-France,7.09,7.57,7.01,3.22,7.11,Nouvelle-Aquitaine,7.78,6.24,2.79,2.96,3.33,8.15,4.83,5.9,ID_074,45.706199,Nantes,45.706199,2024-10-22 00:00:00,5.54,Montpellier,6.88,3.91,8.6,3.98,2024-09-03 00:00:00,2024-08-22 00:00:00,2024-11-05 00:00:00
5.7,5.2,5.24,1.56,1.22,2.95,6.52,7.71,6.31,8.55,5.3,2024-02-29 00:00:00,4.47,Occitanie,2.86,7.17,2.81,3.87,8.72,Occitanie,6.1,7.65,2.74,8.06,2.48,6.8,4.86,7.7,ID_075,46.870453,Strasbourg,46.870453,2024-07-19 00:00:00,6.24,Montpellier,8.62,7.96,2.54,4.33,2024-02-18 00:00:00,2024-10-11 00:00:00,2024-10-20 00:00:00
2.02,1.72,1.73,7.54,8.33,5.15,8.76,2.93,8.71,4.21,1.57,2024-11-12 00:00:00,4.54,Bretagne,6.89,4.41,2.84,7.81,6.5,Normandie,7.24,7.55,4.29,1.87,5.25,8.42,4.15,7.08,ID_076,51.51321,Lyon,51.51321,2024-07-23 00:00:00,1.95,Toulouse,2.89,3.4,3.46,3.43,2024-01-19 00:00:00,2024-11-13 00:00:00,2024-06-10 00:00:00
7.48,5.79,6.3,8.12,6.71,8.68,3.83,7.8,1.72,5.51,8.42,2024-04-11 00:00:00,4.26,Pays de la Loire,5.79,8.43,7.47,7.99,6.29,Normandie,6.15,1.51,7.23,5.89,7.71,2.33,4.18,4.43,ID_077,47.042037,Marseille,47.042037,2024-07-15 00:00:00,4.67,Bordeaux,1.59,3.46,2.34,4.76,2024-01-19 00:00:00,2024-10-27 00:00:00,2024-04-26 00:00:00
4.35,3.35,3.98,1.21,2.7,4.9,6.2,1.94,6.55,6.27,5.48,2024-07-16 00:00:00,4.22,Normandie,3.26,7.57,4.69,5.08,1.72,Nouvelle-Aquitaine,7.59,5.77,6.24,1.43,4.08,6.89,2.64,2.04,ID_078,52.57982,Paris,52.57982,2024-05-05 00:00:00,6.95,Nice,8.04,3.4,1.84,3.33,2024-01-04 00:00:00,2024-08-16 00:00:00,2024-10-03 00:00:00
3.96,7.98,2.04,5.28,6.9,6.97,2.63,5.94,8.71,3.12,4.51,2024-04-24 00:00:00,3.17,Provence-Alpes-Côte d'Azur,4.52,8.7,5.33,3.07,6.47,Nouvelle-Aquitaine,7.47,7.43,7.05,5.25,6.51,7.29,2.0,7.36,ID_079,47.098932,Lille,47.098932,2024-04-29 00:00:00,5.51,Bordeaux,6.01,2.17,4.04,6.84,2024-11-10 00:00:00,2024-06-12 00:00:00,2024-03-07 00:00:00
4.91,1.58,5.89,2.36,2.63,2.05,3.8,1.99,8.44,7.68,3.64,2024-01-06 00:00:00,6.43,Normandie,7.02,1.77,1.44,3.19,2.92,Pays de la Loire,7.3,4.89,5.4,8.37,3.35,5.26,8.01,4.0,ID_080,49.399261,Lille,49.399261,2024-10-25 00:00:00,1.27,Lille,1.25,4.29,6.76,8.42,2024-07-14 00:00:00,2024-07-24 00:00:00,2024-01-04 00:00:00
5.83,7.7,6.16,6.78,2.42,5.88,2.0,5.06,8.4,5.32,8.29,2024-09-05 00:00:00,1.35,Île-de-France,3.66,2.38,3.43,1.49,4.91,Hauts-de-France,3.26,4.48,8.35,1.69,3.7,4.96,6.15,4.06,ID_081,48.506889,Montpellier,48.506889,2024-09-09 00:00:00,2.92,Paris,4.87,3.49,3.78,1.71,2024-09-08 00:00:00,2024-05-15 00:00:00,2024-06-22 00:00:00
5.61,1.56,8.78,6.57,6.48,6.16,5.11,3.1,1.2,5.54,3.23,2024-09-04 00:00:00,7.69,Bretagne,7.24,8.34,1.56,5.8,7.43,Provence-Alpes-Côte d'Azur,5.09,4.79,4.96,7.58,2.57,5.67,3.32,6.31,ID_082,52.535632,Paris,52.535632,2024-12-11 00:00:00,6.81,Marseille,7.12,1.4,3.69,6.94,2024-03-29 00:00:00,2024-10-30 00:00:00,2024-02-16 00:00:00
2.46,1.68,7.86,6.66,6.5,5.26,2.38,3.32,2.62,6.26,1.93,2024-07-15 00:00:00,2.87,Bretagne,1.81,7.95,1.26,5.93,4.27,Pays de la Loire,5.67,2.97,1.93,8.04,5.41,6.15,5.07,3.5,ID_083,50.424583,Paris,50.424583,2024-03-22 00:00:00,3.05,Nantes,8.11,6.2,5.71,6.91,2024-11-04 00:00:00,2024-05-09 00:00:00,2024-05-18 00:00:00
4.03,1.58,5.54,1.51,6.0,7.23,4.36,2.92,8.79,7.33,6.15,2024-01-25 00:00:00,8.06,Grand Est,4.88,4.87,8.13,6.63,4.63,Pays de la Loire,7.92,7.77,4.57,4.14,3.76,5.43,4.05,1.93,ID_084,50.16292,Lyon,50.16292,2024-04-15 00:00:00,6.57,Bordeaux,8.48,4.28,5.53,4.65,2024-04-30 00:00:00,2024-10-19 00:00:00,2024-01-01 00:00:00
7.81,7.95,2.69,2.3,4.74,2.16,4.91,6.2,1.29,6.4,4.65,2024-06-03 00:00:00,2.04,Occitanie,1.45,5.34,2.07,2.76,2.28,Île-de-France,2.52,2.9,3.8,4.07,1.48,5.04,6.07,2.08,ID_085,51.714477,Toulouse,51.714477,2024-02-03 00:00:00,1.84,Lyon,8.35,8.2,7.05,7.33,2024-01-12 00:00:00,2024-05-02 00:00:00,2024-05-26 00:00:00
8.18,3.53,6.26,5.73,6.82,5.01,6.58,6.64,6.31,3.86,6.62,2024-03-14 00:00:00,6.54,Auvergne-Rhône-Alpes,5.73,8.78,3.48,5.84,8.48,Provence-Alpes-Côte d'Azur,2.12,5.66,6.64,4.24,1.22,2.81,3.64,6.46,ID_086,49.333907,Bordeaux,49.333907,2024-04-18 00:00:00,2.55,Nice,6.38,8.11,5.54,2.91,2024-05-13 00:00:00,2024-03-16 00:00:00,2024-11-09 00:00:00
8.78,6.42,2.1,6.0,2.43,3.71,1.86,6.1,5.45,3.09,7.3,2024-07-06 00:00:00,2.39,Normandie,6.69,6.43,5.17,8.03,3.14,Pays de la Loire,8.23,8.43,7.55,1.95,7.65,5.67,4.79,2.17,ID_087,47.428506,Montpellier,47.428506,2024-12-18 00:00:00,2.72,Lyon,2.91,3.83,6.59,5.88,2024-11-15 00:00:00,2024-07-25 00:00:00,2024-02-22 00:00:00
6.86,8.51,3.24,1.59,3.38,7.02,3.67,8.14,8.21,2.56,6.58,2024-01-10 00:00:00,7.74,Bretagne,5.18,2.8,5.59,3.81,6.15,Hauts-de-France,2.57,6.27,2.98,7.85,3.48,4.67,7.83,1.37,ID_088,51.813523,Paris,51.813523,2024-02-08 00:00:00,1.51,Bordeaux,2.73,6.56,3.83,7.79,2024-03-31 00:00:00,2024-03-31 00:00:00,2024-08-02 00:00:00
5.69,5.6,1.27,5.02,5.71,6.56,4.63,6.87,2.09,2.97,4.69,2024-08-18 00:00:00,5.17,Provence-Alpes-Côte d'Azur,2.65,8.44,3.5,8.4,2.12,Auvergne-Rhône-Alpes,5.33,3.0,7.41,1.44,2.5,5.49,5.67,8.46,ID_089,48.06849,Strasbourg,48.06849,2024-07-20 00:00:00,2.28,Nantes,8.64,6.13,3.05,7.33,2024-09-02 00:00:00,2024-09-11 00:00:00,2024-07-17 00:00:00
3.76,4.47,3.86,6.93,8.38,7.56,7.44,3.51,7.49,6.61,6.13,2024-05-16 00:00:00,4.26,Nouvelle-Aquitaine,7.48,3.8,8.56,2.81,6.03,Occitanie,2.42,2.86,3.16,8.1,7.19,6.91,6.6,3.15,ID_090,51.793974,Nice,51.793974,2024-07-13 00:00:00,3.48,Strasbourg,7.53,3.99,6.11,6.17,2024-06-22 00:00:00,2024-03-18 00:00:00,2024-01-30 00:00:00
2.83,6.86,4.84,3.05,6.45,8.78,8.06,2.22,6.03,2.94,2.55,2024-03-16 00:00:00,6.34,Normandie,5.97,2.44,8.17,5.46,2.19,Pays de la Loire,5.03,7.46,6.86,8.48,6.28,7.14,6.2,6.83,ID_091,48.785681,Toulouse,48.785681,2024-05-05 00:00:00,5.07,Paris,7.27,2.47,3.47,6.95,2024-01-01 00:00:00,2024-07-07 00:00:00,2024-08-01 00:00:00
6.13,4.14,4.29,4.96,4.8,3.0,8.7,7.71,7.7,2.85,1.51,2024-09-08 00:00:00,4.06,Île-de-France,2.68,8.71,6.62,6.89,3.05,Normandie,4.47,1.7,8.16,8.29,6.68,1.82,7.55,8.47,ID_092,50.610746,Nantes,50.610746,2024-03-12 00:00:00,4.48,Montpellier,5.7,5.52,6.08,1.81,2024-03-15 00:00:00,2024-06-18 00:00:00,2024-03-09 00:00:00
5.53,5.67,4.48,4.83,3.01,6.04,7.42,1.95,6.78,1.74,3.36,2024-08-30 00:00:00,4.0,Normandie,6.92,6.51,2.32,4.77,7.02,Pays de la Loire,3.67,7.33,7.58,5.93,7.04,6.67,5.75,6.67,ID_093,51.791745,Lyon,51.791745,2024-07-06 00:00:00,8.47,Lyon,6.77,1.43,4.05,4.4,2024-04-20 00:00:00,2024-06-11 00:00:00,2024-03-17 00:00:00
7.61,6.5,7.53,5.51,4.86,8.06,8.75,8.69,7.28,6.55,8.11,2024-04-06 00:00:00,5.47,Nouvelle-Aquitaine,1.42,6.75,4.54,4.97,7.35,Île-de-France,1.35,3.28,5.67,3.59,2.91,3.26,3.59,5.29,ID_094,46.559072,Marseille,46.559072,2024-10-30 00:00:00,3.81,Lyon,3.74,5.87,4.99,5.15,2024-01-25 00:00:00,2024-01-13 00:00:00,2024-11-12 00:00:00
1.91,8.79,4.37,7.72,5.97,6.41,6.77,2.83,3.33,8.15,4.21,2024-04-13 00:00:00,7.58,Grand Est,2.09,4.26,7.03,7.48,2.24,Bretagne,8.62,8.46,7.68,4.89,3.22,2.45,3.73,2.59,ID_095,47.545411,Paris,47.545411,2024-07-09 00:00:00,3.53,Montpellier,4.98,8.14,1.99,8.72,2024-05-18 00:00:00,2024-11-28 00:00:00,2024-03-23 00:00:00
7.83,5.16,1.56,5.33,8.36,7.03,4.43,3.56,5.66,4.05,8.53,2024-07-12 00:00:00,5.69,Normandie,4.37,5.56,2.97,3.09,7.09,Hauts-de-France,7.84,1.78,3.31,3.89,2.8,6.08,4.25,2.62,ID_096,51.945161,Lyon,51.945161,2024-10-03 00:00:00,3.47,Nice,3.42,6.04,2.61,6.13,2024-05-08 00:00:00,2024-03-28 00:00:00,2024-11-08 00:00:00
3.99,8.13,3.19,7.51,5.09,2.67,3.96,5.82,4.33,1.39,8.51,2024-03-13 00:00:00,5.24,Occitanie,7.63,2.17,6.46,1.73,4.35,Normandie,2.86,7.93,3.05,6.11,7.75,6.26,5.98,3.52,ID_097,50.639591,Bordeaux,50.639591,2024-11-08 00:00:00,3.98,Paris,5.48,7.56,6.52,1.57,2024-03-20 00:00:00,2024-12-08 00:00:00,2024-11-03 00:00:00
2.03,1.84,4.89,6.98,7.89,8.06,4.15,2.2,7.21,2.9,6.18,2024-03-22 00:00:00,2.59,Occitanie,4.41,2.09,3.75,3.23,4.25,Bretagne,3.44,7.51,6.42,3.07,7.04,5.5,8.22,8.68,ID_098,49.128769,Lyon,49.128769,2024-02-09 00:00:00,7.52,Strasbourg,6.8,6.25,5.14,8.32,2024-01-29 00:00:00,2024-01-17 00:00:00,2024-07-21 00:00:00
2.01,1.25,2.64,7.63,5.49,4.92,7.06,8.21,6.74,7.8,7.87,2024-03-03 00:00:00,8.29,Grand Est,4.0,6.44,8.64,3.49,4.88,Provence-Alpes-Côte d'Azur,7.17,8.62,8.18,3.07,7.34,3.86,6.17,7.9,ID_099,52.74004,Paris,52.74004,2024-08-06 00:00:00,2.14,Strasbourg,8.75,6.11,2.72,5.56,2024-05-18 00:00:00,2024-05-04 00:00:00,2024-03-28 00:00:00
