col_par_saison,col_par_creneau_horaire,col_par_polluant,col_weekend_vs_semaine,col_vacances_vs_scolaire,col_0,col_time_id,col_date,col_date_complete,col_annee,col_mois,col_jour,col_heure,col_creneau_horaire,col_saison,col_est_weekend,col_est_ferie,col_est_vacances_scolaires,col_polluant,col_concentration,col_unite,col_station,col_source_environnementale
6.84,6.73,PM2.5,OUI,NON,2.89,ID_048,2024-03-06 00:00:00,2024-11-06 00:00:00,5.19,6.0,4.64,4.11,5.78,8.45,1,0,OUI,O3,23.91,µg/m³,Gare de l'Est 7,Airparif
1.23,8.26,SO2,1,0,4.28,ID_049,2024-08-17 00:00:00,2024-09-18 00:00:00,7.49,4.23,3.33,4.07,8.21,1.74,1,0,1,PM2.5,9.59,µg/m³,Montparnasse 3,RATP_Open_Data_2024
4.98,2.44,PM2.5,OUI,NON,8.03,ID_050,2024-08-19 00:00:00,2024-09-20 00:00:00,5.15,4.01,1.76,4.77,3.65,1.85,OUI,0,0,PM10,19.34,µg/m³,Haussmann Saint-Lazare 4,SNCF_Open_Data
6.35,4.87,NO2,OUI,0,2.88,ID_051,2024-08-17 00:00:00,2024-02-27 00:00:00,7.56,5.09,5.51,4.71,2.21,2.85,NON,OUI,0,NO2,2.06,µg/m³,Montparnasse 1,RATP_Open_Data_2024
7.1,8.09,PM2.5,OUI,NON,5.26,ID_052,2024-10-13 00:00:00,2024-05-25 00:00:00,5.56,1.85,6.77,1.24,7.67,6.23,NON,OUI,NON,O3,3.79,µg/m³,Saint-Charles 4,Airparif
8.22,2.8,PM2.5,OUI,NON,5.73,ID_053,2024-07-02 00:00:00,2024-05-27 00:00:00,2.85,6.28,2.86,5.66,2.92,2.07,0,1,1,SO2,37.0,µg/m³,Gare du Nord 1,Airparif
2.87,4.89,PM10,1,1,6.76,ID_054,2024-04-03 00:00:00,2024-01-09 00:00:00,4.92,5.83,8.59,6.77,5.37,4.68,OUI,NON,OUI,NO2,60.6,µg/m³,Part-Dieu 9,Data.gouv.fr
7.61,6.16,CO,1,1,2.77,ID_055,2024-10-23 00:00:00,2024-05-28 00:00:00,7.55,4.99,2.56,4.34,3.9,2.38,0,OUI,1,CO,83.86,µg/m³,Montparnasse 5,SNCF_Open_Data
6.67,8.22,SO2,1,1,6.25,ID_056,2024-06-11 00:00:00,2024-09-21 00:00:00,5.03,3.63,7.2,8.45,5.07,4.07,0,OUI,0,CO,53.61,µg/m³,Gare du Nord 2,Météo-France
4.88,5.73,PM2.5,OUI,1,4.46,ID_057,2024-01-14 00:00:00,2024-04-17 00:00:00,2.71,6.52,8.72,3.84,6.88,6.19,NON,OUI,NON,O3,53.88,µg/m³,Montparnasse 1,Météo-France
1.26,5.24,CO,1,1,4.84,ID_058,2024-01-22 00:00:00,2024-12-25 00:00:00,7.08,1.66,6.59,7.27,2.3,4.15,NON,NON,1,PM2.5,2.72,µg/m³,Matabiau 8,RATP_Open_Data_2024
4.09,5.12,PM10,NON,0,2.21,ID_059,2024-09-12 00:00:00,2024-06-01 00:00:00,3.07,6.91,7.02,7.64,3.77,8.22,NON,0,NON,NO2,51.42,µg/m³,Part-Dieu 9,Météo-France
8.45,4.92,SO2,OUI,0,3.3,ID_060,2024-07-30 00:00:00,2024-11-03 00:00:00,3.67,8.44,7.68,4.73,1.29,8.08,NON,1,1,O3,46.8,µg/m³,Gare du Nord 7,Data.gouv.fr
5.48,4.7,PM10,0,1,1.28,ID_061,2024-02-25 00:00:00,2024-06-29 00:00:00,7.0,2.57,5.73,3.74,8.68,4.43,OUI,NON,1,PM2.5,74.99,µg/m³,Matabiau 3,Météo-France
6.68,7.62,NO2,NON,OUI,7.65,ID_062,2024-08-22 00:00:00,2024-08-07 00:00:00,7.21,7.54,1.37,1.69,3.14,3.91,0,OUI,OUI,PM10,82.82,µg/m³,Saint-Jean 3,Data.gouv.fr
6.02,4.93,NO2,0,NON,4.46,ID_063,2024-05-31 00:00:00,2024-10-17 00:00:00,5.44,7.63,6.02,8.06,8.06,8.2,OUI,NON,NON,PM10,5.55,µg/m³,Gare de l'Est 6,Météo-France
6.03,6.15,SO2,NON,NON,4.52,ID_064,2024-12-10 00:00:00,2024-03-13 00:00:00,6.56,8.35,4.49,3.51,3.86,2.25,0,OUI,0,PM10,84.46,µg/m³,Matabiau 9,SNCF_Open_Data
7.34,5.75,PM2.5,OUI,OUI,3.34,ID_065,2024-05-21 00:00:00,2024-07-11 00:00:00,1.53,1.31,4.21,3.24,8.15,4.64,OUI,NON,NON,NO2,78.34,µg/m³,Saint-Jean 7,RATP_Open_Data_2024
1.63,4.32,CO,0,NON,8.24,ID_066,2024-03-26 00:00:00,2024-11-02 00:00:00,4.29,6.88,2.7,7.9,2.83,8.17,0,NON,NON,PM10,4.49,µg/m³,Saint-Charles 7,Météo-France
6.1,4.46,SO2,NON,NON,7.84,ID_067,2024-05-31 00:00:00,2024-08-17 00:00:00,1.24,6.54,3.49,7.36,8.45,3.71,1,OUI,1,PM2.5,57.1,µg/m³,Gare du Nord 1,RATP_Open_Data_2024
2.54,7.7,PM10,NON,1,2.56,ID_068,2024-11-17 00:00:00,2024-01-16 00:00:00,2.55,3.17,3.5,5.96,7.49,4.31,OUI,NON,NON,NO2,66.65,µg/m³,Matabiau 8,SNCF_Open_Data
2.77,8.57,SO2,OUI,1,2.15,ID_069,2024-09-05 00:00:00,2024-07-11 00:00:00,5.53,7.53,8.02,6.62,8.54,8.42,1,OUI,0,PM2.5,61.97,µg/m³,Saint-Charles 2,Data.gouv.fr
2.61,5.88,PM2.5,0,NON,8.72,ID_070,2024-03-29 00:00:00,2024-10-28 00:00:00,4.08,6.42,8.8,8.54,7.69,8.33,1,OUI,OUI,SO2,70.02,µg/m³,Gare de l'Est 9,RATP_Open_Data_2024
8.43,7.38,SO2,OUI,NON,5.99,ID_071,2024-01-14 00:00:00,2024-05-22 00:00:00,5.17,6.68,8.59,7.23,6.19,2.77,1,0,NON,O3,45.55,µg/m³,Part-Dieu 3,SNCF_Open_Data
4.98,4.07,NO2,0,1,6.37,ID_072,2024-06-19 00:00:00,2024-04-27 00:00:00,3.55,8.32,5.77,3.44,3.21,5.43,NON,0,1,O3,64.81,µg/m³,Matabiau 2,Data.gouv.fr
3.71,5.15,O3,OUI,OUI,4.78,ID_073,2024-02-09 00:00:00,2024-05-02 00:00:00,3.79,8.03,5.24,6.32,6.23,5.71,1,1,0,O3,34.39,µg/m³,Montparnasse 8,Météo-France
5.97,2.46,CO,0,0,8.2,ID_074,2024-08-12 00:00:00,2024-05-28 00:00:00,2.73,8.63,4.7,5.77,3.16,8.21,OUI,1,0,PM10,66.3,µg/m³,Gare de l'Est 4,Airparif
8.57,3.92,PM2.5,1,OUI,7.98,ID_075,2024-01-18 00:00:00,2024-04-17 00:00:00,7.64,3.05,1.5,5.88,6.41,1.71,NON,NON,OUI,NO2,45.47,µg/m³,Part-Dieu 8,Météo-France
7.97,8.74,O3,OUI,NON,5.11,ID_076,2024-10-24 00:00:00,2024-12-16 00:00:00,7.89,3.99,2.72,1.79,3.8,7.86,NON,OUI,NON,SO2,79.94,µg/m³,Montparnasse 3,RATP_Open_Data_2024
3.07,6.97,PM2.5,0,NON,4.67,ID_077,2024-06-20 00:00:00,2024-05-29 00:00:00,2.29,6.4,1.56,1.34,7.39,6.31,0,NON,OUI,O3,40.97,µg/m³,Montparnasse 4,Météo-France
1.53,2.91,O3,1,OUI,1.89,ID_078,2024-02-26 00:00:00,2024-10-17 00:00:00,7.17,8.74,5.79,4.54,1.39,4.8,1,OUI,NON,NO2,82.45,µg/m³,Matabiau 9,Data.gouv.fr
7.91,8.33,O3,NON,0,3.44,ID_079,2024-05-18 00:00:00,2024-01-18 00:00:00,1.79,2.54,4.84,7.33,2.87,1.51,NON,OUI,0,CO,51.56,µg/m³,Gare de Lyon 9,RATP_Open_Data_2024
7.81,2.02,NO2,NON,1,8.69,ID_080,2024-10-08 00:00:00,2024-07-11 00:00:00,4.36,7.25,8.0,8.73,2.72,8.54,0,0,0,PM10,44.49,µg/m³,Gare de Lyon 9,Data.gouv.fr
7.53,4.56,O3,OUI,NON,1.45,ID_081,2024-12-02 00:00:00,2024-02-24 00:00:00,4.45,3.32,8.42,4.46,1.33,2.54,1,OUI,NON,O3,37.1,µg/m³,Saint-Charles 4,RATP_Open_Data_2024
2.58,3.32,SO2,1,NON,6.19,ID_082,2024-02-27 00:00:00,2024-03-26 00:00:00,7.88,2.58,3.84,1.36,7.64,2.87,0,NON,0,SO2,20.74,µg/m³,Montparnasse 4,Météo-France
6.3,7.27,SO2,NON,0,5.53,ID_083,2024-10-29 00:00:00,2024-08-14 00:00:00,6.07,6.17,6.86,6.18,2.64,8.52,0,OUI,NON,SO2,59.34,µg/m³,Saint-Jean 8,Airparif
7.09,8.39,O3,OUI,0,2.82,ID_084,2024-08-01 00:00:00,2024-12-08 00:00:00,1.64,3.33,3.15,8.5,6.16,8.2,0,NON,OUI,NO2,68.04,µg/m³,Gare de l'Est 5,SNCF_Open_Data
7.73,7.31,CO,0,OUI,4.79,ID_085,2024-08-05 00:00:00,2024-05-05 00:00:00,7.15,7.72,3.15,7.55,5.35,4.46,1,OUI,1,NO2,24.64,µg/m³,Gare du Nord 3,Météo-France
7.32,4.52,PM2.5,NON,NON,4.06,ID_086,2024-09-26 00:00:00,2024-05-13 00:00:00,5.15,6.53,5.74,6.83,6.0,8.28,NON,OUI,NON,SO2,53.59,µg/m³,Haussmann Saint-Lazare 2,Airparif
1.53,3.05,O3,1,NON,6.71,ID_087,2024-08-20 00:00:00,2024-04-22 00:00:00,6.18,2.15,4.14,4.76,1.42,6.21,1,0,0,SO2,50.11,µg/m³,Haussmann Saint-Lazare 8,Data.gouv.fr
4.58,1.54,PM10,1,1,1.41,ID_088,2024-02-23 00:00:00,2024-07-25 00:00:00,2.58,1.33,7.08,3.56,3.34,4.65,0,OUI,NON,SO2,15.57,µg/m³,Gare de Lyon 1,SNCF_Open_Data
7.47,8.09,O3,1,OUI,7.12,ID_089,2024-06-17 00:00:00,2024-12-10 00:00:00,3.91,3.92,6.27,6.81,5.57,7.5,0,0,OUI,PM2.5,53.23,µg/m³,Part-Dieu 1,Météo-France
7.81,4.1,PM2.5,NON,0,3.38,ID_090,2024-10-16 00:00:00,2024-04-26 00:00:00,5.23,7.66,5.44,3.79,1.69,5.8,1,1,1,CO,67.82,µg/m³,Montparnasse 6,Airparif
2.42,2.62,PM10,NON,0,7.37,ID_091,2024-02-28 00:00:00,2024-10-06 00:00:00,5.55,3.58,1.66,5.3,3.15,7.84,1,0,OUI,CO,64.35,µg/m³,Saint-Charles 9,Météo-France
4.66,6.31,CO,0,NON,7.12,ID_092,2024-02-20 00:00:00,2024-10-23 00:00:00,4.85,7.16,1.76,6.95,8.76,4.64,OUI,0,NON,NO2,21.95,µg/m³,Haussmann Saint-Lazare 8,Météo-France
3.38,5.74,PM10,0,0,2.14,ID_093,2024-07-16 00:00:00,2024-10-02 00:00:00,5.87,2.09,7.62,1.67,8.75,5.9,1,1,NON,CO,68.83,µg/m³,Gare de l'Est 3,Airparif
3.34,7.81,CO,0,0,8.68,ID_094,2024-12-16 00:00:00,2024-04-10 00:00:00,2.06,1.22,3.11,3.04,8.12,1.4,OUI,0,NON,NO2,13.38,µg/m³,Matabiau 9,Airparif
2.09,7.13,PM2.5,0,0,4.89,ID_095,2024-05-26 00:00:00,2024-08-24 00:00:00,1.65,5.21,6.97,4.2,7.0,1.55,NON,1,NON,O3,29.67,µg/m³,Gare du Nord 5,SNCF_Open_Data
5.03,6.09,SO2,OUI,OUI,6.33,ID_096,2024-05-22 00:00:00,2024-03-06 00:00:00,7.08,7.76,6.62,5.13,6.2,8.26,0,NON,NON,PM10,78.93,µg/m³,Gare du Nord 5,Météo-France
3.69,5.81,NO2,1,0,7.22,ID_097,2024-02-28 00:00:00,2024-09-06 00:00:00,8.41,5.72,7.79,8.23,6.72,1.77,0,0,OUI,SO2,54.0,µg/m³,Haussmann Saint-Lazare 5,Airparif
3.7,6.87,O3,0,OUI,8.4,ID_098,2024-03-03 00:00:00,2024-04-16 00:00:00,7.79,6.3,8.32,2.22,1.65,4.07,1,NON,OUI,O3,48.39,µg/m³,Haussmann Saint-Lazare 7,RATP_Open_Data_2024
6.27,7.16,PM10,1,0,6.55,ID_099,2024-09-09 00:00:00,2024-09-19 00:00:00,1.72,2.4,5.93,2.4,5.18,6.34,NON,0,OUI,SO2,79.32,µg/m³,Montparnasse 6,Airparif
4.21,5.33,SO2,1,1,4.69,ID_000,2024-06-25 00:00:00,2024-05-31 00:00:00,4.35,2.25,3.07,8.1,5.03,5.95,0,OUI,1,PM2.5,58.97,µg/m³,Matabiau 3,Data.gouv.fr
6.93,7.74,CO,OUI,OUI,6.56,ID_001,2024-08-20 00:00:00,2024-02-28 00:00:00,1.99,5.53,8.42,6.0,4.99,5.83,0,0,0,SO2,12.45,µg/m³,Gare du Nord 3,RATP_Open_Data_2024
2.43,3.98,SO2,0,OUI,3.23,ID_002,2024-09-26 00:00:00,2024-10-18 00:00:00,6.39,5.96,2.98,4.09,8.34,4.81,NON,OUI,0,PM10,4.41,µg/m³,Saint-Charles 1,Airparif
7.41,3.25,NO2,1,1,2.5,ID_003,2024-08-12 00:00:00,2024-01-03 00:00:00,7.47,7.24,5.88,4.89,4.48,5.32,OUI,1,NON,O3,75.47,µg/m³,Part-Dieu 3,RATP_Open_Data_2024
2.28,7.65,PM2.5,1,0,7.24,ID_004,2024-02-06 00:00:00,2024-09-18 00:00:00,3.24,6.36,2.73,3.63,5.58,4.34,NON,0,OUI,O3,46.26,µg/m³,Part-Dieu 1,RATP_Open_Data_2024
4.25,8.0,CO,OUI,1,6.85,ID_005,2024-06-11 00:00:00,2024-01-30 00:00:00,1.5,5.09,1.35,6.54,3.18,5.54,NON,0,1,CO,37.48,µg/m³,Gare de l'Est 2,Airparif
5.84,4.57,CO,NON,OUI,2.87,ID_006,2024-01-30 00:00:00,2024-02-27 00:00:00,5.28,4.46,1.99,1.96,3.34,2.69,1,NON,OUI,SO2,5.66,µg/m³,Saint-Charles 9,Météo-France
8.2,8.02,PM2.5,0,NON,7.98,ID_007,2024-04-26 00:00:00,2024-02-09 00:00:00,5.07,4.01,6.55,8.31,1.56,2.69,0,1,0,CO,31.29,µg/m³,Saint-Jean 4,Airparif
7.66,2.9,PM2.5,1,0,5.54,ID_008,2024-08-22 00:00:00,2024-05-02 00:00:00,8.57,3.1,3.78,6.87,6.33,3.02,NON,0,0,PM10,71.62,µg/m³,Gare du Nord 7,Airparif
1.79,8.45,CO,1,1,7.23,ID_009,2024-07-13 00:00:00,2024-06-16 00:00:00,6.34,2.71,6.66,8.44,8.28,3.25,1,NON,OUI,O3,11.88,µg/m³,Saint-Jean 6,RATP_Open_Data_2024
4.54,4.81,O3,0,0,2.48,ID_010,2024-06-07 00:00:00,2024-04-23 00:00:00,3.43,5.21,7.55,6.28,8.76,1.6,OUI,NON,NON,NO2,7.38,µg/m³,Gare du Nord 7,Data.gouv.fr
5.68,3.32,SO2,1,0,6.53,ID_011,2024-10-12 00:00:00,2024-08-28 00:00:00,5.85,8.03,6.68,5.11,3.86,5.88,NON,NON,1,PM2.5,62.9,µg/m³,Saint-Charles 6,SNCF_Open_Data
3.84,2.04,PM10,NON,0,2.27,ID_012,2024-07-24 00:00:00,2024-07-08 00:00:00,3.53,6.95,2.26,7.83,2.49,2.28,1,NON,0,SO2,41.39,µg/m³,Saint-Jean 9,SNCF_Open_Data
4.02,7.5,SO2,0,1,2.48,ID_013,2024-07-23 00:00:00,2024-09-30 00:00:00,7.9,2.31,2.59,2.58,1.63,1.9,1,1,1,PM10,15.2,µg/m³,Part-Dieu 7,RATP_Open_Data_2024
7.77,3.63,O3,NON,NON,6.41,ID_014,2024-09-07 00:00:00,2024-03-31 00:00:00,1.74,7.1,1.71,2.33,5.63,3.75,1,0,1,NO2,56.31,µg/m³,Montparnasse 6,Airparif
3.98,7.5,PM2.5,1,1,2.98,ID_015,2024-10-01 00:00:00,2024-03-23 00:00:00,1.53,4.56,6.58,8.68,4.32,7.84,OUI,NON,OUI,SO2,42.46,µg/m³,Matabiau 5,Data.gouv.fr
3.3,3.78,O3,OUI,OUI,4.61,ID_016,2024-05-27 00:00:00,2024-02-27 00:00:00,6.51,7.75,4.82,4.45,3.89,5.9,NON,NON,NON,SO2,41.57,µg/m³,Saint-Jean 5,RATP_Open_Data_2024
8.6,8.25,SO2,1,OUI,4.87,ID_017,2024-10-17 00:00:00,2024-06-01 00:00:00,3.36,5.13,4.97,7.39,3.35,2.59,0,OUI,NON,CO,40.24,µg/m³,Saint-Charles 3,Data.gouv.fr
2.13,4.17,PM10,OUI,1,5.07,ID_018,2024-04-22 00:00:00,2024-04-05 00:00:00,6.38,1.6,3.69,1.58,2.93,7.01,0,OUI,1,PM10,40.02,µg/m³,Part-Dieu 1,RATP_Open_Data_2024
1.76,3.18,SO2,NON,NON,5.62,ID_019,2024-04-14 00:00:00,2024-01-02 00:00:00,6.04,2.97,3.1,2.68,3.85,2.53,1,OUI,NON,CO,39.79,µg/m³,Gare de Lyon 5,Météo-France
7.11,1.21,O3,NON,NON,7.79,ID_020,2024-05-03 00:00:00,2024-12-04 00:00:00,4.83,5.66,1.79,6.56,5.29,5.8,1,0,0,PM2.5,24.05,µg/m³,Haussmann Saint-Lazare 6,SNCF_Open_Data
4.14,5.89,CO,NON,NON,6.24,ID_021,2024-05-31 00:00:00,2024-06-07 00:00:00,6.3,6.12,2.03,8.68,2.1,4.38,NON,1,0,CO,19.51,µg/m³,Haussmann Saint-Lazare 3,Airparif
7.44,4.99,NO2,NON,NON,6.23,ID_022,2024-04-22 00:00:00,2024-05-19 00:00:00,6.15,3.94,4.65,6.11,3.43,2.06,NON,NON,1,O3,38.31,µg/m³,Gare de Lyon 8,Airparif
4.67,7.37,SO2,NON,NON,8.77,ID_023,2024-02-21 00:00:00,2024-03-22 00:00:00,4.42,7.12,3.51,4.08,7.58,7.79,OUI,OUI,OUI,O3,35.53,µg/m³,Haussmann Saint-Lazare 8,Airparif
8.3,7.46,PM2.5,1,0,6.63,ID_024,2024-09-22 00:00:00,2024-07-14 00:00:00,8.17,2.21,6.65,3.63,4.59,7.59,0,OUI,NON,NO2,50.6,µg/m³,Part-Dieu 6,Airparif
8.79,3.91,PM2.5,NON,1,8.24,ID_025,2024-01-13 00:00:00,2024-10-17 00:00:00,6.01,3.11,4.9,4.56,3.03,4.16,1,NON,0,CO,57.39,µg/m³,Montparnasse 9,SNCF_Open_Data
1.8,4.21,SO2,0,OUI,8.16,ID_026,2024-05-17 00:00:00,2024-02-17 00:00:00,1.85,1.83,6.28,5.18,8.52,1.42,NON,OUI,1,O3,18.7,µg/m³,Matabiau 4,Airparif
2.12,2.93,PM10,OUI,OUI,5.81,ID_027,2024-08-29 00:00:00,2024-12-01 00:00:00,5.57,7.45,5.05,1.22,3.88,3.79,0,0,0,PM10,9.6,µg/m³,Matabiau 4,RATP_Open_Data_2024
7.49,4.17,NO2,NON,NON,3.06,ID_028,2024-05-31 00:00:00,2024-09-01 00:00:00,8.18,8.75,8.28,8.42,5.84,8.51,0,1,0,PM10,60.18,µg/m³,Gare de Lyon 7,Data.gouv.fr
7.81,1.52,SO2,1,0,2.91,ID_029,2024-08-18 00:00:00,2024-09-07 00:00:00,4.69,1.46,6.74,7.48,2.45,2.34,0,NON,0,SO2,17.58,µg/m³,Gare du Nord 9,RATP_Open_Data_2024
2.93,8.72,PM2.5,1,0,5.25,ID_030,2024-04-27 00:00:00,2024-12-09 00:00:00,8.29,3.11,8.13,8.54,5.54,1.54,NON,0,1,SO2,57.84,µg/m³,Montparnasse 1,RATP_Open_Data_2024
8.1,2.02,O3,1,0,5.55,ID_031,2024-03-22 00:00:00,2024-07-11 00:00:00,7.65,1.79,3.09,8.57,7.34,4.8,OUI,1,OUI,CO,68.24,µg/m³,Part-Dieu 9,RATP_Open_Data_2024
5.86,2.86,PM10,0,1,1.97,ID_032,2024-05-27 00:00:00,2024-08-05 00:00:00,8.12,1.61,2.66,5.53,7.3,3.45,0,OUI,OUI,NO2,61.14,µg/m³,Part-Dieu 9,Airparif
5.87,7.58,NO2,1,OUI,1.33,ID_033,2024-03-30 00:00:00,2024-10-06 00:00:00,3.39,6.93,8.64,7.51,2.75,6.0,NON,OUI,0,SO2,34.56,µg/m³,Montparnasse 5,RATP_Open_Data_2024
7.61,5.44,O3,1,NON,8.3,ID_034,2024-08-30 00:00:00,2024-03-08 00:00:00,7.15,5.43,1.21,6.2,6.96,6.1,NON,1,NON,NO2,43.0,µg/m³,Saint-Charles 3,Airparif
1.82,5.44,PM2.5,OUI,OUI,8.5,ID_035,2024-09-29 00:00:00,2024-01-02 00:00:00,4.8,8.68,8.26,6.39,7.9,6.56,0,OUI,NON,O3,57.54,µg/m³,Part-Dieu 1,Airparif
2.82,6.33,NO2,NON,1,2.7,ID_036,2024-12-22 00:00:00,2024-11-06 00:00:00,7.18,1.99,3.59,3.73,2.9,5.86,OUI,0,OUI,SO2,36.68,µg/m³,Gare du Nord 8,RATP_Open_Data_2024
4.32,4.7,PM2.5,OUI,OUI,1.54,ID_037,2024-08-15 00:00:00,2024-05-09 00:00:00,8.8,7.24,3.42,5.78,4.14,1.36,OUI,OUI,OUI,O3,45.73,µg/m³,Saint-Jean 3,Météo-France
7.36,1.28,SO2,NON,0,6.54,ID_038,2024-06-02 00:00:00,2024-08-14 00:00:00,1.45,3.84,7.46,2.54,5.68,4.01,0,0,0,NO2,13.35,µg/m³,Gare de Lyon 1,Data.gouv.fr
4.22,3.85,CO,1,0,6.22,ID_039,2024-12-15 00:00:00,2024-05-11 00:00:00,8.0,4.75,3.35,4.24,8.53,4.33,0,1,OUI,PM10,66.69,µg/m³,Gare de l'Est 4,SNCF_Open_Data
3.98,4.62,PM2.5,OUI,OUI,4.52,ID_040,2024-03-03 00:00:00,2024-10-29 00:00:00,2.69,2.87,6.75,4.19,3.22,3.8,NON,1,0,NO2,39.97,µg/m³,Montparnasse 3,Data.gouv.fr
2.79,6.09,O3,0,0,5.85,ID_041,2024-05-27 00:00:00,2024-09-26 00:00:00,1.48,5.14,7.07,3.95,3.1,5.07,1,NON,0,CO,73.03,µg/m³,Gare du Nord 5,Data.gouv.fr
4.11,5.17,PM10,OUI,NON,6.9,ID_042,2024-09-21 00:00:00,2024-06-25 00:00:00,7.1,5.88,4.17,7.76,1.78,2.96,0,NON,1,O3,25.55,µg/m³,Montparnasse 9,Airparif
7.86,5.13,O3,NON,NON,6.98,ID_043,2024-06-13 00:00:00,2024-03-21 00:00:00,5.45,5.82,7.87,2.32,7.33,2.02,0,OUI,NON,NO2,24.16,µg/m³,Montparnasse 3,SNCF_Open_Data
4.31,5.93,PM10,1,OUI,4.1,ID_044,2024-08-03 00:00:00,2024-01-26 00:00:00,8.28,8.23,3.6,2.13,1.48,1.69,NON,NON,1,PM10,8.45,µg/m³,Gare de Lyon 7,RATP_Open_Data_2024
7.88,3.41,NO2,1,1,5.39,ID_045,2024-03-18 00:00:00,2024-02-02 00:00:00,8.66,7.17,6.16,6.65,7.25,7.64,OUI,NON,1,PM10,81.77,µg/m³,Gare du Nord 5,Airparif
7.83,3.01,O3,OUI,NON,6.19,ID_046,2024-09-11 00:00:00,2024-04-18 00:00:00,3.15,5.14,3.46,5.62,7.94,6.33,OUI,1,0,SO2,60.23,µg/m³,Montparnasse 6,Météo-France
5.49,4.78,PM2.5,OUI,1,1.63,ID_047,2024-05-05 00:00:00,2024-04-23 00:00:00,3.64,7.11,8.59,6.28,4.26,7.88,0,OUI,1,CO,20.05,µg/m³,Part-Dieu 1,Airparif
4.75,4.51,PM2.5,OUI,0,1.46,ID_048,2024-12-21 00:00:00,2024-06-11 00:00:00,6.12,6.66,1.73,4.71,2.58,3.67,NON,NON,NON,CO,50.49,µg/m³,Montparnasse 1,Data.gouv.fr
3.38,4.76,SO2,OUI,1,7.48,ID_049,2024-06-30 00:00:00,2024-01-19 00:00:00,8.76,4.01,2.49,2.5,2.46,4.27,0,OUI,NON,SO2,64.1,µg/m³,Gare de l'Est 1,SNCF_Open_Data
7.68,5.32,SO2,OUI,1,7.55,ID_050,2024-01-22 00:00:00,2024-05-14 00:00:00,7.52,6.1,7.22,2.46,6.04,6.85,NON,1,OUI,PM10,75.2,µg/m³,Part-Dieu 8,Météo-France
6.64,5.63,O3,0,1,8.28,ID_051,2024-04-20 00:00:00,2024-11-24 00:00:00,3.91,6.32,3.5,5.19,6.37,3.94,0,0,1,NO2,64.29,µg/m³,Haussmann Saint-Lazare 1,RATP_Open_Data_2024
8.13,3.39,SO2,NON,0,8.18,ID_052,2024-02-18 00:00:00,2024-05-03 00:00:00,5.2,6.15,6.01,5.69,3.86,7.26,0,OUI,OUI,O3,84.23,µg/m³,Saint-Charles 2,Data.gouv.fr
6.9,6.14,O3,1,OUI,7.2,ID_053,2024-07-11 00:00:00,2024-09-05 00:00:00,8.41,6.18,2.32,5.73,7.57,8.72,NON,1,OUI,O3,3.85,µg/m³,Gare du Nord 1,SNCF_Open_Data
2.34,6.06,SO2,NON,0,7.54,ID_054,2024-07-10 00:00:00,2024-01-22 00:00:00,2.55,2.03,6.33,5.51,4.79,3.39,0,0,0,SO2,56.34,µg/m³,Gare de Lyon 4,SNCF_Open_Data
8.22,5.05,PM10,0,NON,2.59,ID_055,2024-04-01 00:00:00,2024-02-15 00:00:00,8.03,7.84,7.05,5.36,3.04,4.45,0,1,NON,PM2.5,67.03,µg/m³,Part-Dieu 6,SNCF_Open_Data
4.48,7.73,PM10,0,0,7.2,ID_056,2024-07-24 00:00:00,2024-08-18 00:00:00,7.9,7.31,6.29,8.5,2.42,7.94,OUI,1,NON,PM2.5,20.36,µg/m³,Saint-Charles 7,RATP_Open_Data_2024
5.16,5.05,SO2,NON,OUI,6.21,ID_057,2024-05-25 00:00:00,2024-04-02 00:00:00,3.08,1.39,7.25,7.56,1.21,4.5,OUI,NON,OUI,O3,26.76,µg/m³,Gare du Nord 9,Airparif
4.31,4.32,SO2,0,0,1.35,ID_058,2024-11-11 00:00:00,2024-12-06 00:00:00,5.36,4.33,8.69,6.16,6.96,4.38,0,0,OUI,SO2,13.61,µg/m³,Saint-Jean 8,RATP_Open_Data_2024
3.17,7.58,PM10,OUI,OUI,6.16,ID_059,2024-01-22 00:00:00,2024-03-25 00:00:00,2.77,2.43,4.03,2.22,3.42,2.55,NON,NON,0,PM2.5,83.18,µg/m³,Gare de Lyon 2,RATP_Open_Data_2024
6.43,7.31,O3,NON,0,4.17,ID_060,2024-04-01 00:00:00,2024-07-17 00:00:00,4.48,5.7,4.17,7.53,8.65,6.82,NON,OUI,NON,O3,47.77,µg/m³,Montparnasse 8,Data.gouv.fr
8.7,8.58,NO2,NON,1,5.68,ID_061,2024-05-29 00:00:00,2024-10-09 00:00:00,6.22,6.82,1.58,6.0,7.05,3.9,NON,1,OUI,O3,47.78,µg/m³,Saint-Charles 9,SNCF_Open_Data
2.43,3.76,O3,0,1,1.3,ID_062,2024-08-12 00:00:00,2024-09-17 00:00:00,6.28,5.44,7.8,8.14,3.49,4.46,0,0,OUI,SO2,35.77,µg/m³,Saint-Charles 6,Météo-France
5.89,7.67,CO,NON,NON,2.3,ID_063,2024-04-07 00:00:00,2024-05-02 00:00:00,8.48,4.59,3.3,7.52,8.65,5.59,1,OUI,1,PM2.5,53.53,µg/m³,Saint-Jean 4,Data.gouv.fr
7.11,2.59,SO2,OUI,NON,4.84,ID_064,2024-11-28 00:00:00,2024-02-20 00:00:00,2.33,8.13,2.57,8.64,8.14,6.7,1,0,OUI,O3,45.51,µg/m³,Part-Dieu 6,Airparif
