col_mode_transport,col_polluant,col_emission_totale,col_emission_moyenne,col_concentration_moyenne,col_date,col_saison,col_ville,col_emission_par_usager_gkm,col_nb_usagers_journaliers,col_emission_totale_kg,col_concentration_ugm3,col_indice_qualite_air,col_source
Transilien,NO2,6.74,5.97,27.26,2024-05-28 00:00:00,7.64,Lille,4.57,8.41,6.12,2.64,1.61,Data.gouv.fr
TGV,SO2,5.98,2.54,34.22,2024-01-23 00:00:00,6.91,Marseille,3.94,7.22,4.52,27.68,3.59,RATP_Open_Data_2024
RER,O3,6.91,4.14,13.3,2024-09-03 00:00:00,8.74,Marseille,2.33,3.43,7.66,15.57,3.03,Airparif
Bus RATP,PM2.5,8.47,5.01,73.04,2024-05-28 00:00:00,3.41,Lyon,7.35,1.76,4.62,11.17,5.5,Airparif
TER,NO2,2.85,7.93,63.95,2024-01-17 00:00:00,5.25,Nantes,8.29,5.4,4.87,82.1,7.43,SNCF_Open_Data
Transilien,PM2.5,3.23,8.59,71.98,2024-08-25 00:00:00,6.83,Nice,6.85,7.79,3.89,17.17,3.39,Airparif
Métro,PM10,3.16,5.9,48.44,2024-03-07 00:00:00,4.24,Bordeaux,7.71,6.04,6.86,52.46,5.15,Météo-France
Tramway,PM2.5,5.68,4.82,15.15,2024-05-15 00:00:00,3.67,Nice,5.69,1.31,2.61,15.84,3.88,Data.gouv.fr
Métro,PM10,6.24,3.88,20.69,2024-11-27 00:00:00,5.65,Marseille,6.9,5.03,6.96,26.03,8.6,Data.gouv.fr
RER,NO2,5.11,2.21,62.12,2024-07-22 00:00:00,3.83,Strasbourg,5.03,8.29,7.43,28.74,6.7,Airparif
Bus RATP,O3,7.9,2.1,62.34,2024-06-23 00:00:00,5.1,Nice,3.83,1.24,6.36,23.64,4.02,Météo-France
TGV,O3,3.97,1.21,46.22,2024-06-26 00:00:00,2.82,Paris,5.22,5.11,5.29,39.51,3.63,SNCF_Open_Data
TGV,CO,4.22,2.97,27.64,2024-11-23 00:00:00,6.83,Lille,3.3,5.93,2.96,77.63,4.78,Data.gouv.fr
Bus RATP,PM10,5.44,3.08,45.26,2024-11-21 00:00:00,4.74,Lyon,1.41,5.56,2.86,17.21,2.21,Météo-France
Transilien,O3,2.01,3.79,61.67,2024-03-20 00:00:00,3.55,Nantes,7.24,4.1,8.02,55.55,6.62,Data.gouv.fr
RER,PM2.5,6.47,2.24,41.8,2024-02-13 00:00:00,8.51,Paris,8.32,7.83,6.81,67.49,1.47,SNCF_Open_Data
TER,SO2,3.54,7.82,53.58,2024-09-21 00:00:00,4.56,Toulouse,5.57,6.68,7.35,75.52,2.19,Airparif
Métro,SO2,2.28,4.21,51.69,2024-02-20 00:00:00,2.97,Nice,8.12,5.69,4.11,11.63,1.52,Data.gouv.fr
TGV,O3,2.88,6.21,66.87,2024-05-01 00:00:00,7.41,Nice,8.17,5.61,7.4,27.28,2.96,SNCF_Open_Data
Transilien,O3,7.33,4.63,84.0,2024-02-22 00:00:00,1.52,Montpellier,1.81,5.09,1.48,36.3,5.35,SNCF_Open_Data
RER,PM10,4.87,6.31,36.63,2024-07-04 00:00:00,6.95,Nantes,6.8,1.57,1.97,54.61,3.38,SNCF_Open_Data
TER,PM10,2.65,6.01,12.0,2024-01-15 00:00:00,3.03,Strasbourg,6.33,8.15,4.64,39.54,1.55,Météo-France
Bus RATP,CO,4.31,3.92,84.42,2024-10-24 00:00:00,4.49,Bordeaux,4.42,3.88,4.76,80.24,5.89,Airparif
RER,PM10,3.96,5.01,22.62,2024-09-15 00:00:00,4.15,Nice,1.52,8.43,5.72,12.37,2.82,Data.gouv.fr
Bus RATP,O3,6.78,4.64,53.02,2024-04-14 00:00:00,5.34,Lyon,8.45,7.22,7.62,25.33,2.84,Météo-France
Métro,SO2,3.6,4.56,23.08,2024-08-10 00:00:00,4.65,Paris,5.45,3.49,3.23,52.86,5.32,RATP_Open_Data_2024
Transilien,SO2,8.36,8.34,22.76,2024-02-10 00:00:00,5.17,Lyon,7.62,6.15,7.72,71.83,4.95,RATP_Open_Data_2024
Transilien,NO2,3.9,5.41,20.22,2024-10-12 00:00:00,4.96,Lille,1.67,3.97,3.78,63.05,5.17,Météo-France
TGV,O3,5.79,4.16,16.26,2024-04-01 00:00:00,4.71,Lille,6.25,7.56,7.44,40.8,1.54,SNCF_Open_Data
Tramway,PM2.5,8.07,1.38,13.32,2024-08-13 00:00:00,2.94,Paris,5.42,8.19,7.81,51.28,3.6,RATP_Open_Data_2024
Métro,O3,4.33,6.4,67.52,2024-09-14 00:00:00,6.11,Nice,3.97,8.08,7.92,61.36,2.88,Météo-France
Tramway,NO2,1.28,1.28,2.66,2024-04-10 00:00:00,6.7,Marseille,4.16,1.87,4.08,67.97,3.46,SNCF_Open_Data
Transilien,O3,2.89,1.49,56.08,2024-11-19 00:00:00,8.02,Nantes,1.8,4.97,6.41,65.22,1.24,SNCF_Open_Data
TGV,NO2,1.39,3.41,14.27,2024-11-20 00:00:00,6.18,Lyon,3.93,5.78,2.96,41.06,7.75,RATP_Open_Data_2024
TER,SO2,4.13,7.54,26.93,2024-02-02 00:00:00,3.23,Nantes,6.52,7.81,4.95,55.46,7.41,Data.gouv.fr
Métro,PM10,7.79,1.64,75.56,2024-12-15 00:00:00,6.5,Strasbourg,4.55,5.43,7.91,58.97,7.58,Météo-France
Métro,PM10,7.18,8.17,10.33,2024-06-15 00:00:00,2.1,Strasbourg,8.41,2.91,4.28,21.88,5.51,Data.gouv.fr
Bus RATP,PM10,5.29,8.6,41.14,2024-06-05 00:00:00,2.2,Lille,6.83,6.46,7.06,16.73,5.79,SNCF_Open_Data
Tramway,PM10,3.82,5.58,18.18,2024-10-28 00:00:00,1.72,Toulouse,5.42,8.08,8.71,65.66,2.08,RATP_Open_Data_2024
Transilien,O3,1.24,7.33,11.4,2024-08-31 00:00:00,1.76,Paris,5.02,4.79,8.3,33.69,4.61,SNCF_Open_Data
Métro,PM2.5,3.48,8.6,10.47,2024-11-14 00:00:00,3.58,Nantes,2.57,4.37,3.11,35.71,4.37,RATP_Open_Data_2024
TGV,NO2,6.09,8.3,83.97,2024-10-15 00:00:00,1.67,Bordeaux,2.02,8.76,3.16,36.4,8.24,SNCF_Open_Data
Métro,SO2,1.53,1.98,51.0,2024-11-25 00:00:00,2.26,Toulouse,2.75,3.02,8.06,41.55,1.66,Météo-France
Bus RATP,CO,6.71,7.53,24.56,2024-12-15 00:00:00,3.53,Nice,8.28,1.5,8.57,2.93,2.18,Data.gouv.fr
RER,PM2.5,7.16,7.91,50.85,2024-08-06 00:00:00,6.72,Strasbourg,2.04,3.24,1.68,60.84,1.87,SNCF_Open_Data
Transilien,NO2,1.82,4.1,14.63,2024-08-21 00:00:00,5.94,Nice,1.78,6.9,7.43,53.12,2.61,SNCF_Open_Data
Métro,NO2,6.9,1.82,28.85,2024-11-02 00:00:00,4.37,Marseille,5.22,7.72,3.04,47.51,2.59,Airparif
Métro,O3,7.65,7.08,24.35,2024-09-12 00:00:00,4.7,Strasbourg,8.54,3.77,8.58,55.7,2.18,Météo-France
Tramway,CO,7.73,5.02,57.87,2024-05-18 00:00:00,4.42,Bordeaux,1.76,3.87,5.49,21.61,8.77,SNCF_Open_Data
Tramway,PM2.5,8.42,5.71,69.85,2024-12-17 00:00:00,4.65,Montpellier,4.44,7.4,6.22,2.23,4.21,SNCF_Open_Data
TGV,NO2,7.67,6.41,82.83,2024-10-27 00:00:00,5.78,Bordeaux,2.49,8.54,8.33,39.87,4.42,Météo-France
Tramway,SO2,1.24,3.12,11.27,2024-04-29 00:00:00,6.39,Nice,4.1,4.99,5.82,65.4,3.14,Météo-France
RER,SO2,5.48,5.9,69.73,2024-02-08 00:00:00,2.69,Lyon,3.31,4.32,1.89,50.92,4.17,Météo-France
RER,NO2,1.45,8.44,20.58,2024-04-02 00:00:00,5.11,Strasbourg,2.88,1.99,2.92,32.48,5.8,RATP_Open_Data_2024
Tramway,PM10,2.93,2.81,11.15,2024-07-10 00:00:00,3.42,Paris,2.01,5.5,7.07,21.31,7.03,Data.gouv.fr
TGV,CO,6.1,2.94,31.17,2024-05-17 00:00:00,3.88,Nantes,7.5,4.47,2.57,58.75,6.6,Météo-France
Transilien,CO,8.74,6.33,14.95,2024-12-04 00:00:00,5.76,Toulouse,4.32,8.14,4.49,53.81,3.42,Data.gouv.fr
RER,SO2,7.1,4.78,54.29,2024-03-30 00:00:00,8.74,Strasbourg,7.25,7.85,7.3,13.53,5.46,Airparif
RER,O3,1.46,7.13,29.21,2024-03-13 00:00:00,4.15,Paris,8.64,2.6,2.77,65.7,5.2,Airparif
TER,NO2,3.38,2.32,80.61,2024-05-10 00:00:00,8.1,Strasbourg,4.81,4.28,2.46,17.06,4.3,RATP_Open_Data_2024
Tramway,PM2.5,1.28,2.47,59.13,2024-05-28 00:00:00,8.03,Nice,5.1,8.72,4.79,74.53,6.12,Météo-France
Bus RATP,O3,8.5,4.17,22.45,2024-05-19 00:00:00,5.45,Lille,8.06,5.9,7.72,67.18,1.64,Data.gouv.fr
TGV,PM2.5,2.75,5.92,45.79,2024-05-25 00:00:00,5.9,Paris,3.11,8.35,5.29,5.64,3.55,Météo-France
Tramway,NO2,6.4,8.75,2.91,2024-09-05 00:00:00,5.66,Toulouse,7.77,5.27,4.88,34.82,3.75,RATP_Open_Data_2024
Tramway,PM10,7.93,5.21,14.78,2024-12-24 00:00:00,2.64,Nantes,3.2,7.11,7.37,72.06,5.22,Data.gouv.fr
TER,O3,2.54,1.25,58.77,2024-02-03 00:00:00,4.26,Marseille,5.64,8.06,1.78,17.41,3.75,Airparif
TGV,SO2,8.59,2.95,4.18,2024-02-05 00:00:00,2.21,Paris,3.37,1.28,7.31,47.95,7.61,RATP_Open_Data_2024
TER,NO2,7.84,1.57,36.75,2024-08-27 00:00:00,2.39,Lille,6.23,5.4,5.32,84.72,8.27,Météo-France
Bus RATP,PM2.5,7.67,6.62,62.37,2024-01-07 00:00:00,2.58,Lille,4.24,6.18,7.84,67.47,2.09,RATP_Open_Data_2024
TER,PM10,5.23,4.47,11.0,2024-12-26 00:00:00,7.56,Bordeaux,4.25,4.07,2.11,15.21,1.66,Météo-France
RER,O3,2.67,5.4,37.19,2024-09-11 00:00:00,3.83,Montpellier,1.64,1.39,7.75,63.78,3.55,Airparif
TER,PM2.5,4.68,5.32,51.78,2024-10-11 00:00:00,5.38,Nice,2.28,4.08,4.13,9.59,2.2,RATP_Open_Data_2024
Tramway,O3,3.75,3.02,13.43,2024-07-16 00:00:00,3.5,Lille,5.64,6.75,3.95,36.22,7.59,Data.gouv.fr
RER,CO,5.81,7.26,29.88,2024-05-27 00:00:00,4.3,Lille,4.48,1.88,1.47,20.95,1.62,RATP_Open_Data_2024
RER,NO2,4.86,6.32,22.25,2024-08-14 00:00:00,6.71,Strasbourg,1.35,4.69,5.8,75.83,3.16,RATP_Open_Data_2024
Tramway,PM2.5,2.56,2.1,80.03,2024-11-07 00:00:00,6.68,Montpellier,5.81,8.73,2.63,71.01,6.3,SNCF_Open_Data
Transilien,PM10,5.15,4.05,39.89,2024-12-10 00:00:00,7.32,Lyon,1.22,4.1,8.6,28.56,4.36,SNCF_Open_Data
Transilien,NO2,1.67,1.28,34.34,2024-12-07 00:00:00,3.08,Bordeaux,3.29,1.61,8.33,44.18,6.57,Data.gouv.fr
TGV,NO2,1.91,1.37,65.74,2024-06-02 00:00:00,6.27,Nantes,8.71,8.07,2.86,48.56,5.91,Airparif
Tramway,PM10,6.91,1.63,15.96,2024-11-15 00:00:00,8.52,Montpellier,1.21,4.19,4.64,76.19,4.15,Météo-France
RER,PM10,5.9,2.11,41.28,2024-04-19 00:00:00,5.73,Nice,6.35,6.29,6.07,42.04,1.6,Airparif
Tramway,NO2,8.07,5.35,29.35,2024-01-05 00:00:00,7.22,Paris,2.08,1.27,8.14,47.76,3.59,Météo-France
TGV,CO,1.93,6.23,4.69,2024-11-21 00:00:00,4.31,Lille,1.35,6.87,3.59,5.75,4.52,Airparif
Bus RATP,SO2,6.42,4.92,5.96,2024-08-06 00:00:00,2.87,Paris,6.76,8.52,6.58,15.89,4.98,Airparif
TGV,O3,3.54,2.89,59.57,2024-03-15 00:00:00,4.95,Paris,4.22,5.18,2.67,38.16,5.0,RATP_Open_Data_2024
TER,CO,1.51,5.05,82.61,2024-08-23 00:00:00,2.08,Nantes,5.56,3.14,7.21,77.35,4.37,Data.gouv.fr
TER,O3,5.04,6.05,67.64,2024-01-02 00:00:00,1.46,Lyon,8.68,1.21,6.42,17.05,2.63,Data.gouv.fr
Bus RATP,SO2,4.72,4.92,57.05,2024-11-03 00:00:00,5.88,Bordeaux,1.94,4.92,8.11,63.84,8.55,Data.gouv.fr
TER,O3,8.48,8.03,42.02,2024-10-05 00:00:00,8.07,Paris,1.21,6.31,2.36,35.33,5.44,SNCF_Open_Data
RER,NO2,4.79,2.16,4.34,2024-10-08 00:00:00,3.31,Nantes,6.55,7.79,6.36,34.67,4.5,Data.gouv.fr
TER,CO,1.46,1.38,24.18,2024-12-12 00:00:00,4.86,Nice,3.01,1.47,8.09,49.76,2.51,RATP_Open_Data_2024
TGV,PM10,8.52,4.7,58.18,2024-01-30 00:00:00,3.06,Montpellier,6.41,1.77,1.46,3.81,2.64,Météo-France
TGV,NO2,5.14,3.85,36.83,2024-05-04 00:00:00,5.18,Montpellier,1.53,5.21,1.66,28.37,5.44,Data.gouv.fr
RER,NO2,4.55,4.28,61.44,2024-05-25 00:00:00,1.26,Paris,2.16,2.33,4.1,5.15,4.26,Météo-France
RER,O3,4.78,4.56,80.72,2024-08-05 00:00:00,2.32,Nice,4.29,6.63,3.11,15.98,3.3,Data.gouv.fr
Transilien,PM10,1.47,2.86,49.49,2024-02-11 00:00:00,6.16,Montpellier,2.65,6.51,3.26,33.55,5.13,Airparif
Bus RATP,PM2.5,5.09,6.25,25.92,2024-09-02 00:00:00,4.37,Nice,3.09,8.12,8.48,43.04,3.57,Airparif
RER,SO2,6.93,8.78,74.79,2024-03-10 00:00:00,7.93,Nice,1.92,2.78,4.39,20.91,3.07,Météo-France
Métro,CO,8.1,2.64,57.28,2024-01-02 00:00:00,5.64,Paris,6.88,6.03,2.51,8.41,7.23,RATP_Open_Data_2024
Transilien,O3,8.03,7.27,80.37,2024-08-30 00:00:00,3.86,Nice,6.89,6.59,2.39,82.62,4.73,Airparif
RER,PM10,7.41,2.86,70.1,2024-04-20 00:00:00,5.75,Lyon,7.11,7.96,3.68,76.94,1.62,Airparif
Tramway,PM10,4.5,6.85,59.3,2024-07-13 00:00:00,3.4,Toulouse,2.07,2.66,1.52,83.98,2.83,Data.gouv.fr
Transilien,NO2,7.69,2.08,80.89,2024-03-10 00:00:00,2.47,Nice,5.76,5.25,6.62,64.97,2.75,SNCF_Open_Data
Transilien,PM10,7.32,4.11,67.62,2024-10-15 00:00:00,3.02,Lille,5.17,8.21,2.22,72.76,7.2,Data.gouv.fr
Transilien,O3,8.78,8.18,35.49,2024-05-10 00:00:00,1.66,Lyon,6.42,5.08,5.82,27.11,4.69,Météo-France
RER,SO2,7.31,6.3,68.06,2024-06-06 00:00:00,4.46,Lyon,8.12,7.08,8.13,47.77,2.89,SNCF_Open_Data
Tramway,PM10,7.84,1.84,13.12,2024-09-13 00:00:00,5.61,Lille,4.27,4.42,6.51,35.68,2.74,RATP_Open_Data_2024
RER,NO2,1.38,5.33,27.65,2024-11-29 00:00:00,5.25,Lyon,5.97,4.19,7.72,64.49,2.5,Météo-France
Transilien,PM2.5,5.39,3.89,40.49,2024-04-20 00:00:00,7.91,Bordeaux,6.68,8.35,5.42,25.47,2.17,Météo-France
Tramway,O3,5.31,4.9,40.89,2024-03-28 00:00:00,3.66,Nice,3.4,3.72,8.12,52.96,3.06,Airparif
TER,O3,6.84,4.63,80.44,2024-08-16 00:00:00,4.66,Toulouse,5.85,6.19,4.25,12.17,2.55,Météo-France
Métro,PM10,5.59,1.73,63.77,2024-10-31 00:00:00,5.27,Toulouse,6.4,6.8,6.0,84.09,5.18,RATP_Open_Data_2024
Bus RATP,PM10,2.62,2.79,69.88,2024-07-14 00:00:00,1.8,Toulouse,1.95,8.12,8.59,60.81,7.97,Météo-France
Métro,NO2,4.6,8.55,6.57,2024-10-17 00:00:00,8.45,Nice,2.94,6.98,6.83,40.01,7.01,RATP_Open_Data_2024
RER,SO2,5.48,7.49,42.03,2024-06-26 00:00:00,8.76,Nice,4.62,7.32,4.48,23.2,3.29,SNCF_Open_Data
Bus RATP,PM2.5,2.97,3.16,39.73,2024-04-17 00:00:00,5.64,Nantes,2.97,6.98,5.72,12.1,2.17,Airparif
Métro,PM2.5,5.4,4.69,38.98,2024-01-06 00:00:00,1.4,Nantes,4.78,5.02,1.52,12.04,6.34,Data.gouv.fr
Tramway,NO2,7.91,8.02,18.35,2024-02-09 00:00:00,1.41,Toulouse,2.48,5.28,3.66,51.69,3.82,Météo-France
TGV,PM2.5,6.07,5.44,38.9,2024-08-21 00:00:00,2.71,Lyon,5.35,4.51,6.71,52.92,6.71,Data.gouv.fr
TER,PM2.5,4.86,6.4,57.82,2024-08-14 00:00:00,2.37,Nice,4.3,8.58,7.37,31.2,4.13,Météo-France
Bus RATP,PM10,5.98,8.48,22.38,2024-05-13 00:00:00,7.18,Bordeaux,1.58,5.7,7.23,82.77,5.14,RATP_Open_Data_2024
TER,SO2,8.13,6.08,59.51,2024-04-24 00:00:00,1.61,Nice,7.67,7.04,5.22,29.45,5.99,Météo-France
Tramway,PM10,7.76,1.26,81.64,2024-10-05 00:00:00,3.06,Nantes,4.35,3.44,7.45,53.77,8.66,Airparif
Bus RATP,PM2.5,3.91,4.66,62.87,2024-09-23 00:00:00,6.37,Montpellier,5.01,2.81,4.22,50.9,6.05,Data.gouv.fr
Bus RATP,PM2.5,3.67,2.17,36.44,2024-09-14 00:00:00,2.48,Bordeaux,3.66,5.29,2.46,32.79,7.91,RATP_Open_Data_2024
TGV,PM10,7.8,1.54,57.55,2024-07-20 00:00:00,2.36,Lyon,1.51,1.53,7.75,56.76,4.03,RATP_Open_Data_2024
Bus RATP,SO2,4.66,5.26,39.2,2024-04-16 00:00:00,2.73,Montpellier,3.41,7.84,8.05,84.34,2.46,RATP_Open_Data_2024
Bus RATP,PM2.5,6.88,5.47,56.62,2024-07-03 00:00:00,1.59,Lille,4.53,6.31,3.11,7.59,3.52,Météo-France
Tramway,O3,5.99,1.42,82.61,2024-09-23 00:00:00,5.13,Toulouse,5.72,3.93,4.62,53.98,6.74,SNCF_Open_Data
RER,PM2.5,6.01,8.0,84.0,2024-11-23 00:00:00,4.65,Lyon,8.77,7.81,3.62,49.75,4.55,RATP_Open_Data_2024
Bus RATP,SO2,3.84,6.66,63.89,2024-03-21 00:00:00,7.03,Nice,1.96,2.13,5.42,36.89,2.59,Airparif
Métro,PM2.5,8.66,8.34,25.57,2024-06-11 00:00:00,4.11,Toulouse,8.55,5.18,1.95,14.89,3.27,Météo-France
Bus RATP,CO,6.23,3.96,45.48,2024-03-06 00:00:00,4.66,Nantes,8.7,8.02,1.54,31.47,4.24,Data.gouv.fr
TER,O3,5.25,8.15,11.87,2024-07-05 00:00:00,6.51,Bordeaux,2.3,2.39,8.62,9.81,7.74,RATP_Open_Data_2024
TER,PM2.5,6.59,2.13,25.26,2024-01-16 00:00:00,5.89,Nantes,1.28,1.39,8.44,53.56,7.33,Data.gouv.fr
Transilien,O3,2.77,6.37,49.52,2024-10-26 00:00:00,3.59,Paris,2.84,2.4,6.13,45.88,8.5,RATP_Open_Data_2024
Transilien,O3,2.5,8.28,2.17,2024-07-02 00:00:00,3.41,Toulouse,2.05,1.49,3.04,62.21,2.41,Data.gouv.fr
Métro,SO2,1.84,7.89,80.87,2024-06-23 00:00:00,3.67,Marseille,6.23,8.39,5.86,51.86,1.68,SNCF_Open_Data
TER,CO,5.09,4.53,65.74,2024-06-03 00:00:00,1.72,Toulouse,3.12,7.38,1.72,80.81,8.7,Data.gouv.fr
Bus RATP,CO,6.73,8.26,50.31,2024-05-14 00:00:00,1.34,Marseille,3.87,3.31,1.85,16.72,3.03,Data.gouv.fr
TGV,CO,3.34,6.03,84.14,2024-08-28 00:00:00,7.19,Lyon,2.73,4.34,8.8,81.36,6.32,Data.gouv.fr
Métro,O3,4.37,5.28,19.44,2024-09-25 00:00:00,3.44,Montpellier,2.21,2.03,4.54,55.01,1.26,Météo-France
RER,SO2,8.15,2.74,52.18,2024-06-10 00:00:00,6.96,Montpellier,2.29,3.74,6.02,11.97,1.79,Météo-France
Transilien,SO2,4.27,6.52,51.19,2024-04-15 00:00:00,7.45,Nantes,6.14,7.71,5.12,74.28,8.1,Airparif
Métro,SO2,6.64,6.78,35.37,2024-07-29 00:00:00,6.84,Nice,1.31,7.09,7.83,33.0,6.12,SNCF_Open_Data
Métro,O3,8.51,8.2,43.02,2024-08-24 00:00:00,3.08,Montpellier,1.71,2.32,7.33,30.68,8.65,SNCF_Open_Data
RER,PM10,3.85,2.18,25.19,2024-07-09 00:00:00,4.03,Toulouse,1.6,8.59,5.37,19.3,1.9,Data.gouv.fr
Bus RATP,SO2,6.06,5.88,34.75,2024-02-19 00:00:00,1.69,Nantes,5.13,5.64,5.87,79.86,3.68,Météo-France
Transilien,O3,2.83,7.04,43.65,2024-10-25 00:00:00,6.39,Toulouse,3.78,3.27,8.49,79.71,6.85,Data.gouv.fr
RER,CO,8.45,4.18,41.15,2024-01-08 00:00:00,1.26,Montpellier,7.04,3.87,1.31,12.81,8.49,Data.gouv.fr
TER,PM10,5.76,7.06,7.27,2024-09-28 00:00:00,3.35,Lille,7.31,8.5,1.45,36.91,1.4,SNCF_Open_Data
Tramway,PM10,4.81,1.66,53.94,2024-10-12 00:00:00,4.58,Lyon,6.01,2.38,6.44,13.73,4.87,Airparif
Bus RATP,PM2.5,2.57,4.24,15.32,2024-08-28 00:00:00,8.07,Strasbourg,4.05,6.98,3.85,21.73,6.97,Météo-France
TER,NO2,5.92,5.12,44.99,2024-09-14 00:00:00,3.31,Nantes,3.37,5.07,4.09,31.9,7.71,Data.gouv.fr
TER,CO,3.45,1.88,38.65,2024-10-14 00:00:00,4.79,Nice,2.22,8.1,4.19,17.6,5.02,Airparif
Bus RATP,CO,7.25,4.27,58.85,2024-10-11 00:00:00,4.79,Nantes,6.39,5.76,4.18,72.76,3.41,Data.gouv.fr
Tramway,PM10,4.23,5.49,45.95,2024-07-30 00:00:00,8.37,Nantes,3.36,1.7,4.25,36.9,3.77,Météo-France
TGV,PM10,3.89,4.63,6.93,2024-11-24 00:00:00,4.05,Toulouse,4.48,1.97,2.12,44.51,1.5,RATP_Open_Data_2024
TER,SO2,2.6,4.78,75.03,2024-09-02 00:00:00,1.91,Bordeaux,6.64,2.22,8.03,14.07,4.79,SNCF_Open_Data
Métro,CO,5.66,6.32,17.12,2024-05-01 00:00:00,3.65,Marseille,6.92,4.57,5.13,21.25,6.3,SNCF_Open_Data
TER,PM10,2.53,3.81,41.04,2024-12-17 00:00:00,8.4,Marseille,6.79,6.44,6.84,80.79,8.42,Data.gouv.fr
Transilien,PM2.5,3.19,3.76,48.25,2024-07-10 00:00:00,1.46,Marseille,4.89,4.14,3.4,69.19,1.43,Météo-France
TER,PM10,2.38,3.15,79.93,2024-08-24 00:00:00,7.76,Nice,2.37,4.79,4.3,41.2,2.07,RATP_Open_Data_2024
RER,O3,4.51,2.03,35.84,2024-04-20 00:00:00,5.48,Strasbourg,4.14,8.32,3.48,63.35,6.11,SNCF_Open_Data
TER,SO2,2.92,7.6,63.95,2024-12-26 00:00:00,7.33,Lille,7.0,8.15,5.4,11.58,3.86,Météo-France
Tramway,CO,8.19,8.34,80.99,2024-01-16 00:00:00,7.63,Lyon,8.18,1.99,6.25,21.35,4.55,RATP_Open_Data_2024
Métro,NO2,3.98,4.09,34.34,2024-06-08 00:00:00,7.41,Nantes,6.09,4.75,4.73,64.32,6.67,SNCF_Open_Data
TGV,NO2,8.16,4.42,3.64,2024-03-02 00:00:00,5.17,Nantes,4.47,1.35,4.19,48.24,5.0,RATP_Open_Data_2024
RER,NO2,2.07,8.64,35.26,2024-03-21 00:00:00,1.41,Lyon,5.5,5.31,1.34,6.97,3.29,Météo-France
Tramway,PM2.5,6.66,1.47,16.68,2024-07-26 00:00:00,7.56,Nantes,6.49,6.99,7.28,49.69,1.87,Airparif
Tramway,PM2.5,6.94,4.36,36.57,2024-01-13 00:00:00,2.02,Toulouse,6.94,6.75,7.99,21.83,8.58,RATP_Open_Data_2024
TGV,O3,4.8,7.85,73.39,2024-03-07 00:00:00,6.24,Strasbourg,4.68,2.08,8.15,50.9,7.61,Data.gouv.fr
Bus RATP,NO2,6.04,8.56,39.64,2024-10-24 00:00:00,2.24,Nice,8.44,4.46,5.95,69.88,2.91,Data.gouv.fr
Métro,PM10,5.66,1.8,57.36,2024-09-30 00:00:00,4.46,Nantes,2.84,8.65,1.23,51.34,6.3,Data.gouv.fr
Transilien,O3,2.16,2.29,26.66,2024-09-13 00:00:00,7.78,Paris,1.9,2.56,5.27,40.37,1.74,Airparif
TER,SO2,6.36,1.21,9.59,2024-08-21 00:00:00,4.62,Toulouse,7.25,2.58,6.78,28.51,4.36,RATP_Open_Data_2024
TER,PM2.5,3.62,5.75,70.03,2024-05-22 00:00:00,7.18,Strasbourg,4.26,3.52,2.71,35.65,3.37,Météo-France
RER,NO2,2.13,8.77,2.46,2024-10-14 00:00:00,5.72,Nantes,4.73,1.96,2.68,39.04,4.88,Airparif
Tramway,PM2.5,4.59,6.16,64.72,2024-02-18 00:00:00,7.89,Marseille,7.65,2.38,7.85,5.15,8.75,Airparif
RER,CO,5.9,3.67,58.08,2024-07-17 00:00:00,1.44,Nantes,3.31,1.85,7.91,51.92,7.63,Airparif
Bus RATP,O3,8.58,7.24,6.86,2024-04-17 00:00:00,6.62,Bordeaux,4.3,3.23,7.06,37.97,8.26,Airparif
TER,PM10,4.89,3.67,81.99,2024-07-04 00:00:00,4.72,Nantes,1.82,6.18,5.86,59.79,3.84,Airparif
RER,CO,3.58,2.51,25.57,2024-05-31 00:00:00,2.03,Strasbourg,8.67,5.49,1.77,75.89,8.14,SNCF_Open_Data
Tramway,O3,2.65,6.17,52.82,2024-07-19 00:00:00,7.13,Lille,1.27,6.38,1.72,59.57,4.55,Airparif
Bus RATP,SO2,3.24,2.95,12.04,2024-12-14 00:00:00,2.28,Bordeaux,7.47,2.36,3.75,22.81,5.86,Airparif
TER,CO,3.99,6.21,76.5,2024-08-16 00:00:00,4.24,Marseille,5.33,3.09,6.77,76.94,7.51,Airparif
Transilien,SO2,5.3,3.12,17.82,2024-02-14 00:00:00,6.56,Bordeaux,1.59,1.35,4.04,26.31,5.28,SNCF_Open_Data
Métro,PM10,6.03,5.6,9.41,2024-11-09 00:00:00,5.25,Nice,7.26,5.84,2.65,25.19,8.16,Data.gouv.fr
Bus RATP,O3,1.32,2.33,66.19,2024-05-08 00:00:00,7.71,Lille,3.0,1.3,3.61,2.06,3.29,RATP_Open_Data_2024
TGV,PM2.5,3.67,8.63,51.96,2024-03-30 00:00:00,5.98,Lille,1.57,6.2,5.56,2.43,4.28,Data.gouv.fr
Transilien,O3,5.2,2.17,15.86,2024-03-28 00:00:00,7.64,Nice,4.11,6.22,7.5,19.58,5.62,Data.gouv.fr
TGV,SO2,3.69,8.76,69.89,2024-05-13 00:00:00,7.05,Toulouse,5.55,4.77,5.75,25.13,6.53,SNCF_Open_Data
Bus RATP,NO2,4.56,4.62,16.42,2024-11-24 00:00:00,3.5,Nice,5.57,6.75,1.65,25.28,3.35,Météo-France
TGV,CO,2.23,2.05,33.12,2024-08-31 00:00:00,8.13,Lille,3.04,2.5,2.34,54.99,6.59,Data.gouv.fr
