col_environnement_id,col_time_id,col_zone_environnement_id,col_mode_environnement_id,col_polluant_id,col_station_mesure_id,col_type_carburant_id,col_emission_co2_kg,col_emission_co2_km,col_emission_par_habitant_kg,col_reduction_emission_pct,col_indice_aqi,col_niveau_qualite_air,col_pm25_ugm3,col_pm10_ugm3,col_no2_ugm3,col_o3_ugm3,col_energie_consommee_kwh,col_part_renouvelable_pct,col_cout_energie_eur,col_age_vehicule_moyen,col_nb_vehicules_electriques,col_taux_renouvellement_pct,col_valeur_cible,col_ecart_objectif_pct,col_atteint_objectif,col_reduction_trafic_covid_pct,col_gain_environnemental_kg
ID_039,ID_039,ID_039,ID_039,ID_039,ID_039,ID_039,1.57,2.38,4.37,4.6,71.71,7.29,4.92,7.07,1.9,7.68,4.9,7.0,3.6,6.71,6.53,5.19,48.41,1.58,4.41,ID_039,8.09
ID_040,ID_040,ID_040,ID_040,ID_040,ID_040,ID_040,6.95,3.13,1.65,1.48,73.51,3.34,1.69,7.75,3.71,4.46,5.5,5.93,5.47,6.28,5.21,7.02,13.61,8.44,5.16,ID_040,3.69
ID_041,ID_041,ID_041,ID_041,ID_041,ID_041,ID_041,4.77,6.72,2.88,4.16,15.13,4.92,8.24,5.7,4.56,4.23,2.55,3.07,4.4,8.13,4.34,8.43,82.18,1.77,6.48,ID_041,4.78
ID_042,ID_042,ID_042,ID_042,ID_042,ID_042,ID_042,8.03,1.59,3.08,7.85,61.53,1.88,6.49,6.85,5.69,5.44,1.92,1.62,1.92,6.02,6.65,1.26,73.55,5.55,8.6,ID_042,6.28
ID_043,ID_043,ID_043,ID_043,ID_043,ID_043,ID_043,7.11,5.78,4.19,4.13,61.15,4.73,2.52,8.34,5.74,5.09,1.85,5.2,4.2,2.35,7.38,6.08,42.18,6.16,2.53,ID_043,1.67
ID_044,ID_044,ID_044,ID_044,ID_044,ID_044,ID_044,8.7,2.5,7.67,7.89,7.37,5.42,3.3,6.37,3.6,1.97,1.56,6.81,6.11,2.83,7.6,8.68,73.5,3.13,5.59,ID_044,5.74
ID_045,ID_045,ID_045,ID_045,ID_045,ID_045,ID_045,8.19,6.52,8.03,7.65,37.36,2.36,4.29,5.66,2.63,4.86,2.59,6.77,4.81,8.28,1.91,3.39,60.04,8.29,8.67,ID_045,3.6
ID_046,ID_046,ID_046,ID_046,ID_046,ID_046,ID_046,6.1,1.73,4.24,7.53,38.68,4.5,8.64,5.37,1.91,7.13,8.66,5.06,8.29,6.85,3.41,1.38,16.16,5.81,4.48,ID_046,7.04
ID_047,ID_047,ID_047,ID_047,ID_047,ID_047,ID_047,5.83,7.37,6.07,1.68,47.42,1.8,4.31,4.72,6.58,5.94,2.3,7.21,8.02,5.75,4.27,1.3,61.95,8.61,6.46,ID_047,5.54
ID_048,ID_048,ID_048,ID_048,ID_048,ID_048,ID_048,3.05,4.06,7.08,8.08,73.67,2.13,6.87,2.21,8.14,1.34,3.0,2.74,1.53,3.62,3.28,5.8,35.25,7.35,6.51,ID_048,5.64
ID_049,ID_049,ID_049,ID_049,ID_049,ID_049,ID_049,2.58,7.45,6.99,6.99,53.23,2.4,8.41,2.67,6.84,6.83,8.21,1.58,2.36,3.89,2.72,4.41,14.06,4.48,4.43,ID_049,3.23
ID_050,ID_050,ID_050,ID_050,ID_050,ID_050,ID_050,1.62,4.98,8.61,2.78,18.7,7.24,7.15,2.6,3.15,8.54,5.01,1.77,2.41,3.72,4.51,8.58,20.65,7.92,2.11,ID_050,3.52
ID_051,ID_051,ID_051,ID_051,ID_051,ID_051,ID_051,7.93,8.11,3.62,2.11,57.06,8.2,4.2,6.99,1.27,6.3,6.59,1.81,8.43,3.06,6.12,5.15,49.22,4.51,3.85,ID_051,8.14
ID_052,ID_052,ID_052,ID_052,ID_052,ID_052,ID_052,5.61,8.68,5.31,4.77,3.14,6.42,6.32,3.09,4.45,8.0,3.93,2.53,5.68,3.34,7.56,2.44,63.55,8.32,1.9,ID_052,3.9
ID_053,ID_053,ID_053,ID_053,ID_053,ID_053,ID_053,6.71,3.24,1.7,2.87,76.94,7.98,5.85,5.83,6.34,6.37,7.05,1.47,5.14,7.57,7.98,2.35,67.41,1.71,8.64,ID_053,1.69
ID_054,ID_054,ID_054,ID_054,ID_054,ID_054,ID_054,8.8,7.44,6.4,6.95,37.91,3.85,4.46,7.91,1.78,7.98,1.76,5.72,2.22,3.03,7.61,4.74,20.08,5.65,5.31,ID_054,4.16
ID_055,ID_055,ID_055,ID_055,ID_055,ID_055,ID_055,8.7,5.82,8.51,3.76,41.66,1.96,8.67,3.57,3.99,7.2,3.82,7.76,5.2,3.35,1.96,5.09,39.82,4.62,1.91,ID_055,7.14
ID_056,ID_056,ID_056,ID_056,ID_056,ID_056,ID_056,8.13,6.58,7.46,1.34,44.19,6.17,1.77,5.79,3.14,6.88,6.8,7.67,3.15,5.63,8.38,5.62,64.06,2.43,2.84,ID_056,3.5
ID_057,ID_057,ID_057,ID_057,ID_057,ID_057,ID_057,5.25,5.94,4.38,2.04,28.2,7.59,2.38,5.19,7.06,4.74,8.14,7.51,1.79,7.56,2.35,2.08,56.61,4.87,2.11,ID_057,3.81
ID_058,ID_058,ID_058,ID_058,ID_058,ID_058,ID_058,8.53,4.59,1.21,6.44,78.01,6.15,2.81,7.33,5.74,2.2,5.96,7.52,7.11,6.42,1.88,7.12,26.78,7.24,2.21,ID_058,1.33
ID_059,ID_059,ID_059,ID_059,ID_059,ID_059,ID_059,1.88,6.42,1.31,4.25,24.0,3.39,7.96,1.69,4.12,6.92,3.75,4.31,5.53,6.87,7.9,2.31,33.46,2.84,7.61,ID_059,6.13
ID_060,ID_060,ID_060,ID_060,ID_060,ID_060,ID_060,1.32,1.54,8.22,3.16,6.45,1.7,3.42,7.28,6.56,1.38,6.24,8.35,5.49,6.43,1.55,2.95,61.78,2.55,6.0,ID_060,5.09
ID_061,ID_061,ID_061,ID_061,ID_061,ID_061,ID_061,7.23,2.41,5.45,6.55,45.2,8.2,5.62,7.48,6.95,7.92,7.72,5.13,3.67,4.05,7.37,6.82,32.2,7.43,2.53,ID_061,4.16
ID_062,ID_062,ID_062,ID_062,ID_062,ID_062,ID_062,7.84,8.69,7.63,2.9,79.35,6.82,4.03,7.32,2.87,8.47,4.38,3.35,1.33,8.07,3.24,6.55,57.04,1.24,1.62,ID_062,3.51
ID_063,ID_063,ID_063,ID_063,ID_063,ID_063,ID_063,2.78,3.52,2.4,6.39,75.52,1.25,1.38,1.7,8.01,2.25,1.55,5.36,5.04,7.81,3.91,6.22,52.04,5.77,7.71,ID_063,7.77
ID_064,ID_064,ID_064,ID_064,ID_064,ID_064,ID_064,6.21,3.44,4.25,7.98,44.66,1.79,6.0,3.37,2.2,5.19,5.15,5.91,1.86,2.67,3.55,2.14,12.01,3.13,2.52,ID_064,6.85
ID_065,ID_065,ID_065,ID_065,ID_065,ID_065,ID_065,2.55,6.58,5.48,6.53,80.94,3.77,8.16,4.61,8.76,1.75,8.19,7.16,7.18,7.81,4.95,3.03,56.42,4.63,6.19,ID_065,2.13
ID_066,ID_066,ID_066,ID_066,ID_066,ID_066,ID_066,4.27,2.3,1.82,5.89,20.65,5.57,5.22,6.52,1.89,7.97,6.29,2.0,4.81,3.82,5.86,8.0,33.16,8.34,6.26,ID_066,5.05
ID_067,ID_067,ID_067,ID_067,ID_067,ID_067,ID_067,7.94,5.21,6.7,6.03,79.48,1.98,1.76,4.04,4.49,7.48,2.3,8.15,5.81,2.72,6.74,8.64,38.94,4.07,4.85,ID_067,6.89
ID_068,ID_068,ID_068,ID_068,ID_068,ID_068,ID_068,6.16,2.55,7.27,1.43,9.38,3.5,3.8,5.1,4.13,3.37,5.91,6.64,5.23,1.67,5.53,1.48,24.58,4.38,4.85,ID_068,3.11
ID_069,ID_069,ID_069,ID_069,ID_069,ID_069,ID_069,8.3,8.04,7.12,3.32,70.55,5.17,4.65,7.38,2.71,7.31,5.43,1.38,8.08,8.17,6.36,4.58,33.58,1.35,3.0,ID_069,4.64
ID_070,ID_070,ID_070,ID_070,ID_070,ID_070,ID_070,6.2,2.3,7.7,8.65,14.03,8.28,3.14,7.52,4.15,7.84,6.13,5.46,8.16,7.19,5.26,6.8,20.69,2.82,2.67,ID_070,7.94
ID_071,ID_071,ID_071,ID_071,ID_071,ID_071,ID_071,2.18,3.77,4.16,1.47,28.95,2.51,4.89,8.41,8.37,7.81,2.64,6.26,8.38,7.3,1.66,5.55,26.71,3.42,5.25,ID_071,7.8
ID_072,ID_072,ID_072,ID_072,ID_072,ID_072,ID_072,8.5,7.07,8.36,2.61,2.29,6.74,2.77,3.74,6.89,4.41,4.25,6.25,8.01,4.88,6.68,6.68,29.14,2.7,2.1,ID_072,4.96
ID_073,ID_073,ID_073,ID_073,ID_073,ID_073,ID_073,1.34,8.52,1.81,4.07,49.85,5.75,4.39,6.14,2.14,8.76,6.78,3.19,5.93,6.35,4.03,5.22,55.93,5.74,5.95,ID_073,6.51
ID_074,ID_074,ID_074,ID_074,ID_074,ID_074,ID_074,1.45,6.86,3.87,7.4,8.4,8.52,2.71,3.08,1.99,5.72,1.55,4.47,2.84,7.29,2.59,1.36,21.79,3.9,5.83,ID_074,3.15
ID_075,ID_075,ID_075,ID_075,ID_075,ID_075,ID_075,7.43,5.61,6.24,3.45,64.47,8.61,3.71,1.29,8.19,4.66,3.58,1.82,6.69,3.07,7.53,5.04,9.12,8.41,5.16,ID_075,3.74
ID_076,ID_076,ID_076,ID_076,ID_076,ID_076,ID_076,2.22,5.44,4.64,5.76,14.83,1.8,3.18,5.95,7.78,4.3,7.34,7.15,6.35,6.9,1.65,2.93,32.63,3.59,5.06,ID_076,5.14
ID_077,ID_077,ID_077,ID_077,ID_077,ID_077,ID_077,5.61,7.18,4.93,3.35,32.73,2.95,2.38,4.86,8.66,3.2,2.83,4.31,8.68,2.38,2.71,7.46,13.37,4.88,8.16,ID_077,6.48
ID_078,ID_078,ID_078,ID_078,ID_078,ID_078,ID_078,3.89,7.85,7.9,8.6,28.59,7.84,4.28,6.27,2.68,8.37,7.64,1.59,2.16,2.2,7.9,5.55,5.57,6.71,8.72,ID_078,5.31
ID_079,ID_079,ID_079,ID_079,ID_079,ID_079,ID_079,4.7,7.49,3.79,5.08,41.96,8.69,6.49,2.49,2.22,3.11,6.22,1.65,7.16,3.57,4.53,2.16,18.22,7.61,5.42,ID_079,8.43
ID_080,ID_080,ID_080,ID_080,ID_080,ID_080,ID_080,3.72,7.9,7.01,7.47,75.61,8.71,7.41,3.39,5.99,3.26,6.4,2.07,5.92,6.77,7.36,8.25,26.76,4.98,5.26,ID_080,6.4
ID_081,ID_081,ID_081,ID_081,ID_081,ID_081,ID_081,5.02,2.38,7.32,3.13,33.82,5.2,2.16,5.79,3.25,4.8,5.74,7.22,4.62,3.46,2.14,4.7,9.44,7.46,1.9,ID_081,2.49
ID_082,ID_082,ID_082,ID_082,ID_082,ID_082,ID_082,6.29,8.74,2.79,7.46,79.52,6.01,3.51,4.59,4.99,3.98,4.02,1.61,1.74,2.33,8.21,2.15,40.06,5.94,8.73,ID_082,7.91
ID_083,ID_083,ID_083,ID_083,ID_083,ID_083,ID_083,5.5,6.77,3.94,8.45,59.99,4.32,8.44,4.06,3.79,3.33,6.19,4.66,3.75,5.51,3.41,6.17,42.67,1.76,4.47,ID_083,5.78
ID_084,ID_084,ID_084,ID_084,ID_084,ID_084,ID_084,6.13,3.66,2.32,3.25,76.77,4.05,3.45,6.24,6.57,7.14,7.22,7.23,2.75,6.59,8.63,6.06,61.27,6.54,3.86,ID_084,7.28
ID_085,ID_085,ID_085,ID_085,ID_085,ID_085,ID_085,3.98,8.65,7.03,6.62,42.0,3.62,5.08,7.6,2.71,2.96,7.1,8.16,5.4,6.82,8.56,7.79,44.87,7.42,4.7,ID_085,2.29
ID_086,ID_086,ID_086,ID_086,ID_086,ID_086,ID_086,4.09,7.32,3.67,6.44,17.19,4.9,6.55,5.21,4.56,5.27,4.21,6.77,3.44,2.35,3.72,5.21,32.68,3.76,4.83,ID_086,8.72
ID_087,ID_087,ID_087,ID_087,ID_087,ID_087,ID_087,5.33,1.87,3.92,3.1,72.27,3.8,6.49,3.83,6.88,4.84,7.58,8.2,7.87,6.86,8.45,7.28,50.38,4.13,4.36,ID_087,1.96
ID_088,ID_088,ID_088,ID_088,ID_088,ID_088,ID_088,2.4,6.98,8.71,5.76,53.75,8.12,3.21,4.9,3.64,5.0,7.23,6.03,7.19,2.99,7.79,5.92,45.65,8.19,5.46,ID_088,6.24
ID_089,ID_089,ID_089,ID_089,ID_089,ID_089,ID_089,8.39,8.0,2.37,6.79,46.8,3.23,7.6,1.97,8.06,5.2,3.76,7.33,8.0,4.83,3.23,1.33,49.4,6.61,7.89,ID_089,6.57
ID_090,ID_090,ID_090,ID_090,ID_090,ID_090,ID_090,6.81,1.77,7.18,2.35,47.73,3.1,4.9,3.21,4.72,1.57,6.43,7.23,7.61,2.46,2.88,6.32,83.24,2.15,7.5,ID_090,6.5
ID_091,ID_091,ID_091,ID_091,ID_091,ID_091,ID_091,6.27,8.68,2.17,3.46,61.12,6.87,4.02,4.18,2.16,5.37,4.4,3.19,2.64,3.8,3.28,7.59,44.2,3.18,4.25,ID_091,6.57
ID_092,ID_092,ID_092,ID_092,ID_092,ID_092,ID_092,4.6,5.64,2.84,2.62,39.05,8.48,3.49,5.82,8.18,7.69,5.86,7.01,8.71,2.53,2.5,2.48,38.06,6.64,2.43,ID_092,4.49
ID_093,ID_093,ID_093,ID_093,ID_093,ID_093,ID_093,8.4,2.77,4.03,1.72,79.75,6.92,7.93,5.89,6.93,7.99,6.94,5.06,5.78,1.58,8.13,6.34,15.94,8.16,4.48,ID_093,8.56
ID_094,ID_094,ID_094,ID_094,ID_094,ID_094,ID_094,4.79,3.73,7.77,4.55,67.46,1.78,1.41,3.7,1.43,4.55,4.59,8.62,6.82,1.87,8.8,2.63,84.57,2.56,6.64,ID_094,8.65
ID_095,ID_095,ID_095,ID_095,ID_095,ID_095,ID_095,5.75,8.48,4.59,1.31,60.01,4.39,8.1,2.62,3.43,8.29,4.43,4.91,8.77,7.27,7.35,1.64,20.2,7.71,6.84,ID_095,2.13
ID_096,ID_096,ID_096,ID_096,ID_096,ID_096,ID_096,6.09,2.45,4.59,3.56,45.6,2.47,4.97,2.69,2.88,6.96,7.89,4.21,5.83,4.94,2.39,8.01,16.43,5.81,7.99,ID_096,4.19
ID_097,ID_097,ID_097,ID_097,ID_097,ID_097,ID_097,4.75,1.37,5.95,5.66,66.26,1.62,5.85,4.05,5.09,7.61,1.81,6.71,6.95,5.33,1.8,6.72,18.16,3.48,1.58,ID_097,3.78
ID_098,ID_098,ID_098,ID_098,ID_098,ID_098,ID_098,2.84,6.92,7.8,4.59,47.1,6.27,1.9,4.83,7.17,8.16,7.27,5.13,1.57,7.05,1.97,6.53,36.92,3.46,2.54,ID_098,4.02
ID_099,ID_099,ID_099,ID_099,ID_099,ID_099,ID_099,4.07,2.8,6.73,6.56,11.58,6.57,6.21,8.57,5.17,3.98,4.2,3.7,6.26,4.45,8.22,4.68,44.98,8.29,2.86,ID_099,1.7
ID_000,ID_000,ID_000,ID_000,ID_000,ID_000,ID_000,1.81,4.17,5.37,6.58,25.81,2.55,3.33,4.47,1.81,2.73,1.87,5.58,7.68,3.44,8.26,1.71,63.48,1.7,3.82,ID_000,6.13
ID_001,ID_001,ID_001,ID_001,ID_001,ID_001,ID_001,2.24,1.73,6.34,6.3,26.97,3.03,4.1,6.33,4.41,6.32,4.09,1.2,4.14,3.77,2.61,3.41,62.25,7.83,7.64,ID_001,6.79
ID_002,ID_002,ID_002,ID_002,ID_002,ID_002,ID_002,7.87,7.19,4.48,2.22,69.69,7.32,3.27,6.72,7.19,8.12,3.16,5.14,3.67,3.03,5.51,6.82,61.74,8.44,5.44,ID_002,3.84
ID_003,ID_003,ID_003,ID_003,ID_003,ID_003,ID_003,5.78,1.34,2.01,5.53,16.14,5.41,4.64,2.84,3.54,4.25,5.04,5.49,6.61,7.72,5.05,5.08,75.44,6.78,3.28,ID_003,4.2
ID_004,ID_004,ID_004,ID_004,ID_004,ID_004,ID_004,6.44,2.43,5.43,1.28,29.69,1.96,7.49,7.01,8.38,6.81,8.5,4.54,8.65,4.18,5.58,4.82,22.11,4.64,4.01,ID_004,8.74
ID_005,ID_005,ID_005,ID_005,ID_005,ID_005,ID_005,2.34,2.46,2.1,5.46,60.56,4.25,6.29,4.12,1.51,3.26,5.24,8.56,7.21,2.01,8.31,8.66,28.49,2.45,7.94,ID_005,2.89
ID_006,ID_006,ID_006,ID_006,ID_006,ID_006,ID_006,7.82,5.46,1.99,4.11,33.72,8.56,2.5,7.1,3.23,5.18,4.26,3.96,4.77,8.39,5.86,5.79,4.19,8.46,6.29,ID_006,4.48
ID_007,ID_007,ID_007,ID_007,ID_007,ID_007,ID_007,6.77,2.5,6.09,4.47,81.21,4.7,4.88,8.63,3.83,4.77,2.41,3.17,2.31,6.47,4.27,3.67,25.68,2.92,8.01,ID_007,7.22
ID_008,ID_008,ID_008,ID_008,ID_008,ID_008,ID_008,2.44,4.96,4.62,8.41,20.42,4.64,4.03,1.7,8.49,2.96,7.01,3.36,3.91,6.66,5.75,7.61,41.44,2.54,4.53,ID_008,2.63
ID_009,ID_009,ID_009,ID_009,ID_009,ID_009,ID_009,7.84,5.59,3.73,3.95,51.26,1.75,2.37,8.35,4.89,5.84,7.81,2.83,3.2,7.93,2.95,7.41,62.89,1.87,3.33,ID_009,3.92
ID_010,ID_010,ID_010,ID_010,ID_010,ID_010,ID_010,3.38,7.2,1.87,6.24,48.89,7.51,4.87,4.4,4.99,1.35,2.83,3.21,5.25,3.55,7.11,8.8,5.82,6.34,1.94,ID_010,3.13
ID_011,ID_011,ID_011,ID_011,ID_011,ID_011,ID_011,7.46,4.27,3.96,3.74,43.65,3.39,6.93,6.63,8.35,3.04,2.28,7.46,5.19,6.25,8.2,4.22,77.54,7.97,5.02,ID_011,1.2
ID_012,ID_012,ID_012,ID_012,ID_012,ID_012,ID_012,7.29,8.34,2.44,3.58,57.29,1.69,7.75,7.63,8.23,4.25,8.01,7.29,2.08,2.28,5.56,3.81,71.79,4.93,5.28,ID_012,6.34
ID_013,ID_013,ID_013,ID_013,ID_013,ID_013,ID_013,3.86,7.51,6.64,6.39,51.64,1.29,3.71,6.26,8.72,4.7,1.39,2.36,8.75,1.28,7.18,4.7,57.47,8.8,5.88,ID_013,2.76
ID_014,ID_014,ID_014,ID_014,ID_014,ID_014,ID_014,4.74,6.13,5.64,5.43,6.2,3.61,2.92,3.01,3.85,7.08,5.09,3.31,4.25,1.3,4.22,4.1,12.0,3.02,4.84,ID_014,7.93
ID_015,ID_015,ID_015,ID_015,ID_015,ID_015,ID_015,2.75,7.67,7.68,1.31,34.36,3.03,3.95,7.35,7.4,6.83,8.42,8.78,6.73,1.55,1.92,4.01,57.43,7.12,6.37,ID_015,8.47
ID_016,ID_016,ID_016,ID_016,ID_016,ID_016,ID_016,8.78,6.67,5.33,8.17,82.39,8.57,6.31,7.64,2.35,4.29,6.37,5.57,7.69,2.93,5.43,5.43,29.84,8.67,7.27,ID_016,2.86
ID_017,ID_017,ID_017,ID_017,ID_017,ID_017,ID_017,4.6,3.43,4.48,7.62,80.69,8.35,3.62,1.28,1.56,1.91,5.87,2.95,2.46,1.39,7.47,5.21,5.93,2.57,3.62,ID_017,6.01
ID_018,ID_018,ID_018,ID_018,ID_018,ID_018,ID_018,5.67,4.36,2.42,4.45,13.08,2.38,2.44,7.7,1.92,6.13,6.6,3.18,7.99,8.6,5.71,7.22,42.49,8.66,3.59,ID_018,4.39
ID_019,ID_019,ID_019,ID_019,ID_019,ID_019,ID_019,6.79,7.13,2.77,6.08,7.99,7.68,7.65,5.32,8.31,4.99,4.21,4.57,3.0,3.33,5.38,3.6,24.06,6.61,8.59,ID_019,3.79
ID_020,ID_020,ID_020,ID_020,ID_020,ID_020,ID_020,8.7,2.34,7.96,6.84,9.78,2.27,5.63,6.82,4.37,5.55,5.21,5.67,5.73,1.44,5.17,6.96,73.08,3.98,2.64,ID_020,1.5
ID_021,ID_021,ID_021,ID_021,ID_021,ID_021,ID_021,8.59,4.17,8.02,5.26,58.55,4.78,5.49,2.73,2.79,3.98,5.21,5.99,1.92,8.58,8.63,1.27,76.97,6.97,2.41,ID_021,8.23
ID_022,ID_022,ID_022,ID_022,ID_022,ID_022,ID_022,1.87,2.53,4.11,8.46,72.07,5.42,3.12,8.62,5.81,2.22,1.57,7.78,7.32,4.48,3.37,8.2,73.59,5.98,8.46,ID_022,3.02
ID_023,ID_023,ID_023,ID_023,ID_023,ID_023,ID_023,3.95,7.24,1.32,6.66,14.94,6.08,1.47,4.53,6.18,5.56,2.02,7.11,1.2,8.38,4.74,5.53,42.9,2.08,3.2,ID_023,6.24
ID_024,ID_024,ID_024,ID_024,ID_024,ID_024,ID_024,6.97,3.89,5.87,2.32,26.02,7.49,6.47,3.57,8.03,6.73,1.88,5.47,5.18,6.62,8.08,5.65,67.94,8.64,6.49,ID_024,4.07
ID_025,ID_025,ID_025,ID_025,ID_025,ID_025,ID_025,6.62,1.99,6.73,3.93,84.1,6.92,7.05,8.14,3.04,7.65,6.69,4.7,1.76,2.39,7.46,7.77,68.17,2.8,5.5,ID_025,6.25
ID_026,ID_026,ID_026,ID_026,ID_026,ID_026,ID_026,1.27,6.56,1.28,2.48,69.0,2.16,2.06,3.44,7.54,7.27,1.47,8.21,2.29,2.2,5.11,7.56,32.04,5.69,3.3,ID_026,2.67
ID_027,ID_027,ID_027,ID_027,ID_027,ID_027,ID_027,7.26,8.32,3.04,6.31,69.6,8.57,2.43,2.93,5.65,2.09,2.71,6.1,4.48,7.81,3.2,4.51,33.16,1.87,4.81,ID_027,5.91
ID_028,ID_028,ID_028,ID_028,ID_028,ID_028,ID_028,5.05,2.21,3.48,1.52,70.52,7.98,6.21,8.12,3.78,3.12,3.81,2.25,1.83,8.45,3.15,3.42,5.46,8.66,8.77,ID_028,5.26
ID_029,ID_029,ID_029,ID_029,ID_029,ID_029,ID_029,3.06,5.1,4.79,1.57,78.0,7.61,2.65,8.25,2.45,4.78,3.61,1.72,8.79,8.01,2.42,7.02,47.4,3.15,8.4,ID_029,6.49
ID_030,ID_030,ID_030,ID_030,ID_030,ID_030,ID_030,3.3,4.99,5.38,4.79,39.18,3.99,6.06,4.27,5.35,5.64,5.51,3.73,4.33,8.7,7.94,7.18,10.59,5.19,2.95,ID_030,4.61
ID_031,ID_031,ID_031,ID_031,ID_031,ID_031,ID_031,3.83,4.39,7.82,1.46,12.36,5.94,8.56,5.38,4.92,5.63,4.97,5.63,1.98,5.34,3.72,5.12,14.95,3.3,3.81,ID_031,3.63
ID_032,ID_032,ID_032,ID_032,ID_032,ID_032,ID_032,4.55,1.22,4.51,8.03,43.91,2.57,2.03,1.51,4.01,1.29,3.38,8.09,6.68,3.19,1.79,1.45,33.18,5.67,2.79,ID_032,7.2
ID_033,ID_033,ID_033,ID_033,ID_033,ID_033,ID_033,6.56,3.37,3.79,1.72,83.49,5.62,2.46,4.29,7.06,5.7,4.63,6.75,1.79,5.14,7.67,6.64,24.46,2.79,5.67,ID_033,1.67
ID_034,ID_034,ID_034,ID_034,ID_034,ID_034,ID_034,3.67,8.21,2.61,3.82,81.5,2.12,8.75,5.12,5.92,3.73,2.19,1.57,5.86,2.12,3.15,5.56,43.36,7.18,6.74,ID_034,3.47
ID_035,ID_035,ID_035,ID_035,ID_035,ID_035,ID_035,2.69,1.45,5.42,5.7,82.14,6.53,4.62,6.27,2.52,3.58,8.41,1.37,3.57,5.61,5.21,3.02,9.23,4.57,6.01,ID_035,2.24
ID_036,ID_036,ID_036,ID_036,ID_036,ID_036,ID_036,2.32,5.72,2.19,3.56,18.18,4.89,4.32,8.41,5.19,4.86,3.04,5.68,6.94,8.58,5.74,3.28,79.56,7.12,7.92,ID_036,6.45
ID_037,ID_037,ID_037,ID_037,ID_037,ID_037,ID_037,2.33,4.08,3.33,8.07,69.8,7.59,3.44,6.13,1.87,4.61,1.81,5.14,5.22,6.37,7.3,8.54,56.18,4.46,4.47,ID_037,3.38
ID_038,ID_038,ID_038,ID_038,ID_038,ID_038,ID_038,5.24,7.31,2.46,3.16,24.38,3.46,2.48,5.79,6.15,1.47,6.17,3.33,5.29,3.55,8.4,8.5,58.19,7.69,6.27,ID_038,2.94
ID_039,ID_039,ID_039,ID_039,ID_039,ID_039,ID_039,4.73,4.15,7.58,3.76,7.63,1.34,6.68,2.14,7.99,5.84,8.51,6.24,5.11,4.46,4.27,1.41,25.96,5.74,2.39,ID_039,1.56
ID_040,ID_040,ID_040,ID_040,ID_040,ID_040,ID_040,8.55,2.54,5.51,1.72,70.21,6.09,5.71,8.34,2.22,6.27,7.76,2.64,1.21,1.98,3.04,3.57,14.95,7.07,4.17,ID_040,2.39
ID_041,ID_041,ID_041,ID_041,ID_041,ID_041,ID_041,3.98,4.65,1.75,8.49,74.42,6.08,8.77,5.55,3.28,3.31,7.38,6.49,4.28,3.35,8.03,6.89,38.93,3.36,4.92,ID_041,8.31
ID_042,ID_042,ID_042,ID_042,ID_042,ID_042,ID_042,5.96,2.65,5.02,2.25,42.79,1.22,6.86,3.39,2.37,1.77,1.45,6.04,7.08,4.18,8.55,5.44,36.14,1.63,8.34,ID_042,1.95
ID_043,ID_043,ID_043,ID_043,ID_043,ID_043,ID_043,6.16,4.05,5.5,2.38,9.24,6.92,8.12,5.63,4.68,6.02,6.86,6.05,1.4,3.44,6.57,6.97,3.6,2.98,2.3,ID_043,5.06
ID_044,ID_044,ID_044,ID_044,ID_044,ID_044,ID_044,4.53,1.97,5.43,6.95,41.98,4.08,6.37,7.25,1.37,8.35,4.08,6.31,3.87,4.63,1.26,7.87,61.92,2.9,4.49,ID_044,3.88
ID_045,ID_045,ID_045,ID_045,ID_045,ID_045,ID_045,1.7,1.26,4.75,5.64,33.74,4.13,4.77,4.43,7.28,7.72,8.45,2.66,4.44,3.48,7.54,7.24,70.63,7.43,3.68,ID_045,6.13
ID_046,ID_046,ID_046,ID_046,ID_046,ID_046,ID_046,4.55,1.56,2.49,2.05,73.0,2.77,7.08,5.91,4.6,4.18,2.54,5.1,6.7,5.36,7.25,2.37,26.07,1.84,8.77,ID_046,1.61
ID_047,ID_047,ID_047,ID_047,ID_047,ID_047,ID_047,3.88,6.42,5.7,8.38,68.49,7.79,1.42,5.42,5.99,2.53,7.49,6.75,2.39,3.81,2.74,2.71,28.98,4.91,3.78,ID_047,7.07
ID_048,ID_048,ID_048,ID_048,ID_048,ID_048,ID_048,3.7,6.69,8.34,8.01,30.38,3.83,5.75,7.93,4.32,7.78,2.93,2.68,7.93,3.47,4.88,6.45,77.44,4.17,7.92,ID_048,5.66
ID_049,ID_049,ID_049,ID_049,ID_049,ID_049,ID_049,6.08,2.91,1.85,1.75,76.52,7.33,2.15,3.97,2.88,3.45,5.12,3.95,5.81,6.86,8.34,2.5,48.03,5.17,6.59,ID_049,7.29
ID_050,ID_050,ID_050,ID_050,ID_050,ID_050,ID_050,7.36,8.75,1.87,8.0,62.2,7.81,1.95,5.59,1.83,1.42,3.78,8.74,7.17,1.85,5.5,5.94,7.54,1.53,3.22,ID_050,7.17
ID_051,ID_051,ID_051,ID_051,ID_051,ID_051,ID_051,1.24,4.79,3.86,3.08,6.13,1.41,4.44,7.53,2.7,6.75,5.2,7.16,5.45,3.43,7.42,6.83,11.12,2.9,4.35,ID_051,5.91
ID_052,ID_052,ID_052,ID_052,ID_052,ID_052,ID_052,7.79,8.38,7.07,2.26,74.45,5.55,8.29,6.82,4.99,7.39,8.52,4.71,4.53,3.84,8.12,4.17,34.33,3.64,2.98,ID_052,2.62
