col_table_source,col_aq_id,col_date,col_zone_id,col_pm25_ugm3,col_no2_ugm3,col_aqi_index,col_source,col_annee,col_secteur,col_emissions_mt_co2eq,col_evolution_annuelle_pourcent,col_part_nationale_pourcent,col_date_collecte,col_emissions_co2_transport_mt,col_indice_qualite_air,col_consommation_energie_transport_twh,col_part_transport_emissions_pourcent,col_reduction_emissions_vs_2019_pourcent,col_amelioration_qualite_air_pourcent,col_objectif_atteint,col_energy_id,col_mois,col_line_id,col_mode,col_energie_kwh,col_ville,col_condition_meteo,col_temperature_celsius,col_humidite_pourcent,col_pression_hpa,col_vitesse_vent_kmh,col_visibilite_km
RATP_Open_Data_2024,ID_061,2024-10-21 00:00:00,ID_061,3.98,2.11,54.31,Data.gouv.fr,3.02,3.89,4.18,3.54,5.89,2024-03-22 00:00:00,8.46,1.99,1.96,4.12,7.51,5.42,7.25,ID_061,5.34,ID_061,TGV,8.53,Bordeaux,8.59,15.9,ID_061,1004.7,130,7.81
Météo-France,ID_062,2024-02-17 00:00:00,ID_062,6.88,5.18,43.97,RATP_Open_Data_2024,4.06,7.37,1.54,1.69,7.22,2024-07-18 00:00:00,3.02,2.63,5.97,4.87,2.62,3.85,3.62,ID_062,8.44,ID_062,Métro,8.14,Montpellier,2.26,5.8,ID_062,1003.0,45,5.95
Météo-France,ID_063,2024-08-04 00:00:00,ID_063,4.74,5.43,83.07,Data.gouv.fr,2.33,6.85,4.92,2.47,6.49,2024-04-25 00:00:00,1.43,4.63,5.55,8.1,1.63,5.51,3.12,ID_063,2.27,ID_063,Bus RATP,5.53,Nantes,5.17,17.9,ID_063,1018.4,45,2.78
Data.gouv.fr,ID_064,2024-09-24 00:00:00,ID_064,7.94,3.57,9.42,Airparif,5.08,2.94,2.02,4.59,2.61,2024-03-01 00:00:00,5.39,7.81,6.07,1.83,1.92,1.74,5.67,ID_064,6.09,ID_064,Transilien,1.56,Nantes,7.6,25.8,ID_064,996.3,45,5.67
SNCF_Open_Data,ID_065,2024-01-08 00:00:00,ID_065,5.91,5.9,23.79,Data.gouv.fr,1.75,4.07,3.11,3.24,1.91,2024-07-06 00:00:00,2.05,3.02,7.31,2.49,3.44,1.52,7.32,ID_065,2.22,ID_065,TER,6.81,Strasbourg,6.02,24.5,ID_065,1017.2,45,4.52
RATP_Open_Data_2024,ID_066,2024-05-15 00:00:00,ID_066,8.36,8.34,5.03,RATP_Open_Data_2024,6.17,7.65,1.6,5.94,2.83,2024-08-18 00:00:00,4.24,1.67,6.97,6.23,4.56,3.12,4.96,ID_066,8.8,ID_066,Métro,3.22,Lyon,5.37,7.3,ID_066,1023.3,45,2.29
Airparif,ID_067,2024-01-06 00:00:00,ID_067,7.35,7.44,30.24,Météo-France,4.44,7.98,8.25,8.04,8.4,2024-05-20 00:00:00,3.47,7.82,8.02,8.59,7.78,7.24,4.9,ID_067,8.6,ID_067,TER,2.02,Marseille,4.22,13.4,ID_067,1000.2,50,7.67
Météo-France,ID_068,2024-02-07 00:00:00,ID_068,4.6,2.7,70.03,SNCF_Open_Data,4.11,4.49,8.59,2.81,7.38,2024-07-06 00:00:00,7.56,4.09,5.63,1.89,6.23,3.07,2.35,ID_068,5.16,ID_068,Tramway,2.08,Nantes,2.09,23.4,ID_068,997.5,30,7.12
SNCF_Open_Data,ID_069,2024-08-14 00:00:00,ID_069,3.02,5.4,70.7,RATP_Open_Data_2024,4.55,7.03,4.34,8.15,1.24,2024-07-07 00:00:00,6.39,2.65,7.3,8.38,2.55,7.04,5.8,ID_069,2.3,ID_069,TGV,2.76,Montpellier,6.38,10.9,ID_069,996.7,130,2.74
RATP_Open_Data_2024,ID_070,2024-09-04 00:00:00,ID_070,5.02,1.52,76.44,SNCF_Open_Data,7.63,2.91,3.9,6.43,1.55,2024-08-21 00:00:00,4.84,8.11,8.7,2.46,6.48,7.98,4.27,ID_070,2.81,ID_070,TER,2.96,Marseille,1.24,18.8,ID_070,1006.3,45,1.89
Météo-France,ID_071,2024-09-08 00:00:00,ID_071,5.84,6.35,20.49,RATP_Open_Data_2024,3.51,6.76,5.9,6.06,6.7,2024-05-01 00:00:00,4.86,5.78,7.32,1.96,4.9,5.84,2.86,ID_071,8.7,ID_071,Bus RATP,2.71,Toulouse,1.22,24.1,ID_071,1003.7,70,8.14
Data.gouv.fr,ID_072,2024-02-12 00:00:00,ID_072,3.3,8.8,13.06,Airparif,3.85,4.78,7.75,6.48,1.85,2024-07-19 00:00:00,5.2,6.0,4.18,6.37,3.17,7.98,5.74,ID_072,4.08,ID_072,Bus RATP,1.53,Montpellier,8.11,17.3,ID_072,1011.8,130,8.72
Airparif,ID_073,2024-10-26 00:00:00,ID_073,3.49,7.5,4.98,Data.gouv.fr,8.74,8.51,2.05,2.17,4.38,2024-04-05 00:00:00,1.68,2.79,7.14,5.86,1.71,1.83,5.15,ID_073,6.61,ID_073,RER,5.19,Toulouse,7.51,13.8,ID_073,999.5,45,6.73
RATP_Open_Data_2024,ID_074,2024-09-21 00:00:00,ID_074,2.59,3.65,80.37,Data.gouv.fr,8.57,5.1,4.68,3.47,2.24,2024-04-24 00:00:00,3.24,2.05,8.45,6.72,7.85,8.33,7.23,ID_074,7.98,ID_074,Bus RATP,6.38,Paris,2.47,9.8,ID_074,1001.6,30,7.3
Airparif,ID_075,2024-06-21 00:00:00,ID_075,4.68,8.12,55.8,SNCF_Open_Data,4.82,3.18,6.23,2.1,6.01,2024-07-17 00:00:00,8.68,4.05,8.69,2.79,1.77,7.38,6.2,ID_075,5.27,ID_075,Transilien,6.26,Lyon,4.58,19.6,ID_075,1022.2,130,6.52
Data.gouv.fr,ID_076,2024-03-16 00:00:00,ID_076,5.91,8.74,35.06,Data.gouv.fr,6.65,8.23,4.27,3.1,3.04,2024-03-15 00:00:00,7.67,5.74,3.65,5.91,3.86,8.72,2.65,ID_076,6.86,ID_076,Transilien,2.27,Strasbourg,1.31,14.3,ID_076,995.4,45,7.22
SNCF_Open_Data,ID_077,2024-03-25 00:00:00,ID_077,5.48,8.76,66.76,SNCF_Open_Data,3.44,7.98,6.32,3.94,4.34,2024-10-24 00:00:00,3.06,7.32,8.3,8.52,3.08,6.35,6.37,ID_077,8.25,ID_077,Transilien,3.5,Toulouse,1.85,21.0,ID_077,1014.5,30,7.98
RATP_Open_Data_2024,ID_078,2024-12-18 00:00:00,ID_078,8.76,6.87,16.77,Data.gouv.fr,7.76,4.19,6.24,4.03,4.96,2024-02-22 00:00:00,6.81,3.7,2.32,7.85,1.96,8.76,2.66,ID_078,3.16,ID_078,Métro,2.29,Nantes,3.03,24.3,ID_078,1011.4,110,7.1
Météo-France,ID_079,2024-11-15 00:00:00,ID_079,6.35,8.11,43.68,RATP_Open_Data_2024,5.01,2.3,4.41,1.59,2.67,2024-04-01 00:00:00,2.16,1.48,1.34,3.63,5.37,5.31,3.5,ID_079,7.57,ID_079,Tramway,6.88,Nantes,2.12,11.3,ID_079,1007.0,50,7.83
Airparif,ID_080,2024-05-19 00:00:00,ID_080,6.6,3.46,19.38,SNCF_Open_Data,6.14,8.64,8.52,6.75,1.43,2024-05-09 00:00:00,5.93,1.49,6.34,5.34,3.47,2.5,2.1,ID_080,5.18,ID_080,Bus RATP,4.55,Lille,5.27,10.2,ID_080,1021.6,45,6.73
Météo-France,ID_081,2024-02-18 00:00:00,ID_081,3.93,7.77,73.49,SNCF_Open_Data,6.14,4.67,6.11,6.63,4.79,2024-07-28 00:00:00,2.7,3.58,2.5,3.64,1.75,4.46,4.98,ID_081,3.41,ID_081,TGV,7.49,Toulouse,6.69,5.9,ID_081,1017.0,45,1.69
Airparif,ID_082,2024-08-30 00:00:00,ID_082,7.21,5.02,73.87,Météo-France,4.81,6.0,2.87,5.32,5.61,2024-10-01 00:00:00,6.99,5.98,3.22,4.55,5.02,7.79,8.6,ID_082,2.38,ID_082,Métro,3.97,Nantes,7.64,18.2,ID_082,1012.9,70,4.81
Météo-France,ID_083,2024-08-30 00:00:00,ID_083,1.34,8.74,11.7,SNCF_Open_Data,6.64,5.3,7.15,4.4,4.75,2024-01-10 00:00:00,3.85,7.5,5.7,2.2,4.07,7.7,6.62,ID_083,7.06,ID_083,Bus RATP,3.3,Nice,1.94,27.1,ID_083,1024.9,110,3.29
Météo-France,ID_084,2024-01-08 00:00:00,ID_084,2.33,4.15,74.49,Airparif,7.33,3.67,7.49,7.1,5.42,2024-04-01 00:00:00,2.04,4.51,4.47,1.31,1.69,7.41,4.89,ID_084,1.96,ID_084,Bus RATP,1.8,Bordeaux,2.35,7.7,ID_084,1023.4,70,4.17
RATP_Open_Data_2024,ID_085,2024-06-02 00:00:00,ID_085,5.87,2.82,45.51,Airparif,5.56,8.7,7.81,8.04,6.35,2024-01-17 00:00:00,5.87,5.35,3.29,4.26,1.89,1.27,1.38,ID_085,6.01,ID_085,TGV,8.09,Bordeaux,4.93,6.3,ID_085,1004.9,45,5.11
Météo-France,ID_086,2024-04-08 00:00:00,ID_086,3.36,4.33,40.93,Météo-France,3.69,4.47,5.86,3.2,6.96,2024-05-31 00:00:00,1.45,5.88,7.72,6.87,2.41,6.08,1.71,ID_086,3.43,ID_086,TGV,8.31,Strasbourg,5.85,27.4,ID_086,1012.1,110,3.65
Météo-France,ID_087,2024-08-21 00:00:00,ID_087,6.57,5.23,62.99,RATP_Open_Data_2024,3.54,6.49,4.71,8.49,6.98,2024-06-09 00:00:00,7.5,5.35,4.09,4.9,5.87,1.33,5.47,ID_087,6.91,ID_087,TER,6.7,Montpellier,8.12,9.0,ID_087,1022.7,80,3.34
Airparif,ID_088,2024-08-29 00:00:00,ID_088,4.79,8.46,51.66,SNCF_Open_Data,2.85,2.83,6.97,7.92,7.2,2024-06-14 00:00:00,2.88,6.02,3.71,2.78,2.08,6.92,1.52,ID_088,4.64,ID_088,Bus RATP,5.27,Marseille,5.02,4.9,ID_088,1019.0,30,2.29
Airparif,ID_089,2024-12-07 00:00:00,ID_089,6.0,5.01,69.01,RATP_Open_Data_2024,5.69,4.02,6.7,2.65,6.76,2024-01-07 00:00:00,5.48,1.75,7.43,3.6,5.73,5.0,4.29,ID_089,3.9,ID_089,Bus RATP,3.02,Nice,4.74,25.1,ID_089,1017.3,110,5.45
Data.gouv.fr,ID_090,2024-12-06 00:00:00,ID_090,6.29,6.18,4.06,SNCF_Open_Data,2.24,1.4,8.42,2.46,5.65,2024-10-12 00:00:00,7.67,3.03,7.47,5.26,5.34,5.31,2.4,ID_090,8.58,ID_090,TGV,5.49,Paris,7.48,23.8,ID_090,1012.7,50,3.8
Data.gouv.fr,ID_091,2024-03-31 00:00:00,ID_091,2.48,7.05,61.24,Airparif,5.75,3.76,1.43,3.41,6.65,2024-10-10 00:00:00,3.64,3.38,5.58,7.11,5.41,5.22,7.09,ID_091,7.51,ID_091,TGV,1.89,Lille,7.2,7.7,ID_091,1022.3,50,2.61
RATP_Open_Data_2024,ID_092,2024-03-29 00:00:00,ID_092,4.84,8.07,17.06,SNCF_Open_Data,4.5,5.65,6.38,1.29,3.63,2024-10-18 00:00:00,6.69,1.52,4.6,6.39,7.44,6.84,3.15,ID_092,3.28,ID_092,Tramway,4.15,Toulouse,5.48,22.2,ID_092,1023.5,80,5.81
Data.gouv.fr,ID_093,2024-01-18 00:00:00,ID_093,3.86,6.95,58.56,Data.gouv.fr,5.99,2.92,6.92,6.77,4.91,2024-06-28 00:00:00,6.3,1.81,5.92,5.86,7.73,3.48,1.69,ID_093,6.64,ID_093,Transilien,4.55,Strasbourg,7.44,18.9,ID_093,1018.4,45,2.85
RATP_Open_Data_2024,ID_094,2024-01-09 00:00:00,ID_094,5.83,5.54,13.69,RATP_Open_Data_2024,7.8,6.28,7.4,3.92,4.22,2024-12-03 00:00:00,8.57,8.79,4.49,6.15,4.85,6.7,4.45,ID_094,8.12,ID_094,TER,4.52,Nice,8.8,13.7,ID_094,1012.9,45,8.17
SNCF_Open_Data,ID_095,2024-02-08 00:00:00,ID_095,3.9,2.0,8.48,SNCF_Open_Data,2.79,3.15,3.29,6.34,7.26,2024-03-16 00:00:00,5.12,5.19,4.87,8.01,6.89,8.18,8.2,ID_095,2.64,ID_095,Métro,5.76,Nice,2.06,17.9,ID_095,1012.3,80,4.9
SNCF_Open_Data,ID_096,2024-06-02 00:00:00,ID_096,6.01,7.89,5.85,Data.gouv.fr,7.5,7.52,4.3,1.3,6.54,2024-02-16 00:00:00,6.71,1.97,6.96,1.67,1.24,3.28,7.37,ID_096,5.55,ID_096,Métro,3.75,Paris,2.1,4.6,ID_096,998.1,50,1.37
SNCF_Open_Data,ID_097,2024-06-25 00:00:00,ID_097,4.91,4.36,19.7,SNCF_Open_Data,5.04,2.01,2.6,3.56,3.77,2024-06-27 00:00:00,1.86,1.84,3.3,6.65,4.59,2.38,5.37,ID_097,6.06,ID_097,RER,5.05,Marseille,7.48,9.4,ID_097,1019.8,130,8.77
Data.gouv.fr,ID_098,2024-03-08 00:00:00,ID_098,2.71,1.64,24.77,Data.gouv.fr,6.88,2.55,6.16,7.76,7.77,2024-12-16 00:00:00,4.46,4.76,1.27,2.01,4.25,5.9,1.48,ID_098,8.1,ID_098,TGV,6.49,Paris,4.41,15.6,ID_098,1017.1,70,2.96
Airparif,ID_099,2024-11-17 00:00:00,ID_099,3.31,2.39,15.55,SNCF_Open_Data,5.0,4.08,6.98,2.71,5.29,2024-01-18 00:00:00,7.21,4.23,2.12,7.72,6.86,3.69,1.72,ID_099,5.96,ID_099,Tramway,6.31,Nantes,2.92,20.3,ID_099,1012.5,70,1.21
SNCF_Open_Data,ID_000,2024-12-17 00:00:00,ID_000,5.75,2.44,51.6,Data.gouv.fr,6.43,1.86,7.03,7.67,6.53,2024-05-02 00:00:00,4.77,5.16,3.51,3.48,2.79,4.47,1.23,ID_000,3.59,ID_000,Métro,6.86,Toulouse,3.17,9.0,ID_000,1011.2,45,6.92
Airparif,ID_001,2024-04-04 00:00:00,ID_001,2.8,8.37,11.5,Airparif,4.44,1.52,6.87,7.0,8.77,2024-08-17 00:00:00,7.63,8.2,3.24,3.31,8.78,1.38,3.47,ID_001,6.3,ID_001,Tramway,5.18,Lyon,5.6,15.7,ID_001,1014.4,80,4.72
Data.gouv.fr,ID_002,2024-05-09 00:00:00,ID_002,3.05,7.12,59.3,RATP_Open_Data_2024,2.53,7.07,2.09,4.22,1.63,2024-12-19 00:00:00,6.56,8.31,3.99,4.06,7.84,5.13,8.42,ID_002,2.72,ID_002,Transilien,4.31,Strasbourg,2.52,14.4,ID_002,996.0,110,7.69
Airparif,ID_003,2024-04-03 00:00:00,ID_003,5.38,6.98,43.07,Météo-France,4.47,2.77,3.61,1.42,6.6,2024-03-31 00:00:00,8.18,7.15,4.52,2.98,1.29,6.37,5.95,ID_003,6.05,ID_003,Transilien,6.64,Lyon,5.19,24.7,ID_003,999.5,30,3.12
Météo-France,ID_004,2024-09-26 00:00:00,ID_004,7.21,5.18,66.66,Météo-France,1.87,5.74,2.71,4.26,4.12,2024-03-04 00:00:00,7.87,2.65,6.08,1.49,6.52,4.47,4.81,ID_004,4.09,ID_004,Tramway,2.05,Lille,3.84,22.4,ID_004,1013.2,130,7.07
SNCF_Open_Data,ID_005,2024-12-14 00:00:00,ID_005,1.49,6.92,72.57,Data.gouv.fr,4.82,8.6,4.69,6.25,5.9,2024-01-21 00:00:00,3.46,8.09,7.72,5.14,1.55,8.2,7.41,ID_005,5.32,ID_005,Métro,3.39,Nantes,4.44,21.8,ID_005,1023.4,130,3.69
Météo-France,ID_006,2024-03-10 00:00:00,ID_006,1.85,6.53,46.21,Airparif,8.21,6.83,8.63,3.83,8.43,2024-07-06 00:00:00,3.17,6.52,3.77,7.09,2.6,6.15,1.74,ID_006,3.72,ID_006,TGV,7.78,Toulouse,3.44,16.8,ID_006,1010.7,50,5.28
RATP_Open_Data_2024,ID_007,2024-02-25 00:00:00,ID_007,1.28,2.39,76.03,RATP_Open_Data_2024,1.74,7.74,4.94,5.54,1.63,2024-09-11 00:00:00,7.08,5.09,5.01,4.85,2.59,6.03,4.31,ID_007,5.4,ID_007,TER,6.43,Nantes,1.99,15.4,ID_007,1015.1,80,2.14
Airparif,ID_008,2024-11-30 00:00:00,ID_008,8.45,4.29,14.04,SNCF_Open_Data,1.44,6.1,3.49,8.03,2.72,2024-04-01 00:00:00,7.88,3.45,8.5,1.59,8.42,4.92,1.62,ID_008,5.4,ID_008,Métro,4.49,Bordeaux,7.1,26.9,ID_008,997.6,70,5.25
Airparif,ID_009,2024-02-16 00:00:00,ID_009,5.71,5.98,3.9,SNCF_Open_Data,1.41,6.71,8.05,8.32,2.13,2024-10-20 00:00:00,5.46,5.56,7.65,5.3,3.34,8.28,5.94,ID_009,2.42,ID_009,TER,3.28,Nice,2.64,7.4,ID_009,1014.6,110,1.51
Data.gouv.fr,ID_010,2024-08-13 00:00:00,ID_010,3.02,8.55,29.2,SNCF_Open_Data,6.7,7.89,4.5,3.51,5.3,2024-12-11 00:00:00,2.32,2.06,4.0,3.45,3.72,6.21,5.58,ID_010,5.27,ID_010,Tramway,6.61,Lyon,5.15,20.8,ID_010,1010.5,70,6.75
SNCF_Open_Data,ID_011,2024-07-13 00:00:00,ID_011,7.27,7.14,25.54,RATP_Open_Data_2024,3.63,8.12,6.49,6.33,2.99,2024-06-25 00:00:00,7.87,2.47,7.46,3.74,5.62,6.82,4.03,ID_011,4.73,ID_011,Transilien,8.07,Nice,1.37,17.7,ID_011,1020.9,50,6.93
Data.gouv.fr,ID_012,2024-10-20 00:00:00,ID_012,6.78,7.22,22.5,Data.gouv.fr,3.97,3.88,2.23,1.25,1.97,2024-06-06 00:00:00,6.23,4.82,1.61,5.96,6.11,5.06,7.57,ID_012,6.47,ID_012,TGV,7.79,Montpellier,8.45,23.7,ID_012,1022.9,30,5.98
Data.gouv.fr,ID_013,2024-09-22 00:00:00,ID_013,6.96,8.4,30.62,SNCF_Open_Data,1.7,2.12,2.79,7.25,3.37,2024-06-08 00:00:00,1.59,6.64,1.77,1.96,2.78,4.1,1.52,ID_013,3.45,ID_013,Transilien,6.53,Nantes,1.63,26.9,ID_013,996.6,50,3.11
SNCF_Open_Data,ID_014,2024-01-18 00:00:00,ID_014,4.18,6.93,37.55,SNCF_Open_Data,8.11,4.11,3.6,6.49,7.25,2024-06-09 00:00:00,4.78,4.88,3.45,5.47,2.56,1.91,5.5,ID_014,8.45,ID_014,Métro,6.28,Bordeaux,3.83,21.3,ID_014,1001.5,30,2.48
Data.gouv.fr,ID_015,2024-09-25 00:00:00,ID_015,2.84,1.62,75.69,Airparif,8.21,5.28,8.05,7.77,8.41,2024-04-25 00:00:00,7.49,4.87,6.62,8.29,3.36,2.62,6.08,ID_015,2.99,ID_015,Métro,2.98,Toulouse,8.52,23.0,ID_015,995.0,70,2.56
SNCF_Open_Data,ID_016,2024-12-22 00:00:00,ID_016,3.91,2.76,20.07,SNCF_Open_Data,7.33,7.46,6.73,2.25,1.75,2024-08-15 00:00:00,5.77,4.02,3.9,6.82,4.71,4.72,4.67,ID_016,6.72,ID_016,Métro,7.24,Lille,4.23,13.6,ID_016,1007.2,45,7.4
Data.gouv.fr,ID_017,2024-09-27 00:00:00,ID_017,3.19,2.88,63.06,SNCF_Open_Data,1.3,7.46,6.57,8.42,6.22,2024-04-18 00:00:00,2.61,6.74,7.17,1.93,7.11,2.08,6.69,ID_017,2.15,ID_017,Métro,3.26,Strasbourg,6.13,17.5,ID_017,1002.4,45,1.96
SNCF_Open_Data,ID_018,2024-08-26 00:00:00,ID_018,7.98,7.33,42.22,SNCF_Open_Data,4.45,5.73,5.13,8.03,6.98,2024-03-14 00:00:00,3.86,3.86,7.59,5.46,7.42,5.99,1.46,ID_018,5.9,ID_018,TGV,1.53,Toulouse,8.39,26.4,ID_018,1015.4,30,8.8
Data.gouv.fr,ID_019,2024-11-30 00:00:00,ID_019,3.38,6.01,31.33,RATP_Open_Data_2024,3.4,6.38,2.89,2.8,3.42,2024-06-10 00:00:00,5.53,5.51,2.96,4.79,6.25,4.5,5.48,ID_019,6.67,ID_019,Tramway,6.26,Paris,4.84,5.1,ID_019,1006.6,110,2.6
SNCF_Open_Data,ID_020,2024-11-30 00:00:00,ID_020,7.3,2.86,12.8,Airparif,3.45,7.18,2.89,6.55,4.81,2024-04-29 00:00:00,6.77,4.11,6.5,3.53,7.09,4.5,4.13,ID_020,1.8,ID_020,TGV,7.82,Strasbourg,8.77,15.0,ID_020,996.2,45,3.11
RATP_Open_Data_2024,ID_021,2024-06-24 00:00:00,ID_021,3.6,4.21,84.82,Airparif,8.78,4.96,4.75,5.63,6.63,2024-08-13 00:00:00,4.18,4.85,7.51,8.45,8.4,2.82,2.65,ID_021,1.33,ID_021,Transilien,3.5,Paris,4.64,12.2,ID_021,1012.0,130,6.22
Data.gouv.fr,ID_022,2024-05-02 00:00:00,ID_022,5.8,3.19,80.07,SNCF_Open_Data,5.61,7.92,7.24,4.82,5.55,2024-08-11 00:00:00,4.27,1.68,3.02,7.14,8.1,1.44,5.38,ID_022,5.89,ID_022,Tramway,7.59,Nice,5.75,26.3,ID_022,996.6,30,3.31
Météo-France,ID_023,2024-10-02 00:00:00,ID_023,2.61,5.27,12.08,Data.gouv.fr,5.49,7.63,8.58,6.14,3.56,2024-04-11 00:00:00,3.78,8.77,5.93,1.94,2.37,8.64,5.43,ID_023,4.24,ID_023,Métro,4.21,Paris,6.76,10.1,ID_023,1009.3,110,3.2
Météo-France,ID_024,2024-12-20 00:00:00,ID_024,3.8,1.95,71.83,Airparif,1.38,5.85,7.72,6.15,7.31,2024-07-28 00:00:00,4.04,5.49,8.52,8.33,3.63,7.25,2.39,ID_024,5.36,ID_024,RER,1.35,Lyon,7.84,20.1,ID_024,1015.6,110,6.98
SNCF_Open_Data,ID_025,2024-05-05 00:00:00,ID_025,3.84,2.6,56.56,Data.gouv.fr,6.81,2.3,7.82,4.94,7.12,2024-06-15 00:00:00,5.34,3.66,7.22,7.9,2.12,3.75,5.77,ID_025,7.86,ID_025,Tramway,2.69,Nice,1.85,14.6,ID_025,1006.1,80,6.19
Data.gouv.fr,ID_026,2024-09-12 00:00:00,ID_026,5.51,4.47,35.59,Data.gouv.fr,6.34,5.9,2.16,8.18,1.77,2024-02-03 00:00:00,3.86,8.35,5.8,8.36,8.13,1.22,1.52,ID_026,6.78,ID_026,Transilien,2.67,Lille,4.17,5.0,ID_026,1017.5,110,8.36
Data.gouv.fr,ID_027,2024-06-13 00:00:00,ID_027,5.42,7.76,5.1,Météo-France,8.64,6.1,8.17,7.21,4.83,2024-07-11 00:00:00,2.47,6.79,3.67,3.29,6.09,7.61,1.33,ID_027,2.4,ID_027,Tramway,8.24,Nantes,6.1,13.3,ID_027,1005.5,30,2.43
SNCF_Open_Data,ID_028,2024-03-04 00:00:00,ID_028,3.34,2.26,41.05,Data.gouv.fr,4.17,1.36,1.54,5.59,6.51,2024-05-16 00:00:00,2.91,4.23,1.89,3.66,3.96,3.48,3.88,ID_028,7.74,ID_028,RER,1.5,Montpellier,6.39,22.0,ID_028,1001.3,110,1.36
Data.gouv.fr,ID_029,2024-07-03 00:00:00,ID_029,4.95,1.67,62.21,Data.gouv.fr,5.64,2.93,4.69,4.22,6.69,2024-05-26 00:00:00,5.37,5.37,6.63,1.97,3.35,5.33,3.86,ID_029,2.87,ID_029,TGV,2.68,Marseille,8.27,5.6,ID_029,1004.9,45,6.64
SNCF_Open_Data,ID_030,2024-05-07 00:00:00,ID_030,2.17,4.31,69.4,RATP_Open_Data_2024,3.98,1.99,8.25,6.48,4.08,2024-07-03 00:00:00,2.69,5.71,8.71,5.18,2.34,6.9,1.92,ID_030,5.33,ID_030,Transilien,2.98,Marseille,5.61,11.3,ID_030,1004.7,45,2.97
Data.gouv.fr,ID_031,2024-09-23 00:00:00,ID_031,2.18,6.18,58.61,RATP_Open_Data_2024,1.58,4.88,6.03,5.55,1.56,2024-09-09 00:00:00,4.59,1.89,8.09,7.42,6.97,8.57,1.76,ID_031,3.36,ID_031,Transilien,6.73,Strasbourg,6.39,15.8,ID_031,1012.0,130,3.72
Météo-France,ID_032,2024-09-01 00:00:00,ID_032,3.84,6.53,58.33,Airparif,8.67,2.96,2.28,6.11,8.7,2024-11-05 00:00:00,5.38,6.84,6.07,2.3,4.18,6.86,6.81,ID_032,7.4,ID_032,TER,8.23,Toulouse,3.08,11.5,ID_032,1016.3,30,4.95
SNCF_Open_Data,ID_033,2024-09-04 00:00:00,ID_033,4.22,7.27,13.75,Data.gouv.fr,3.1,5.39,1.26,7.88,4.1,2024-04-29 00:00:00,2.33,2.41,7.58,7.37,1.4,5.36,2.39,ID_033,1.58,ID_033,Métro,3.15,Nice,4.83,17.4,ID_033,1000.2,50,6.38
RATP_Open_Data_2024,ID_034,2024-10-23 00:00:00,ID_034,1.5,4.78,62.81,RATP_Open_Data_2024,4.33,8.27,5.15,7.11,1.76,2024-12-04 00:00:00,6.65,8.54,4.9,5.46,1.48,5.61,2.94,ID_034,7.68,ID_034,TER,7.05,Nantes,4.41,7.4,ID_034,1012.1,45,4.6
Data.gouv.fr,ID_035,2024-06-24 00:00:00,ID_035,8.62,2.07,50.6,Data.gouv.fr,7.76,2.0,3.99,2.68,4.16,2024-08-22 00:00:00,7.65,8.51,2.9,8.6,8.25,6.13,2.83,ID_035,6.02,ID_035,Transilien,3.83,Strasbourg,6.0,23.0,ID_035,1020.0,80,3.16
Airparif,ID_036,2024-01-15 00:00:00,ID_036,4.43,2.65,37.06,RATP_Open_Data_2024,2.75,4.16,2.17,3.69,6.85,2024-07-16 00:00:00,5.86,3.33,5.45,8.19,1.84,1.5,6.14,ID_036,8.15,ID_036,TGV,2.06,Lille,7.1,16.3,ID_036,1013.6,70,4.87
SNCF_Open_Data,ID_037,2024-05-23 00:00:00,ID_037,3.52,1.48,42.9,RATP_Open_Data_2024,7.65,1.35,5.25,8.23,1.62,2024-06-05 00:00:00,4.39,1.49,7.63,1.55,7.99,8.02,3.7,ID_037,7.79,ID_037,TER,3.31,Paris,5.67,10.1,ID_037,1004.5,30,3.08
RATP_Open_Data_2024,ID_038,2024-06-22 00:00:00,ID_038,5.36,4.43,35.02,Airparif,3.05,4.2,7.51,3.27,4.66,2024-02-01 00:00:00,7.15,5.38,5.13,7.73,3.5,6.56,5.45,ID_038,4.93,ID_038,TGV,2.31,Paris,1.49,13.7,ID_038,1023.7,45,2.81
Météo-France,ID_039,2024-03-30 00:00:00,ID_039,1.74,6.84,56.67,Airparif,8.36,7.93,3.12,2.96,6.69,2024-05-10 00:00:00,7.53,1.77,2.41,1.92,2.48,7.74,3.46,ID_039,4.46,ID_039,Tramway,4.1,Lyon,5.79,25.8,ID_039,1005.4,50,3.61
Airparif,ID_040,2024-08-19 00:00:00,ID_040,5.29,1.5,38.71,RATP_Open_Data_2024,6.82,2.6,6.75,1.32,1.91,2024-03-18 00:00:00,1.28,6.11,1.74,1.61,4.75,6.45,1.31,ID_040,8.15,ID_040,Tramway,2.0,Nice,3.8,9.2,ID_040,1004.2,50,8.57
Data.gouv.fr,ID_041,2024-12-06 00:00:00,ID_041,5.77,7.14,19.16,Airparif,8.47,8.77,7.99,7.56,4.57,2024-05-18 00:00:00,3.52,1.93,3.51,6.0,8.46,5.69,4.14,ID_041,4.73,ID_041,TGV,2.77,Strasbourg,8.22,12.7,ID_041,1014.7,80,7.61
Airparif,ID_042,2024-03-08 00:00:00,ID_042,4.28,7.62,22.87,Airparif,3.99,6.44,2.82,3.57,5.39,2024-01-21 00:00:00,7.95,6.17,6.12,6.83,4.09,6.45,8.62,ID_042,2.87,ID_042,Tramway,4.96,Paris,3.62,26.7,ID_042,1009.6,70,3.47
