col_mode_environnement_id,col_code_mode,col_nom_mode,col_type_mode,col_est_electrique,col_emission_factor_co2_gkm,col_type_energie,col_cout_energie_eur_km,col_efficacite_energetique,col_annee,col_pays,col_type_vehicule,col_pourcentage_parc,col_nombre_vehicules,col_emissions_co2_moyennes,col_source
MDE_18351,Velo,RER,RER,4.20,3.80,5.47,5.60,5.41,2024,8.63,5.08,6.97,Nom_18351,1.16,Data.gouv.fr
MDE_18352,TER,Tramway,RER,6.90,5.12,2.95,7.68,6.18,2024,8.00,9.56,4.63,Nom_18352,4.75,SNCF_Open_Data
MDE_18353,TER,Velo,Velo,5.41,3.84,4.48,8.21,8.77,2024,8.94,4.90,7.99,Nom_18353,4.72,Meteo_France
MDE_18354,Métro,TGV,Tramway,8.86,7.17,6.60,9.74,9.94,2024,7.05,9.62,6.21,Nom_18354,2.58,SNCF_Open_Data
MDE_18355,Velo,Bus,Velo,4.06,3.79,7.78,6.53,5.24,2024,1.60,6.50,5.33,Nom_18355,2.86,Data.gouv.fr
MDE_18356,Métro,TGV,TGV,2.29,8.83,9.73,3.75,4.48,2024,7.91,6.19,1.31,Nom_18356,8.20,RATP_Open_Data_2024
MDE_18357,TER,Tramway,Tramway,5.10,3.59,1.19,8.74,3.29,2024,3.28,1.66,8.38,Nom_18357,8.80,Meteo_France
MDE_18358,Bus,Métro,Velo,1.05,6.52,4.31,3.91,3.35,2024,8.79,5.42,4.83,Nom_18358,7.81,Data.gouv.fr
MDE_18359,Velo,RER,TER,8.62,4.51,6.57,0.82,9.39,2024,4.92,3.57,8.16,Nom_18359,9.61,AirParif_2024
MDE_18360,TER,TGV,Métro,8.00,1.72,8.63,0.59,8.11,2024,2.17,6.85,1.74,Nom_18360,7.29,SNCF_Open_Data
MDE_18361,Velo,Tramway,TGV,4.70,1.65,4.67,2.90,1.67,2024,3.22,4.00,6.34,Nom_18361,7.82,Data.gouv.fr
MDE_18362,TGV,TER,Bus,5.43,2.99,4.73,9.80,6.44,2024,2.88,9.56,1.73,Nom_18362,6.12,AirParif_2024
MDE_18363,Tramway,Métro,Velo,8.98,7.41,7.21,3.22,2.72,2024,5.62,2.36,1.74,Nom_18363,2.88,Data.gouv.fr
MDE_18364,Velo,RER,Tramway,6.33,3.97,3.05,5.29,8.13,2024,4.19,8.71,2.30,Nom_18364,8.30,SNCF_Open_Data
MDE_18365,Bus,Bus,Métro,6.54,5.31,4.06,4.57,9.17,2024,6.72,8.47,4.78,Nom_18365,5.96,Meteo_France
MDE_18366,RER,TER,RER,1.72,9.66,8.62,3.31,7.37,2024,3.52,9.00,7.23,Nom_18366,4.28,Meteo_France
MDE_18367,Métro,TER,Bus,8.74,8.50,4.10,7.70,3.71,2024,5.74,1.61,1.97,Nom_18367,8.11,AirParif_2024
MDE_18368,Velo,Bus,Velo,4.89,8.25,3.56,4.67,2.88,2024,2.02,8.60,5.12,Nom_18368,9.13,Data.gouv.fr
MDE_18369,Tramway,Velo,Bus,9.00,2.29,2.97,5.34,4.53,2024,5.08,2.41,1.37,Nom_18369,5.05,Data.gouv.fr
MDE_18370,TER,TGV,Tramway,5.91,1.75,4.10,1.62,6.87,2024,8.34,7.66,9.77,Nom_18370,2.64,Data.gouv.fr
MDE_18371,Métro,RER,Bus,1.40,1.11,5.32,4.73,4.97,2024,9.88,5.24,2.39,Nom_18371,1.87,AirParif_2024
MDE_18372,Bus,TER,TER,6.18,1.02,8.23,5.19,4.21,2024,9.64,2.52,8.22,Nom_18372,2.64,AirParif_2024
MDE_18373,TGV,Bus,TGV,6.36,4.39,5.54,4.90,8.48,2024,8.97,1.30,5.96,Nom_18373,2.31,Meteo_France
MDE_18374,RER,Bus,Velo,9.33,3.56,8.35,2.37,6.00,2024,9.09,6.92,7.44,Nom_18374,2.68,RATP_Open_Data_2024
MDE_18375,RER,TER,RER,3.72,8.92,5.11,9.29,2.55,2024,3.65,9.11,6.16,Nom_18375,1.72,Data.gouv.fr
MDE_18376,Métro,TGV,Métro,7.04,4.96,6.87,9.12,5.58,2024,9.25,5.34,9.19,Nom_18376,6.94,SNCF_Open_Data
MDE_18377,Métro,Bus,Métro,3.90,9.82,9.03,7.92,7.65,2024,7.05,2.89,1.43,Nom_18377,3.90,SNCF_Open_Data
MDE_18378,RER,Bus,Bus,2.75,5.58,5.56,7.09,3.61,2024,9.51,6.88,8.88,Nom_18378,3.39,Data.gouv.fr
MDE_18379,TGV,TGV,Métro,3.66,1.79,3.29,8.90,2.88,2024,7.92,2.55,6.65,Nom_18379,3.38,AirParif_2024
MDE_18380,Métro,Bus,Tramway,1.85,9.04,4.78,9.02,1.88,2024,6.60,5.26,9.72,Nom_18380,9.21,Meteo_France
MDE_18381,Métro,Métro,Bus,6.64,5.03,1.84,4.47,7.98,2024,9.83,4.62,4.10,Nom_18381,6.06,Meteo_France
MDE_18382,TGV,Bus,Métro,4.14,1.40,6.17,7.97,1.42,2024,8.07,3.64,9.15,Nom_18382,8.63,Data.gouv.fr
MDE_18383,Bus,Bus,TGV,6.41,7.09,9.04,9.91,1.16,2024,1.40,7.16,1.23,Nom_18383,1.57,AirParif_2024
MDE_18384,RER,Bus,Métro,6.93,3.99,7.77,1.68,3.42,2024,5.51,4.54,5.15,Nom_18384,9.86,Data.gouv.fr
MDE_18385,Velo,Tramway,TER,5.76,3.16,4.40,1.43,3.27,2024,5.55,1.60,4.73,Nom_18385,2.32,AirParif_2024
MDE_18386,TER,Métro,Bus,4.15,9.29,7.10,3.54,6.46,2024,6.11,5.08,2.37,Nom_18386,6.51,Meteo_France
MDE_18387,TGV,TGV,Métro,3.41,3.12,3.04,5.07,9.87,2024,7.28,4.39,2.45,Nom_18387,1.54,AirParif_2024
MDE_18388,Bus,Bus,Velo,7.27,2.41,8.42,1.15,3.99,2024,9.57,4.87,5.83,Nom_18388,6.28,Meteo_France
MDE_18389,RER,Métro,RER,7.06,7.23,8.60,5.00,8.16,2024,3.44,2.69,6.71,Nom_18389,5.32,Meteo_France
MDE_18390,Bus,Bus,Velo,8.17,6.40,9.83,1.89,1.11,2024,1.73,2.80,4.50,Nom_18390,5.66,Data.gouv.fr
MDE_18391,TER,TGV,TGV,2.26,4.14,2.75,0.85,3.11,2024,6.98,5.16,7.74,Nom_18391,5.20,RATP_Open_Data_2024
MDE_18392,Tramway,Velo,Velo,5.26,3.42,3.81,2.73,5.66,2024,7.54,6.13,2.71,Nom_18392,4.45,SNCF_Open_Data
MDE_18393,Velo,Velo,Velo,4.76,1.73,3.00,2.69,8.25,2024,5.08,8.84,5.18,Nom_18393,8.39,SNCF_Open_Data
MDE_18394,TER,Tramway,Métro,4.62,5.40,4.27,7.33,6.80,2024,1.60,1.64,5.77,Nom_18394,1.44,Meteo_France
MDE_18395,Velo,RER,Velo,3.70,8.01,1.95,4.63,5.27,2024,8.29,2.42,3.13,Nom_18395,9.01,SNCF_Open_Data
MDE_18396,Bus,TER,Velo,8.67,4.42,7.67,2.51,8.93,2024,7.85,8.60,4.47,Nom_18396,8.76,Data.gouv.fr
MDE_18397,TER,Tramway,RER,3.90,7.03,9.39,8.82,6.71,2024,5.88,2.55,4.65,Nom_18397,4.50,RATP_Open_Data_2024
MDE_18398,Velo,Métro,Métro,2.18,7.23,5.09,4.41,8.14,2024,1.06,9.96,5.46,Nom_18398,4.47,RATP_Open_Data_2024
MDE_18399,Velo,TER,Velo,6.51,2.60,7.64,4.50,8.74,2024,1.59,4.78,1.04,Nom_18399,1.93,RATP_Open_Data_2024
MDE_18400,Métro,TGV,Métro,2.73,4.75,4.38,4.32,7.15,2024,1.65,9.85,8.47,Nom_18400,5.00,AirParif_2024
MDE_18401,Métro,RER,RER,7.41,9.18,4.98,6.85,3.04,2024,7.57,1.42,9.08,Nom_18401,6.55,AirParif_2024
MDE_18402,RER,Tramway,TER,4.52,6.56,6.21,3.52,7.07,2024,8.53,8.61,8.75,Nom_18402,4.98,Data.gouv.fr
MDE_18403,Métro,TGV,Tramway,2.13,8.07,6.88,6.55,2.91,2024,3.99,4.73,9.36,Nom_18403,5.00,Data.gouv.fr
MDE_18404,TGV,TER,TGV,6.86,4.84,3.74,8.23,4.13,2024,9.06,1.22,1.39,Nom_18404,4.30,Data.gouv.fr
MDE_18405,Tramway,Tramway,RER,6.65,9.13,5.44,8.82,5.25,2024,2.36,8.29,1.61,Nom_18405,7.41,RATP_Open_Data_2024
MDE_18406,Bus,Métro,Métro,5.09,5.78,7.35,4.88,9.42,2024,9.72,6.95,3.09,Nom_18406,8.26,Data.gouv.fr
MDE_18407,Métro,Bus,TER,5.22,7.49,5.06,2.54,7.75,2024,8.64,6.56,4.89,Nom_18407,3.17,SNCF_Open_Data
MDE_18408,Bus,Tramway,Velo,1.74,2.42,5.60,4.87,3.03,2024,7.61,9.31,5.90,Nom_18408,3.85,Meteo_France
MDE_18409,Métro,Métro,Bus,4.88,1.38,5.19,6.20,2.24,2024,4.30,3.38,1.11,Nom_18409,5.21,RATP_Open_Data_2024
MDE_18410,RER,Velo,Métro,8.02,5.74,9.88,6.97,6.55,2024,6.46,2.74,8.11,Nom_18410,5.29,Data.gouv.fr
MDE_18411,Métro,Bus,Tramway,5.71,5.51,1.88,6.20,5.57,2024,9.78,5.65,6.86,Nom_18411,9.24,SNCF_Open_Data
MDE_18412,Bus,Métro,Tramway,8.06,4.97,9.29,7.03,5.42,2024,7.04,9.86,2.59,Nom_18412,4.77,Data.gouv.fr
MDE_18413,Tramway,Métro,Tramway,1.48,3.90,9.54,5.03,5.64,2024,4.12,9.62,9.84,Nom_18413,8.09,SNCF_Open_Data
MDE_18414,Métro,Métro,TGV,6.92,8.49,9.88,7.58,7.13,2024,1.50,5.60,4.80,Nom_18414,3.86,AirParif_2024
MDE_18415,Bus,Métro,Métro,7.11,8.80,7.78,6.68,2.83,2024,6.69,5.99,4.91,Nom_18415,2.79,Data.gouv.fr
MDE_18416,TGV,Bus,RER,2.80,1.62,4.96,1.59,5.86,2024,1.80,3.75,9.96,Nom_18416,2.34,Data.gouv.fr
MDE_18417,Bus,TGV,TGV,2.67,6.72,4.72,8.93,5.32,2024,3.13,8.70,3.25,Nom_18417,8.08,AirParif_2024
MDE_18418,TGV,Bus,TGV,7.82,2.44,9.51,4.35,1.48,2024,9.88,3.97,4.27,Nom_18418,5.83,Data.gouv.fr
MDE_18419,Tramway,TER,Métro,4.01,9.23,5.63,8.61,2.90,2024,3.26,4.31,7.35,Nom_18419,4.99,AirParif_2024
MDE_18420,Bus,RER,RER,3.13,1.29,2.07,6.13,1.13,2024,7.59,8.49,5.25,Nom_18420,7.93,Meteo_France
MDE_18421,Tramway,Velo,Métro,2.31,1.84,4.62,5.19,5.76,2024,9.57,2.98,6.86,Nom_18421,2.74,AirParif_2024
MDE_18422,RER,TER,TER,3.94,2.81,2.86,1.74,9.43,2024,7.29,1.25,3.51,Nom_18422,2.96,AirParif_2024
MDE_18423,TGV,RER,Velo,2.35,9.71,6.34,4.61,6.29,2024,6.93,1.21,1.85,Nom_18423,5.54,RATP_Open_Data_2024
MDE_18424,TGV,RER,RER,5.48,2.35,4.19,7.06,7.87,2024,1.93,1.59,4.07,Nom_18424,2.85,SNCF_Open_Data
MDE_18425,TGV,Métro,RER,4.51,6.83,6.98,5.82,8.98,2024,2.24,5.56,7.26,Nom_18425,7.53,Data.gouv.fr
MDE_18426,TGV,Métro,TER,5.15,6.28,2.96,9.16,3.91,2024,1.57,2.24,3.96,Nom_18426,1.07,Meteo_France
MDE_18427,Bus,Tramway,RER,9.47,4.08,7.70,7.37,9.30,2024,9.80,5.27,5.58,Nom_18427,2.06,RATP_Open_Data_2024
MDE_18428,RER,Velo,Métro,8.04,3.93,1.48,1.00,2.69,2024,5.49,4.06,2.79,Nom_18428,8.77,Meteo_France
MDE_18429,Tramway,Tramway,Velo,3.66,8.70,1.15,5.58,4.51,2024,6.74,8.06,9.43,Nom_18429,1.80,AirParif_2024
MDE_18430,Tramway,Tramway,RER,2.09,7.48,9.64,5.87,8.33,2024,8.00,8.41,1.72,Nom_18430,9.09,Meteo_France
MDE_18431,Métro,TGV,TGV,5.53,3.13,2.65,4.62,8.96,2024,1.50,6.90,7.30,Nom_18431,6.44,Data.gouv.fr
MDE_18432,Velo,Velo,Tramway,5.71,4.64,5.04,1.69,5.94,2024,5.07,7.21,8.83,Nom_18432,9.60,Meteo_France
MDE_18433,TER,TER,TER,4.55,6.44,9.97,8.82,8.20,2024,1.94,3.36,5.35,Nom_18433,5.69,RATP_Open_Data_2024
MDE_18434,Velo,RER,TGV,3.90,3.41,8.81,9.39,7.17,2024,9.94,6.21,8.83,Nom_18434,2.08,Data.gouv.fr
MDE_18435,Velo,Métro,Velo,1.83,9.23,8.67,8.68,6.79,2024,4.22,4.51,9.20,Nom_18435,6.15,Meteo_France
MDE_18436,Bus,Tramway,RER,6.72,7.39,4.54,6.01,8.53,2024,8.69,1.65,1.22,Nom_18436,2.37,Data.gouv.fr
MDE_18437,RER,TGV,Métro,3.25,7.47,4.89,7.21,1.08,2024,8.26,6.24,8.98,Nom_18437,4.67,RATP_Open_Data_2024
MDE_18438,TER,TGV,TGV,1.48,6.22,7.13,2.90,6.02,2024,5.62,3.85,6.73,Nom_18438,2.48,RATP_Open_Data_2024
MDE_18439,Tramway,Métro,RER,5.81,1.85,5.26,1.08,9.37,2024,9.70,2.75,1.28,Nom_18439,5.58,RATP_Open_Data_2024
MDE_18440,Bus,RER,Velo,4.47,8.11,1.39,1.10,6.58,2024,8.67,2.32,5.44,Nom_18440,5.30,Meteo_France
MDE_18441,RER,Métro,Métro,2.86,3.31,7.76,1.33,2.51,2024,2.71,4.06,8.59,Nom_18441,1.30,Data.gouv.fr
MDE_18442,TER,Métro,Métro,1.07,3.15,7.08,9.16,2.19,2024,6.40,9.49,4.19,Nom_18442,4.09,Data.gouv.fr
MDE_18443,TER,RER,Tramway,6.18,1.49,8.11,8.16,5.25,2024,9.29,9.27,8.05,Nom_18443,9.18,AirParif_2024
MDE_18444,RER,RER,TER,2.20,6.05,9.97,7.70,7.84,2024,2.76,6.03,8.82,Nom_18444,6.30,RATP_Open_Data_2024
MDE_18445,Velo,RER,Tramway,8.05,9.01,7.94,0.93,3.43,2024,6.68,1.64,2.53,Nom_18445,8.69,RATP_Open_Data_2024
MDE_18446,TER,TGV,TER,5.62,4.38,5.51,7.50,4.07,2024,1.95,6.41,9.90,Nom_18446,1.33,Data.gouv.fr
MDE_18447,TGV,Bus,TER,6.92,6.14,1.57,7.72,4.98,2024,4.66,4.13,1.45,Nom_18447,4.09,RATP_Open_Data_2024
MDE_18448,RER,Velo,TER,9.06,3.71,5.00,4.18,5.89,2024,2.46,9.06,5.21,Nom_18448,9.88,Data.gouv.fr
MDE_18449,TGV,Velo,RER,3.92,7.14,6.77,7.07,5.57,2024,6.00,2.48,2.19,Nom_18449,8.53,Data.gouv.fr
MDE_18450,TGV,Bus,Tramway,3.56,9.89,8.35,9.67,5.25,2024,2.25,6.61,1.02,Nom_18450,1.23,AirParif_2024
MDE_18451,TGV,RER,RER,9.87,2.51,9.67,5.00,1.13,2024,7.88,4.68,4.68,Nom_18451,9.84,RATP_Open_Data_2024
MDE_18452,TER,Bus,TER,7.12,1.81,6.91,5.48,1.55,2024,7.42,8.35,3.78,Nom_18452,9.92,Meteo_France
MDE_18453,Velo,Métro,TGV,8.79,3.20,6.73,9.43,7.28,2024,4.52,9.38,1.36,Nom_18453,3.22,Data.gouv.fr
MDE_18454,Métro,Tramway,Tramway,4.51,4.84,4.99,9.30,9.68,2024,3.85,1.17,2.23,Nom_18454,7.22,Meteo_France
MDE_18455,Tramway,Bus,TGV,4.71,5.38,2.57,3.84,1.36,2024,5.42,1.98,6.61,Nom_18455,5.06,SNCF_Open_Data
MDE_18456,Tramway,Métro,TGV,2.04,7.41,8.85,5.15,2.67,2024,9.27,5.49,3.05,Nom_18456,5.45,SNCF_Open_Data
MDE_18457,Tramway,Tramway,TGV,5.59,3.25,5.51,0.87,6.75,2024,1.40,8.37,7.08,Nom_18457,3.14,AirParif_2024
MDE_18458,Métro,Tramway,Métro,6.34,1.79,8.76,9.27,6.46,2024,1.86,4.11,2.91,Nom_18458,8.28,RATP_Open_Data_2024
MDE_18459,TGV,Métro,TER,2.78,6.23,6.00,7.60,5.13,2024,1.21,7.81,7.81,Nom_18459,9.71,Data.gouv.fr
MDE_18460,Bus,Métro,Tramway,6.20,8.27,8.91,9.09,8.09,2024,2.59,8.02,4.24,Nom_18460,7.76,AirParif_2024
MDE_18461,TGV,Tramway,TGV,6.55,4.30,2.12,5.04,5.17,2024,7.87,5.58,3.02,Nom_18461,5.44,SNCF_Open_Data
MDE_18462,Métro,RER,Bus,5.37,7.77,6.37,7.20,9.74,2024,5.14,5.24,6.10,Nom_18462,5.00,Data.gouv.fr
MDE_18463,RER,Bus,TER,3.04,1.05,8.10,5.54,4.58,2024,4.57,6.02,1.51,Nom_18463,3.28,AirParif_2024
MDE_18464,Velo,TGV,Tramway,5.93,1.03,5.32,6.67,8.72,2024,5.70,5.48,2.24,Nom_18464,2.83,SNCF_Open_Data
MDE_18465,TER,Velo,TER,2.88,9.51,4.47,8.49,2.12,2024,4.82,8.35,2.21,Nom_18465,9.33,RATP_Open_Data_2024
MDE_18466,TGV,TER,Tramway,2.02,7.25,2.06,9.70,8.51,2024,8.09,9.47,7.02,Nom_18466,1.82,RATP_Open_Data_2024
MDE_18467,RER,TGV,TGV,3.14,2.61,5.92,9.95,4.66,2024,8.98,9.18,8.15,Nom_18467,9.25,AirParif_2024
MDE_18468,RER,TER,Métro,6.39,5.44,6.77,4.61,1.96,2024,1.55,8.72,2.75,Nom_18468,5.36,Data.gouv.fr
MDE_18469,Bus,RER,TER,1.47,9.26,1.14,3.08,9.41,2024,4.75,7.41,7.98,Nom_18469,8.91,Meteo_France
MDE_18470,Tramway,TER,TER,7.50,8.94,4.29,7.55,8.71,2024,5.65,4.08,1.52,Nom_18470,4.21,SNCF_Open_Data
MDE_18471,TER,Métro,Métro,2.85,5.52,2.82,6.61,4.55,2024,7.84,1.68,7.44,Nom_18471,6.02,AirParif_2024
MDE_18472,TGV,RER,TGV,1.96,7.06,8.79,3.46,2.42,2024,4.53,7.75,8.68,Nom_18472,6.39,Meteo_France
MDE_18473,Velo,RER,Velo,6.19,7.88,6.87,1.80,1.99,2024,8.82,5.88,9.56,Nom_18473,5.36,RATP_Open_Data_2024
MDE_18474,RER,Bus,Velo,4.18,7.53,4.83,0.71,9.74,2024,6.31,1.30,4.33,Nom_18474,9.71,SNCF_Open_Data
MDE_18475,Métro,Bus,Tramway,3.32,2.71,5.91,8.46,3.01,2024,4.23,6.91,2.19,Nom_18475,3.33,AirParif_2024
MDE_18476,Bus,Bus,Tramway,4.87,2.36,9.04,0.84,1.40,2024,6.87,6.65,5.51,Nom_18476,1.12,Meteo_France
MDE_18477,TGV,Velo,RER,2.85,3.36,8.03,1.23,9.70,2024,2.08,7.87,1.59,Nom_18477,8.83,Meteo_France
MDE_18478,TGV,TER,TER,2.92,7.28,1.23,7.36,8.53,2024,3.61,4.88,9.76,Nom_18478,4.21,RATP_Open_Data_2024
MDE_18479,Métro,Velo,Velo,3.22,8.99,4.24,2.05,1.75,2024,7.41,6.69,3.12,Nom_18479,9.82,Data.gouv.fr
MDE_18480,TER,Tramway,Tramway,3.42,5.43,7.52,2.72,9.65,2024,9.42,7.50,2.56,Nom_18480,1.55,SNCF_Open_Data
MDE_18481,TGV,Bus,Bus,2.93,2.73,4.42,8.07,1.30,2024,5.40,3.68,4.93,Nom_18481,4.83,AirParif_2024
MDE_18482,Velo,RER,TER,5.75,7.38,4.21,5.90,7.41,2024,3.98,8.02,5.44,Nom_18482,7.81,AirParif_2024
MDE_18483,RER,RER,Tramway,9.87,6.63,5.44,1.38,7.92,2024,7.66,2.64,3.38,Nom_18483,1.96,SNCF_Open_Data
MDE_18484,Métro,Velo,Tramway,5.44,2.11,2.59,8.76,7.03,2024,9.29,2.02,1.79,Nom_18484,6.22,AirParif_2024
MDE_18485,Bus,Métro,Velo,7.85,5.61,7.35,1.83,4.76,2024,1.83,9.56,3.93,Nom_18485,8.06,SNCF_Open_Data
MDE_18486,TGV,TER,Velo,3.84,1.71,1.80,3.39,6.01,2024,9.73,1.89,9.35,Nom_18486,4.92,RATP_Open_Data_2024
MDE_18487,Métro,Bus,TER,6.86,8.19,4.74,8.36,9.53,2024,3.98,8.82,8.60,Nom_18487,8.35,Data.gouv.fr
MDE_18488,TER,Bus,Tramway,4.42,2.12,4.50,9.71,4.93,2024,3.40,6.00,8.80,Nom_18488,8.24,AirParif_2024
MDE_18489,Tramway,TER,Métro,1.12,5.05,7.06,4.56,5.30,2024,4.00,3.36,3.63,Nom_18489,6.04,RATP_Open_Data_2024
MDE_18490,Bus,Bus,Métro,7.24,5.36,1.76,1.88,4.65,2024,1.73,8.53,7.73,Nom_18490,5.30,Data.gouv.fr
MDE_18491,TER,Bus,Métro,8.00,8.50,5.00,0.66,3.26,2024,2.82,1.93,8.39,Nom_18491,8.23,RATP_Open_Data_2024
MDE_18492,TER,Velo,TGV,6.10,4.80,2.91,1.76,8.13,2024,6.83,1.75,6.95,Nom_18492,3.63,Data.gouv.fr
MDE_18493,TER,Bus,Velo,1.85,2.34,3.43,4.76,8.32,2024,2.70,8.68,5.81,Nom_18493,1.27,SNCF_Open_Data
MDE_18494,Bus,TER,Tramway,5.15,1.28,3.10,2.72,5.33,2024,7.66,5.56,6.11,Nom_18494,6.86,Data.gouv.fr
MDE_18495,Bus,Tramway,RER,3.89,1.29,5.06,2.71,1.43,2024,8.59,7.95,1.02,Nom_18495,4.17,AirParif_2024
MDE_18496,Bus,RER,Bus,1.46,7.87,8.86,8.81,9.88,2024,5.16,5.43,5.45,Nom_18496,1.27,RATP_Open_Data_2024
MDE_18497,Métro,Velo,TER,1.29,3.02,5.74,9.62,7.74,2024,1.60,4.18,1.12,Nom_18497,9.48,SNCF_Open_Data
MDE_18498,Métro,Velo,Velo,3.01,9.98,4.04,8.77,5.44,2024,1.38,2.13,7.82,Nom_18498,7.86,AirParif_2024
MDE_18499,TGV,TER,TER,4.33,1.30,5.81,8.38,2.35,2024,1.55,7.87,9.28,Nom_18499,4.45,Data.gouv.fr
MDE_18500,Métro,RER,Tramway,5.16,9.67,6.33,2.02,5.43,2024,6.28,3.89,5.96,Nom_18500,4.65,SNCF_Open_Data
MDE_18501,Tramway,Métro,Velo,2.14,3.44,7.78,8.67,5.53,2024,4.83,2.99,6.51,Nom_18501,4.18,SNCF_Open_Data
MDE_18502,Métro,Tramway,TER,5.43,5.48,4.50,9.33,4.52,2024,3.96,6.77,9.15,Nom_18502,2.24,AirParif_2024
MDE_18503,Velo,RER,Métro,8.53,7.99,3.98,4.52,1.65,2024,8.75,6.28,4.91,Nom_18503,8.18,Data.gouv.fr
MDE_18504,Velo,Tramway,TGV,2.73,9.07,6.10,9.86,2.62,2024,6.56,4.86,7.08,Nom_18504,2.61,AirParif_2024
MDE_18505,Bus,Velo,RER,4.42,2.31,8.55,7.27,2.46,2024,4.95,5.14,5.72,Nom_18505,3.67,AirParif_2024
MDE_18506,TER,Métro,Tramway,8.86,5.63,8.67,9.55,2.33,2024,2.65,8.92,2.10,Nom_18506,4.27,RATP_Open_Data_2024
MDE_18507,RER,TGV,Bus,2.03,3.09,6.39,4.57,6.10,2024,2.50,5.59,9.11,Nom_18507,6.61,SNCF_Open_Data
MDE_18508,Velo,Métro,Bus,6.83,4.57,7.01,6.43,8.43,2024,3.46,1.06,6.34,Nom_18508,5.12,Data.gouv.fr
MDE_18509,Tramway,TGV,Velo,5.61,4.34,6.29,7.24,9.13,2024,1.80,1.45,2.27,Nom_18509,9.08,RATP_Open_Data_2024
MDE_18510,TGV,TER,TER,9.67,9.42,4.87,6.19,8.55,2024,9.48,6.24,3.08,Nom_18510,1.47,Data.gouv.fr
MDE_18511,Métro,Tramway,TER,2.13,6.37,3.16,4.59,2.36,2024,5.21,8.10,7.83,Nom_18511,1.38,AirParif_2024
MDE_18512,Métro,Métro,TER,2.29,7.78,9.92,4.29,9.29,2024,5.21,8.77,3.74,Nom_18512,9.57,AirParif_2024
MDE_18513,RER,TER,RER,5.02,3.51,9.79,7.16,1.62,2024,6.20,6.36,3.97,Nom_18513,9.99,RATP_Open_Data_2024
MDE_18514,TGV,RER,TGV,2.83,2.84,7.50,7.52,1.47,2024,9.69,6.07,5.31,Nom_18514,5.45,Data.gouv.fr
MDE_18515,TGV,Bus,Velo,6.21,7.02,9.25,7.72,7.15,2024,2.91,2.86,6.36,Nom_18515,9.51,RATP_Open_Data_2024
MDE_18516,Métro,Bus,Tramway,3.24,7.99,8.65,4.51,9.38,2024,8.28,1.70,1.41,Nom_18516,3.33,Data.gouv.fr
MDE_18517,TER,Métro,TGV,2.93,6.37,2.22,8.99,6.36,2024,1.08,3.28,3.98,Nom_18517,8.93,RATP_Open_Data_2024
MDE_18518,Velo,Bus,TER,7.13,5.62,4.54,8.09,8.84,2024,6.76,3.95,1.30,Nom_18518,1.23,SNCF_Open_Data
MDE_18519,TGV,Tramway,Tramway,3.13,2.53,7.42,0.61,9.35,2024,5.62,7.76,9.69,Nom_18519,3.85,RATP_Open_Data_2024
MDE_18520,Métro,TGV,RER,1.21,8.67,2.85,6.78,5.82,2024,6.81,6.71,9.97,Nom_18520,2.86,AirParif_2024
MDE_18521,TER,Velo,Tramway,5.44,3.59,5.17,4.36,5.65,2024,8.80,7.54,6.71,Nom_18521,4.34,RATP_Open_Data_2024
MDE_18522,TER,Tramway,Velo,1.72,9.75,8.94,2.09,4.40,2024,9.49,2.29,5.33,Nom_18522,2.22,SNCF_Open_Data
MDE_18523,Bus,Métro,Métro,3.88,8.32,9.94,0.57,2.29,2024,2.00,5.19,3.82,Nom_18523,3.51,RATP_Open_Data_2024
MDE_18524,Tramway,TGV,Bus,5.46,7.09,2.84,4.06,6.34,2024,5.97,2.37,4.67,Nom_18524,4.90,SNCF_Open_Data
MDE_18525,TER,Tramway,Bus,9.68,6.94,9.58,2.43,2.80,2024,9.08,9.14,4.29,Nom_18525,8.56,Meteo_France
MDE_18526,Velo,TGV,Velo,1.40,5.25,7.90,8.83,6.83,2024,2.81,8.16,6.63,Nom_18526,3.85,AirParif_2024
MDE_18527,Bus,Bus,TGV,4.42,1.18,6.93,6.54,4.21,2024,4.79,2.80,5.53,Nom_18527,9.76,RATP_Open_Data_2024
MDE_18528,Velo,Tramway,Velo,2.12,1.49,9.00,1.19,9.64,2024,7.42,8.62,7.06,Nom_18528,6.16,RATP_Open_Data_2024
MDE_18529,TGV,TGV,Tramway,8.31,3.88,8.14,4.10,9.56,2024,4.93,8.33,3.73,Nom_18529,4.83,AirParif_2024
MDE_18530,Tramway,TER,Bus,6.67,3.24,2.55,2.23,7.46,2024,3.18,6.29,9.45,Nom_18530,8.67,RATP_Open_Data_2024
MDE_18531,TGV,Métro,Velo,7.75,2.29,1.35,3.99,3.00,2024,3.96,5.02,7.41,Nom_18531,4.97,RATP_Open_Data_2024
MDE_18532,TGV,RER,Bus,6.60,8.42,3.31,8.01,4.47,2024,3.95,8.71,8.78,Nom_18532,9.98,SNCF_Open_Data
MDE_18533,TGV,Bus,Tramway,8.62,2.00,6.35,8.66,5.21,2024,8.06,9.09,4.83,Nom_18533,8.75,Data.gouv.fr
MDE_18534,Bus,Tramway,TER,8.60,4.50,7.07,8.44,3.23,2024,7.40,7.09,5.75,Nom_18534,9.66,Meteo_France
MDE_18535,Velo,RER,Métro,3.14,3.36,1.02,5.91,8.25,2024,2.66,4.77,1.70,Nom_18535,7.87,Data.gouv.fr
