col_ville,col_region,col_reseau,col_mode,col_ligne,col_nom_ligne,col_heure,col_capacite_theorique,col_charge_percent,col_taux_remplissage,col_voyageurs_estimes,col_densite,col_longueur_km,col_nb_stations,col_efficacite_score,col_date_scraping,col_voyageurs_total_jour,col_voyages_par_km,col_cout_exploitation_euro,col_revenu_estime_euro,col_rentabilite_euro,col_ratio_rentabilite_percent,col_statut,col_date_analyse,col_type_action,col_action,col_impact_estime,col_delai,col_nb_lignes,col_voyageurs_total,col_charge_moyenne,col_efficacite_moyenne
Marseille,Occitanie,2.63,TER,4.88,Ligne T2,8.16,5,7.87,2.77,2024-07-15 00:00:00,126468,6.279781,Gare de Lyon 9,1.72,2024-04-14 00:00:00,6.54,5.0,3.69,2024-11-26 00:00:00,3.87,3.68,3.32,2024-06-19 00:00:00,7.87,4.78,2024-08-12 00:00:00,7.61,2.62,8.16,7.43,6.28
Paris,Grand Est,8.57,Tramway,8.33,Ligne 14,7.95,800,2.94,3.62,2024-07-17 00:00:00,157920,3.267706,Montparnasse 6,4.21,2024-10-23 00:00:00,3.89,8.21,4.24,2024-07-18 00:00:00,6.08,6.0,3.18,2024-09-04 00:00:00,3.95,6.52,2024-05-20 00:00:00,5.55,5.15,4.75,1.87,2.55
Lyon,Bretagne,4.74,Transilien,5.23,Ligne B,7.16,120,2.24,4.98,2024-10-04 00:00:00,18962,1.312507,Montparnasse 5,3.26,2024-12-08 00:00:00,3.08,1.38,1.74,2024-01-12 00:00:00,8.59,7.19,6.47,2024-06-29 00:00:00,3.56,4.41,2024-05-04 00:00:00,5.95,2.52,1.28,3.26,4.59
Bordeaux,Île-de-France,5.39,RER,4.82,Ligne 14,1.68,50,4.77,1.41,2024-04-01 00:00:00,126678,5.637229,Saint-Jean 5,4.64,2024-03-31 00:00:00,4.05,5.63,6.94,2024-10-26 00:00:00,7.24,4.63,7.81,2024-03-28 00:00:00,5.84,1.35,2024-11-22 00:00:00,6.47,8.29,4.96,2.57,3.11
Marseille,Bretagne,1.3,TER,7.72,Ligne B,4.38,800,7.82,7.64,2024-12-19 00:00:00,63153,1.34295,Matabiau 3,2.44,2024-03-26 00:00:00,5.45,7.74,7.17,2024-03-08 00:00:00,6.34,2.41,7.51,2024-04-04 00:00:00,3.77,3.82,2024-06-12 00:00:00,3.15,1.41,7.44,5.89,7.23
Lille,Pays de la Loire,3.03,Métro,2.73,Ligne A,6.76,50,4.2,6.01,2024-04-11 00:00:00,62954,1.183944,Saint-Jean 8,6.84,2024-05-20 00:00:00,5.15,6.11,5.22,2024-01-06 00:00:00,2.52,4.06,5.42,2024-08-09 00:00:00,5.17,4.6,2024-06-04 00:00:00,7.72,6.56,1.8,8.05,1.51
Nantes,Pays de la Loire,2.28,TGV,1.45,Ligne A,7.5,5,6.99,8.18,2024-12-17 00:00:00,31135,0.689083,Montparnasse 4,6.06,2024-12-10 00:00:00,8.08,1.79,5.56,2024-05-21 00:00:00,8.77,1.52,3.22,2024-07-24 00:00:00,7.76,6.35,2024-01-19 00:00:00,6.6,5.91,1.27,7.04,5.23
Bordeaux,Bretagne,7.32,Tramway,6.83,Ligne T2,7.78,120,5.99,2.75,2024-06-21 00:00:00,56008,2.155611,Gare du Nord 4,3.82,2024-04-06 00:00:00,3.34,1.92,3.71,2024-06-30 00:00:00,2.66,2.9,1.36,2024-05-26 00:00:00,6.46,5.87,2024-12-16 00:00:00,6.78,5.45,3.34,3.96,4.41
Marseille,Grand Est,3.66,Tramway,2.31,Ligne 1,3.67,120,8.19,7.72,2024-06-03 00:00:00,53434,4.113322,Gare de Lyon 3,7.9,2024-08-05 00:00:00,7.66,8.22,7.02,2024-12-25 00:00:00,5.57,2.13,8.36,2024-01-13 00:00:00,3.04,5.57,2024-07-15 00:00:00,5.92,4.96,6.48,2.13,5.67
Nantes,Île-de-France,5.02,TER,8.65,Ligne 14,8.47,800,1.66,8.65,2024-02-22 00:00:00,94877,5.930186,Gare de l'Est 4,6.08,2024-10-26 00:00:00,2.23,4.71,1.56,2024-11-24 00:00:00,3.09,4.91,2.56,2024-12-11 00:00:00,5.79,1.24,2024-07-09 00:00:00,2.59,4.5,8.24,6.52,6.54
Lille,Provence-Alpes-Côte d'Azur,4.02,RER,2.49,Ligne C,5.71,800,1.96,2.86,2024-02-28 00:00:00,177179,4.188974,Haussmann Saint-Lazare 6,8.52,2024-11-09 00:00:00,1.49,6.62,4.73,2024-04-17 00:00:00,6.95,7.75,4.81,2024-07-20 00:00:00,3.76,3.18,2024-08-27 00:00:00,2.38,2.74,2.75,6.68,7.21
Strasbourg,Auvergne-Rhône-Alpes,4.19,TGV,4.92,Ligne M1,5.83,800,7.03,8.75,2024-06-09 00:00:00,26427,-1.103607,Matabiau 1,1.49,2024-03-27 00:00:00,8.09,4.96,2.9,2024-02-09 00:00:00,7.45,3.71,5.98,2024-11-26 00:00:00,7.1,5.48,2024-10-25 00:00:00,6.21,6.16,8.33,8.16,3.64
Bordeaux,Occitanie,6.51,Transilien,7.5,Ligne M1,1.66,350,3.57,5.35,2024-04-06 00:00:00,16915,5.230707,Saint-Charles 4,1.88,2024-11-07 00:00:00,4.62,1.41,8.73,2024-02-13 00:00:00,3.19,5.76,1.27,2024-04-29 00:00:00,2.15,4.17,2024-05-05 00:00:00,4.14,4.95,8.64,4.19,8.63
Bordeaux,Grand Est,7.81,Bus RATP,7.69,Ligne C,2.38,800,6.67,3.46,2024-03-18 00:00:00,153285,1.717732,Matabiau 4,5.34,2024-01-14 00:00:00,8.67,1.33,7.61,2024-02-27 00:00:00,7.12,6.02,2.41,2024-09-22 00:00:00,7.98,7.55,2024-04-30 00:00:00,4.32,5.19,8.11,8.08,8.41
Lyon,Grand Est,3.01,Tramway,3.07,Ligne C,5.35,120,8.58,7.1,2024-10-26 00:00:00,50342,4.515896,Saint-Jean 4,2.97,2024-09-03 00:00:00,1.46,2.86,1.48,2024-07-07 00:00:00,4.06,8.05,7.05,2024-08-30 00:00:00,4.69,6.26,2024-05-04 00:00:00,4.6,8.05,6.88,5.12,1.44
Paris,Normandie,8.5,Bus RATP,2.02,Ligne A,7.8,50,7.8,7.11,2024-06-13 00:00:00,106755,-0.331243,Montparnasse 3,1.76,2024-10-01 00:00:00,3.18,4.78,2.41,2024-06-26 00:00:00,1.94,1.23,2.55,2024-04-12 00:00:00,6.67,7.33,2024-03-28 00:00:00,6.39,2.45,6.42,4.3,5.75
Marseille,Auvergne-Rhône-Alpes,7.8,Transilien,7.03,Ligne T2,3.83,120,5.65,6.36,2024-04-22 00:00:00,6316,-1.208482,Matabiau 7,2.78,2024-12-09 00:00:00,4.83,6.36,7.44,2024-07-11 00:00:00,3.86,5.62,8.58,2024-08-23 00:00:00,3.02,2.81,2024-12-07 00:00:00,8.38,1.53,5.69,2.97,6.47
Nantes,Nouvelle-Aquitaine,3.72,Tramway,4.96,Ligne M1,8.17,5,1.89,1.24,2024-04-01 00:00:00,55478,4.865068,Matabiau 3,5.39,2024-07-27 00:00:00,8.47,3.61,2.24,2024-04-02 00:00:00,4.63,2.57,7.35,2024-12-22 00:00:00,4.16,8.13,2024-06-13 00:00:00,5.18,4.62,4.08,6.43,8.48
Paris,Normandie,4.24,RER,5.76,Ligne B,6.44,350,2.42,2.76,2024-03-10 00:00:00,25244,5.815043,Haussmann Saint-Lazare 6,6.48,2024-03-21 00:00:00,4.43,7.65,3.45,2024-10-30 00:00:00,1.29,4.67,2.86,2024-01-12 00:00:00,8.41,3.84,2024-02-13 00:00:00,8.15,3.61,5.81,8.1,3.15
Lille,Auvergne-Rhône-Alpes,1.96,Tramway,2.12,Ligne B,1.82,50,4.18,5.16,2024-05-02 00:00:00,94513,3.806611,Saint-Charles 1,3.84,2024-08-23 00:00:00,6.06,8.13,4.02,2024-05-11 00:00:00,4.55,6.81,8.57,2024-07-29 00:00:00,6.71,2.65,2024-09-06 00:00:00,1.22,2.67,5.3,4.75,3.61
Paris,Provence-Alpes-Côte d'Azur,2.43,Transilien,2.6,Ligne C,6.94,5,5.63,3.37,2024-09-07 00:00:00,49293,5.943153,Saint-Jean 1,6.14,2024-03-01 00:00:00,6.14,6.91,7.13,2024-12-01 00:00:00,6.57,3.02,2.39,2024-06-16 00:00:00,6.77,8.0,2024-01-10 00:00:00,3.45,3.32,7.48,7.52,6.67
Toulouse,Hauts-de-France,3.95,Bus RATP,7.03,Ligne A,4.87,350,3.18,8.72,2024-05-07 00:00:00,146609,0.001371,Gare du Nord 5,4.88,2024-09-16 00:00:00,7.37,1.95,4.76,2024-05-28 00:00:00,4.74,7.28,5.37,2024-06-01 00:00:00,3.06,2.3,2024-03-25 00:00:00,6.1,3.41,8.27,5.61,8.01
Toulouse,Bretagne,2.36,Bus RATP,2.24,Ligne C,6.34,50,3.26,5.62,2024-02-19 00:00:00,17543,3.764351,Part-Dieu 2,2.79,2024-07-26 00:00:00,2.07,6.25,6.96,2024-11-06 00:00:00,4.05,2.76,1.75,2024-08-10 00:00:00,7.32,4.1,2024-08-18 00:00:00,5.39,1.87,6.4,6.17,5.06
Nantes,Pays de la Loire,2.49,Tramway,2.44,Ligne T2,1.45,350,4.41,5.16,2024-05-12 00:00:00,153912,3.261147,Gare de Lyon 5,7.46,2024-03-23 00:00:00,4.07,8.23,3.49,2024-01-31 00:00:00,5.34,4.16,4.85,2024-01-09 00:00:00,2.5,4.62,2024-10-08 00:00:00,3.33,3.06,7.44,3.87,3.7
Toulouse,Grand Est,4.36,TER,2.36,Ligne C,6.9,350,6.5,5.39,2024-05-11 00:00:00,37980,4.248933,Haussmann Saint-Lazare 6,6.23,2024-04-12 00:00:00,3.9,7.99,2.57,2024-05-07 00:00:00,6.75,3.7,3.74,2024-03-13 00:00:00,7.36,8.28,2024-06-07 00:00:00,1.97,5.28,7.95,8.23,8.23
Bordeaux,Bretagne,4.83,Tramway,3.82,Ligne B,5.28,120,1.79,4.96,2024-12-11 00:00:00,76263,0.158591,Montparnasse 1,7.13,2024-08-01 00:00:00,1.68,5.15,1.34,2024-01-19 00:00:00,5.54,1.2,8.7,2024-12-18 00:00:00,5.08,6.26,2024-02-20 00:00:00,3.86,1.6,4.1,2.22,8.42
Paris,Normandie,3.48,Tramway,5.62,Ligne T2,3.55,350,2.67,3.04,2024-03-25 00:00:00,67972,6.241715,Part-Dieu 6,8.36,2024-06-30 00:00:00,4.56,7.33,1.26,2024-06-10 00:00:00,4.3,8.4,4.89,2024-10-07 00:00:00,4.61,1.8,2024-04-07 00:00:00,4.34,8.48,5.06,4.84,5.93
Marseille,Pays de la Loire,5.78,TER,6.94,Ligne C,5.39,50,3.8,6.71,2024-05-05 00:00:00,191940,0.625333,Gare de l'Est 6,8.27,2024-08-07 00:00:00,1.21,7.9,2.21,2024-10-09 00:00:00,4.96,8.64,4.14,2024-10-26 00:00:00,6.11,1.24,2024-07-16 00:00:00,2.55,5.19,3.37,5.3,7.58
Lille,Grand Est,4.63,TGV,8.75,Ligne M1,5.29,50,1.62,7.85,2024-06-18 00:00:00,176157,-1.420921,Matabiau 2,2.98,2024-10-07 00:00:00,3.04,5.97,4.22,2024-04-26 00:00:00,4.27,8.59,1.89,2024-03-19 00:00:00,6.93,7.63,2024-05-10 00:00:00,3.1,2.62,3.75,8.51,3.78
Nice,Auvergne-Rhône-Alpes,4.9,Bus RATP,7.51,Ligne A,7.53,350,1.42,4.4,2024-10-14 00:00:00,102581,0.809625,Gare de Lyon 6,3.93,2024-02-18 00:00:00,3.33,2.18,7.21,2024-09-30 00:00:00,6.86,3.31,1.22,2024-12-01 00:00:00,4.01,2.3,2024-11-24 00:00:00,4.7,6.72,5.64,1.73,3.02
Lyon,Occitanie,3.3,Bus RATP,6.78,Ligne C,6.69,800,3.31,8.38,2024-05-23 00:00:00,120913,1.83377,Gare de l'Est 3,7.41,2024-01-24 00:00:00,3.09,3.68,6.8,2024-06-11 00:00:00,5.69,1.55,8.51,2024-06-14 00:00:00,6.8,6.46,2024-02-26 00:00:00,5.32,7.02,6.27,3.94,2.03
Bordeaux,Île-de-France,4.52,Métro,4.93,Ligne 14,6.38,350,6.05,5.49,2024-03-28 00:00:00,37125,1.495648,Matabiau 2,5.48,2024-08-25 00:00:00,6.8,2.55,3.19,2024-10-05 00:00:00,2.85,4.89,4.66,2024-09-16 00:00:00,4.87,3.17,2024-10-27 00:00:00,7.25,8.77,5.02,6.9,5.43
Nantes,Occitanie,6.18,Tramway,6.87,Ligne M1,4.59,5,3.47,5.15,2024-07-31 00:00:00,39460,1.326908,Gare du Nord 1,8.14,2024-06-21 00:00:00,1.24,4.12,5.19,2024-04-30 00:00:00,2.87,7.79,8.6,2024-06-20 00:00:00,2.06,2.26,2024-12-06 00:00:00,6.93,1.39,2.88,2.87,8.66
Marseille,Normandie,4.26,TGV,5.45,Ligne 14,2.4,800,6.76,1.36,2024-10-01 00:00:00,108020,-0.501551,Montparnasse 9,5.75,2024-01-28 00:00:00,7.47,2.13,3.47,2024-10-25 00:00:00,7.57,4.95,6.58,2024-10-01 00:00:00,6.97,8.23,2024-12-14 00:00:00,7.85,2.35,2.54,8.38,1.95
Marseille,Hauts-de-France,2.11,Métro,3.02,Ligne A,8.42,350,5.72,2.71,2024-02-06 00:00:00,106775,6.136664,Saint-Charles 3,2.4,2024-03-20 00:00:00,6.23,7.78,2.55,2024-02-25 00:00:00,1.71,1.65,3.02,2024-03-10 00:00:00,3.54,1.85,2024-01-16 00:00:00,3.23,7.47,5.85,3.19,6.52
Bordeaux,Nouvelle-Aquitaine,3.26,Bus RATP,3.66,Ligne A,2.27,120,5.33,1.65,2024-08-17 00:00:00,134814,-1.37022,Saint-Jean 3,6.13,2024-03-24 00:00:00,5.79,7.43,3.43,2024-02-13 00:00:00,7.77,5.52,7.32,2024-02-27 00:00:00,2.51,6.84,2024-02-19 00:00:00,2.24,7.25,5.44,3.45,7.76
Lyon,Grand Est,1.26,Métro,7.92,Ligne B,6.19,120,7.31,4.81,2024-01-03 00:00:00,169661,6.299328,Saint-Charles 4,8.72,2024-12-19 00:00:00,4.63,4.32,8.0,2024-07-26 00:00:00,4.41,3.41,3.68,2024-01-28 00:00:00,2.65,5.9,2024-03-31 00:00:00,2.82,8.37,1.93,1.34,2.58
Nantes,Grand Est,3.89,TER,8.08,Ligne 1,1.43,350,7.14,4.12,2024-09-19 00:00:00,72149,3.616228,Part-Dieu 3,3.17,2024-06-09 00:00:00,5.05,1.67,1.63,2024-03-12 00:00:00,4.88,5.15,3.47,2024-10-15 00:00:00,6.58,4.08,2024-11-07 00:00:00,4.62,3.13,6.97,5.32,1.76
Lyon,Nouvelle-Aquitaine,5.85,TER,6.43,Ligne B,3.54,5,4.47,6.15,2024-08-20 00:00:00,25398,6.296006,Gare de Lyon 9,2.25,2024-04-16 00:00:00,8.72,3.59,1.39,2024-09-28 00:00:00,3.39,8.45,1.4,2024-04-20 00:00:00,7.32,8.72,2024-10-14 00:00:00,1.88,2.15,5.97,8.4,3.56
Montpellier,Pays de la Loire,5.95,Transilien,6.16,Ligne A,7.91,350,5.87,8.62,2024-09-13 00:00:00,165445,0.051809,Saint-Jean 2,4.4,2024-04-07 00:00:00,3.69,1.76,1.21,2024-06-23 00:00:00,1.72,1.99,6.04,2024-11-23 00:00:00,6.6,4.44,2024-08-03 00:00:00,2.46,2.55,6.15,4.06,8.71
Toulouse,Hauts-de-France,7.86,TGV,2.95,Ligne M1,3.63,800,5.56,8.6,2024-05-12 00:00:00,89333,2.285842,Saint-Jean 1,6.79,2024-03-01 00:00:00,8.21,8.01,6.28,2024-08-20 00:00:00,7.77,1.72,1.81,2024-10-09 00:00:00,7.37,3.4,2024-03-19 00:00:00,4.41,8.23,6.31,4.84,7.06
Nantes,Nouvelle-Aquitaine,1.26,Bus RATP,5.26,Ligne 14,3.65,350,1.71,3.45,2024-06-30 00:00:00,113586,-0.353803,Gare de l'Est 8,1.87,2024-01-30 00:00:00,4.14,1.82,8.19,2024-03-22 00:00:00,2.59,6.84,3.43,2024-10-12 00:00:00,4.12,7.98,2024-08-30 00:00:00,5.74,1.94,2.49,6.07,4.32
Bordeaux,Auvergne-Rhône-Alpes,5.15,Métro,6.62,Ligne 1,8.35,350,2.78,3.91,2024-05-06 00:00:00,192812,1.741488,Montparnasse 3,4.33,2024-06-11 00:00:00,6.15,4.09,3.98,2024-04-08 00:00:00,3.76,4.19,3.39,2024-10-10 00:00:00,6.68,5.42,2024-12-24 00:00:00,3.02,4.49,1.74,3.47,7.94
Montpellier,Hauts-de-France,1.99,Transilien,4.68,Ligne 14,7.12,120,5.25,6.88,2024-03-03 00:00:00,85204,5.129273,Part-Dieu 4,2.84,2024-06-28 00:00:00,3.3,1.5,7.79,2024-04-17 00:00:00,1.44,4.54,7.82,2024-10-06 00:00:00,8.03,5.74,2024-11-20 00:00:00,1.56,8.48,5.93,6.05,7.44
Lille,Auvergne-Rhône-Alpes,3.08,Tramway,7.72,Ligne C,6.94,5,4.08,8.13,2024-09-17 00:00:00,184664,1.225944,Montparnasse 4,2.55,2024-04-19 00:00:00,2.27,2.28,1.53,2024-12-09 00:00:00,6.16,8.62,7.76,2024-03-26 00:00:00,6.96,6.07,2024-02-13 00:00:00,2.75,2.24,3.21,4.09,4.34
Paris,Bretagne,3.21,TER,7.87,Ligne 1,8.41,5,5.42,8.31,2024-05-06 00:00:00,198126,-0.321352,Gare de Lyon 6,1.44,2024-11-19 00:00:00,5.58,6.53,7.6,2024-03-01 00:00:00,5.17,6.75,3.85,2024-01-02 00:00:00,8.76,8.23,2024-02-18 00:00:00,7.89,6.37,5.65,2.82,8.57
Bordeaux,Bretagne,8.69,Tramway,7.18,Ligne A,4.19,50,4.51,2.12,2024-01-31 00:00:00,198246,5.935625,Saint-Jean 4,7.17,2024-11-11 00:00:00,1.87,5.81,7.58,2024-09-26 00:00:00,5.05,7.22,1.94,2024-10-14 00:00:00,2.02,8.31,2024-02-17 00:00:00,5.34,7.24,7.46,6.37,2.5
Toulouse,Île-de-France,7.54,Métro,7.9,Ligne 14,4.96,350,7.06,2.51,2024-10-04 00:00:00,128670,0.304891,Gare de l'Est 6,2.55,2024-07-01 00:00:00,5.33,8.23,7.4,2024-02-17 00:00:00,7.79,8.29,5.86,2024-12-19 00:00:00,3.42,5.13,2024-10-26 00:00:00,4.23,5.97,4.17,3.54,7.21
Marseille,Bretagne,4.44,Transilien,1.48,Ligne M1,7.28,350,6.86,3.88,2024-07-26 00:00:00,44496,-0.464389,Gare de Lyon 6,6.52,2024-03-15 00:00:00,4.47,6.19,2.29,2024-01-17 00:00:00,6.98,7.18,2.38,2024-04-30 00:00:00,4.31,3.8,2024-12-16 00:00:00,7.6,3.97,3.9,2.61,8.67
Montpellier,Pays de la Loire,5.25,TER,4.67,Ligne A,1.71,350,3.99,2.69,2024-07-09 00:00:00,199553,1.45049,Gare de Lyon 9,6.65,2024-08-10 00:00:00,4.15,2.87,7.02,2024-04-16 00:00:00,5.03,2.01,7.73,2024-06-19 00:00:00,1.85,8.1,2024-02-17 00:00:00,7.52,6.71,8.64,5.1,5.05
Nantes,Normandie,6.65,TGV,3.71,Ligne T2,7.78,800,1.97,7.7,2024-01-27 00:00:00,194217,5.030126,Matabiau 1,8.52,2024-11-29 00:00:00,3.9,4.51,2.98,2024-10-20 00:00:00,6.68,5.86,6.39,2024-06-16 00:00:00,4.29,5.6,2024-03-01 00:00:00,2.68,5.54,1.93,2.8,6.56
Nice,Normandie,3.01,TGV,2.76,Ligne A,5.37,800,1.43,3.08,2024-06-20 00:00:00,41328,-1.238456,Matabiau 9,1.99,2024-10-24 00:00:00,7.54,5.2,5.31,2024-09-21 00:00:00,3.21,5.73,7.32,2024-12-12 00:00:00,2.3,7.79,2024-11-18 00:00:00,5.51,2.78,1.46,7.64,4.27
Nice,Auvergne-Rhône-Alpes,2.92,TER,5.82,Ligne A,2.84,50,3.77,1.59,2024-05-30 00:00:00,106816,2.578201,Haussmann Saint-Lazare 7,6.87,2024-05-28 00:00:00,7.13,2.48,4.76,2024-08-19 00:00:00,3.74,1.7,7.93,2024-07-11 00:00:00,6.63,5.41,2024-07-19 00:00:00,1.31,2.53,5.29,1.26,5.82
Bordeaux,Hauts-de-France,6.54,Métro,2.02,Ligne 14,5.84,50,5.04,5.76,2024-10-20 00:00:00,102850,0.630615,Gare du Nord 6,7.04,2024-01-11 00:00:00,6.88,4.81,1.97,2024-03-09 00:00:00,4.19,6.86,5.94,2024-08-06 00:00:00,5.75,8.52,2024-06-04 00:00:00,4.66,8.25,2.83,5.53,6.14
Marseille,Bretagne,6.36,TGV,6.26,Ligne 1,4.21,350,7.74,2.89,2024-10-09 00:00:00,11441,5.56078,Gare de l'Est 6,6.28,2024-11-09 00:00:00,2.76,2.54,7.39,2024-10-15 00:00:00,7.09,3.24,7.27,2024-05-08 00:00:00,7.41,8.58,2024-12-05 00:00:00,6.8,6.0,1.48,3.98,5.28
Nantes,Provence-Alpes-Côte d'Azur,6.25,TER,7.12,Ligne T2,5.28,350,2.3,7.1,2024-03-11 00:00:00,7028,-0.748342,Gare du Nord 4,1.6,2024-03-19 00:00:00,3.81,5.59,4.6,2024-08-25 00:00:00,4.88,3.14,5.86,2024-09-17 00:00:00,4.25,1.44,2024-11-28 00:00:00,3.82,8.37,4.3,3.28,6.6
Bordeaux,Provence-Alpes-Côte d'Azur,5.49,Bus RATP,2.84,Ligne B,4.39,800,6.07,3.18,2024-11-24 00:00:00,123573,3.088828,Matabiau 2,2.2,2024-05-12 00:00:00,2.79,6.67,2.43,2024-10-31 00:00:00,7.78,6.32,2.57,2024-07-15 00:00:00,5.54,7.28,2024-01-10 00:00:00,2.31,6.61,6.97,6.8,7.5
Bordeaux,Bretagne,3.08,Tramway,2.03,Ligne A,7.74,5,6.36,2.96,2024-07-18 00:00:00,178201,2.588463,Gare de Lyon 1,8.8,2024-11-10 00:00:00,2.63,8.47,2.16,2024-01-07 00:00:00,1.84,4.59,8.27,2024-02-13 00:00:00,2.87,4.15,2024-02-05 00:00:00,1.98,4.45,1.53,7.4,8.52
Lyon,Auvergne-Rhône-Alpes,5.08,Bus RATP,3.14,Ligne 1,2.66,800,8.05,5.99,2024-04-21 00:00:00,173152,3.869535,Saint-Jean 9,3.0,2024-06-09 00:00:00,3.92,2.81,7.83,2024-02-29 00:00:00,8.76,3.0,3.0,2024-11-30 00:00:00,4.35,6.93,2024-11-17 00:00:00,5.77,7.79,5.04,8.16,1.27
Bordeaux,Île-de-France,2.52,Transilien,6.08,Ligne 1,1.81,120,5.72,2.14,2024-07-26 00:00:00,58092,0.953243,Gare du Nord 1,7.45,2024-10-01 00:00:00,8.73,6.35,1.94,2024-03-17 00:00:00,1.33,3.57,6.29,2024-02-19 00:00:00,4.16,7.7,2024-02-10 00:00:00,6.53,8.44,2.24,8.67,2.46
Nice,Occitanie,3.28,Métro,5.91,Ligne B,3.3,350,4.19,6.52,2024-04-28 00:00:00,115150,1.771128,Montparnasse 3,4.15,2024-01-05 00:00:00,4.6,7.11,6.83,2024-06-16 00:00:00,5.06,2.6,8.08,2024-06-18 00:00:00,4.33,2.37,2024-09-02 00:00:00,2.69,4.21,7.84,6.82,3.48
Paris,Hauts-de-France,1.76,TER,4.29,Ligne A,4.71,50,7.59,6.45,2024-06-11 00:00:00,29729,0.12503,Montparnasse 1,3.0,2024-11-22 00:00:00,6.19,2.37,6.82,2024-11-15 00:00:00,4.79,6.59,6.02,2024-10-28 00:00:00,4.62,4.82,2024-04-19 00:00:00,3.12,2.73,3.55,2.11,6.45
Lille,Pays de la Loire,7.46,TER,6.84,Ligne 14,1.75,350,2.97,2.95,2024-12-02 00:00:00,12498,5.335666,Matabiau 8,3.48,2024-12-20 00:00:00,5.81,3.59,2.29,2024-11-02 00:00:00,1.56,2.42,2.63,2024-11-17 00:00:00,2.09,3.78,2024-08-02 00:00:00,7.7,4.0,2.75,6.47,7.47
Nice,Bretagne,2.0,TER,5.16,Ligne M1,7.09,120,6.22,2.0,2024-11-24 00:00:00,199879,4.392437,Saint-Jean 1,8.29,2024-04-24 00:00:00,4.48,3.35,5.53,2024-12-21 00:00:00,6.78,1.88,5.14,2024-01-26 00:00:00,2.53,8.45,2024-08-09 00:00:00,2.19,4.82,2.05,6.89,6.13
Nice,Hauts-de-France,5.65,TER,5.98,Ligne A,2.07,350,5.49,3.68,2024-12-04 00:00:00,53764,2.724944,Haussmann Saint-Lazare 9,8.04,2024-11-01 00:00:00,1.35,6.87,2.42,2024-03-09 00:00:00,7.03,3.18,6.67,2024-04-06 00:00:00,8.17,1.38,2024-08-01 00:00:00,2.12,8.39,5.08,1.74,8.64
Bordeaux,Provence-Alpes-Côte d'Azur,8.17,Tramway,1.76,Ligne B,5.8,800,7.11,4.07,2024-11-24 00:00:00,142479,4.11701,Haussmann Saint-Lazare 8,4.06,2024-03-15 00:00:00,8.63,7.1,2.87,2024-04-20 00:00:00,2.51,2.45,6.18,2024-07-12 00:00:00,6.32,7.45,2024-03-14 00:00:00,2.14,2.62,2.4,7.73,8.08
Bordeaux,Auvergne-Rhône-Alpes,2.56,TGV,4.39,Ligne B,2.13,120,6.7,1.53,2024-01-06 00:00:00,166176,6.014818,Gare de l'Est 2,7.36,2024-12-18 00:00:00,8.1,2.78,5.26,2024-06-20 00:00:00,6.66,4.51,4.44,2024-07-19 00:00:00,8.24,1.2,2024-11-04 00:00:00,4.39,3.69,2.64,7.11,3.47
Paris,Provence-Alpes-Côte d'Azur,5.23,Bus RATP,5.97,Ligne C,5.77,120,8.53,6.62,2024-10-07 00:00:00,19837,6.241843,Part-Dieu 5,8.4,2024-03-02 00:00:00,2.63,3.04,4.15,2024-07-11 00:00:00,4.51,3.95,5.08,2024-05-08 00:00:00,1.46,3.72,2024-08-27 00:00:00,8.19,8.22,2.3,8.64,7.57
Paris,Normandie,6.9,Bus RATP,3.86,Ligne B,5.07,120,2.98,5.38,2024-09-04 00:00:00,157617,1.540841,Haussmann Saint-Lazare 3,4.67,2024-03-07 00:00:00,4.38,2.03,7.63,2024-11-27 00:00:00,7.36,3.68,5.13,2024-05-09 00:00:00,7.33,4.63,2024-12-03 00:00:00,8.0,8.02,6.69,2.48,6.42
Lille,Auvergne-Rhône-Alpes,3.68,TER,4.04,Ligne B,2.46,50,1.96,8.63,2024-01-02 00:00:00,47074,5.245142,Gare de Lyon 4,7.8,2024-10-22 00:00:00,8.16,7.59,4.16,2024-10-24 00:00:00,2.78,2.26,2.86,2024-04-15 00:00:00,5.12,8.53,2024-03-20 00:00:00,3.59,1.57,7.59,1.58,8.74
Lyon,Nouvelle-Aquitaine,2.96,Bus RATP,7.0,Ligne A,5.99,350,2.54,5.2,2024-07-13 00:00:00,115008,2.411453,Matabiau 6,4.69,2024-05-07 00:00:00,1.37,3.78,2.42,2024-01-02 00:00:00,8.27,3.24,8.52,2024-11-03 00:00:00,5.44,3.33,2024-03-23 00:00:00,4.24,5.89,5.74,6.33,8.42
Paris,Grand Est,8.52,Bus RATP,6.03,Ligne 14,4.88,350,3.11,5.96,2024-08-16 00:00:00,50941,1.399597,Gare de l'Est 9,7.09,2024-03-25 00:00:00,1.64,8.65,6.15,2024-03-19 00:00:00,5.86,5.44,1.33,2024-07-10 00:00:00,5.93,5.75,2024-04-04 00:00:00,8.2,1.98,4.88,8.72,3.11
Marseille,Normandie,5.86,Bus RATP,1.85,Ligne T2,5.59,800,4.91,4.84,2024-07-21 00:00:00,128250,5.804253,Saint-Jean 1,7.3,2024-03-16 00:00:00,8.19,3.28,8.2,2024-12-08 00:00:00,4.77,8.23,6.19,2024-11-19 00:00:00,1.52,6.98,2024-07-27 00:00:00,8.38,7.0,2.24,6.14,3.27
