col_ville,col_mode_transport,col_periode_journee,col_freq_moyenne,col_freq_max,col_taux_remplissage_moyen,col_date,col_heure,col_jour_semaine,col_est_weekend,col_frequentation,col_capacite_max,col_taux_remplissage,col_source
Strasbourg,TER,4.78,4.33,8.79,2.66,2024-07-07 00:00:00,3.01,8.2,NON,7.89,120,2.51,SNCF_Open_Data
Montpellier,TER,3.98,6.23,2.95,3.78,2024-09-26 00:00:00,2.12,3.26,0,8.25,50,8.32,SNCF_Open_Data
Nice,RER,6.73,4.76,4.81,7.32,2024-11-16 00:00:00,3.5,4.76,OUI,3.03,120,1.6,Data.gouv.fr
Lille,Tramway,4.52,6.47,1.69,5.12,2024-05-15 00:00:00,3.45,7.78,NON,5.01,50,4.82,SNCF_Open_Data
Lille,RER,7.82,3.19,8.43,4.49,2024-12-17 00:00:00,2.12,1.94,1,2.59,350,6.94,Météo-France
Montpellier,TGV,5.43,5.95,4.35,3.11,2024-09-07 00:00:00,4.67,7.42,0,2.19,120,6.41,RATP_Open_Data_2024
Bordeaux,TER,7.29,6.32,8.49,6.85,2024-09-15 00:00:00,8.54,1.53,OUI,5.41,50,5.06,Data.gouv.fr
Montpellier,Transilien,2.92,7.68,7.73,7.25,2024-06-10 00:00:00,6.18,5.0,0,3.14,50,5.35,RATP_Open_Data_2024
Bordeaux,Métro,7.55,2.09,1.84,8.41,2024-09-15 00:00:00,6.1,4.07,1,3.88,800,5.95,Météo-France
Bordeaux,RER,6.79,7.43,4.56,2.96,2024-01-29 00:00:00,8.62,3.61,OUI,6.17,5,3.24,Météo-France
Lyon,TGV,6.82,7.04,5.3,7.23,2024-09-17 00:00:00,7.47,2.7,OUI,3.34,5,7.32,Météo-France
Lille,TGV,7.86,2.28,7.26,8.19,2024-05-23 00:00:00,3.07,7.3,1,5.37,800,5.98,Data.gouv.fr
Lyon,TGV,1.75,3.39,5.27,2.47,2024-06-08 00:00:00,4.96,5.24,OUI,5.01,800,5.33,Météo-France
Lille,Transilien,6.13,6.98,6.86,8.32,2024-02-24 00:00:00,7.2,6.28,1,4.19,350,3.73,Data.gouv.fr
Lille,Bus RATP,4.24,8.09,4.43,7.87,2024-04-05 00:00:00,5.45,4.39,OUI,7.07,50,2.24,Data.gouv.fr
Lille,Transilien,3.33,6.75,2.64,4.69,2024-12-18 00:00:00,4.79,6.19,OUI,5.24,5,6.41,Data.gouv.fr
Nantes,Tramway,3.89,7.77,6.84,8.55,2024-03-03 00:00:00,8.59,1.41,NON,7.63,5,7.59,Météo-France
Lyon,TER,7.06,3.41,6.25,1.37,2024-09-28 00:00:00,6.89,7.8,1,4.37,5,6.34,SNCF_Open_Data
Montpellier,Transilien,8.32,7.64,1.38,5.18,2024-01-07 00:00:00,7.07,2.36,1,5.33,350,4.35,SNCF_Open_Data
Nice,Tramway,2.85,5.13,2.29,8.47,2024-06-12 00:00:00,4.41,5.18,0,7.22,50,2.72,SNCF_Open_Data
Lille,TER,8.65,7.85,7.22,8.33,2024-10-24 00:00:00,8.25,7.55,NON,4.25,50,8.71,Airparif
Lille,Transilien,4.4,5.47,7.32,1.48,2024-04-18 00:00:00,3.0,2.4,NON,8.77,350,5.14,Météo-France
Lille,TGV,1.68,3.92,3.88,8.14,2024-01-22 00:00:00,7.32,4.22,OUI,8.74,50,2.61,RATP_Open_Data_2024
Toulouse,Tramway,7.03,3.17,1.55,7.75,2024-09-06 00:00:00,7.07,5.36,0,3.62,350,7.89,RATP_Open_Data_2024
Bordeaux,TGV,1.56,2.85,6.79,6.95,2024-08-10 00:00:00,8.59,7.65,1,6.52,350,1.33,RATP_Open_Data_2024
Paris,Transilien,3.85,6.48,6.36,6.18,2024-04-01 00:00:00,1.44,3.15,OUI,7.96,120,7.72,Météo-France
Strasbourg,Transilien,3.76,4.35,8.65,5.72,2024-07-19 00:00:00,3.53,8.66,1,4.22,50,5.27,SNCF_Open_Data
Bordeaux,TER,5.42,7.53,5.52,2.45,2024-01-25 00:00:00,1.26,6.82,0,5.76,5,6.91,Data.gouv.fr
Strasbourg,Transilien,8.04,5.19,1.43,6.23,2024-09-18 00:00:00,6.24,7.54,OUI,6.79,800,6.72,Airparif
Paris,Transilien,2.82,3.65,7.97,7.4,2024-04-28 00:00:00,3.32,7.07,0,3.47,120,6.62,RATP_Open_Data_2024
Lyon,Bus RATP,4.0,7.8,2.29,7.38,2024-10-03 00:00:00,7.7,3.26,NON,2.2,350,5.65,Airparif
Marseille,RER,2.43,6.99,3.87,2.28,2024-09-19 00:00:00,1.98,4.55,0,4.3,800,2.24,RATP_Open_Data_2024
Nice,TGV,7.58,7.06,2.71,7.25,2024-07-07 00:00:00,6.31,3.75,OUI,6.23,120,1.92,Airparif
Nice,RER,2.85,6.63,1.51,3.69,2024-09-03 00:00:00,7.36,4.33,0,3.1,5,4.49,Data.gouv.fr
Montpellier,Transilien,2.07,2.45,5.1,6.31,2024-01-21 00:00:00,3.18,8.36,NON,7.11,120,5.78,SNCF_Open_Data
Marseille,Transilien,6.03,7.61,4.56,8.22,2024-01-28 00:00:00,3.84,3.78,OUI,2.84,5,7.29,Météo-France
Nice,TGV,6.42,7.85,1.48,7.97,2024-09-30 00:00:00,2.35,5.49,1,1.33,350,2.74,RATP_Open_Data_2024
Marseille,Métro,6.4,3.22,6.85,8.1,2024-08-24 00:00:00,8.26,1.48,0,2.04,800,2.29,Météo-France
Paris,RER,2.85,8.71,4.73,1.5,2024-06-22 00:00:00,1.39,1.6,OUI,1.8,50,1.57,SNCF_Open_Data
Montpellier,Métro,6.26,7.07,5.05,7.74,2024-09-11 00:00:00,4.12,5.52,OUI,4.09,350,3.73,SNCF_Open_Data
Lille,Bus RATP,3.3,7.06,1.9,7.77,2024-08-01 00:00:00,5.68,2.41,0,5.74,800,8.28,Airparif
Paris,RER,2.79,7.59,8.26,4.94,2024-07-22 00:00:00,5.01,5.13,1,3.31,5,6.66,Airparif
Lille,Transilien,8.03,1.73,7.73,7.24,2024-11-15 00:00:00,1.52,1.23,NON,1.74,120,7.2,Airparif
Paris,Bus RATP,4.23,3.67,7.94,3.88,2024-02-15 00:00:00,6.77,7.51,NON,5.61,5,1.7,Data.gouv.fr
Toulouse,Transilien,4.24,6.27,8.43,1.25,2024-07-14 00:00:00,4.33,7.78,1,1.34,50,2.28,Airparif
Paris,TER,5.89,3.32,2.46,4.16,2024-12-06 00:00:00,8.66,1.27,OUI,8.26,800,2.68,Airparif
Nice,Métro,8.77,6.59,6.76,3.44,2024-02-26 00:00:00,3.07,3.57,OUI,7.76,120,8.24,RATP_Open_Data_2024
Strasbourg,TER,5.46,4.34,6.3,3.53,2024-10-20 00:00:00,6.86,6.87,1,5.6,5,4.12,Airparif
Toulouse,Bus RATP,7.77,8.58,4.7,2.5,2024-12-26 00:00:00,5.53,3.74,NON,5.07,5,8.55,Météo-France
Nantes,TGV,3.26,1.36,4.4,3.48,2024-11-16 00:00:00,2.89,2.52,OUI,3.18,800,1.33,Météo-France
Paris,Bus RATP,5.05,7.24,5.79,5.61,2024-11-02 00:00:00,5.4,1.68,0,5.83,800,1.86,SNCF_Open_Data
Paris,Transilien,7.81,5.36,7.13,5.46,2024-05-26 00:00:00,6.48,8.22,1,1.65,350,6.2,RATP_Open_Data_2024
Paris,TER,2.1,5.97,5.07,5.68,2024-11-01 00:00:00,8.49,5.88,NON,6.04,50,4.39,SNCF_Open_Data
Lille,TGV,8.55,7.53,2.23,4.82,2024-12-10 00:00:00,6.75,2.67,0,3.55,350,2.6,Data.gouv.fr
Paris,RER,1.23,3.5,8.34,3.41,2024-12-13 00:00:00,2.1,6.73,NON,7.91,50,5.42,Airparif
Montpellier,Transilien,4.74,5.37,1.61,5.67,2024-03-28 00:00:00,3.87,2.58,1,8.64,350,1.9,RATP_Open_Data_2024
Strasbourg,TGV,1.84,6.5,7.29,8.04,2024-06-26 00:00:00,2.5,1.91,OUI,6.33,120,6.46,Data.gouv.fr
Bordeaux,RER,4.11,8.44,8.46,4.36,2024-09-10 00:00:00,2.49,8.39,1,1.94,50,5.46,Météo-France
Lyon,Tramway,2.52,1.96,5.98,8.55,2024-12-01 00:00:00,1.7,1.81,0,7.1,5,7.33,SNCF_Open_Data
Toulouse,TGV,6.04,3.94,8.35,5.67,2024-12-23 00:00:00,3.11,8.41,0,1.52,800,2.19,RATP_Open_Data_2024
Lille,TGV,5.9,7.61,3.54,2.06,2024-10-14 00:00:00,6.36,3.18,0,2.18,5,1.56,RATP_Open_Data_2024
Toulouse,TER,2.63,4.67,4.77,1.74,2024-06-29 00:00:00,6.69,1.89,1,6.36,5,1.8,Météo-France
Lille,TGV,1.95,3.02,4.97,3.88,2024-06-02 00:00:00,8.43,1.63,0,5.18,5,6.46,SNCF_Open_Data
Toulouse,Transilien,2.2,8.74,8.46,8.2,2024-01-08 00:00:00,3.46,8.49,NON,4.02,800,4.19,Data.gouv.fr
Lyon,Métro,5.22,4.74,3.57,8.2,2024-05-12 00:00:00,4.26,2.33,OUI,6.41,800,1.41,Data.gouv.fr
Bordeaux,Bus RATP,8.42,4.65,7.55,2.76,2024-01-03 00:00:00,7.3,5.08,0,1.39,800,1.48,SNCF_Open_Data
Lyon,Bus RATP,8.54,1.3,5.8,5.4,2024-08-15 00:00:00,7.67,4.38,0,8.75,50,3.49,Airparif
Lyon,Métro,2.96,3.68,8.02,8.5,2024-06-16 00:00:00,3.17,5.63,0,6.02,5,8.71,SNCF_Open_Data
Nantes,TGV,7.41,8.47,1.5,6.95,2024-11-04 00:00:00,8.45,2.34,0,2.72,120,2.94,SNCF_Open_Data
Nice,Tramway,7.9,4.22,5.66,6.25,2024-01-04 00:00:00,5.14,5.26,NON,6.8,800,1.39,Airparif
Nantes,Métro,1.55,5.56,8.33,1.36,2024-04-19 00:00:00,3.14,7.11,NON,3.97,120,5.81,RATP_Open_Data_2024
Strasbourg,RER,1.96,1.86,3.04,1.27,2024-02-18 00:00:00,4.41,2.92,OUI,7.16,800,5.08,SNCF_Open_Data
Bordeaux,RER,4.0,8.79,5.58,1.3,2024-01-27 00:00:00,4.85,7.69,OUI,3.33,350,2.11,Data.gouv.fr
Strasbourg,Bus RATP,5.27,8.48,6.95,3.38,2024-11-13 00:00:00,8.09,5.98,NON,6.22,50,6.95,SNCF_Open_Data
Toulouse,Métro,3.52,4.3,6.76,4.54,2024-04-03 00:00:00,2.16,2.43,OUI,3.15,5,2.96,SNCF_Open_Data
Toulouse,Métro,8.6,7.15,7.11,7.0,2024-06-27 00:00:00,7.58,3.06,0,8.28,120,2.86,Data.gouv.fr
Marseille,TGV,5.17,2.41,8.08,3.94,2024-01-20 00:00:00,1.8,4.18,NON,4.85,800,6.91,SNCF_Open_Data
Paris,TGV,7.27,8.07,7.58,4.04,2024-10-02 00:00:00,6.4,4.26,1,4.94,350,5.26,RATP_Open_Data_2024
Bordeaux,RER,5.61,2.34,6.24,3.2,2024-06-08 00:00:00,3.29,6.4,1,6.44,50,1.75,Météo-France
Nantes,Transilien,2.61,4.76,8.73,8.37,2024-10-19 00:00:00,7.16,8.65,NON,7.1,50,8.62,Airparif
Bordeaux,Transilien,6.91,5.0,3.05,5.92,2024-11-17 00:00:00,6.65,8.44,1,7.51,120,8.67,Data.gouv.fr
Nantes,RER,4.75,1.34,4.54,2.86,2024-11-22 00:00:00,3.86,7.71,1,2.58,120,3.12,Météo-France
Toulouse,Transilien,6.6,7.28,1.46,2.33,2024-12-04 00:00:00,5.33,3.29,0,5.71,5,7.49,Airparif
Marseille,RER,4.05,1.32,5.08,2.11,2024-04-13 00:00:00,8.78,6.34,0,8.28,800,2.67,Data.gouv.fr
Strasbourg,RER,1.98,3.56,4.36,7.08,2024-06-12 00:00:00,6.58,5.46,NON,2.65,350,4.55,Data.gouv.fr
Lille,Tramway,4.82,5.69,3.41,6.1,2024-12-14 00:00:00,6.84,7.9,NON,3.85,5,1.59,Airparif
Bordeaux,Transilien,2.61,6.78,3.75,6.56,2024-04-08 00:00:00,6.41,7.18,OUI,6.16,50,1.81,RATP_Open_Data_2024
Paris,TGV,2.51,6.21,6.24,4.5,2024-03-14 00:00:00,7.27,3.77,NON,7.39,120,5.89,Airparif
Marseille,Tramway,5.68,3.78,8.54,4.92,2024-08-31 00:00:00,4.06,5.73,OUI,1.74,800,1.67,Data.gouv.fr
Montpellier,Bus RATP,5.17,2.47,8.31,5.51,2024-10-22 00:00:00,8.07,2.35,0,6.17,800,8.03,Airparif
Nice,Bus RATP,4.92,8.26,8.27,2.1,2024-04-02 00:00:00,4.55,1.94,NON,7.28,50,8.71,SNCF_Open_Data
Paris,Tramway,6.42,6.17,4.49,8.36,2024-07-23 00:00:00,5.86,6.17,NON,8.53,120,4.34,SNCF_Open_Data
Paris,TER,6.08,6.32,8.28,2.96,2024-09-05 00:00:00,3.54,1.34,OUI,6.86,5,4.71,Météo-France
Nice,Tramway,8.11,2.35,3.66,7.18,2024-04-13 00:00:00,5.73,3.27,NON,6.46,5,2.85,SNCF_Open_Data
Strasbourg,Bus RATP,1.65,8.16,5.21,4.93,2024-05-18 00:00:00,8.01,2.63,NON,7.46,50,6.43,Météo-France
Strasbourg,TER,6.2,2.61,7.71,8.31,2024-04-09 00:00:00,3.34,3.13,1,3.87,800,2.57,Airparif
Montpellier,Bus RATP,8.66,4.07,1.78,7.03,2024-02-17 00:00:00,6.26,5.87,OUI,4.32,5,1.25,RATP_Open_Data_2024
Lille,TER,2.97,2.35,6.05,8.73,2024-09-20 00:00:00,6.12,5.63,1,1.31,800,4.4,Météo-France
Marseille,RER,3.67,1.23,4.6,3.44,2024-08-08 00:00:00,3.34,8.77,OUI,2.02,5,8.03,Data.gouv.fr
Nice,Tramway,4.01,3.67,2.36,2.29,2024-07-13 00:00:00,5.04,1.83,NON,2.35,120,4.28,RATP_Open_Data_2024
Lyon,Métro,3.9,5.0,1.82,5.07,2024-10-01 00:00:00,7.63,1.64,NON,2.2,50,1.89,Data.gouv.fr
Toulouse,TGV,2.57,3.66,8.22,4.28,2024-10-17 00:00:00,2.39,1.22,OUI,2.03,120,1.7,Airparif
Nantes,TGV,6.75,6.51,8.68,4.22,2024-08-30 00:00:00,1.89,5.55,NON,6.43,350,3.58,Météo-France
Lyon,Tramway,5.95,8.2,7.97,3.92,2024-02-22 00:00:00,6.87,3.34,1,4.8,800,7.94,Météo-France
Toulouse,Bus RATP,6.14,1.22,6.97,6.49,2024-08-06 00:00:00,8.3,2.1,NON,3.94,120,6.04,Météo-France
Nice,Transilien,5.21,3.19,6.96,3.19,2024-07-01 00:00:00,4.06,6.29,OUI,3.02,120,7.87,Data.gouv.fr
Nantes,TER,2.77,4.25,6.78,7.59,2024-10-23 00:00:00,3.72,5.95,OUI,8.64,50,2.23,Data.gouv.fr
Nantes,Bus RATP,7.39,8.49,3.22,3.59,2024-01-17 00:00:00,5.8,2.21,0,5.32,800,2.09,RATP_Open_Data_2024
Bordeaux,Bus RATP,3.23,3.13,2.75,3.73,2024-09-29 00:00:00,3.04,5.6,1,4.09,50,1.57,Airparif
Marseille,TGV,1.73,6.98,6.54,5.05,2024-11-11 00:00:00,6.76,3.1,NON,6.8,50,8.42,Data.gouv.fr
Toulouse,Tramway,2.33,4.44,6.01,6.85,2024-04-22 00:00:00,5.59,4.62,NON,6.61,350,3.27,SNCF_Open_Data
Paris,TGV,5.2,2.67,7.64,8.78,2024-04-24 00:00:00,4.79,4.83,1,6.23,800,7.22,RATP_Open_Data_2024
Nice,TER,1.81,2.1,5.4,7.79,2024-06-27 00:00:00,8.08,1.34,OUI,5.58,350,3.12,Airparif
Paris,Tramway,6.28,3.86,6.88,8.01,2024-12-08 00:00:00,3.34,4.59,OUI,5.26,800,2.34,Airparif
Nice,Bus RATP,8.21,8.38,6.36,4.12,2024-05-18 00:00:00,8.75,6.38,1,7.92,120,8.13,Météo-France
Strasbourg,Transilien,3.7,5.44,2.18,5.11,2024-05-17 00:00:00,3.01,6.1,1,1.62,5,4.38,RATP_Open_Data_2024
Montpellier,RER,2.59,4.52,2.14,2.11,2024-04-19 00:00:00,7.96,7.88,0,5.14,120,7.89,Météo-France
Strasbourg,Transilien,8.09,8.02,2.7,4.3,2024-01-01 00:00:00,2.99,1.92,NON,5.59,800,1.96,Airparif
Toulouse,Bus RATP,8.54,3.88,2.03,7.24,2024-05-14 00:00:00,6.05,7.75,0,8.53,50,1.51,SNCF_Open_Data
Bordeaux,Métro,8.45,2.01,5.49,4.5,2024-07-03 00:00:00,7.89,8.16,NON,4.67,50,4.83,SNCF_Open_Data
Marseille,Transilien,4.41,2.9,6.8,5.07,2024-08-19 00:00:00,6.62,7.86,OUI,8.52,5,1.89,SNCF_Open_Data
Toulouse,Bus RATP,6.97,8.25,5.11,2.9,2024-09-17 00:00:00,2.35,1.4,1,8.4,50,8.72,Data.gouv.fr
Strasbourg,Transilien,2.17,1.56,2.32,8.28,2024-02-28 00:00:00,3.77,7.73,NON,5.25,50,3.08,Météo-France
Paris,TER,6.14,6.39,4.07,3.7,2024-10-15 00:00:00,4.4,6.15,1,4.68,5,3.26,SNCF_Open_Data
Strasbourg,Bus RATP,1.58,2.11,6.6,5.78,2024-05-21 00:00:00,2.01,5.3,OUI,2.06,5,4.65,SNCF_Open_Data
Lyon,Transilien,6.79,6.68,7.19,3.49,2024-02-22 00:00:00,5.51,5.98,NON,6.3,50,7.01,RATP_Open_Data_2024
Lille,RER,7.05,7.19,4.2,1.76,2024-02-06 00:00:00,1.73,7.84,0,3.21,120,3.67,Météo-France
Strasbourg,Tramway,4.43,8.17,7.88,7.92,2024-11-25 00:00:00,5.39,3.29,NON,8.68,800,5.11,Data.gouv.fr
Lyon,TGV,5.3,6.63,2.4,3.47,2024-01-21 00:00:00,3.76,3.32,1,7.04,800,2.69,Airparif
Lyon,Tramway,3.05,6.67,6.8,4.32,2024-07-22 00:00:00,8.65,6.77,0,8.28,800,2.95,Météo-France
Strasbourg,Métro,3.46,8.36,6.14,7.57,2024-10-15 00:00:00,1.63,2.53,OUI,3.82,350,2.06,Météo-France
Nantes,Transilien,4.77,4.08,2.1,2.81,2024-08-07 00:00:00,2.76,5.77,NON,4.79,800,8.57,SNCF_Open_Data
Nice,Tramway,7.81,1.34,6.21,6.54,2024-07-03 00:00:00,8.67,2.19,OUI,4.22,5,3.91,Météo-France
Montpellier,TGV,2.69,2.84,1.59,3.2,2024-06-27 00:00:00,7.2,1.24,0,4.54,120,2.71,Airparif
Nice,Transilien,4.19,6.1,3.54,3.81,2024-06-15 00:00:00,3.18,1.44,0,4.5,50,4.22,Météo-France
Lyon,Tramway,1.3,2.7,7.62,3.55,2024-11-11 00:00:00,5.78,2.26,1,5.65,350,2.39,Météo-France
Nantes,Transilien,2.95,6.2,7.94,7.44,2024-03-26 00:00:00,1.51,2.74,0,3.77,120,4.67,Airparif
Bordeaux,Tramway,5.82,5.35,6.38,8.0,2024-09-18 00:00:00,6.04,8.45,OUI,1.43,350,4.62,SNCF_Open_Data
Lyon,Bus RATP,7.53,2.97,2.79,4.65,2024-05-27 00:00:00,8.2,1.43,NON,4.09,350,3.82,RATP_Open_Data_2024
Montpellier,Bus RATP,6.79,5.59,8.45,8.66,2024-02-03 00:00:00,3.03,3.7,1,3.38,350,3.76,Data.gouv.fr
Nice,Tramway,1.34,7.79,7.55,5.21,2024-06-27 00:00:00,1.78,7.46,NON,2.1,120,5.2,Airparif
Nantes,Transilien,8.72,1.81,8.75,4.15,2024-12-01 00:00:00,6.57,6.84,OUI,6.65,350,1.72,Airparif
Lille,Bus RATP,7.47,2.27,2.4,6.2,2024-01-24 00:00:00,4.32,7.49,OUI,2.03,120,6.77,RATP_Open_Data_2024
Toulouse,TER,2.53,5.29,2.36,5.38,2024-04-02 00:00:00,4.05,7.15,NON,4.19,50,8.69,Data.gouv.fr
Lille,Bus RATP,6.7,6.73,7.94,5.67,2024-10-04 00:00:00,5.68,2.72,0,5.15,800,1.75,SNCF_Open_Data
Strasbourg,TER,2.32,1.64,3.95,8.55,2024-06-07 00:00:00,6.17,4.63,0,1.31,350,3.54,Data.gouv.fr
Strasbourg,Transilien,5.05,5.04,6.24,1.43,2024-10-16 00:00:00,7.3,8.55,NON,6.38,800,8.39,Météo-France
Lyon,RER,3.54,8.77,4.65,7.34,2024-10-18 00:00:00,2.13,7.35,OUI,4.44,350,5.48,SNCF_Open_Data
Lyon,TGV,3.34,2.2,2.01,5.92,2024-11-24 00:00:00,3.88,8.6,OUI,2.0,50,3.39,Météo-France
Paris,Transilien,3.48,8.74,4.01,1.23,2024-02-09 00:00:00,6.72,2.91,OUI,8.69,350,7.05,SNCF_Open_Data
Paris,TER,6.06,7.27,3.25,5.02,2024-01-18 00:00:00,8.33,5.76,NON,6.48,800,4.42,SNCF_Open_Data
Bordeaux,TGV,4.92,2.28,8.66,2.59,2024-09-23 00:00:00,5.7,7.5,0,1.58,50,4.18,Météo-France
Strasbourg,Tramway,5.69,7.3,3.11,1.61,2024-08-17 00:00:00,8.49,4.36,NON,3.72,50,7.91,Data.gouv.fr
Montpellier,Métro,6.69,4.68,6.3,6.25,2024-05-30 00:00:00,3.18,1.51,0,4.43,50,8.43,Météo-France
Toulouse,Bus RATP,6.61,3.57,4.8,1.89,2024-02-08 00:00:00,6.56,7.03,NON,3.53,350,6.67,SNCF_Open_Data
Lyon,TER,8.07,7.61,6.01,1.59,2024-02-28 00:00:00,6.03,4.31,NON,7.03,50,1.71,Data.gouv.fr
Lille,Métro,7.54,3.04,6.09,8.6,2024-09-11 00:00:00,2.92,4.52,1,6.06,120,4.47,SNCF_Open_Data
Nantes,TGV,1.95,6.43,2.65,1.51,2024-02-21 00:00:00,6.8,3.42,0,8.35,120,7.16,SNCF_Open_Data
Nice,Métro,7.04,6.51,5.75,4.18,2024-04-18 00:00:00,8.09,1.59,NON,2.24,5,5.54,Data.gouv.fr
Toulouse,TER,6.77,4.9,6.06,6.97,2024-08-25 00:00:00,7.86,4.8,NON,3.21,350,6.93,Data.gouv.fr
Marseille,TER,1.44,5.93,6.18,6.73,2024-05-24 00:00:00,7.6,8.23,1,2.49,5,4.7,RATP_Open_Data_2024
Lille,Métro,5.25,6.38,5.75,1.36,2024-06-01 00:00:00,4.02,3.38,1,5.91,800,2.19,SNCF_Open_Data
Nantes,TER,5.06,5.61,6.91,4.45,2024-05-16 00:00:00,3.59,7.61,1,3.29,350,3.16,Data.gouv.fr
Lille,Métro,5.55,6.09,8.68,6.88,2024-03-29 00:00:00,1.65,3.83,0,3.3,350,3.9,RATP_Open_Data_2024
Montpellier,Transilien,8.27,5.71,4.9,3.61,2024-05-13 00:00:00,4.34,7.46,0,6.5,800,3.74,Airparif
Nantes,Tramway,7.9,8.2,6.31,3.75,2024-07-05 00:00:00,6.59,2.26,0,6.9,800,7.1,Data.gouv.fr
Nantes,Bus RATP,6.98,1.74,3.09,2.48,2024-05-15 00:00:00,8.76,2.1,NON,5.68,50,3.73,RATP_Open_Data_2024
Bordeaux,TER,1.28,7.33,7.21,1.76,2024-03-22 00:00:00,7.19,2.71,1,1.95,120,6.95,Météo-France
Strasbourg,Bus RATP,2.47,5.28,2.26,7.78,2024-08-05 00:00:00,6.06,2.95,OUI,5.37,350,1.35,Data.gouv.fr
Nantes,Métro,7.87,5.91,1.58,4.69,2024-08-31 00:00:00,2.83,8.0,OUI,1.57,5,7.25,Airparif
Bordeaux,Métro,1.79,5.48,7.01,7.45,2024-07-16 00:00:00,3.59,3.82,1,1.2,120,8.32,RATP_Open_Data_2024
Lyon,TGV,7.2,2.86,4.28,4.63,2024-08-31 00:00:00,4.93,4.7,0,1.64,50,4.37,Météo-France
Nantes,Transilien,4.68,3.8,6.47,7.43,2024-10-08 00:00:00,2.34,6.12,1,5.26,5,6.76,Data.gouv.fr
Toulouse,Transilien,7.86,5.87,7.07,4.06,2024-12-23 00:00:00,4.12,2.63,1,8.42,50,7.83,SNCF_Open_Data
Marseille,Métro,3.62,3.86,6.89,7.01,2024-08-22 00:00:00,6.82,2.23,NON,1.57,50,7.47,SNCF_Open_Data
Lille,Bus RATP,4.21,5.54,1.37,4.24,2024-10-27 00:00:00,1.6,4.27,OUI,2.13,120,4.46,Data.gouv.fr
Toulouse,Tramway,7.26,1.86,7.63,7.22,2024-07-21 00:00:00,5.14,7.93,0,7.54,350,7.29,Airparif
Nice,TER,4.15,4.13,6.93,2.15,2024-08-22 00:00:00,2.88,2.19,NON,4.5,800,1.79,RATP_Open_Data_2024
Marseille,Transilien,6.13,7.52,7.79,8.28,2024-05-19 00:00:00,3.83,3.59,0,6.27,50,3.19,Data.gouv.fr
Nantes,Métro,1.46,5.27,5.93,6.68,2024-02-09 00:00:00,2.49,1.66,0,5.51,50,6.17,Data.gouv.fr
Marseille,Bus RATP,3.71,1.93,6.18,6.3,2024-05-20 00:00:00,5.01,1.32,0,5.73,120,4.88,SNCF_Open_Data
Nantes,RER,4.23,6.29,3.93,8.26,2024-02-09 00:00:00,6.27,5.99,0,3.78,5,4.43,Airparif
Nice,TGV,4.4,5.92,8.09,7.1,2024-09-20 00:00:00,4.92,3.0,OUI,7.0,350,6.46,Data.gouv.fr
Marseille,TER,3.56,8.25,4.37,5.4,2024-06-15 00:00:00,3.51,8.38,0,7.1,350,3.4,Météo-France
Nice,Tramway,4.43,7.71,7.19,8.65,2024-07-18 00:00:00,1.93,5.52,1,3.66,5,5.92,Météo-France
Nice,RER,4.55,1.41,8.03,8.23,2024-01-14 00:00:00,5.35,3.16,OUI,3.98,50,2.23,Data.gouv.fr
Nice,Transilien,3.81,7.92,2.82,6.68,2024-10-08 00:00:00,3.12,8.6,OUI,3.85,50,2.84,Airparif
Lille,Tramway,4.06,7.65,2.99,2.27,2024-10-07 00:00:00,6.99,3.32,NON,3.32,5,8.41,SNCF_Open_Data
Toulouse,RER,3.05,1.34,6.81,2.41,2024-06-06 00:00:00,6.57,6.34,1,7.14,350,3.27,Météo-France
Lyon,RER,2.04,2.89,8.23,7.51,2024-04-03 00:00:00,8.6,8.1,NON,2.66,5,3.39,SNCF_Open_Data
Lille,Métro,7.18,8.39,7.2,2.28,2024-10-22 00:00:00,3.82,6.42,0,1.38,5,3.54,Météo-France
Nice,Métro,4.16,8.52,2.54,1.25,2024-11-04 00:00:00,4.77,4.34,0,4.27,5,4.21,Airparif
Bordeaux,TGV,5.77,6.79,6.39,3.26,2024-07-19 00:00:00,1.9,3.67,OUI,5.15,350,5.72,Airparif
Paris,Métro,6.35,8.56,8.69,5.68,2024-03-28 00:00:00,3.74,1.26,1,5.05,120,4.48,Airparif
Nice,Tramway,6.83,5.35,5.49,5.12,2024-08-12 00:00:00,4.39,8.06,OUI,7.34,800,3.12,Data.gouv.fr
Lyon,RER,7.21,7.06,1.76,6.42,2024-02-17 00:00:00,5.89,4.63,NON,3.79,350,1.96,Airparif
Nice,TER,3.05,2.27,3.65,7.13,2024-09-13 00:00:00,7.61,5.25,NON,7.63,50,5.23,Airparif
Nice,Bus RATP,4.16,3.72,4.2,3.35,2024-02-14 00:00:00,7.96,2.24,OUI,6.53,120,7.03,SNCF_Open_Data
Nantes,Métro,1.99,7.51,7.97,7.58,2024-09-10 00:00:00,2.85,7.94,OUI,7.68,5,3.21,Data.gouv.fr
Montpellier,TGV,7.01,8.54,4.84,5.13,2024-08-19 00:00:00,1.35,5.91,1,8.25,120,4.43,Data.gouv.fr
Bordeaux,TER,8.03,4.77,8.56,1.69,2024-01-10 00:00:00,8.2,8.52,OUI,6.11,350,1.3,Airparif
Bordeaux,Métro,2.18,8.6,6.35,5.31,2024-08-09 00:00:00,2.39,8.35,NON,5.98,5,5.92,SNCF_Open_Data
Nantes,Bus RATP,4.11,5.37,3.6,7.12,2024-04-09 00:00:00,3.12,1.79,0,1.8,50,1.25,Météo-France
