col_ville,col_mode_transport,col_retard_moyen,col_retard_max,col_nb_incidents,col_total_passagers_impactes,col_date,col_heure,col_ligne,col_retard_minutes,col_retard_categorie,col_cause_retard,col_nb_voyages_affectes,col_passagers_impactes,col_type_incident,col_source
Bordeaux,Tramway,6.77,8.15,ID_075,3.81,2024-07-13 00:00:00,8.63,6.63,2.32,6.26,2.54,6.95,2.21,ID_075,Airparif
Paris,TER,5.77,7.41,ID_076,2.48,2024-10-31 00:00:00,5.93,2.91,7.06,6.99,2.92,4.25,2.2,ID_076,Airparif
Strasbourg,Transilien,2.21,2.88,ID_077,4.35,2024-11-07 00:00:00,5.1,3.11,4.0,8.2,2.75,8.41,5.86,ID_077,Airparif
Lyon,RER,7.31,3.19,ID_078,7.72,2024-04-10 00:00:00,2.71,3.21,1.36,2.42,5.82,4.74,6.94,ID_078,Airparif
Nantes,Bus RATP,5.64,5.51,ID_079,3.1,2024-10-02 00:00:00,6.71,8.2,4.37,1.55,4.27,2.64,1.74,ID_079,Airparif
Lyon,Transilien,8.27,8.04,ID_080,2.78,2024-10-20 00:00:00,2.37,2.2,8.49,8.38,8.41,3.56,1.52,ID_080,RATP_Open_Data_2024
Strasbourg,Métro,5.71,2.16,ID_081,7.58,2024-11-16 00:00:00,3.42,8.38,3.15,8.2,7.3,7.12,5.35,ID_081,Data.gouv.fr
Bordeaux,TER,4.18,7.53,ID_082,6.35,2024-04-07 00:00:00,4.41,8.26,3.29,3.56,2.73,1.92,6.05,ID_082,Météo-France
Nantes,RER,2.93,4.14,ID_083,1.61,2024-06-09 00:00:00,8.65,6.56,5.79,2.49,1.55,4.92,4.92,ID_083,Data.gouv.fr
Montpellier,Métro,5.2,4.83,ID_084,1.78,2024-10-13 00:00:00,1.72,8.19,7.1,3.34,7.11,3.01,8.66,ID_084,Airparif
Strasbourg,TGV,4.88,4.07,ID_085,7.72,2024-04-16 00:00:00,6.25,1.24,3.09,5.35,8.1,4.41,3.65,ID_085,SNCF_Open_Data
Lille,Transilien,7.37,3.97,ID_086,5.46,2024-05-04 00:00:00,7.53,6.23,8.67,4.76,6.03,2.44,2.57,ID_086,Airparif
Montpellier,Bus RATP,5.79,5.05,ID_087,8.65,2024-11-16 00:00:00,6.46,6.52,3.92,6.34,6.45,5.51,2.54,ID_087,Météo-France
Bordeaux,RER,4.11,4.46,ID_088,3.51,2024-08-23 00:00:00,6.86,6.56,4.12,7.14,4.74,3.71,1.88,ID_088,Data.gouv.fr
Toulouse,TER,7.17,1.34,ID_089,4.58,2024-01-01 00:00:00,4.98,4.8,4.12,8.28,5.99,1.68,4.87,ID_089,Data.gouv.fr
Nice,Transilien,7.11,8.06,ID_090,5.57,2024-02-15 00:00:00,7.81,5.24,8.0,7.66,2.79,2.4,2.21,ID_090,SNCF_Open_Data
Nice,Métro,1.92,6.09,ID_091,8.45,2024-01-21 00:00:00,5.43,2.11,1.72,6.56,8.66,1.49,5.35,ID_091,Airparif
Nice,Bus RATP,6.07,5.84,ID_092,5.02,2024-09-25 00:00:00,5.83,5.24,3.42,7.29,7.09,3.54,7.6,ID_092,Data.gouv.fr
Toulouse,Métro,3.76,2.44,ID_093,8.7,2024-09-15 00:00:00,3.72,6.43,4.84,3.28,2.24,4.88,4.47,ID_093,Data.gouv.fr
Toulouse,Tramway,6.08,3.14,ID_094,4.7,2024-01-30 00:00:00,1.48,2.46,7.92,3.18,8.62,7.64,2.03,ID_094,Data.gouv.fr
Lyon,Bus RATP,6.49,8.74,ID_095,6.31,2024-07-31 00:00:00,6.53,4.45,1.64,4.15,2.78,8.11,2.37,ID_095,Airparif
Bordeaux,Métro,8.55,6.46,ID_096,8.59,2024-03-05 00:00:00,5.92,4.66,4.55,1.9,8.74,2.34,6.23,ID_096,Data.gouv.fr
Lille,RER,2.23,2.14,ID_097,5.5,2024-10-11 00:00:00,4.01,6.08,1.87,1.91,8.51,2.26,3.8,ID_097,Météo-France
Bordeaux,RER,6.63,2.22,ID_098,5.88,2024-08-15 00:00:00,2.97,2.9,6.43,5.44,4.19,7.84,7.85,ID_098,SNCF_Open_Data
Nantes,Transilien,7.73,4.94,ID_099,6.8,2024-11-25 00:00:00,3.0,4.63,7.96,7.35,7.09,3.85,5.6,ID_099,RATP_Open_Data_2024
Paris,Métro,7.52,1.46,ID_000,7.78,2024-02-21 00:00:00,4.39,5.89,2.26,1.69,7.0,7.56,3.4,ID_000,Météo-France
Paris,Tramway,5.09,8.63,ID_001,4.02,2024-05-18 00:00:00,4.4,1.87,7.26,7.33,7.31,3.89,1.78,ID_001,Airparif
Paris,TGV,3.62,7.85,ID_002,2.04,2024-01-04 00:00:00,5.69,8.35,6.1,5.47,7.13,7.71,1.7,ID_002,SNCF_Open_Data
Lyon,Transilien,7.2,1.26,ID_003,8.23,2024-11-10 00:00:00,4.44,7.45,2.47,8.58,4.21,7.53,7.33,ID_003,Data.gouv.fr
Bordeaux,Métro,6.11,1.63,ID_004,6.69,2024-11-16 00:00:00,6.76,1.87,5.81,1.7,3.54,3.07,8.52,ID_004,Airparif
Strasbourg,TGV,3.08,2.84,ID_005,8.59,2024-10-16 00:00:00,4.66,5.93,1.52,6.42,8.28,2.19,8.7,ID_005,Airparif
Strasbourg,Transilien,8.26,8.03,ID_006,5.01,2024-10-12 00:00:00,5.65,4.19,5.77,5.9,1.85,2.58,3.1,ID_006,Data.gouv.fr
Toulouse,TGV,5.47,2.41,ID_007,2.43,2024-05-23 00:00:00,1.68,2.89,4.81,2.05,6.58,7.63,6.99,ID_007,SNCF_Open_Data
Paris,TGV,2.28,7.53,ID_008,5.77,2024-11-28 00:00:00,2.37,3.02,4.22,1.88,4.86,8.29,2.43,ID_008,RATP_Open_Data_2024
Nantes,Tramway,5.75,4.83,ID_009,5.22,2024-01-07 00:00:00,6.85,8.12,4.65,3.81,6.61,7.05,1.88,ID_009,Data.gouv.fr
Nice,Tramway,5.78,7.21,ID_010,1.54,2024-09-29 00:00:00,1.97,7.35,6.57,3.04,1.65,6.07,5.25,ID_010,SNCF_Open_Data
Strasbourg,Transilien,1.21,2.31,ID_011,1.59,2024-04-05 00:00:00,4.11,8.41,4.13,1.52,5.8,3.52,8.45,ID_011,SNCF_Open_Data
Strasbourg,TGV,3.73,4.49,ID_012,6.26,2024-09-10 00:00:00,2.19,8.65,2.64,5.81,8.49,5.71,3.76,ID_012,Météo-France
Strasbourg,TGV,4.95,1.49,ID_013,5.03,2024-08-01 00:00:00,1.83,5.32,4.17,3.92,5.66,7.05,3.92,ID_013,Data.gouv.fr
Paris,TGV,2.52,5.85,ID_014,4.81,2024-11-01 00:00:00,4.18,8.76,1.45,6.18,8.16,5.14,3.93,ID_014,Data.gouv.fr
Paris,Transilien,3.42,2.27,ID_015,5.85,2024-05-18 00:00:00,8.61,3.63,5.16,4.23,5.5,8.57,7.25,ID_015,Data.gouv.fr
Strasbourg,TGV,6.62,3.34,ID_016,4.83,2024-02-20 00:00:00,4.87,6.51,5.36,4.49,7.31,5.4,1.75,ID_016,Météo-France
Lyon,Métro,7.91,2.46,ID_017,7.37,2024-02-09 00:00:00,7.52,6.71,1.69,6.93,5.51,1.52,1.52,ID_017,Airparif
Lyon,TER,6.16,5.36,ID_018,1.55,2024-09-27 00:00:00,8.28,2.45,3.28,2.24,7.72,7.9,2.96,ID_018,Météo-France
Lyon,Métro,6.64,6.16,ID_019,2.03,2024-11-01 00:00:00,5.52,6.2,2.73,4.45,6.34,3.13,3.59,ID_019,Airparif
Strasbourg,Tramway,7.11,2.3,ID_020,7.16,2024-01-10 00:00:00,4.0,4.21,7.39,7.06,2.99,6.12,7.78,ID_020,Data.gouv.fr
Toulouse,RER,7.38,5.37,ID_021,1.61,2024-07-04 00:00:00,6.2,4.59,6.27,2.06,2.61,1.62,5.29,ID_021,Météo-France
Nice,Bus RATP,7.18,8.35,ID_022,2.81,2024-10-06 00:00:00,1.9,4.77,5.42,6.49,7.37,8.64,7.82,ID_022,Data.gouv.fr
Montpellier,RER,3.62,7.4,ID_023,6.45,2024-11-13 00:00:00,5.64,4.03,3.54,4.93,6.97,3.67,8.76,ID_023,RATP_Open_Data_2024
Lille,TER,7.6,5.49,ID_024,6.6,2024-02-22 00:00:00,2.15,8.79,1.77,4.71,5.99,3.51,7.7,ID_024,Airparif
Marseille,TER,2.66,8.64,ID_025,6.78,2024-12-14 00:00:00,6.23,8.22,1.96,1.5,6.34,3.28,2.6,ID_025,Météo-France
Lyon,Transilien,4.51,5.61,ID_026,6.98,2024-01-12 00:00:00,7.75,4.97,2.97,7.41,3.93,7.55,8.49,ID_026,Météo-France
Bordeaux,RER,1.43,3.02,ID_027,7.46,2024-12-17 00:00:00,5.95,3.84,5.78,3.13,8.13,8.36,7.97,ID_027,Météo-France
Montpellier,Transilien,8.26,6.96,ID_028,1.21,2024-08-14 00:00:00,5.23,1.87,5.15,4.86,8.5,7.59,3.6,ID_028,RATP_Open_Data_2024
Montpellier,Transilien,2.29,7.73,ID_029,4.32,2024-11-09 00:00:00,4.14,7.52,2.59,2.93,1.41,5.25,4.84,ID_029,SNCF_Open_Data
Lyon,RER,4.52,1.97,ID_030,4.72,2024-12-03 00:00:00,6.77,4.74,2.09,7.22,2.84,1.64,8.51,ID_030,Météo-France
Strasbourg,Tramway,5.93,8.58,ID_031,7.2,2024-11-15 00:00:00,5.32,7.95,2.77,1.5,2.85,3.34,4.31,ID_031,Data.gouv.fr
Lille,Tramway,3.05,3.04,ID_032,6.19,2024-05-13 00:00:00,8.49,2.91,2.52,6.18,1.54,1.78,3.1,ID_032,SNCF_Open_Data
Nice,TER,3.67,2.31,ID_033,8.05,2024-10-31 00:00:00,6.94,6.46,4.46,8.03,3.46,7.82,8.62,ID_033,Météo-France
Nantes,TER,1.59,6.17,ID_034,7.25,2024-11-14 00:00:00,2.61,3.76,4.81,7.76,4.92,7.03,3.91,ID_034,SNCF_Open_Data
Lyon,Transilien,2.56,4.31,ID_035,1.2,2024-11-19 00:00:00,7.41,8.75,5.76,4.78,1.51,6.85,3.72,ID_035,Airparif
Nice,TGV,5.7,8.79,ID_036,1.29,2024-11-20 00:00:00,7.62,8.41,2.69,5.15,2.18,2.9,8.35,ID_036,Data.gouv.fr
Montpellier,TGV,6.3,2.94,ID_037,6.88,2024-10-25 00:00:00,6.68,8.21,5.99,2.58,5.94,4.21,6.37,ID_037,SNCF_Open_Data
Marseille,RER,4.5,7.01,ID_038,7.02,2024-06-10 00:00:00,6.17,1.77,5.56,6.84,2.85,8.07,5.16,ID_038,SNCF_Open_Data
Lyon,RER,5.01,6.83,ID_039,7.78,2024-05-28 00:00:00,3.97,4.81,5.29,1.99,2.18,2.85,4.49,ID_039,SNCF_Open_Data
Nice,RER,8.06,8.14,ID_040,5.64,2024-06-12 00:00:00,3.34,1.95,2.01,8.45,2.4,3.43,7.1,ID_040,Data.gouv.fr
Toulouse,Bus RATP,5.91,2.88,ID_041,5.87,2024-03-11 00:00:00,7.59,5.63,4.69,7.55,4.69,8.15,1.36,ID_041,Data.gouv.fr
Lille,TER,5.46,7.09,ID_042,5.09,2024-06-17 00:00:00,8.48,7.91,6.89,5.48,8.08,8.25,5.37,ID_042,Data.gouv.fr
Marseille,TER,7.85,5.58,ID_043,5.1,2024-07-02 00:00:00,1.27,1.26,8.04,6.32,3.19,8.31,8.78,ID_043,Data.gouv.fr
Lille,TER,8.27,1.38,ID_044,1.59,2024-08-23 00:00:00,4.09,6.54,4.21,2.25,4.79,4.06,3.91,ID_044,Data.gouv.fr
Lyon,RER,7.73,4.91,ID_045,2.57,2024-01-13 00:00:00,5.78,2.23,6.89,4.9,3.66,5.12,5.54,ID_045,SNCF_Open_Data
Montpellier,Transilien,7.56,2.94,ID_046,3.66,2024-07-15 00:00:00,7.72,8.62,7.15,2.69,2.52,8.6,4.16,ID_046,Data.gouv.fr
Lille,Métro,3.41,4.65,ID_047,7.99,2024-04-12 00:00:00,6.9,7.31,3.56,7.86,3.55,1.96,1.96,ID_047,Météo-France
Paris,RER,4.94,3.68,ID_048,7.27,2024-04-16 00:00:00,8.59,7.88,2.23,8.59,3.35,8.26,5.21,ID_048,Data.gouv.fr
Nice,RER,2.43,2.0,ID_049,1.59,2024-01-24 00:00:00,8.59,8.71,5.65,4.32,8.41,6.82,4.62,ID_049,Airparif
Paris,TGV,2.99,4.14,ID_050,3.57,2024-03-16 00:00:00,7.78,1.79,2.65,3.57,3.87,5.03,6.16,ID_050,RATP_Open_Data_2024
Marseille,Bus RATP,6.04,2.65,ID_051,2.31,2024-07-05 00:00:00,8.31,2.16,4.23,1.25,1.33,7.71,6.26,ID_051,RATP_Open_Data_2024
Toulouse,Tramway,8.42,1.51,ID_052,5.76,2024-06-26 00:00:00,1.26,6.69,5.82,4.31,3.73,2.93,5.27,ID_052,RATP_Open_Data_2024
Strasbourg,Tramway,5.33,1.94,ID_053,6.21,2024-09-26 00:00:00,6.14,7.72,4.23,6.46,4.28,5.18,1.57,ID_053,Data.gouv.fr
Marseille,TER,3.9,6.49,ID_054,1.46,2024-05-05 00:00:00,4.31,8.35,6.31,3.81,2.82,3.98,3.35,ID_054,Météo-France
Lyon,Tramway,1.32,3.01,ID_055,5.47,2024-02-12 00:00:00,5.55,6.05,7.28,3.96,2.89,7.19,3.8,ID_055,RATP_Open_Data_2024
Montpellier,TGV,5.77,6.87,ID_056,6.9,2024-07-01 00:00:00,6.44,7.8,7.44,8.13,8.73,1.77,1.47,ID_056,Data.gouv.fr
Lille,TGV,5.32,7.79,ID_057,3.85,2024-05-18 00:00:00,7.26,4.45,7.14,2.56,4.46,2.57,1.73,ID_057,Airparif
Marseille,Bus RATP,2.49,6.12,ID_058,2.56,2024-03-15 00:00:00,7.77,6.1,7.98,1.26,3.74,3.6,3.55,ID_058,Data.gouv.fr
Strasbourg,Métro,6.86,4.85,ID_059,3.91,2024-03-17 00:00:00,5.29,6.51,6.01,5.52,4.26,8.36,2.02,ID_059,SNCF_Open_Data
Montpellier,TGV,3.29,2.47,ID_060,1.55,2024-02-11 00:00:00,8.69,5.29,3.24,4.73,5.57,8.41,3.11,ID_060,Airparif
Toulouse,TER,8.56,4.55,ID_061,1.94,2024-02-01 00:00:00,6.21,8.07,4.67,2.47,6.8,1.32,6.71,ID_061,SNCF_Open_Data
Marseille,Métro,6.31,3.26,ID_062,6.59,2024-06-20 00:00:00,7.64,1.59,4.16,8.58,5.17,8.73,5.13,ID_062,Météo-France
Nice,Métro,1.28,3.03,ID_063,1.59,2024-11-16 00:00:00,4.2,3.81,5.63,8.05,5.17,3.2,5.4,ID_063,RATP_Open_Data_2024
Toulouse,TER,2.05,7.25,ID_064,8.76,2024-03-28 00:00:00,2.04,1.91,3.04,3.12,1.99,6.47,8.32,ID_064,SNCF_Open_Data
Strasbourg,Transilien,4.25,1.93,ID_065,2.48,2024-01-12 00:00:00,8.61,8.18,5.29,5.71,4.09,6.33,8.38,ID_065,Météo-France
Marseille,Transilien,6.04,7.1,ID_066,2.96,2024-04-02 00:00:00,3.13,4.48,7.26,3.23,7.36,3.33,6.85,ID_066,RATP_Open_Data_2024
Strasbourg,TER,3.47,5.47,ID_067,5.83,2024-01-23 00:00:00,6.19,3.51,3.14,6.83,5.57,5.78,8.62,ID_067,SNCF_Open_Data
Toulouse,RER,4.71,8.42,ID_068,3.78,2024-03-22 00:00:00,2.98,5.75,7.15,5.94,4.07,8.01,7.25,ID_068,SNCF_Open_Data
Nantes,TGV,2.83,3.31,ID_069,3.21,2024-02-15 00:00:00,3.07,7.64,5.13,1.9,6.53,5.25,7.29,ID_069,SNCF_Open_Data
Lille,Bus RATP,6.06,4.95,ID_070,6.05,2024-08-16 00:00:00,6.51,5.78,3.49,3.36,6.22,8.44,3.19,ID_070,SNCF_Open_Data
Montpellier,RER,8.21,7.48,ID_071,7.59,2024-09-04 00:00:00,5.95,7.04,7.16,2.21,8.05,5.74,8.64,ID_071,SNCF_Open_Data
Nice,TER,5.15,6.66,ID_072,4.73,2024-01-02 00:00:00,6.56,6.57,2.81,2.78,6.83,5.03,5.71,ID_072,Data.gouv.fr
Paris,Tramway,5.6,3.72,ID_073,7.25,2024-11-27 00:00:00,7.55,8.44,4.31,1.5,2.32,3.51,3.44,ID_073,SNCF_Open_Data
Montpellier,Transilien,3.13,4.99,ID_074,7.75,2024-05-31 00:00:00,1.49,6.31,4.03,1.38,1.77,1.82,4.8,ID_074,SNCF_Open_Data
Nantes,Transilien,8.69,5.27,ID_075,7.18,2024-03-10 00:00:00,1.33,8.77,7.67,6.99,3.49,1.47,2.99,ID_075,SNCF_Open_Data
Bordeaux,Tramway,7.94,6.57,ID_076,2.99,2024-01-22 00:00:00,6.62,7.3,1.26,5.8,2.38,2.99,5.07,ID_076,RATP_Open_Data_2024
Nice,RER,1.92,5.45,ID_077,1.47,2024-09-23 00:00:00,6.34,4.13,7.55,5.8,3.29,5.69,3.25,ID_077,Airparif
Nice,Métro,6.78,7.22,ID_078,7.16,2024-10-18 00:00:00,5.54,3.54,6.78,4.6,1.99,6.2,7.15,ID_078,Météo-France
Lille,Transilien,2.71,4.61,ID_079,4.54,2024-02-05 00:00:00,3.65,5.43,7.04,8.36,7.64,4.93,1.44,ID_079,SNCF_Open_Data
Paris,Tramway,6.96,5.1,ID_080,2.82,2024-10-28 00:00:00,4.08,4.39,6.79,7.27,7.1,6.04,3.35,ID_080,Météo-France
Nantes,Bus RATP,5.6,3.91,ID_081,5.24,2024-09-06 00:00:00,8.48,8.71,6.57,3.16,6.13,8.27,5.42,ID_081,Airparif
Lille,TER,4.52,3.28,ID_082,8.14,2024-12-08 00:00:00,5.96,8.14,4.05,8.14,4.93,4.21,1.55,ID_082,Météo-France
Nantes,TER,5.84,5.8,ID_083,5.07,2024-07-17 00:00:00,5.99,2.44,4.73,8.0,8.48,6.57,3.06,ID_083,RATP_Open_Data_2024
Lille,Bus RATP,4.07,6.32,ID_084,4.01,2024-01-05 00:00:00,4.4,5.49,3.33,3.73,5.14,3.41,1.23,ID_084,SNCF_Open_Data
Lyon,TER,2.48,5.62,ID_085,3.45,2024-12-12 00:00:00,8.35,8.06,5.38,4.28,2.26,7.13,6.93,ID_085,SNCF_Open_Data
Montpellier,Métro,3.69,4.18,ID_086,4.66,2024-02-20 00:00:00,7.46,7.99,3.33,5.05,7.9,1.34,2.69,ID_086,SNCF_Open_Data
Nice,RER,5.4,1.26,ID_087,5.02,2024-01-28 00:00:00,8.42,1.92,7.11,4.39,7.96,4.74,5.21,ID_087,Data.gouv.fr
Paris,TGV,2.36,7.72,ID_088,3.67,2024-08-08 00:00:00,3.3,3.66,6.28,6.38,5.83,7.87,3.33,ID_088,SNCF_Open_Data
Strasbourg,Transilien,5.85,2.4,ID_089,6.21,2024-02-10 00:00:00,3.81,4.4,7.85,8.59,1.72,8.69,7.43,ID_089,SNCF_Open_Data
Nice,TGV,8.52,2.21,ID_090,3.04,2024-02-14 00:00:00,2.73,2.83,4.56,8.62,3.98,3.19,8.53,ID_090,SNCF_Open_Data
Lyon,Bus RATP,3.93,7.95,ID_091,4.23,2024-12-03 00:00:00,4.97,7.49,6.01,3.01,3.83,4.02,8.32,ID_091,RATP_Open_Data_2024
Bordeaux,Métro,6.38,3.15,ID_092,6.08,2024-06-25 00:00:00,1.84,4.87,8.04,2.84,8.02,2.66,1.76,ID_092,SNCF_Open_Data
Strasbourg,TER,7.25,6.38,ID_093,6.46,2024-04-04 00:00:00,3.36,1.7,3.69,7.36,5.29,6.38,2.63,ID_093,Airparif
Bordeaux,RER,6.22,7.7,ID_094,1.6,2024-12-03 00:00:00,7.9,5.78,5.51,2.4,5.06,2.8,3.49,ID_094,SNCF_Open_Data
Toulouse,TER,4.46,2.03,ID_095,7.04,2024-09-10 00:00:00,7.37,5.77,3.64,5.0,6.85,4.86,1.66,ID_095,Data.gouv.fr
Toulouse,TER,5.53,8.57,ID_096,3.2,2024-01-09 00:00:00,2.69,5.81,6.54,8.5,2.48,6.6,1.87,ID_096,SNCF_Open_Data
Nantes,Métro,6.73,6.25,ID_097,1.73,2024-02-20 00:00:00,4.92,4.09,4.95,4.68,1.28,5.5,7.46,ID_097,Airparif
Montpellier,Métro,4.48,6.99,ID_098,4.42,2024-04-01 00:00:00,7.37,4.49,1.21,4.03,6.26,2.09,2.69,ID_098,Data.gouv.fr
Nantes,RER,4.23,3.79,ID_099,2.33,2024-10-24 00:00:00,2.71,4.51,6.95,6.47,1.79,8.15,4.74,ID_099,RATP_Open_Data_2024
Marseille,RER,6.57,6.57,ID_000,7.66,2024-02-06 00:00:00,7.95,2.6,4.56,2.28,5.9,2.34,2.7,ID_000,Airparif
Toulouse,RER,8.59,7.9,ID_001,6.08,2024-04-02 00:00:00,5.34,1.65,6.54,2.86,3.53,3.6,7.55,ID_001,Airparif
Bordeaux,RER,1.97,5.0,ID_002,8.03,2024-09-24 00:00:00,4.99,4.44,7.72,6.87,7.26,1.48,5.5,ID_002,Météo-France
Paris,Métro,7.1,6.86,ID_003,4.82,2024-10-04 00:00:00,6.07,5.8,5.69,8.35,5.21,4.93,2.7,ID_003,RATP_Open_Data_2024
Montpellier,Transilien,1.55,1.28,ID_004,7.26,2024-01-21 00:00:00,8.58,8.63,4.21,2.14,2.95,4.99,2.08,ID_004,SNCF_Open_Data
Paris,TER,6.04,7.21,ID_005,6.44,2024-09-11 00:00:00,8.62,2.7,5.58,1.37,2.19,3.66,6.6,ID_005,Airparif
Bordeaux,Tramway,6.39,1.84,ID_006,5.54,2024-07-15 00:00:00,1.75,6.88,8.62,3.01,6.43,7.36,3.99,ID_006,Data.gouv.fr
Strasbourg,Métro,5.55,5.37,ID_007,2.2,2024-10-25 00:00:00,3.75,2.23,5.05,8.12,4.36,3.63,7.49,ID_007,Météo-France
Montpellier,Métro,7.79,6.52,ID_008,3.97,2024-07-21 00:00:00,5.44,6.03,3.85,3.62,6.8,7.56,5.88,ID_008,SNCF_Open_Data
Marseille,Tramway,7.49,6.03,ID_009,7.14,2024-02-24 00:00:00,4.95,4.69,6.73,1.45,6.76,4.32,2.69,ID_009,Airparif
Nantes,TER,2.6,8.2,ID_010,3.25,2024-01-23 00:00:00,4.64,7.52,2.82,2.79,3.74,2.39,3.75,ID_010,Airparif
Nice,TER,4.56,3.47,ID_011,3.93,2024-12-12 00:00:00,5.71,1.84,6.56,5.36,6.11,2.68,3.21,ID_011,Météo-France
Marseille,TER,1.87,7.06,ID_012,3.87,2024-06-26 00:00:00,6.9,5.19,3.1,5.1,8.69,6.03,6.41,ID_012,SNCF_Open_Data
Marseille,Tramway,1.89,2.93,ID_013,3.88,2024-10-02 00:00:00,4.67,1.28,4.97,7.41,4.15,1.9,3.37,ID_013,RATP_Open_Data_2024
Montpellier,RER,1.96,6.95,ID_014,6.72,2024-07-31 00:00:00,2.54,6.92,7.62,2.92,4.94,5.98,2.69,ID_014,Météo-France
Bordeaux,Transilien,2.36,5.18,ID_015,6.14,2024-02-01 00:00:00,4.46,6.22,7.67,2.77,1.66,5.88,3.98,ID_015,Airparif
Lille,Transilien,3.8,7.94,ID_016,8.6,2024-05-29 00:00:00,5.77,2.24,8.26,8.57,3.31,1.48,3.24,ID_016,Data.gouv.fr
Toulouse,Tramway,4.17,3.27,ID_017,8.36,2024-10-16 00:00:00,3.02,2.17,4.41,7.78,8.42,6.12,3.42,ID_017,Data.gouv.fr
Lyon,Tramway,7.59,4.03,ID_018,4.35,2024-12-21 00:00:00,3.19,8.48,2.56,2.72,6.18,3.02,4.27,ID_018,Météo-France
Marseille,Métro,8.08,8.32,ID_019,4.56,2024-11-22 00:00:00,8.07,1.94,6.95,1.36,6.96,5.58,7.77,ID_019,Météo-France
Montpellier,Métro,5.04,8.62,ID_020,3.17,2024-07-16 00:00:00,4.6,6.83,2.95,5.96,3.37,3.57,5.89,ID_020,Météo-France
Montpellier,Métro,4.56,1.98,ID_021,1.8,2024-08-22 00:00:00,6.93,6.18,3.21,6.33,1.68,2.13,6.03,ID_021,SNCF_Open_Data
Nice,Métro,3.82,4.43,ID_022,7.95,2024-02-11 00:00:00,4.35,5.17,2.18,6.16,7.18,2.37,8.28,ID_022,Météo-France
Lille,RER,2.21,8.05,ID_023,8.51,2024-11-16 00:00:00,6.35,4.65,5.03,7.97,1.39,7.01,1.59,ID_023,Météo-France
Lille,RER,2.08,5.17,ID_024,6.64,2024-06-08 00:00:00,3.18,7.71,7.42,4.24,7.19,6.85,5.59,ID_024,Data.gouv.fr
Montpellier,Tramway,6.1,6.28,ID_025,7.86,2024-02-24 00:00:00,6.4,5.32,5.22,5.65,2.4,3.06,4.41,ID_025,Airparif
Nice,TGV,6.84,4.47,ID_026,7.2,2024-11-22 00:00:00,2.51,2.31,6.57,3.91,2.73,7.38,8.16,ID_026,Data.gouv.fr
Nice,TER,6.01,1.84,ID_027,4.83,2024-04-02 00:00:00,4.98,3.56,4.2,7.02,6.91,6.08,4.29,ID_027,Météo-France
Marseille,TER,8.33,4.71,ID_028,7.2,2024-12-21 00:00:00,8.47,5.49,5.99,3.23,8.05,4.96,6.55,ID_028,SNCF_Open_Data
Lille,TER,3.54,1.65,ID_029,4.41,2024-01-26 00:00:00,6.34,2.13,4.06,6.1,2.51,4.92,6.13,ID_029,Airparif
Lyon,Métro,8.21,7.45,ID_030,6.02,2024-08-04 00:00:00,5.44,7.66,5.06,6.77,2.95,4.88,4.35,ID_030,SNCF_Open_Data
Bordeaux,TER,7.48,3.05,ID_031,3.69,2024-03-25 00:00:00,2.99,5.58,3.75,7.36,3.41,2.98,4.7,ID_031,RATP_Open_Data_2024
Toulouse,TER,7.93,4.18,ID_032,5.05,2024-04-26 00:00:00,6.61,7.1,5.65,5.29,6.85,8.43,2.68,ID_032,Météo-France
Montpellier,RER,8.46,6.32,ID_033,4.31,2024-10-22 00:00:00,7.61,7.33,7.97,4.79,3.47,2.58,6.92,ID_033,RATP_Open_Data_2024
Nantes,RER,3.97,6.74,ID_034,3.43,2024-04-06 00:00:00,7.19,2.47,7.48,5.9,7.11,2.81,4.88,ID_034,RATP_Open_Data_2024
Nantes,Tramway,8.7,3.34,ID_035,1.25,2024-11-07 00:00:00,3.94,3.97,5.89,5.51,3.25,1.93,2.11,ID_035,RATP_Open_Data_2024
Lille,Tramway,8.52,2.12,ID_036,2.99,2024-11-07 00:00:00,5.28,8.59,7.43,1.98,6.77,2.12,5.9,ID_036,Météo-France
Lyon,Bus RATP,8.12,4.67,ID_037,3.94,2024-03-18 00:00:00,1.68,5.38,1.97,6.41,2.42,2.86,5.16,ID_037,Data.gouv.fr
Lyon,TER,5.78,1.9,ID_038,5.44,2024-06-21 00:00:00,6.8,6.32,2.33,2.39,4.21,7.5,7.93,ID_038,Météo-France
Marseille,Bus RATP,4.27,8.45,ID_039,2.24,2024-11-19 00:00:00,6.63,7.17,8.5,6.54,7.66,3.42,5.1,ID_039,Météo-France
Marseille,Transilien,7.38,3.96,ID_040,2.79,2024-04-22 00:00:00,2.2,5.37,4.53,5.4,1.97,5.82,1.65,ID_040,Data.gouv.fr
Lille,Bus RATP,7.0,8.67,ID_041,7.2,2024-11-14 00:00:00,6.87,4.07,1.89,1.7,5.04,5.95,4.24,ID_041,SNCF_Open_Data
Lyon,Bus RATP,5.76,3.45,ID_042,2.79,2024-02-13 00:00:00,7.37,3.93,1.82,2.96,3.34,7.99,5.72,ID_042,Data.gouv.fr
Toulouse,Bus RATP,6.27,5.79,ID_043,2.96,2024-09-24 00:00:00,4.09,4.16,4.62,1.29,1.39,5.34,4.14,ID_043,RATP_Open_Data_2024
Paris,Transilien,6.5,3.87,ID_044,7.39,2024-02-11 00:00:00,5.28,4.28,8.31,4.0,3.6,6.56,5.15,ID_044,RATP_Open_Data_2024
