col_ville,col_region,col_type_periode,col_creneau_horaire,col_heure_debut,col_type_route,col_type_trafic_dominant,col_nb_vehicules,col_est_heure_pic,col_niveau_congestion,col_vitesse_moyenne_kmh,col_facteur_periode,col_date_scraping,col_source,col_trafic_total,col_nb_heures_pic,col_vitesse_moyenne,col_trafic_moyen_journalier,col_facteur_vs_ouvre,col_heures_pic,col_niveau_encombrement,col_date_analyse,col_trafic_moyen,col_nb_villes_concernees,col_trafic_total_jour,col_heures_congestion,col_rang,col_pourcentage_vs_max
Toulouse,Nouvelle-Aquitaine,6.56,5.47,6.01,4.87,7.64,1.57,6.28,2.59,80,2.41,2024-11-15 00:00:00,Data.gouv.fr,5.97,5.63,30,8.76,2.84,8.13,5.61,2024-02-07 00:00:00,4.73,Montpellier,7.63,6.7,8.03,8.72
Strasbourg,Auvergne-Rhône-Alpes,3.91,6.95,8.44,4.29,5.12,3.91,6.33,7.99,130,4.53,2024-09-12 00:00:00,Airparif,3.24,2.41,30,3.36,8.16,5.01,1.58,2024-09-02 00:00:00,6.41,Strasbourg,3.39,7.26,2.57,5.63
Paris,Nouvelle-Aquitaine,2.9,4.5,4.19,4.03,5.81,8.25,6.88,5.55,30,6.22,2024-05-04 00:00:00,SNCF_Open_Data,7.99,8.36,130,8.14,6.45,1.48,3.0,2024-11-14 00:00:00,2.96,Strasbourg,5.8,1.45,6.8,2.65
Lyon,Grand Est,5.58,1.97,4.11,4.65,7.49,5.71,7.03,6.58,50,3.13,2024-10-14 00:00:00,Météo-France,1.91,4.19,110,5.53,2.09,7.68,6.19,2024-05-12 00:00:00,2.38,Nantes,2.96,1.45,2.59,4.66
Lille,Normandie,6.02,5.62,2.08,4.19,8.43,6.91,7.71,1.35,80,1.62,2024-08-16 00:00:00,RATP_Open_Data_2024,3.65,5.36,30,6.0,4.31,2.66,5.51,2024-05-25 00:00:00,5.86,Nantes,4.81,5.63,5.84,4.91
Strasbourg,Auvergne-Rhône-Alpes,6.64,1.94,5.44,3.24,2.64,6.0,4.76,3.46,70,6.98,2024-04-28 00:00:00,Airparif,5.02,3.5,130,2.58,3.35,8.44,3.06,2024-08-26 00:00:00,7.47,Strasbourg,8.01,5.09,3.75,6.07
Bordeaux,Auvergne-Rhône-Alpes,6.07,4.9,3.33,4.97,1.72,8.55,8.22,4.44,50,5.1,2024-12-14 00:00:00,Airparif,1.38,8.52,130,3.48,1.58,3.88,4.11,2024-10-12 00:00:00,3.74,Lille,6.14,5.84,3.49,5.27
Nantes,Auvergne-Rhône-Alpes,2.99,7.91,6.61,2.96,5.48,3.74,5.24,5.47,70,3.7,2024-04-22 00:00:00,Airparif,3.76,4.03,45,2.37,7.5,4.32,7.03,2024-09-26 00:00:00,7.01,Montpellier,1.89,3.25,4.53,8.23
Toulouse,Nouvelle-Aquitaine,4.17,6.4,3.21,2.23,7.77,7.18,7.68,7.35,50,5.12,2024-11-04 00:00:00,Météo-France,7.89,5.07,130,4.66,1.8,6.53,8.73,2024-07-29 00:00:00,1.55,Nantes,8.07,1.42,4.46,7.64
Strasbourg,Bretagne,7.96,8.57,1.61,3.17,7.05,7.13,2.53,8.33,45,4.46,2024-09-18 00:00:00,Météo-France,6.15,3.12,70,5.78,3.0,5.32,7.43,2024-03-18 00:00:00,7.06,Paris,6.05,5.43,2.33,8.28
Toulouse,Pays de la Loire,6.55,4.39,1.41,4.93,1.87,3.44,1.52,5.73,50,3.07,2024-06-28 00:00:00,Météo-France,6.39,7.21,130,4.8,4.57,4.17,4.45,2024-09-24 00:00:00,5.87,Montpellier,7.09,6.95,2.0,2.75
Paris,Auvergne-Rhône-Alpes,4.9,8.37,6.01,6.75,1.86,6.44,6.34,4.68,80,1.58,2024-05-01 00:00:00,Data.gouv.fr,5.56,6.95,50,6.43,8.42,4.53,8.56,2024-11-18 00:00:00,4.67,Lille,7.87,7.55,7.39,8.24
Montpellier,Hauts-de-France,2.91,8.69,5.21,5.38,5.53,2.74,8.66,3.14,50,4.35,2024-06-21 00:00:00,Airparif,3.74,5.56,70,5.0,8.63,5.21,1.32,2024-01-12 00:00:00,1.86,Toulouse,8.61,7.86,8.8,5.41
Nice,Normandie,5.13,6.75,3.97,4.6,3.44,8.4,4.66,6.92,130,1.89,2024-10-11 00:00:00,RATP_Open_Data_2024,4.96,7.5,110,2.29,8.26,6.43,6.41,2024-10-25 00:00:00,5.11,Bordeaux,3.36,2.68,5.7,1.38
Paris,Occitanie,6.33,7.06,3.26,4.7,5.9,2.04,4.04,8.27,70,3.36,2024-10-18 00:00:00,SNCF_Open_Data,5.54,3.03,130,5.82,4.41,4.96,6.01,2024-12-06 00:00:00,6.95,Toulouse,4.09,1.73,7.28,8.2
Lyon,Occitanie,2.59,5.12,5.19,8.46,8.65,6.22,5.71,7.52,110,4.01,2024-08-13 00:00:00,Météo-France,7.35,8.39,110,5.25,7.1,8.71,2.27,2024-07-06 00:00:00,1.42,Lyon,3.13,5.83,5.56,4.96
Marseille,Grand Est,7.5,6.87,7.25,4.49,6.12,5.74,3.97,3.78,130,7.64,2024-08-23 00:00:00,Météo-France,6.44,8.75,130,3.81,4.66,2.36,4.41,2024-07-27 00:00:00,5.35,Montpellier,6.91,6.39,8.51,1.47
Marseille,Pays de la Loire,2.32,2.98,8.29,5.38,6.58,1.93,7.57,8.76,70,2.09,2024-10-27 00:00:00,RATP_Open_Data_2024,4.34,6.01,70,4.9,4.58,2.69,7.39,2024-10-13 00:00:00,8.6,Nantes,8.52,5.33,5.31,3.87
Paris,Occitanie,1.47,6.36,3.06,4.4,5.58,6.46,2.29,5.49,45,5.4,2024-01-27 00:00:00,SNCF_Open_Data,3.83,4.56,70,1.51,2.2,8.57,3.98,2024-12-09 00:00:00,7.1,Paris,5.75,4.17,5.42,5.73
Nice,Pays de la Loire,2.8,7.22,2.91,8.46,8.13,1.26,4.15,5.33,80,3.48,2024-07-07 00:00:00,SNCF_Open_Data,3.81,3.49,130,7.74,4.09,5.73,5.55,2024-02-18 00:00:00,6.35,Bordeaux,2.68,7.22,8.44,6.62
Toulouse,Normandie,6.19,2.56,6.69,8.37,3.96,3.2,1.28,1.3,45,3.16,2024-06-27 00:00:00,Météo-France,2.35,5.15,80,3.17,2.57,7.72,2.05,2024-12-01 00:00:00,5.77,Paris,6.99,1.86,6.53,3.36
Nice,Île-de-France,6.08,7.39,3.96,8.23,2.24,7.31,7.93,7.6,50,6.19,2024-09-09 00:00:00,Météo-France,6.97,6.75,70,2.51,7.69,5.62,5.96,2024-12-01 00:00:00,6.63,Nice,5.23,7.07,4.09,8.36
Marseille,Pays de la Loire,8.56,7.43,8.17,8.78,3.99,7.83,7.59,3.5,70,1.27,2024-07-19 00:00:00,Data.gouv.fr,4.46,2.73,70,3.14,1.63,4.06,1.2,2024-05-04 00:00:00,2.56,Lille,5.06,3.2,4.2,6.7
Lyon,Île-de-France,2.4,6.73,1.85,3.9,5.68,1.39,1.29,3.71,130,5.08,2024-04-29 00:00:00,Météo-France,5.16,3.19,130,6.2,3.09,8.25,4.12,2024-06-03 00:00:00,1.35,Lyon,2.99,2.86,6.54,8.17
Nice,Normandie,2.96,2.09,7.28,7.29,6.14,3.75,5.59,8.77,30,2.77,2024-03-12 00:00:00,Météo-France,4.64,5.38,70,7.11,5.21,5.51,2.23,2024-09-10 00:00:00,5.7,Paris,7.8,6.52,6.37,3.04
Nantes,Hauts-de-France,1.51,1.4,8.38,1.24,2.32,5.69,7.26,6.95,50,2.31,2024-09-01 00:00:00,Data.gouv.fr,2.05,4.19,45,6.99,2.47,7.08,7.58,2024-07-08 00:00:00,5.74,Lille,5.12,5.71,3.73,1.93
Bordeaux,Île-de-France,7.64,7.21,4.08,2.3,7.17,3.03,6.27,3.68,50,3.22,2024-05-01 00:00:00,Data.gouv.fr,3.26,3.62,130,5.84,2.2,7.59,1.86,2024-02-20 00:00:00,3.51,Lille,5.29,3.58,5.85,2.48
Paris,Pays de la Loire,7.42,2.38,2.94,1.59,4.91,1.81,3.45,2.53,30,7.34,2024-03-11 00:00:00,Météo-France,7.08,3.91,110,6.54,7.39,2.24,5.67,2024-11-06 00:00:00,4.51,Paris,1.93,6.06,2.43,4.61
Strasbourg,Provence-Alpes-Côte d'Azur,4.58,5.12,7.8,1.27,8.37,3.03,2.35,6.12,110,3.06,2024-04-26 00:00:00,RATP_Open_Data_2024,6.04,6.82,80,5.25,5.13,4.03,7.79,2024-05-09 00:00:00,2.35,Lille,7.35,1.65,6.2,7.79
Nice,Normandie,6.76,1.71,5.27,4.72,2.35,8.46,6.12,6.69,70,6.28,2024-09-17 00:00:00,Airparif,7.23,1.94,45,4.39,2.34,8.62,6.17,2024-08-23 00:00:00,7.76,Toulouse,2.4,4.24,6.23,3.51
Nantes,Bretagne,2.95,6.67,6.09,3.79,7.68,3.43,5.14,3.0,30,2.72,2024-12-11 00:00:00,SNCF_Open_Data,8.19,5.12,45,4.32,5.34,8.61,8.11,2024-10-14 00:00:00,5.2,Lille,1.87,7.47,4.12,5.84
Montpellier,Normandie,4.4,6.79,2.73,8.71,4.6,8.08,8.37,8.45,50,5.04,2024-02-21 00:00:00,RATP_Open_Data_2024,3.25,8.28,30,7.9,4.19,7.24,6.78,2024-09-23 00:00:00,7.45,Strasbourg,7.3,5.46,2.12,2.21
Lyon,Occitanie,3.93,2.2,3.13,1.76,3.96,8.73,6.18,7.9,45,2.95,2024-01-04 00:00:00,RATP_Open_Data_2024,1.4,1.59,80,3.89,7.45,8.1,2.6,2024-05-09 00:00:00,8.2,Paris,1.38,3.15,5.49,3.14
Montpellier,Grand Est,7.7,6.06,2.22,3.82,2.0,6.72,2.84,2.5,45,3.02,2024-07-09 00:00:00,RATP_Open_Data_2024,2.12,8.11,110,7.18,7.18,8.35,4.31,2024-10-30 00:00:00,1.73,Lyon,5.62,1.64,4.1,7.64
Bordeaux,Grand Est,6.25,3.37,3.94,6.23,3.9,4.92,2.06,5.63,130,7.41,2024-12-26 00:00:00,Météo-France,5.06,1.43,80,7.5,2.43,5.25,6.65,2024-07-08 00:00:00,6.78,Montpellier,8.29,1.24,2.92,5.38
Bordeaux,Pays de la Loire,6.43,6.33,8.17,8.67,8.05,2.69,6.12,6.28,30,2.12,2024-01-29 00:00:00,RATP_Open_Data_2024,2.12,2.09,45,7.04,6.78,7.52,8.04,2024-05-22 00:00:00,3.82,Bordeaux,6.36,8.03,8.68,5.51
Marseille,Normandie,8.48,3.26,6.71,4.92,6.85,6.73,1.97,1.72,80,8.29,2024-03-06 00:00:00,Airparif,4.94,3.22,110,5.67,1.31,6.15,5.43,2024-04-20 00:00:00,1.91,Paris,6.05,5.02,6.52,1.29
Nantes,Bretagne,3.24,6.18,7.31,6.74,5.85,5.15,2.81,7.59,130,5.76,2024-04-23 00:00:00,Data.gouv.fr,2.61,7.29,70,6.18,3.8,5.86,8.04,2024-06-13 00:00:00,2.55,Montpellier,8.44,7.21,4.83,3.96
Lille,Occitanie,7.88,7.7,7.6,3.25,5.78,8.62,5.75,6.13,80,7.23,2024-07-19 00:00:00,Data.gouv.fr,5.27,6.07,30,5.48,2.93,5.23,7.45,2024-08-07 00:00:00,2.98,Lyon,2.12,3.68,3.04,8.47
Paris,Provence-Alpes-Côte d'Azur,4.43,1.82,2.03,4.93,8.27,7.76,6.81,2.79,70,4.67,2024-02-28 00:00:00,RATP_Open_Data_2024,4.28,7.73,130,3.96,6.2,1.68,3.46,2024-03-03 00:00:00,5.65,Lyon,4.43,2.0,8.59,1.37
Lille,Provence-Alpes-Côte d'Azur,4.54,5.95,4.84,5.63,2.78,8.26,7.74,2.74,45,8.37,2024-03-10 00:00:00,SNCF_Open_Data,7.64,7.63,80,8.61,1.79,6.57,6.93,2024-05-19 00:00:00,4.87,Paris,5.98,4.23,2.31,4.45
Marseille,Occitanie,6.63,4.7,3.18,3.29,4.53,3.04,1.22,7.07,80,3.27,2024-09-14 00:00:00,Data.gouv.fr,7.72,2.64,45,3.47,8.41,2.28,2.72,2024-06-12 00:00:00,4.33,Lyon,2.45,1.93,7.2,4.07
Lyon,Occitanie,3.45,4.22,4.37,5.29,4.62,1.24,1.41,8.53,80,8.27,2024-03-22 00:00:00,Airparif,2.94,2.43,30,1.5,4.17,2.06,3.24,2024-02-11 00:00:00,1.54,Nice,8.16,1.47,5.4,7.33
Bordeaux,Auvergne-Rhône-Alpes,4.38,3.05,3.41,1.23,2.15,2.69,7.27,3.2,45,4.8,2024-02-27 00:00:00,SNCF_Open_Data,4.11,1.77,30,2.07,4.59,2.26,7.41,2024-02-17 00:00:00,4.2,Montpellier,2.53,1.25,2.52,7.01
Strasbourg,Hauts-de-France,2.99,6.15,8.45,3.24,8.63,2.99,1.96,5.49,110,3.21,2024-08-25 00:00:00,SNCF_Open_Data,2.52,6.33,80,7.32,4.86,8.25,7.17,2024-11-29 00:00:00,3.95,Toulouse,4.06,5.67,4.34,3.87
Lyon,Occitanie,1.47,6.79,8.17,2.21,7.37,8.07,2.74,5.45,80,3.47,2024-10-02 00:00:00,Data.gouv.fr,4.72,2.51,70,3.16,8.45,6.08,8.52,2024-04-28 00:00:00,7.68,Marseille,5.83,3.95,4.85,4.31
Strasbourg,Normandie,1.7,4.5,3.34,3.24,1.35,8.03,8.79,5.78,30,2.93,2024-06-17 00:00:00,Airparif,7.94,3.45,110,2.23,7.42,6.32,2.54,2024-02-08 00:00:00,3.52,Paris,7.42,3.81,3.11,7.89
Marseille,Île-de-France,6.31,3.59,1.67,5.32,7.96,4.84,8.65,8.41,45,3.63,2024-06-06 00:00:00,RATP_Open_Data_2024,6.78,3.86,30,6.12,3.02,3.84,2.58,2024-11-09 00:00:00,1.59,Paris,3.05,5.9,3.9,2.24
Bordeaux,Pays de la Loire,5.13,6.7,8.64,4.3,7.48,8.17,1.51,3.35,70,5.03,2024-12-13 00:00:00,RATP_Open_Data_2024,4.77,7.28,130,4.61,3.37,8.52,5.85,2024-03-29 00:00:00,5.94,Nice,3.67,4.23,7.73,8.11
Marseille,Auvergne-Rhône-Alpes,2.42,5.46,1.48,6.0,6.56,7.72,3.16,5.78,30,4.28,2024-07-20 00:00:00,Data.gouv.fr,4.18,3.75,110,1.55,4.96,3.29,2.31,2024-06-18 00:00:00,8.07,Bordeaux,2.82,2.55,5.29,8.24
Bordeaux,Pays de la Loire,2.63,6.0,7.02,8.45,8.35,2.81,3.47,6.41,45,3.15,2024-09-02 00:00:00,RATP_Open_Data_2024,6.95,5.18,110,8.63,6.97,7.89,7.59,2024-03-23 00:00:00,1.36,Lyon,2.12,2.86,1.93,3.62
Bordeaux,Île-de-France,6.42,7.62,4.6,8.78,6.79,1.41,8.34,3.38,30,6.6,2024-02-05 00:00:00,Data.gouv.fr,8.64,3.63,80,2.17,8.26,3.34,2.74,2024-05-02 00:00:00,3.8,Nantes,5.38,4.33,8.16,5.32
Paris,Auvergne-Rhône-Alpes,6.47,5.56,7.1,1.45,1.83,5.0,3.59,4.18,45,6.75,2024-12-05 00:00:00,RATP_Open_Data_2024,8.65,6.27,130,8.2,6.05,8.05,1.31,2024-03-06 00:00:00,5.42,Strasbourg,2.25,2.82,5.78,5.03
Montpellier,Nouvelle-Aquitaine,8.51,5.01,1.4,1.71,2.24,8.05,4.87,7.15,30,7.73,2024-09-12 00:00:00,Data.gouv.fr,4.68,2.4,45,1.43,8.44,2.41,7.28,2024-05-15 00:00:00,4.65,Lyon,2.83,3.57,3.17,6.32
Strasbourg,Pays de la Loire,5.46,8.39,3.46,7.79,1.99,4.24,7.19,4.6,45,7.83,2024-02-26 00:00:00,Data.gouv.fr,3.36,5.17,30,7.28,1.35,4.41,6.04,2024-09-06 00:00:00,1.71,Marseille,8.34,8.51,3.14,4.58
Strasbourg,Auvergne-Rhône-Alpes,8.51,6.5,4.04,8.66,2.88,5.99,6.26,7.98,70,1.63,2024-11-12 00:00:00,RATP_Open_Data_2024,7.14,3.29,70,1.48,1.64,2.17,7.15,2024-08-09 00:00:00,1.47,Toulouse,3.7,3.95,7.24,7.5
Montpellier,Occitanie,6.95,7.85,5.28,4.4,3.12,3.05,5.29,4.12,130,7.94,2024-09-30 00:00:00,Data.gouv.fr,2.46,1.35,45,6.36,3.52,8.36,4.56,2024-10-14 00:00:00,8.04,Nantes,6.59,8.04,7.81,5.48
Nice,Normandie,5.1,3.74,5.05,3.59,3.81,6.43,8.01,5.72,30,2.35,2024-08-27 00:00:00,Airparif,5.65,6.59,45,1.43,3.61,8.65,8.24,2024-06-14 00:00:00,1.6,Marseille,2.86,1.78,4.63,2.02
Paris,Pays de la Loire,3.3,4.64,2.63,5.62,7.42,3.88,8.76,2.12,70,7.71,2024-02-07 00:00:00,Météo-France,2.43,6.87,110,6.06,1.52,1.35,6.78,2024-11-03 00:00:00,6.25,Nice,6.73,5.42,1.4,7.34
Bordeaux,Normandie,1.35,5.57,8.03,8.73,2.98,3.72,4.17,8.8,50,1.89,2024-12-18 00:00:00,Airparif,2.23,8.02,45,4.02,7.45,6.71,3.44,2024-11-03 00:00:00,2.46,Bordeaux,4.29,4.37,4.17,7.17
Marseille,Grand Est,3.92,5.23,6.52,6.28,3.66,3.52,7.77,2.9,130,8.66,2024-08-06 00:00:00,Data.gouv.fr,6.71,8.67,50,2.76,5.31,8.64,4.69,2024-06-08 00:00:00,4.95,Nice,5.95,7.95,6.01,4.46
Bordeaux,Provence-Alpes-Côte d'Azur,2.87,1.79,4.66,5.06,2.65,6.21,6.04,5.31,70,4.02,2024-01-23 00:00:00,RATP_Open_Data_2024,2.66,4.82,70,7.26,4.26,4.29,1.97,2024-08-12 00:00:00,3.68,Bordeaux,1.74,4.74,6.67,6.04
Lyon,Bretagne,8.15,3.09,6.88,6.52,6.89,6.76,8.47,2.47,80,4.82,2024-04-21 00:00:00,Airparif,7.09,3.38,50,1.41,7.52,5.36,5.11,2024-11-13 00:00:00,1.23,Toulouse,8.41,3.67,7.78,4.84
Lyon,Île-de-France,5.6,1.89,8.28,5.79,3.66,1.6,2.16,3.81,30,7.68,2024-02-03 00:00:00,SNCF_Open_Data,3.79,2.9,45,5.79,1.21,3.46,4.52,2024-07-28 00:00:00,3.9,Lille,4.49,1.63,8.36,4.51
Marseille,Pays de la Loire,4.05,7.88,1.91,4.31,8.21,6.64,2.95,3.2,110,4.22,2024-08-19 00:00:00,Météo-France,7.68,1.76,130,8.14,2.51,8.16,1.83,2024-03-29 00:00:00,1.47,Nantes,5.96,1.97,3.39,6.88
Lille,Île-de-France,7.59,1.78,3.28,3.85,3.34,5.04,3.71,6.7,50,4.37,2024-04-29 00:00:00,RATP_Open_Data_2024,1.64,3.61,80,7.77,6.04,2.04,5.47,2024-05-26 00:00:00,8.11,Nice,2.71,3.22,6.96,6.43
Lille,Île-de-France,8.24,4.49,3.75,6.54,3.41,8.49,7.2,3.48,70,5.38,2024-10-12 00:00:00,Data.gouv.fr,1.75,4.74,70,4.14,1.37,3.35,3.59,2024-07-05 00:00:00,5.28,Nantes,7.93,3.8,3.95,7.21
Paris,Occitanie,4.72,1.8,4.21,4.95,4.59,3.59,7.34,4.34,45,4.37,2024-09-24 00:00:00,Data.gouv.fr,1.81,1.69,110,8.78,6.1,5.1,3.08,2024-03-10 00:00:00,2.94,Lille,2.13,6.51,3.96,6.72
Toulouse,Provence-Alpes-Côte d'Azur,4.04,6.34,7.51,7.05,4.72,7.61,6.06,6.33,130,8.34,2024-10-27 00:00:00,RATP_Open_Data_2024,2.01,8.06,30,7.6,4.7,4.61,7.29,2024-08-27 00:00:00,3.87,Nantes,4.73,5.46,8.79,2.88
Strasbourg,Bretagne,5.26,5.26,5.22,1.74,1.59,6.93,5.08,2.15,110,7.94,2024-10-13 00:00:00,RATP_Open_Data_2024,2.83,1.55,30,4.58,3.36,5.15,3.42,2024-06-16 00:00:00,1.79,Marseille,1.49,6.91,7.62,3.7
Strasbourg,Normandie,2.61,8.68,7.72,1.36,7.9,1.48,6.92,1.87,70,5.91,2024-04-28 00:00:00,Météo-France,5.28,7.15,50,4.41,6.7,5.07,1.9,2024-02-12 00:00:00,4.98,Montpellier,4.21,5.94,5.76,7.6
Montpellier,Île-de-France,5.97,2.82,4.89,3.82,8.37,2.57,4.86,2.75,130,3.03,2024-01-14 00:00:00,RATP_Open_Data_2024,6.88,3.38,30,7.11,2.02,6.3,5.54,2024-09-21 00:00:00,2.73,Lyon,8.26,4.67,3.04,2.22
Nantes,Auvergne-Rhône-Alpes,7.97,6.04,7.53,5.96,3.07,4.74,2.75,5.72,130,3.18,2024-10-08 00:00:00,Airparif,7.63,3.41,110,2.94,6.48,7.47,2.61,2024-11-11 00:00:00,3.13,Nice,2.63,7.55,7.34,6.99
Montpellier,Normandie,2.27,1.82,2.36,5.08,2.8,4.52,7.35,6.12,30,8.15,2024-01-08 00:00:00,Data.gouv.fr,2.46,5.63,110,4.11,4.65,4.78,4.36,2024-03-17 00:00:00,3.88,Marseille,7.49,5.16,4.49,1.48
Nice,Normandie,5.64,2.6,7.89,1.51,3.98,2.37,6.49,5.36,45,4.14,2024-08-01 00:00:00,RATP_Open_Data_2024,3.03,5.79,45,1.23,6.58,7.47,4.5,2024-07-08 00:00:00,3.41,Toulouse,8.14,5.47,3.96,3.73
Nantes,Grand Est,5.98,4.12,4.19,5.33,2.79,3.29,1.87,7.4,50,1.4,2024-09-12 00:00:00,SNCF_Open_Data,1.77,7.99,70,1.75,5.32,8.01,1.95,2024-03-03 00:00:00,2.48,Nice,6.79,5.75,6.53,4.12
Toulouse,Auvergne-Rhône-Alpes,3.82,5.83,6.44,6.16,3.64,4.78,1.61,3.08,110,2.43,2024-11-27 00:00:00,RATP_Open_Data_2024,3.11,7.6,80,8.29,8.67,7.0,1.93,2024-05-01 00:00:00,3.23,Montpellier,4.26,3.04,2.31,1.67
Montpellier,Provence-Alpes-Côte d'Azur,2.97,8.49,6.93,1.92,5.62,1.56,8.42,3.15,30,5.06,2024-07-08 00:00:00,Météo-France,2.09,6.36,110,6.44,2.91,8.53,2.88,2024-11-18 00:00:00,8.29,Paris,1.98,2.02,5.31,5.07
Lille,Hauts-de-France,3.1,4.4,3.84,1.8,6.23,5.54,7.75,5.82,30,7.06,2024-07-10 00:00:00,Data.gouv.fr,6.07,6.82,130,2.62,3.45,5.53,2.83,2024-01-24 00:00:00,6.29,Nantes,1.53,6.94,2.96,1.35
Marseille,Île-de-France,2.19,3.51,3.8,5.29,6.16,4.14,4.02,5.33,110,6.27,2024-03-04 00:00:00,SNCF_Open_Data,4.42,7.27,30,1.46,6.99,4.98,2.66,2024-02-23 00:00:00,3.93,Bordeaux,2.17,4.16,2.54,6.6
Nantes,Provence-Alpes-Côte d'Azur,7.05,5.76,8.58,6.14,6.25,8.07,3.56,8.74,50,5.53,2024-10-01 00:00:00,Airparif,8.21,4.63,30,4.67,1.86,5.6,6.06,2024-12-17 00:00:00,4.3,Bordeaux,2.27,4.63,2.72,5.63
Strasbourg,Hauts-de-France,1.75,2.76,6.39,4.77,3.24,4.18,2.71,6.34,110,6.93,2024-11-18 00:00:00,RATP_Open_Data_2024,6.13,1.66,50,6.16,5.45,4.0,4.81,2024-07-25 00:00:00,1.71,Lille,4.32,2.39,4.15,2.13
Nantes,Normandie,8.68,2.6,7.67,4.55,5.69,3.31,5.16,1.64,30,7.78,2024-04-06 00:00:00,Data.gouv.fr,3.81,8.12,110,3.96,5.08,1.21,4.77,2024-10-13 00:00:00,1.96,Toulouse,6.69,7.47,1.87,8.75
Marseille,Hauts-de-France,3.06,7.33,1.52,2.95,4.41,4.72,2.32,8.02,50,5.18,2024-12-21 00:00:00,RATP_Open_Data_2024,2.78,7.49,80,8.07,8.7,3.9,1.29,2024-03-02 00:00:00,3.28,Marseille,1.43,5.51,2.14,6.04
Bordeaux,Hauts-de-France,7.15,5.65,3.76,2.4,7.07,2.19,1.26,5.66,110,4.72,2024-06-11 00:00:00,RATP_Open_Data_2024,7.05,2.17,45,1.84,1.46,8.75,3.45,2024-07-27 00:00:00,3.42,Paris,7.38,1.93,7.03,8.74
Strasbourg,Pays de la Loire,2.19,2.94,7.03,2.45,5.59,4.95,4.61,5.36,70,4.35,2024-10-27 00:00:00,Data.gouv.fr,7.11,3.01,130,3.44,6.01,4.6,5.92,2024-12-15 00:00:00,4.46,Nice,7.57,6.19,8.36,4.48
Nantes,Auvergne-Rhône-Alpes,5.89,2.73,8.02,7.19,1.46,7.85,5.25,6.22,70,2.9,2024-11-30 00:00:00,Airparif,2.2,8.69,45,3.07,2.58,7.39,4.69,2024-10-17 00:00:00,5.97,Lyon,3.58,7.72,4.25,4.82
Bordeaux,Hauts-de-France,2.99,4.64,6.05,7.11,3.58,3.43,6.17,2.38,70,6.09,2024-10-24 00:00:00,Airparif,5.22,8.22,130,2.87,4.32,3.03,5.69,2024-12-22 00:00:00,8.24,Lille,5.47,5.68,4.44,5.85
Bordeaux,Occitanie,8.63,1.57,1.97,4.83,3.04,3.1,2.95,7.61,30,2.69,2024-06-16 00:00:00,Météo-France,7.22,4.64,30,7.8,3.94,5.81,7.09,2024-11-29 00:00:00,6.6,Nantes,6.24,3.18,6.65,8.24
Toulouse,Nouvelle-Aquitaine,1.48,2.46,5.56,6.66,4.98,4.18,5.5,8.43,130,7.07,2024-08-12 00:00:00,Météo-France,8.51,2.77,70,3.32,7.69,5.83,5.23,2024-06-16 00:00:00,6.01,Marseille,5.74,4.4,2.21,3.71
Strasbourg,Hauts-de-France,1.7,4.3,3.53,4.84,3.51,7.51,2.68,6.39,50,6.14,2024-03-31 00:00:00,Airparif,4.29,3.13,50,7.04,1.51,7.41,5.29,2024-01-30 00:00:00,4.94,Marseille,4.18,1.75,4.77,2.76
Nantes,Bretagne,6.65,7.91,4.58,7.37,5.33,3.14,7.25,5.89,130,7.8,2024-08-01 00:00:00,Airparif,4.55,3.67,50,6.85,4.85,7.7,1.84,2024-04-18 00:00:00,2.19,Nantes,8.09,2.4,4.31,2.35
Strasbourg,Bretagne,4.76,6.02,2.17,4.89,8.34,1.84,5.01,4.5,30,6.04,2024-07-22 00:00:00,Météo-France,3.74,7.55,50,8.14,1.88,7.15,6.35,2024-12-12 00:00:00,7.73,Marseille,2.97,1.4,5.87,7.99
Lille,Île-de-France,3.38,7.83,6.22,6.47,2.02,6.6,2.19,3.97,50,4.08,2024-06-12 00:00:00,Météo-France,3.47,1.31,50,3.81,6.32,3.71,3.71,2024-07-23 00:00:00,7.14,Nantes,2.59,5.49,6.93,6.73
Strasbourg,Bretagne,3.85,4.85,2.13,3.24,4.0,3.93,8.31,4.01,45,2.8,2024-01-09 00:00:00,SNCF_Open_Data,2.86,2.31,45,1.34,2.81,4.59,3.65,2024-11-05 00:00:00,3.95,Marseille,7.12,2.87,5.84,5.72
Toulouse,Provence-Alpes-Côte d'Azur,7.58,4.74,3.26,5.22,7.18,7.3,2.8,6.93,45,2.82,2024-09-13 00:00:00,Météo-France,2.61,7.79,130,3.3,5.8,3.92,2.08,2024-12-13 00:00:00,8.47,Montpellier,6.35,2.48,4.04,8.36
Lille,Bretagne,3.83,2.17,8.71,6.9,8.76,2.89,8.75,3.59,50,1.73,2024-03-19 00:00:00,RATP_Open_Data_2024,2.24,8.17,45,3.26,8.08,2.16,3.12,2024-04-22 00:00:00,4.41,Toulouse,2.85,3.7,3.94,6.07
Bordeaux,Hauts-de-France,7.67,7.3,6.35,8.39,1.81,5.39,5.96,8.65,70,2.91,2024-11-25 00:00:00,Airparif,3.49,6.28,30,4.16,8.47,2.39,3.92,2024-11-03 00:00:00,1.5,Marseille,5.05,4.07,1.67,3.41
