col_accident_id,col_time_id,col_zone_id,col_lat,col_lon,col_type,col_gravite,col_usager_vulnerable,col_gravite_estimee,col_date_enrichissement
ID_061,ID_061,ID_061,51.447437,-1.023136,2.8,3.81,2.25,2024-01-12 00:00:00,2024-12-22 00:00:00
ID_062,ID_062,ID_062,45.185263,-0.777298,1.92,3.46,4.28,2024-08-23 00:00:00,2024-09-07 00:00:00
ID_063,ID_063,ID_063,48.163364,2.549874,7.2,3.71,7.8,2024-04-11 00:00:00,2024-04-02 00:00:00
ID_064,ID_064,ID_064,48.130914,5.027559,3.52,7.71,1.62,2024-06-24 00:00:00,2024-09-14 00:00:00
ID_065,ID_065,ID_065,45.746769,-1.324765,4.19,8.28,6.15,2024-07-26 00:00:00,2024-05-17 00:00:00
ID_066,ID_066,ID_066,51.650336,4.853269,4.81,4.51,7.4,2024-01-18 00:00:00,2024-11-04 00:00:00
ID_067,ID_067,ID_067,45.890191,0.057814,5.18,7.58,8.47,2024-09-02 00:00:00,2024-11-08 00:00:00
ID_068,ID_068,ID_068,49.153039,3.194104,3.55,5.43,3.71,2024-04-22 00:00:00,2024-12-24 00:00:00
ID_069,ID_069,ID_069,46.912732,0.851848,3.11,8.07,7.44,2024-11-06 00:00:00,2024-07-12 00:00:00
ID_070,ID_070,ID_070,49.854039,6.015991,6.51,7.2,7.08,2024-06-23 00:00:00,2024-01-01 00:00:00
ID_071,ID_071,ID_071,50.903631,5.316835,8.28,1.53,5.22,2024-02-28 00:00:00,2024-05-16 00:00:00
ID_072,ID_072,ID_072,48.070078,-1.269236,4.03,6.28,2.09,2024-02-10 00:00:00,2024-03-30 00:00:00
ID_073,ID_073,ID_073,49.883351,6.347178,6.34,1.73,6.27,2024-01-24 00:00:00,2024-03-05 00:00:00
ID_074,ID_074,ID_074,50.329484,2.122049,3.69,1.48,3.35,2024-11-21 00:00:00,2024-01-27 00:00:00
ID_075,ID_075,ID_075,46.333426,0.147037,5.29,7.97,1.21,2024-12-05 00:00:00,2024-01-11 00:00:00
ID_076,ID_076,ID_076,50.363606,-0.438697,5.41,1.86,4.43,2024-05-28 00:00:00,2024-01-11 00:00:00
ID_077,ID_077,ID_077,47.910249,4.273736,1.87,4.16,6.56,2024-08-19 00:00:00,2024-07-04 00:00:00
ID_078,ID_078,ID_078,51.232722,1.270722,1.35,6.68,8.5,2024-04-27 00:00:00,2024-01-06 00:00:00
ID_079,ID_079,ID_079,49.609638,3.541691,7.97,7.64,6.13,2024-11-15 00:00:00,2024-01-28 00:00:00
ID_080,ID_080,ID_080,50.672303,-0.457424,1.91,6.11,1.7,2024-04-01 00:00:00,2024-08-20 00:00:00
ID_081,ID_081,ID_081,45.115133,-0.840581,8.06,8.44,6.44,2024-05-18 00:00:00,2024-03-26 00:00:00
ID_082,ID_082,ID_082,52.216536,2.306623,2.52,2.54,4.04,2024-06-27 00:00:00,2024-04-18 00:00:00
ID_083,ID_083,ID_083,52.706602,5.134962,5.15,2.04,1.85,2024-05-07 00:00:00,2024-07-29 00:00:00
ID_084,ID_084,ID_084,50.277839,-0.454229,1.35,2.81,5.11,2024-07-25 00:00:00,2024-05-03 00:00:00
ID_085,ID_085,ID_085,47.678323,0.114014,4.8,1.39,5.26,2024-02-21 00:00:00,2024-09-11 00:00:00
ID_086,ID_086,ID_086,48.441721,1.615102,3.59,3.61,3.69,2024-08-30 00:00:00,2024-06-14 00:00:00
ID_087,ID_087,ID_087,51.885964,2.118627,3.21,1.65,6.72,2024-01-16 00:00:00,2024-03-07 00:00:00
ID_088,ID_088,ID_088,46.762457,4.618427,2.65,3.19,1.49,2024-04-20 00:00:00,2024-03-03 00:00:00
ID_089,ID_089,ID_089,50.504225,5.856362,2.08,8.44,2.76,2024-01-18 00:00:00,2024-03-19 00:00:00
ID_090,ID_090,ID_090,52.466656,6.137026,7.65,3.68,4.11,2024-11-08 00:00:00,2024-01-21 00:00:00
ID_091,ID_091,ID_091,50.108274,0.134791,7.37,2.14,3.68,2024-05-27 00:00:00,2024-07-23 00:00:00
ID_092,ID_092,ID_092,49.35504,0.707336,4.1,3.1,5.84,2024-08-07 00:00:00,2024-06-28 00:00:00
ID_093,ID_093,ID_093,49.969135,5.835118,5.69,8.75,4.99,2024-06-08 00:00:00,2024-12-08 00:00:00
ID_094,ID_094,ID_094,45.246492,4.787841,4.87,7.95,3.5,2024-01-12 00:00:00,2024-04-08 00:00:00
ID_095,ID_095,ID_095,49.685645,4.337167,4.11,7.39,5.09,2024-01-30 00:00:00,2024-10-05 00:00:00
ID_096,ID_096,ID_096,50.899032,0.742528,2.25,7.2,8.06,2024-11-25 00:00:00,2024-01-22 00:00:00
ID_097,ID_097,ID_097,52.346197,6.082029,3.26,4.63,7.18,2024-11-02 00:00:00,2024-07-19 00:00:00
ID_098,ID_098,ID_098,50.72986,4.447674,4.47,6.7,3.25,2024-06-17 00:00:00,2024-05-20 00:00:00
ID_099,ID_099,ID_099,47.180669,4.082911,4.03,6.48,2.88,2024-08-01 00:00:00,2024-08-19 00:00:00
ID_000,ID_000,ID_000,45.713498,-1.364975,1.77,7.07,5.82,2024-11-21 00:00:00,2024-11-26 00:00:00
ID_001,ID_001,ID_001,51.087347,1.992865,8.4,2.42,5.87,2024-02-29 00:00:00,2024-08-26 00:00:00
ID_002,ID_002,ID_002,51.227911,2.643842,2.41,8.43,5.21,2024-02-21 00:00:00,2024-08-02 00:00:00
ID_003,ID_003,ID_003,51.129493,-0.742027,4.32,5.85,1.56,2024-05-29 00:00:00,2024-08-23 00:00:00
ID_004,ID_004,ID_004,47.53877,0.523021,2.75,3.12,5.34,2024-10-29 00:00:00,2024-12-01 00:00:00
ID_005,ID_005,ID_005,48.277904,3.449304,6.86,1.66,3.3,2024-01-13 00:00:00,2024-11-02 00:00:00
ID_006,ID_006,ID_006,47.664422,0.509226,6.71,1.91,5.84,2024-10-12 00:00:00,2024-06-08 00:00:00
ID_007,ID_007,ID_007,50.432917,2.596924,4.11,6.15,5.96,2024-03-30 00:00:00,2024-11-15 00:00:00
ID_008,ID_008,ID_008,47.313819,0.600893,4.64,2.0,7.74,2024-12-21 00:00:00,2024-02-09 00:00:00
ID_009,ID_009,ID_009,51.297782,4.813629,8.0,5.91,2.27,2024-01-01 00:00:00,2024-06-27 00:00:00
ID_010,ID_010,ID_010,48.339123,5.674585,4.72,7.6,7.89,2024-11-13 00:00:00,2024-06-01 00:00:00
ID_011,ID_011,ID_011,51.624178,3.670081,2.64,1.98,2.72,2024-04-19 00:00:00,2024-09-10 00:00:00
ID_012,ID_012,ID_012,45.267749,0.848277,1.22,5.15,8.4,2024-07-01 00:00:00,2024-02-26 00:00:00
ID_013,ID_013,ID_013,45.385824,6.294934,1.85,7.46,6.3,2024-01-12 00:00:00,2024-01-11 00:00:00
ID_014,ID_014,ID_014,51.527598,-0.970606,6.6,5.38,3.59,2024-06-06 00:00:00,2024-06-09 00:00:00
ID_015,ID_015,ID_015,49.972588,0.250216,5.58,5.12,1.49,2024-06-15 00:00:00,2024-01-26 00:00:00
ID_016,ID_016,ID_016,48.841157,2.234678,8.23,8.74,3.32,2024-06-01 00:00:00,2024-11-05 00:00:00
ID_017,ID_017,ID_017,48.625948,4.777027,1.64,2.98,5.27,2024-07-20 00:00:00,2024-09-24 00:00:00
ID_018,ID_018,ID_018,48.504015,5.826561,3.23,8.13,6.51,2024-07-15 00:00:00,2024-04-15 00:00:00
ID_019,ID_019,ID_019,47.800278,-0.12487,2.28,6.96,4.88,2024-02-29 00:00:00,2024-11-19 00:00:00
ID_020,ID_020,ID_020,47.967073,1.427967,3.8,4.03,3.38,2024-09-21 00:00:00,2024-11-26 00:00:00
ID_021,ID_021,ID_021,50.633315,3.820054,5.64,8.05,3.33,2024-09-09 00:00:00,2024-04-07 00:00:00
ID_022,ID_022,ID_022,46.877353,1.529923,3.33,6.09,7.52,2024-02-21 00:00:00,2024-07-31 00:00:00
ID_023,ID_023,ID_023,47.719712,3.47522,4.5,6.66,6.03,2024-01-04 00:00:00,2024-01-11 00:00:00
ID_024,ID_024,ID_024,46.240354,4.197352,1.25,6.36,7.35,2024-12-18 00:00:00,2024-02-21 00:00:00
ID_025,ID_025,ID_025,45.005634,0.802613,3.88,5.26,4.7,2024-07-25 00:00:00,2024-09-26 00:00:00
ID_026,ID_026,ID_026,46.385352,-0.558371,6.7,1.23,5.11,2024-12-03 00:00:00,2024-01-08 00:00:00
ID_027,ID_027,ID_027,51.28092,-1.607198,5.17,4.67,4.88,2024-07-27 00:00:00,2024-11-26 00:00:00
ID_028,ID_028,ID_028,45.426657,2.182201,2.13,1.75,4.7,2024-05-20 00:00:00,2024-09-06 00:00:00
ID_029,ID_029,ID_029,49.948569,3.853148,2.89,3.24,7.92,2024-01-29 00:00:00,2024-08-01 00:00:00
ID_030,ID_030,ID_030,50.012223,-0.003948,4.32,7.32,5.64,2024-09-17 00:00:00,2024-06-11 00:00:00
ID_031,ID_031,ID_031,48.902886,0.462164,8.54,3.93,5.33,2024-06-18 00:00:00,2024-09-23 00:00:00
ID_032,ID_032,ID_032,47.789282,-1.380511,1.92,7.6,4.72,2024-01-23 00:00:00,2024-11-28 00:00:00
ID_033,ID_033,ID_033,52.582991,-1.217077,3.17,3.73,8.68,2024-10-06 00:00:00,2024-02-14 00:00:00
ID_034,ID_034,ID_034,47.66009,3.776768,6.1,4.27,5.99,2024-10-24 00:00:00,2024-11-02 00:00:00
ID_035,ID_035,ID_035,48.516461,0.765546,1.83,7.56,2.99,2024-04-15 00:00:00,2024-10-24 00:00:00
ID_036,ID_036,ID_036,47.268762,5.121566,3.74,8.52,8.58,2024-12-26 00:00:00,2024-02-09 00:00:00
ID_037,ID_037,ID_037,48.803717,3.630466,1.29,2.34,7.48,2024-06-20 00:00:00,2024-09-25 00:00:00
ID_038,ID_038,ID_038,47.831453,0.961051,7.78,5.0,3.91,2024-08-30 00:00:00,2024-10-22 00:00:00
ID_039,ID_039,ID_039,46.125293,1.095169,1.38,4.8,7.38,2024-01-01 00:00:00,2024-09-19 00:00:00
ID_040,ID_040,ID_040,49.110746,6.094487,4.38,4.0,6.3,2024-11-18 00:00:00,2024-09-29 00:00:00
ID_041,ID_041,ID_041,51.614363,1.477611,4.54,3.69,1.51,2024-10-20 00:00:00,2024-06-17 00:00:00
ID_042,ID_042,ID_042,49.678333,-0.501701,4.77,2.44,7.8,2024-07-14 00:00:00,2024-11-07 00:00:00
ID_043,ID_043,ID_043,50.43513,3.163993,8.78,1.74,7.38,2024-04-25 00:00:00,2024-02-16 00:00:00
ID_044,ID_044,ID_044,47.840213,0.088741,3.77,6.95,4.76,2024-05-23 00:00:00,2024-07-24 00:00:00
ID_045,ID_045,ID_045,48.880405,1.948036,6.78,4.73,3.89,2024-04-01 00:00:00,2024-06-08 00:00:00
ID_046,ID_046,ID_046,49.297804,1.44986,3.32,5.78,1.31,2024-07-15 00:00:00,2024-03-05 00:00:00
ID_047,ID_047,ID_047,51.15209,4.326016,3.15,6.63,4.23,2024-04-21 00:00:00,2024-01-19 00:00:00
ID_048,ID_048,ID_048,45.362364,0.129946,7.75,1.56,7.16,2024-01-13 00:00:00,2024-06-13 00:00:00
ID_049,ID_049,ID_049,45.491997,0.190259,6.83,2.14,2.42,2024-05-25 00:00:00,2024-01-21 00:00:00
ID_050,ID_050,ID_050,49.500412,5.187034,1.95,2.02,8.51,2024-10-19 00:00:00,2024-11-03 00:00:00
ID_051,ID_051,ID_051,49.477356,3.15679,7.0,5.02,2.91,2024-04-11 00:00:00,2024-02-21 00:00:00
ID_052,ID_052,ID_052,51.304287,6.270093,5.74,4.97,5.14,2024-05-28 00:00:00,2024-06-14 00:00:00
ID_053,ID_053,ID_053,52.533192,3.507297,2.7,3.69,1.74,2024-10-10 00:00:00,2024-10-20 00:00:00
ID_054,ID_054,ID_054,46.346132,2.843559,1.58,4.72,5.82,2024-06-20 00:00:00,2024-05-03 00:00:00
ID_055,ID_055,ID_055,48.277786,4.603057,1.52,6.53,6.83,2024-08-24 00:00:00,2024-07-13 00:00:00
ID_056,ID_056,ID_056,51.380426,5.705506,3.65,6.56,6.27,2024-07-10 00:00:00,2024-09-05 00:00:00
ID_057,ID_057,ID_057,46.530796,0.315615,5.44,2.39,7.29,2024-10-18 00:00:00,2024-05-10 00:00:00
ID_058,ID_058,ID_058,48.131765,0.225367,2.49,1.29,5.07,2024-07-11 00:00:00,2024-03-07 00:00:00
ID_059,ID_059,ID_059,46.340749,4.106292,1.6,4.11,1.68,2024-03-24 00:00:00,2024-12-01 00:00:00
ID_060,ID_060,ID_060,45.217655,1.56723,7.14,1.43,7.68,2024-03-22 00:00:00,2024-10-11 00:00:00
ID_061,ID_061,ID_061,48.962235,2.405927,5.51,1.54,5.31,2024-05-13 00:00:00,2024-01-26 00:00:00
ID_062,ID_062,ID_062,52.204811,-1.240456,4.61,7.44,8.44,2024-04-20 00:00:00,2024-11-30 00:00:00
ID_063,ID_063,ID_063,46.387425,4.287251,3.46,3.27,8.01,2024-12-13 00:00:00,2024-03-25 00:00:00
ID_064,ID_064,ID_064,52.329042,3.205696,4.42,7.79,7.1,2024-04-06 00:00:00,2024-10-18 00:00:00
ID_065,ID_065,ID_065,48.821284,5.133449,5.74,3.69,1.6,2024-12-21 00:00:00,2024-07-21 00:00:00
ID_066,ID_066,ID_066,47.600199,1.155835,2.33,5.06,4.11,2024-04-04 00:00:00,2024-07-26 00:00:00
ID_067,ID_067,ID_067,49.597363,5.488924,3.69,4.3,7.45,2024-04-12 00:00:00,2024-12-04 00:00:00
ID_068,ID_068,ID_068,51.566514,6.282588,5.94,8.03,5.23,2024-10-27 00:00:00,2024-05-06 00:00:00
ID_069,ID_069,ID_069,51.345118,5.79618,5.62,3.83,8.3,2024-05-23 00:00:00,2024-10-12 00:00:00
ID_070,ID_070,ID_070,47.051253,-1.141549,2.45,7.46,3.28,2024-08-16 00:00:00,2024-12-23 00:00:00
ID_071,ID_071,ID_071,51.43601,1.483993,5.33,4.29,8.42,2024-01-17 00:00:00,2024-08-26 00:00:00
ID_072,ID_072,ID_072,51.372145,5.984501,1.29,3.55,3.29,2024-10-03 00:00:00,2024-08-26 00:00:00
ID_073,ID_073,ID_073,50.92976,3.610367,2.99,1.52,5.51,2024-08-01 00:00:00,2024-07-10 00:00:00
ID_074,ID_074,ID_074,47.800602,0.577131,1.54,3.27,8.28,2024-09-25 00:00:00,2024-01-21 00:00:00
ID_075,ID_075,ID_075,45.192193,3.299124,2.42,2.88,5.44,2024-04-07 00:00:00,2024-04-15 00:00:00
ID_076,ID_076,ID_076,47.233555,4.252986,8.08,7.24,2.47,2024-12-17 00:00:00,2024-09-17 00:00:00
ID_077,ID_077,ID_077,46.506659,-1.366501,2.5,2.32,1.51,2024-11-10 00:00:00,2024-08-08 00:00:00
ID_078,ID_078,ID_078,52.059245,4.805118,4.46,4.52,5.0,2024-02-05 00:00:00,2024-08-23 00:00:00
ID_079,ID_079,ID_079,51.08712,6.170716,6.69,4.84,6.0,2024-06-10 00:00:00,2024-02-19 00:00:00
ID_080,ID_080,ID_080,51.125278,-0.264414,8.62,4.48,1.61,2024-02-01 00:00:00,2024-04-29 00:00:00
ID_081,ID_081,ID_081,52.834546,2.900051,5.82,6.49,7.58,2024-11-20 00:00:00,2024-06-19 00:00:00
ID_082,ID_082,ID_082,46.238995,3.529372,1.34,7.77,7.98,2024-05-14 00:00:00,2024-04-03 00:00:00
ID_083,ID_083,ID_083,45.871849,3.78667,3.22,3.32,8.45,2024-02-27 00:00:00,2024-06-13 00:00:00
ID_084,ID_084,ID_084,52.328066,3.815204,4.53,5.13,3.38,2024-05-09 00:00:00,2024-05-23 00:00:00
ID_085,ID_085,ID_085,48.100276,0.958308,7.68,7.38,6.71,2024-05-25 00:00:00,2024-07-31 00:00:00
ID_086,ID_086,ID_086,51.382681,1.697668,2.98,2.32,3.31,2024-03-14 00:00:00,2024-04-06 00:00:00
ID_087,ID_087,ID_087,44.957892,-0.695119,6.7,4.95,6.9,2024-09-13 00:00:00,2024-12-03 00:00:00
ID_088,ID_088,ID_088,50.56196,0.247748,2.57,5.76,6.38,2024-02-21 00:00:00,2024-12-04 00:00:00
ID_089,ID_089,ID_089,49.094167,0.407208,6.59,2.89,4.86,2024-08-04 00:00:00,2024-06-30 00:00:00
ID_090,ID_090,ID_090,47.570019,3.086753,3.38,2.29,1.89,2024-06-22 00:00:00,2024-05-13 00:00:00
ID_091,ID_091,ID_091,45.187261,-0.418664,2.11,4.71,8.17,2024-09-21 00:00:00,2024-06-13 00:00:00
ID_092,ID_092,ID_092,46.837084,5.523951,6.74,1.71,6.64,2024-02-03 00:00:00,2024-01-29 00:00:00
ID_093,ID_093,ID_093,45.814768,-0.928378,3.41,7.3,3.49,2024-06-11 00:00:00,2024-06-01 00:00:00
ID_094,ID_094,ID_094,51.684931,-1.580661,1.5,2.62,1.39,2024-02-18 00:00:00,2024-03-20 00:00:00
ID_095,ID_095,ID_095,45.670651,1.370693,2.47,3.2,2.7,2024-08-28 00:00:00,2024-02-22 00:00:00
ID_096,ID_096,ID_096,52.377035,2.451881,5.17,7.61,3.95,2024-04-20 00:00:00,2024-08-06 00:00:00
ID_097,ID_097,ID_097,48.900738,1.024896,3.04,3.42,7.38,2024-11-02 00:00:00,2024-09-26 00:00:00
ID_098,ID_098,ID_098,51.257563,1.225136,1.43,7.89,5.66,2024-11-07 00:00:00,2024-06-17 00:00:00
ID_099,ID_099,ID_099,49.411489,0.971264,4.37,6.72,2.79,2024-06-30 00:00:00,2024-03-05 00:00:00
ID_000,ID_000,ID_000,49.422486,6.322264,1.59,7.25,4.03,2024-09-03 00:00:00,2024-05-19 00:00:00
ID_001,ID_001,ID_001,48.195351,5.360123,6.29,2.91,3.69,2024-07-27 00:00:00,2024-05-27 00:00:00
ID_002,ID_002,ID_002,48.426135,0.637062,4.11,5.45,6.82,2024-03-28 00:00:00,2024-03-05 00:00:00
ID_003,ID_003,ID_003,49.597122,-0.099328,6.66,4.46,8.41,2024-11-21 00:00:00,2024-12-21 00:00:00
ID_004,ID_004,ID_004,48.492651,0.893327,5.42,2.41,3.8,2024-05-12 00:00:00,2024-05-15 00:00:00
ID_005,ID_005,ID_005,51.709859,-1.548311,6.55,5.42,4.61,2024-01-10 00:00:00,2024-11-02 00:00:00
ID_006,ID_006,ID_006,48.777726,-0.577949,5.2,6.36,8.74,2024-10-22 00:00:00,2024-03-24 00:00:00
ID_007,ID_007,ID_007,46.808498,2.303975,2.6,1.54,5.75,2024-03-29 00:00:00,2024-05-31 00:00:00
ID_008,ID_008,ID_008,45.762695,3.742814,1.67,7.79,4.36,2024-10-08 00:00:00,2024-11-08 00:00:00
ID_009,ID_009,ID_009,50.495273,1.040443,7.5,1.68,8.8,2024-05-01 00:00:00,2024-09-27 00:00:00
ID_010,ID_010,ID_010,47.464017,0.117727,8.42,2.51,6.0,2024-03-08 00:00:00,2024-11-30 00:00:00
ID_011,ID_011,ID_011,51.547989,-0.468385,7.59,1.8,3.96,2024-05-04 00:00:00,2024-07-14 00:00:00
ID_012,ID_012,ID_012,51.167009,-0.354496,6.63,8.23,4.92,2024-01-02 00:00:00,2024-08-14 00:00:00
ID_013,ID_013,ID_013,47.865132,5.925419,1.9,7.97,7.98,2024-11-13 00:00:00,2024-02-25 00:00:00
ID_014,ID_014,ID_014,48.448983,4.114618,3.36,2.78,7.76,2024-03-13 00:00:00,2024-10-21 00:00:00
ID_015,ID_015,ID_015,46.656434,2.082884,6.65,5.29,7.61,2024-10-29 00:00:00,2024-05-28 00:00:00
ID_016,ID_016,ID_016,47.923624,5.103039,3.61,6.04,7.01,2024-06-07 00:00:00,2024-12-17 00:00:00
ID_017,ID_017,ID_017,51.953686,6.30257,1.8,1.35,3.7,2024-08-12 00:00:00,2024-06-01 00:00:00
ID_018,ID_018,ID_018,52.58637,-0.707974,5.04,1.81,7.64,2024-07-21 00:00:00,2024-09-10 00:00:00
ID_019,ID_019,ID_019,51.262398,-1.221275,5.79,5.5,4.73,2024-03-10 00:00:00,2024-08-24 00:00:00
ID_020,ID_020,ID_020,48.554453,3.496394,8.25,8.35,3.87,2024-02-03 00:00:00,2024-01-21 00:00:00
ID_021,ID_021,ID_021,48.599008,4.925253,1.54,2.98,7.56,2024-09-18 00:00:00,2024-10-05 00:00:00
ID_022,ID_022,ID_022,46.398962,2.324035,6.56,5.42,6.39,2024-04-13 00:00:00,2024-05-10 00:00:00
ID_023,ID_023,ID_023,50.863133,4.516865,5.11,3.72,7.36,2024-01-04 00:00:00,2024-08-18 00:00:00
ID_024,ID_024,ID_024,45.930848,-0.159082,1.64,8.52,2.54,2024-03-28 00:00:00,2024-10-21 00:00:00
ID_025,ID_025,ID_025,46.149746,-1.324889,2.24,4.57,4.47,2024-04-26 00:00:00,2024-05-20 00:00:00
ID_026,ID_026,ID_026,46.170403,3.993399,6.69,7.94,7.56,2024-06-21 00:00:00,2024-04-28 00:00:00
ID_027,ID_027,ID_027,51.41749,-0.941446,2.03,2.65,4.37,2024-04-28 00:00:00,2024-10-25 00:00:00
ID_028,ID_028,ID_028,45.767773,2.375441,2.96,2.02,5.12,2024-02-11 00:00:00,2024-10-26 00:00:00
ID_029,ID_029,ID_029,45.106908,-1.538954,6.97,2.27,3.02,2024-10-23 00:00:00,2024-11-17 00:00:00
ID_030,ID_030,ID_030,49.81369,0.7466,8.69,2.63,4.23,2024-07-26 00:00:00,2024-11-16 00:00:00
ID_031,ID_031,ID_031,46.762238,5.768619,7.22,3.64,4.68,2024-01-01 00:00:00,2024-04-28 00:00:00
ID_032,ID_032,ID_032,51.41301,1.363317,8.53,4.34,8.01,2024-12-24 00:00:00,2024-08-09 00:00:00
ID_033,ID_033,ID_033,44.880427,6.082583,2.66,4.83,2.4,2024-03-15 00:00:00,2024-08-15 00:00:00
ID_034,ID_034,ID_034,51.268036,-0.34425,3.5,2.69,5.08,2024-10-20 00:00:00,2024-10-01 00:00:00
ID_035,ID_035,ID_035,46.702323,5.499778,4.43,5.37,1.87,2024-05-20 00:00:00,2024-06-06 00:00:00
ID_036,ID_036,ID_036,49.300831,1.43191,1.5,4.94,6.96,2024-03-03 00:00:00,2024-08-24 00:00:00
ID_037,ID_037,ID_037,52.001451,-0.879078,2.3,4.98,3.44,2024-08-05 00:00:00,2024-12-14 00:00:00
ID_038,ID_038,ID_038,45.975494,5.580294,7.84,7.51,2.34,2024-05-11 00:00:00,2024-03-31 00:00:00
ID_039,ID_039,ID_039,50.004428,0.494573,2.58,3.62,2.22,2024-11-18 00:00:00,2024-11-17 00:00:00
ID_040,ID_040,ID_040,47.810653,5.102086,7.49,2.57,8.29,2024-08-29 00:00:00,2024-05-31 00:00:00
ID_041,ID_041,ID_041,49.228358,-0.198073,7.52,3.27,1.66,2024-01-05 00:00:00,2024-08-03 00:00:00
ID_042,ID_042,ID_042,52.236418,0.065791,6.07,4.65,6.68,2024-05-08 00:00:00,2024-05-26 00:00:00
ID_043,ID_043,ID_043,51.628865,4.055871,3.36,1.48,7.11,2024-02-20 00:00:00,2024-08-27 00:00:00
ID_044,ID_044,ID_044,49.207844,5.417549,8.59,5.42,2.84,2024-07-10 00:00:00,2024-04-21 00:00:00
ID_045,ID_045,ID_045,50.337925,3.420928,2.74,4.83,8.61,2024-10-10 00:00:00,2024-03-23 00:00:00
ID_046,ID_046,ID_046,52.81508,2.855091,4.32,3.01,6.43,2024-12-13 00:00:00,2024-07-28 00:00:00
ID_047,ID_047,ID_047,48.588867,4.02551,2.3,2.21,4.62,2024-05-09 00:00:00,2024-01-08 00:00:00
ID_048,ID_048,ID_048,48.853187,-0.811959,6.91,1.3,6.43,2024-02-27 00:00:00,2024-10-22 00:00:00
ID_049,ID_049,ID_049,47.449376,5.718689,7.8,7.18,7.51,2024-09-25 00:00:00,2024-09-02 00:00:00
ID_050,ID_050,ID_050,45.213835,4.414908,7.24,3.9,1.41,2024-07-13 00:00:00,2024-07-03 00:00:00
ID_051,ID_051,ID_051,47.916892,6.09466,2.0,3.01,4.11,2024-07-20 00:00:00,2024-01-19 00:00:00
ID_052,ID_052,ID_052,45.127175,-0.780009,4.33,7.05,1.56,2024-09-01 00:00:00,2024-04-18 00:00:00
ID_053,ID_053,ID_053,46.289932,-1.29897,4.72,6.3,5.5,2024-07-19 00:00:00,2024-12-17 00:00:00
ID_054,ID_054,ID_054,51.475678,-0.295463,1.27,8.53,8.76,2024-09-02 00:00:00,2024-10-10 00:00:00
ID_055,ID_055,ID_055,52.157478,4.488952,3.47,8.79,5.19,2024-03-09 00:00:00,2024-02-15 00:00:00
ID_056,ID_056,ID_056,50.714409,6.347117,6.04,2.27,4.71,2024-10-02 00:00:00,2024-07-25 00:00:00
ID_057,ID_057,ID_057,51.319643,3.8919,2.77,3.36,3.26,2024-11-27 00:00:00,2024-07-18 00:00:00
ID_058,ID_058,ID_058,45.13819,3.904763,1.63,1.87,1.51,2024-01-11 00:00:00,2024-02-06 00:00:00
ID_059,ID_059,ID_059,45.657625,-0.126178,8.08,7.06,5.56,2024-11-30 00:00:00,2024-07-01 00:00:00
ID_060,ID_060,ID_060,52.70207,4.015434,5.83,8.79,3.43,2024-11-26 00:00:00,2024-12-18 00:00:00
ID_061,ID_061,ID_061,47.853015,5.202864,8.61,7.75,3.36,2024-02-18 00:00:00,2024-01-13 00:00:00
ID_062,ID_062,ID_062,47.809563,2.361971,1.85,2.9,5.98,2024-07-08 00:00:00,2024-05-19 00:00:00
ID_063,ID_063,ID_063,50.140509,5.744012,6.66,3.55,4.44,2024-04-16 00:00:00,2024-07-25 00:00:00
ID_064,ID_064,ID_064,50.392032,5.338901,2.09,5.52,8.59,2024-10-06 00:00:00,2024-01-31 00:00:00
ID_065,ID_065,ID_065,51.953212,0.502039,2.78,4.85,5.42,2024-08-21 00:00:00,2024-07-08 00:00:00
ID_066,ID_066,ID_066,47.91541,3.618413,3.0,4.07,5.01,2024-07-16 00:00:00,2024-02-02 00:00:00
ID_067,ID_067,ID_067,47.376591,1.751579,6.16,5.92,5.39,2024-10-18 00:00:00,2024-10-01 00:00:00
ID_068,ID_068,ID_068,46.569083,-1.334967,7.62,3.84,6.35,2024-02-20 00:00:00,2024-01-06 00:00:00
ID_069,ID_069,ID_069,50.505678,4.854717,7.28,3.74,6.3,2024-03-13 00:00:00,2024-06-25 00:00:00
ID_070,ID_070,ID_070,45.963908,-0.968877,8.67,4.73,6.47,2024-08-17 00:00:00,2024-02-14 00:00:00
ID_071,ID_071,ID_071,49.600912,-0.159392,7.8,8.36,7.16,2024-11-25 00:00:00,2024-02-14 00:00:00
ID_072,ID_072,ID_072,45.220042,3.204126,4.9,4.87,4.36,2024-02-10 00:00:00,2024-05-12 00:00:00
ID_073,ID_073,ID_073,48.040898,3.005566,6.29,7.59,8.5,2024-07-28 00:00:00,2024-06-28 00:00:00
ID_074,ID_074,ID_074,49.2428,-0.936568,2.3,4.64,5.57,2024-01-14 00:00:00,2024-07-21 00:00:00
ID_075,ID_075,ID_075,50.710572,5.391664,2.1,1.87,1.41,2024-04-08 00:00:00,2024-03-13 00:00:00
ID_076,ID_076,ID_076,45.30374,5.590564,6.76,3.25,3.81,2024-02-16 00:00:00,2024-03-20 00:00:00
ID_077,ID_077,ID_077,48.200233,2.728143,1.33,4.7,5.15,2024-04-30 00:00:00,2024-07-19 00:00:00
ID_078,ID_078,ID_078,47.984493,-0.7306,1.26,6.43,6.8,2024-11-19 00:00:00,2024-08-26 00:00:00
ID_079,ID_079,ID_079,50.589056,2.874213,2.93,5.93,5.05,2024-12-14 00:00:00,2024-09-23 00:00:00
ID_080,ID_080,ID_080,50.301942,1.993738,5.74,8.28,4.53,2024-01-27 00:00:00,2024-07-07 00:00:00
