col_mois,col_numero_mois,col_semaine,col_ville,col_region,col_type_route,col_jour_type,col_classement_bison,col_densite_trafic_percent,col_trafic_vehicules_jour,col_direction,col_periode,col_source,col_latitude,col_longitude,col_saison,col_recommandation_circulation,col_date,col_nom_ferie,col_type_ferie,col_est_pont,col_jour_semaine,col_variation_vs_jour_normal,col_type_jour_vacances,col_periode_vacances,col_zone_scolaire,col_trafic_moyen_journalier,col_variation_vs_moyenne,col_heure_pointe_matin,col_heure_pointe_soir,col_duree_heures_pointe,col_vitesse_moyenne_kmh,col_congestion_moyenne,col_est_jour_ouvre,col_est_weekend,col_est_ferie,col_periode_type
6.04,3.84,6.62,Lyon,Grand Est,8.78,4.58,8.77,98952,6.89,1.97,1.41,Météo-France,46.498528,-0.187697,6.25,46.498528,2024-10-13 00:00:00,OUI,1,8.1,2.73,2.27,NON,1,5.98,4.39,1.47,7.71,7.02,5.08,80,6.36,6.28,OUI,1,4.61
5.33,2.87,6.23,Paris,Hauts-de-France,1.85,8.57,1.93,66506,4.72,3.58,5.72,Météo-France,50.433171,5.4977,6.1,50.433171,2024-01-01 00:00:00,OUI,OUI,8.44,3.76,3.6,1,1,4.71,4.92,7.11,6.31,8.29,6.79,70,8.45,8.7,OUI,NON,2.69
4.29,5.37,2.87,Montpellier,Pays de la Loire,7.14,6.9,8.33,156311,3.21,2.28,2.32,RATP_Open_Data_2024,46.56862,0.043607,1.59,46.56862,2024-09-19 00:00:00,NON,OUI,8.35,7.82,4.49,1,0,7.18,6.05,6.24,2.99,5.45,7.39,30,2.87,2.42,1,0,7.24
4.96,5.39,1.53,Paris,Occitanie,6.88,7.88,7.81,163038,7.51,3.52,3.75,Data.gouv.fr,50.659075,1.293672,6.42,50.659075,2024-09-23 00:00:00,NON,NON,4.07,5.84,5.41,1,1,7.95,4.63,3.99,4.19,3.45,8.06,70,5.0,3.16,OUI,OUI,4.62
6.37,8.48,4.73,Strasbourg,Nouvelle-Aquitaine,3.0,3.53,2.05,155200,3.57,2.85,1.77,Data.gouv.fr,51.658655,1.657028,6.24,51.658655,2024-07-16 00:00:00,0,OUI,6.57,6.49,4.25,NON,OUI,5.11,3.79,5.02,2.49,4.91,4.56,70,5.61,7.67,0,NON,2.91
3.31,6.43,7.22,Bordeaux,Nouvelle-Aquitaine,7.99,2.65,1.48,163652,1.73,3.5,7.17,SNCF_Open_Data,52.076308,2.527707,3.0,52.076308,2024-04-21 00:00:00,1,NON,2.49,8.07,4.85,0,1,3.08,5.66,5.9,7.37,3.08,5.64,30,6.41,2.44,NON,0,1.74
2.87,2.66,2.59,Marseille,Occitanie,4.71,4.78,3.33,4898,7.22,2.68,2.77,Météo-France,48.961247,0.15062,6.41,48.961247,2024-08-07 00:00:00,NON,NON,8.22,3.32,5.43,OUI,OUI,2.06,1.44,2.07,7.05,1.95,2.29,130,6.28,6.49,0,OUI,2.52
4.16,7.89,8.15,Nice,Île-de-France,4.1,8.56,5.56,147112,2.71,6.44,6.37,Data.gouv.fr,51.008917,1.365544,5.56,51.008917,2024-05-03 00:00:00,0,0,5.7,7.06,7.1,1,0,1.4,7.73,6.27,2.2,6.95,4.8,70,5.52,8.37,NON,NON,2.78
5.68,5.08,1.83,Nice,Provence-Alpes-Côte d'Azur,7.79,7.91,4.27,88450,2.7,4.96,4.87,Airparif,45.259274,1.405504,7.29,45.259274,2024-07-19 00:00:00,1,0,6.67,1.31,5.62,NON,1,2.55,5.3,3.88,3.65,3.57,2.13,80,3.47,6.66,NON,0,4.17
7.25,2.56,3.32,Toulouse,Nouvelle-Aquitaine,4.35,1.4,7.13,63901,6.98,7.38,8.19,Météo-France,50.716528,-0.551367,7.67,50.716528,2024-07-08 00:00:00,OUI,NON,1.62,5.96,3.15,1,OUI,4.43,4.07,4.68,1.71,1.93,5.58,130,5.28,7.7,1,NON,4.76
5.04,8.03,8.06,Lille,Normandie,6.83,3.85,4.09,158850,4.08,4.53,3.6,Airparif,47.678403,5.898554,4.93,47.678403,2024-10-14 00:00:00,OUI,NON,6.09,3.36,7.23,OUI,NON,6.34,3.19,8.79,6.08,4.2,3.28,110,3.07,4.6,0,0,3.69
7.99,3.35,1.42,Marseille,Auvergne-Rhône-Alpes,4.31,6.23,5.57,78621,8.09,3.98,5.17,Data.gouv.fr,51.480747,3.852943,6.51,51.480747,2024-05-24 00:00:00,0,NON,2.3,6.65,2.65,0,NON,6.66,7.62,8.72,2.09,3.16,4.92,130,1.92,1.66,OUI,0,4.65
6.34,5.86,1.62,Nantes,Nouvelle-Aquitaine,3.13,5.53,8.66,104036,8.58,7.82,2.33,Météo-France,45.509532,3.415558,7.76,45.509532,2024-10-24 00:00:00,0,OUI,4.94,8.54,7.94,1,OUI,3.8,1.72,7.02,7.07,3.42,7.97,130,7.22,5.83,0,1,8.2
7.97,2.03,1.74,Bordeaux,Nouvelle-Aquitaine,7.96,1.67,4.99,121321,3.9,6.51,3.35,Météo-France,52.380303,0.072308,5.56,52.380303,2024-02-28 00:00:00,1,OUI,4.09,2.34,4.12,OUI,OUI,4.72,7.65,3.29,2.88,2.18,4.82,30,5.06,5.51,1,0,8.17
5.47,5.44,5.45,Montpellier,Grand Est,6.17,4.41,7.46,37201,2.47,2.5,5.86,Data.gouv.fr,49.139222,-0.133228,7.01,49.139222,2024-03-01 00:00:00,1,1,6.7,6.18,4.17,1,NON,7.87,5.63,3.19,5.46,8.23,5.36,50,1.83,1.31,1,0,1.89
8.73,7.43,3.97,Strasbourg,Hauts-de-France,5.42,1.26,1.99,34447,7.21,2.39,4.56,Data.gouv.fr,45.196804,-0.471486,6.77,45.196804,2024-02-18 00:00:00,1,OUI,8.66,2.08,5.82,NON,NON,3.96,7.38,7.3,6.79,6.78,2.88,50,7.47,7.02,1,OUI,8.56
6.64,1.79,6.32,Montpellier,Provence-Alpes-Côte d'Azur,5.47,1.31,7.33,21517,7.27,5.72,7.5,Airparif,45.084904,0.918108,2.12,45.084904,2024-02-12 00:00:00,OUI,0,7.23,6.9,5.67,1,1,3.78,1.33,4.95,3.84,4.31,1.42,110,2.92,1.53,1,OUI,5.06
5.03,2.51,6.93,Bordeaux,Pays de la Loire,2.81,3.52,7.94,188126,8.33,6.9,7.35,RATP_Open_Data_2024,48.23819,2.491009,1.84,48.23819,2024-03-20 00:00:00,1,OUI,7.57,5.9,7.05,NON,1,7.47,7.52,4.89,6.28,5.61,5.76,50,5.15,2.65,0,0,8.73
7.79,4.15,5.17,Lille,Hauts-de-France,6.03,8.8,1.83,5344,1.71,2.3,4.33,SNCF_Open_Data,52.356754,5.133021,5.72,52.356754,2024-03-24 00:00:00,1,NON,1.59,7.26,3.21,1,1,8.46,4.94,2.38,1.9,4.57,5.81,130,8.01,6.7,NON,NON,1.91
4.09,6.66,2.26,Marseille,Normandie,3.77,2.1,5.76,10101,1.86,6.19,2.68,Data.gouv.fr,49.909379,1.879885,5.15,49.909379,2024-06-30 00:00:00,0,NON,2.87,3.68,2.58,OUI,OUI,2.71,6.98,8.48,4.43,3.1,3.24,30,7.0,8.15,1,1,2.07
5.59,1.79,8.8,Lille,Hauts-de-France,7.69,8.14,7.54,25754,2.37,5.94,1.85,Airparif,49.746664,5.225025,4.95,49.746664,2024-04-02 00:00:00,OUI,NON,3.92,5.44,4.16,0,OUI,1.82,4.84,2.66,8.05,5.43,6.47,50,1.87,5.26,NON,0,4.32
3.37,4.68,5.67,Montpellier,Normandie,2.97,4.24,8.38,77827,5.6,4.09,8.34,Data.gouv.fr,46.081614,3.700614,5.2,46.081614,2024-11-23 00:00:00,0,0,3.6,5.59,7.47,1,0,1.38,3.51,1.48,3.82,6.68,2.16,30,4.06,2.15,0,1,4.14
7.13,4.67,7.22,Paris,Normandie,2.55,8.05,8.79,142915,3.34,6.85,4.14,Météo-France,45.118524,5.113895,1.9,45.118524,2024-09-07 00:00:00,1,0,3.83,2.44,7.04,0,NON,1.55,1.99,7.52,4.55,3.41,1.86,50,1.75,7.53,NON,0,8.09
2.14,2.34,6.46,Bordeaux,Occitanie,8.14,8.17,8.77,55584,8.46,7.59,6.75,SNCF_Open_Data,48.168564,0.080568,3.16,48.168564,2024-10-23 00:00:00,OUI,OUI,8.12,7.38,2.27,1,NON,3.43,3.43,3.39,8.72,4.75,7.61,70,8.37,2.33,0,OUI,1.96
4.94,6.88,5.58,Nantes,Île-de-France,3.35,7.54,5.43,95330,6.81,3.57,5.39,SNCF_Open_Data,52.64628,0.963027,3.9,52.64628,2024-09-26 00:00:00,1,NON,1.28,2.82,3.29,0,OUI,8.72,5.54,6.29,6.42,7.48,5.28,45,8.48,1.83,OUI,1,4.3
7.56,7.13,3.08,Nice,Hauts-de-France,8.54,8.29,6.49,58049,5.73,2.98,7.33,Airparif,50.159735,3.854735,4.48,50.159735,2024-05-06 00:00:00,1,0,4.4,1.94,2.53,NON,OUI,4.9,7.73,5.18,5.87,4.79,6.27,50,1.71,2.64,1,1,8.57
3.23,7.24,7.13,Marseille,Normandie,8.04,4.99,3.5,176525,1.88,6.78,6.18,Data.gouv.fr,51.03986,0.729992,2.47,51.03986,2024-01-30 00:00:00,0,OUI,1.48,1.65,7.72,NON,1,2.28,1.55,3.18,3.68,6.29,8.15,70,2.55,1.41,NON,NON,6.09
6.24,1.61,3.66,Marseille,Provence-Alpes-Côte d'Azur,2.01,3.94,3.5,23933,3.26,5.94,3.69,Data.gouv.fr,48.718332,0.384715,8.18,48.718332,2024-08-06 00:00:00,1,1,5.82,3.93,4.43,0,OUI,3.63,7.98,2.16,1.82,1.43,7.29,50,8.52,6.01,0,1,3.02
5.75,2.72,1.75,Bordeaux,Normandie,7.39,1.96,1.83,68612,1.52,2.8,5.13,Airparif,47.198054,6.034322,3.68,47.198054,2024-04-30 00:00:00,OUI,0,3.68,4.07,8.62,1,NON,5.2,7.55,8.47,4.46,8.47,2.36,110,7.47,3.67,1,0,6.77
1.54,6.23,6.5,Marseille,Bretagne,1.6,8.79,2.67,82652,2.76,4.84,6.5,SNCF_Open_Data,51.895065,2.308641,6.14,51.895065,2024-09-20 00:00:00,0,0,4.59,3.78,7.71,NON,0,4.33,8.51,7.1,3.58,5.55,6.49,130,6.77,5.22,1,0,1.31
2.81,2.15,3.14,Lyon,Hauts-de-France,6.09,4.12,3.56,156487,6.36,7.18,2.34,Airparif,50.34753,-0.695511,7.0,50.34753,2024-04-17 00:00:00,1,0,3.77,2.03,4.56,1,1,8.56,3.81,8.09,5.09,1.83,1.36,110,5.29,3.96,0,OUI,6.05
5.21,2.61,5.92,Paris,Hauts-de-France,8.13,1.29,1.63,88886,3.23,4.08,5.34,Météo-France,50.497711,0.541154,2.74,50.497711,2024-06-09 00:00:00,NON,OUI,4.74,7.03,4.98,NON,0,6.43,4.18,1.88,2.68,8.11,7.06,110,6.98,4.64,1,1,1.5
7.5,3.5,3.81,Toulouse,Nouvelle-Aquitaine,6.27,1.48,3.4,56236,8.5,3.25,5.73,Airparif,44.992569,3.919687,7.63,44.992569,2024-03-07 00:00:00,1,0,5.27,7.0,5.68,NON,OUI,1.64,6.14,1.34,3.33,5.29,8.61,130,6.85,8.36,1,NON,5.7
5.33,8.76,5.14,Nice,Provence-Alpes-Côte d'Azur,5.41,8.38,3.26,20450,1.41,5.63,2.75,Météo-France,49.821871,6.165541,7.04,49.821871,2024-04-05 00:00:00,1,NON,1.24,8.78,2.17,1,0,7.94,4.92,5.12,2.54,3.7,4.75,70,8.4,8.54,NON,0,6.72
8.6,1.74,1.64,Montpellier,Grand Est,3.67,8.45,6.51,175608,4.26,7.08,8.6,Airparif,46.855122,6.176117,3.37,46.855122,2024-06-24 00:00:00,OUI,0,5.94,3.92,2.05,0,OUI,1.84,4.3,4.31,4.24,6.93,6.34,110,7.51,6.56,NON,1,6.79
6.25,7.2,4.47,Bordeaux,Hauts-de-France,2.19,2.62,6.5,180097,3.57,7.62,2.6,Météo-France,45.648682,-0.260219,2.68,45.648682,2024-07-11 00:00:00,NON,1,5.77,8.78,2.96,NON,NON,2.77,7.43,4.81,2.15,5.38,4.75,110,3.03,6.51,0,0,8.57
2.39,7.79,8.02,Lille,Auvergne-Rhône-Alpes,5.32,8.3,2.04,127000,1.95,8.47,3.83,Data.gouv.fr,48.670095,0.507435,8.0,48.670095,2024-09-28 00:00:00,OUI,0,8.48,8.34,4.15,NON,OUI,8.71,6.06,6.54,1.53,3.18,4.31,80,2.58,2.43,OUI,0,4.19
1.27,4.06,3.99,Strasbourg,Auvergne-Rhône-Alpes,4.7,8.6,6.75,25093,7.76,7.76,8.05,Météo-France,45.02541,-1.068082,4.35,45.02541,2024-10-19 00:00:00,NON,NON,8.6,4.91,2.71,OUI,0,3.19,8.15,8.0,3.58,2.11,6.51,110,6.0,4.02,1,NON,4.08
6.85,8.3,3.7,Strasbourg,Bretagne,5.95,2.14,2.84,38423,2.79,6.71,4.65,SNCF_Open_Data,49.830708,-1.408559,2.35,49.830708,2024-12-13 00:00:00,OUI,1,8.02,8.64,5.47,NON,0,6.61,5.01,6.07,8.3,6.06,3.27,80,5.52,2.29,1,0,7.97
3.82,7.83,6.64,Bordeaux,Bretagne,7.08,5.6,6.13,194179,3.81,3.49,5.65,SNCF_Open_Data,50.310457,5.754025,7.66,50.310457,2024-06-04 00:00:00,NON,0,6.84,8.54,1.51,0,0,2.55,8.08,3.1,1.96,6.45,5.2,70,7.11,3.78,0,NON,4.66
5.89,6.13,5.77,Nantes,Nouvelle-Aquitaine,2.29,2.92,4.38,165429,8.12,5.95,2.54,Data.gouv.fr,47.257917,-0.67401,4.68,47.257917,2024-02-05 00:00:00,OUI,1,8.58,5.09,2.64,0,NON,1.56,8.68,6.66,2.92,7.07,6.2,30,1.57,3.36,1,0,4.15
8.33,4.73,5.28,Paris,Hauts-de-France,6.73,7.75,1.29,128333,3.1,8.11,7.19,RATP_Open_Data_2024,47.977862,1.536871,3.34,47.977862,2024-06-10 00:00:00,0,1,5.46,2.2,2.71,OUI,OUI,7.51,7.68,3.04,3.44,6.05,5.91,130,2.61,7.71,OUI,NON,7.03
2.22,7.31,4.1,Bordeaux,Île-de-France,2.1,1.41,1.36,123386,5.59,2.96,4.01,Météo-France,49.883481,1.904904,4.74,49.883481,2024-04-26 00:00:00,1,0,2.3,4.81,2.57,0,0,3.04,4.66,6.4,3.55,2.11,6.91,130,1.55,2.42,0,OUI,1.79
1.77,4.68,6.77,Montpellier,Provence-Alpes-Côte d'Azur,4.85,1.66,3.82,25704,5.77,5.07,8.38,Data.gouv.fr,46.816614,-1.485741,1.26,46.816614,2024-07-11 00:00:00,OUI,OUI,6.37,7.23,6.12,0,NON,7.12,6.3,2.63,7.08,2.43,4.27,110,8.04,6.05,NON,OUI,7.11
1.94,3.03,6.42,Marseille,Île-de-France,8.17,5.98,4.69,130438,1.34,3.88,4.05,Data.gouv.fr,51.743209,3.495532,4.12,51.743209,2024-01-28 00:00:00,NON,NON,3.22,8.51,4.9,OUI,0,3.72,1.84,2.54,4.4,8.36,3.15,80,3.34,6.47,NON,OUI,5.3
3.63,2.72,6.69,Nice,Hauts-de-France,3.38,1.83,2.51,49219,7.77,1.77,5.77,Data.gouv.fr,45.610608,6.052852,1.21,45.610608,2024-11-18 00:00:00,0,0,5.31,8.09,7.28,NON,NON,3.83,2.8,1.73,8.38,7.17,1.88,50,1.67,2.8,0,1,4.73
5.46,1.25,6.29,Lyon,Nouvelle-Aquitaine,6.58,1.71,2.52,70966,6.12,1.39,6.15,Airparif,50.825798,-0.156127,3.19,50.825798,2024-03-13 00:00:00,1,0,3.34,4.87,6.35,OUI,NON,8.79,6.8,2.97,1.81,7.76,6.23,130,2.44,5.72,NON,NON,5.9
6.01,5.56,8.0,Lyon,Bretagne,6.81,7.33,3.97,180924,2.28,8.35,1.48,Airparif,52.328156,-1.18935,2.91,52.328156,2024-07-12 00:00:00,OUI,0,2.86,7.24,4.31,0,1,3.7,5.19,8.48,7.65,2.66,4.64,110,7.04,3.59,OUI,1,4.6
4.96,4.78,8.26,Toulouse,Occitanie,8.4,8.38,1.37,28748,1.99,6.98,3.28,Météo-France,47.12077,3.142584,2.13,47.12077,2024-09-29 00:00:00,1,0,6.02,2.5,5.18,0,OUI,2.04,2.92,3.88,6.14,5.72,2.13,45,7.37,3.95,NON,0,4.99
3.6,5.89,4.9,Strasbourg,Île-de-France,7.79,4.12,6.08,31055,8.55,8.25,4.0,SNCF_Open_Data,47.511888,3.775836,5.92,47.511888,2024-04-10 00:00:00,OUI,0,8.32,2.52,5.66,OUI,0,7.3,2.6,1.22,5.77,3.76,1.71,50,6.32,3.56,0,1,2.84
6.04,8.39,6.74,Marseille,Provence-Alpes-Côte d'Azur,1.82,6.08,3.63,53969,4.25,3.78,8.64,Météo-France,49.986772,3.91802,4.79,49.986772,2024-06-04 00:00:00,OUI,0,3.25,2.25,6.07,OUI,OUI,8.5,3.89,3.57,3.95,2.5,3.54,110,6.27,6.63,1,0,6.63
7.74,7.04,2.64,Nice,Normandie,8.5,6.16,7.06,19258,7.49,6.52,2.94,RATP_Open_Data_2024,45.87323,0.68111,2.92,45.87323,2024-07-15 00:00:00,1,1,1.25,2.83,2.55,1,NON,4.36,8.09,6.49,6.89,3.58,5.93,45,7.46,5.41,0,1,5.34
5.07,8.61,6.75,Nantes,Hauts-de-France,8.63,1.51,2.24,99212,5.06,3.27,7.96,Météo-France,52.360465,3.570887,4.62,52.360465,2024-12-22 00:00:00,NON,1,2.35,2.54,3.33,0,NON,7.81,5.62,5.07,3.21,1.28,1.7,130,7.3,5.55,NON,1,6.47
6.39,7.02,5.14,Nantes,Hauts-de-France,1.81,3.6,6.75,5992,8.44,3.41,3.91,Data.gouv.fr,46.820238,4.860461,8.5,46.820238,2024-07-03 00:00:00,OUI,0,1.91,1.34,5.3,1,OUI,3.2,7.59,7.91,5.96,5.64,8.69,110,8.23,2.83,0,NON,2.78
4.79,1.49,8.34,Strasbourg,Bretagne,6.34,1.23,7.84,73840,5.6,3.34,4.89,Data.gouv.fr,48.107336,2.049058,4.0,48.107336,2024-10-17 00:00:00,0,1,8.27,4.56,2.65,1,0,7.02,7.39,5.48,2.29,6.62,8.38,45,7.31,5.35,0,OUI,3.76
4.76,8.72,8.49,Lille,Nouvelle-Aquitaine,5.9,1.96,6.59,35371,6.74,6.31,5.03,RATP_Open_Data_2024,51.242057,4.808844,6.55,51.242057,2024-03-10 00:00:00,OUI,OUI,7.9,4.48,3.87,0,1,6.01,5.98,8.63,3.43,5.5,8.47,45,4.96,4.47,OUI,0,4.0
1.8,2.33,7.16,Montpellier,Normandie,5.58,3.35,1.85,67646,5.23,4.79,3.94,Météo-France,51.788094,1.807296,4.13,51.788094,2024-10-21 00:00:00,NON,1,4.25,3.79,1.22,NON,1,8.72,6.88,3.2,7.76,6.94,3.93,45,3.55,2.38,NON,NON,7.06
8.24,6.8,7.46,Bordeaux,Occitanie,2.88,1.79,4.42,178483,6.98,3.38,5.26,SNCF_Open_Data,46.774324,-0.46779,4.66,46.774324,2024-01-24 00:00:00,NON,OUI,1.85,3.85,1.39,0,0,4.0,3.59,5.73,5.75,6.16,5.66,70,7.2,5.8,1,NON,3.56
3.5,5.28,6.13,Marseille,Nouvelle-Aquitaine,2.97,4.99,2.19,82960,3.52,3.67,7.46,RATP_Open_Data_2024,50.886839,2.669058,4.9,50.886839,2024-09-06 00:00:00,NON,0,4.59,5.43,5.18,1,OUI,8.14,7.58,6.19,8.39,2.53,8.1,70,3.69,6.87,0,1,8.42
2.0,6.81,4.26,Nice,Auvergne-Rhône-Alpes,6.2,7.77,8.48,45671,5.64,5.57,2.64,Airparif,52.322819,5.466172,2.86,52.322819,2024-06-13 00:00:00,OUI,NON,1.27,4.83,8.6,OUI,OUI,4.43,5.0,5.77,3.18,4.15,2.23,80,1.87,2.29,0,0,5.57
6.78,1.3,6.05,Nice,Nouvelle-Aquitaine,2.43,7.99,4.63,72651,3.85,7.7,3.57,Data.gouv.fr,50.518083,2.76356,8.66,50.518083,2024-04-04 00:00:00,NON,1,8.02,7.69,3.72,NON,OUI,3.56,4.05,7.58,1.35,7.96,7.69,50,1.32,6.49,OUI,0,5.63
4.63,7.41,7.98,Bordeaux,Hauts-de-France,3.47,2.84,8.44,188355,7.28,7.66,8.17,RATP_Open_Data_2024,48.14271,4.765074,4.89,48.14271,2024-07-27 00:00:00,0,OUI,1.47,4.5,3.46,0,0,6.38,4.02,2.72,7.02,6.31,7.3,80,8.66,3.35,OUI,0,5.21
1.81,7.29,8.1,Nantes,Occitanie,3.15,2.32,5.68,192403,4.31,3.31,2.25,Météo-France,52.351637,2.349901,6.85,52.351637,2024-12-03 00:00:00,0,0,4.8,8.21,6.42,1,1,4.77,7.53,8.65,7.39,4.07,6.88,80,4.81,7.37,1,0,2.84
3.74,5.34,3.71,Lille,Bretagne,8.77,7.8,6.54,82096,3.97,1.99,2.41,Airparif,46.089774,-0.859162,5.5,46.089774,2024-10-22 00:00:00,OUI,NON,4.84,8.06,2.38,OUI,0,3.73,3.75,2.97,5.85,1.44,3.13,30,6.26,7.51,1,0,4.55
2.59,5.93,3.09,Nantes,Grand Est,6.72,8.76,7.5,124395,5.76,3.37,6.2,Airparif,49.326781,3.751651,5.36,49.326781,2024-06-14 00:00:00,NON,NON,6.0,7.14,7.25,1,0,8.73,2.19,5.97,4.31,7.61,6.54,30,7.68,6.19,NON,NON,8.27
4.32,2.73,2.69,Bordeaux,Grand Est,6.25,2.66,7.44,100714,7.09,2.24,8.07,Airparif,49.577573,-1.623662,8.24,49.577573,2024-05-03 00:00:00,1,1,7.45,7.13,4.17,OUI,0,5.77,2.62,7.88,4.28,5.85,3.77,30,1.55,5.53,0,OUI,8.73
6.36,6.1,6.55,Lyon,Normandie,2.0,6.97,3.67,170589,8.65,8.75,4.95,Météo-France,51.528278,6.20294,8.27,51.528278,2024-01-03 00:00:00,OUI,0,7.89,2.08,3.92,1,NON,1.93,1.51,7.28,6.22,3.66,8.23,30,6.89,5.11,NON,1,5.92
5.41,2.55,7.3,Lille,Île-de-France,5.56,4.16,6.17,35460,7.53,3.17,8.34,Airparif,49.061409,2.359955,1.34,49.061409,2024-05-21 00:00:00,0,0,4.9,3.65,2.88,1,NON,5.99,5.91,3.5,4.58,5.04,1.84,50,7.48,6.96,0,NON,5.0
7.3,5.45,2.04,Lyon,Occitanie,2.08,4.07,5.87,94518,1.7,3.46,1.91,Météo-France,45.705463,4.993883,7.41,45.705463,2024-06-07 00:00:00,1,OUI,6.86,3.31,3.38,0,NON,3.87,6.04,2.34,6.12,4.35,5.78,50,7.52,3.38,1,NON,4.38
1.55,2.76,7.68,Paris,Bretagne,7.53,7.5,6.11,124763,1.77,1.75,7.51,Météo-France,48.728318,-1.525387,3.48,48.728318,2024-07-20 00:00:00,OUI,0,5.69,4.23,4.07,NON,NON,6.61,4.05,6.78,5.61,2.76,6.89,110,1.46,5.32,NON,0,1.35
7.47,8.51,2.03,Toulouse,Bretagne,3.07,4.0,2.01,80043,1.38,8.16,2.61,Airparif,49.750694,4.10067,2.35,49.750694,2024-08-19 00:00:00,0,NON,2.37,3.25,5.82,1,1,3.79,5.62,8.59,7.22,6.97,3.39,30,5.76,4.11,OUI,OUI,4.52
1.93,5.24,5.05,Toulouse,Occitanie,2.14,3.7,5.18,136005,6.05,5.31,5.52,SNCF_Open_Data,51.937677,1.140051,1.7,51.937677,2024-09-15 00:00:00,OUI,0,3.43,5.44,3.88,NON,NON,5.68,1.5,3.94,4.87,1.93,2.12,110,7.83,1.7,0,NON,6.79
1.54,3.86,2.42,Nice,Bretagne,7.77,5.53,2.04,103133,1.51,5.89,3.25,Data.gouv.fr,51.442062,-1.173561,2.63,51.442062,2024-05-24 00:00:00,OUI,NON,6.4,7.32,8.64,NON,NON,3.55,1.53,3.15,2.92,6.61,8.12,80,1.82,7.62,1,NON,6.71
6.26,6.8,5.6,Lyon,Bretagne,7.07,2.68,7.24,127804,1.88,6.42,3.72,Data.gouv.fr,47.235193,5.362537,5.18,47.235193,2024-01-10 00:00:00,1,OUI,1.98,1.77,4.51,0,OUI,5.16,2.83,2.31,6.82,7.42,1.52,130,5.26,4.1,0,OUI,6.82
2.33,4.58,4.43,Montpellier,Île-de-France,2.24,7.41,6.9,163334,1.67,3.6,2.63,Data.gouv.fr,50.552249,-1.379091,2.33,50.552249,2024-10-08 00:00:00,NON,OUI,3.52,1.24,8.38,0,0,2.35,4.11,2.63,6.82,7.04,5.38,45,5.2,4.7,1,1,5.31
1.6,3.55,7.51,Montpellier,Hauts-de-France,5.46,7.8,1.7,163698,8.56,7.11,7.61,Data.gouv.fr,50.480544,-0.625205,5.3,50.480544,2024-08-15 00:00:00,0,OUI,8.46,5.77,8.49,1,OUI,3.77,2.49,3.11,6.99,1.76,2.89,45,6.89,2.45,NON,0,7.63
8.16,3.85,2.6,Marseille,Occitanie,3.41,2.74,3.76,161806,2.36,6.35,4.05,RATP_Open_Data_2024,47.373909,5.834476,7.54,47.373909,2024-11-16 00:00:00,NON,1,3.27,7.99,7.52,OUI,NON,2.06,5.3,1.56,8.02,5.17,8.13,70,3.29,5.53,1,NON,1.31
5.26,1.31,1.24,Toulouse,Normandie,7.46,2.48,6.62,19581,7.01,4.38,4.16,Météo-France,52.329221,5.588259,3.85,52.329221,2024-07-07 00:00:00,0,OUI,6.58,5.95,5.3,0,1,4.08,1.78,7.82,2.64,7.82,3.05,45,4.34,4.45,0,1,2.96
6.95,3.83,7.18,Lyon,Occitanie,5.62,2.47,7.63,196973,3.38,2.51,5.07,Data.gouv.fr,45.156188,3.012235,2.71,45.156188,2024-09-09 00:00:00,NON,NON,4.62,2.07,6.44,0,OUI,4.19,3.92,4.87,4.55,4.93,4.62,80,5.33,4.36,1,0,7.18
1.97,5.01,2.13,Montpellier,Pays de la Loire,6.23,1.44,8.16,93761,5.9,3.77,5.81,RATP_Open_Data_2024,48.052285,5.302428,2.1,48.052285,2024-05-20 00:00:00,1,NON,3.94,5.93,2.44,NON,0,8.27,6.7,6.48,4.0,8.06,3.11,80,3.84,4.35,0,0,4.53
4.01,8.73,3.47,Montpellier,Pays de la Loire,2.97,6.58,5.26,135649,3.53,6.61,1.88,SNCF_Open_Data,46.201193,-0.271576,4.64,46.201193,2024-08-22 00:00:00,1,NON,7.67,5.21,5.79,NON,1,3.67,1.44,1.47,7.83,3.88,5.09,30,6.99,4.26,1,OUI,3.42
7.08,7.11,1.99,Strasbourg,Nouvelle-Aquitaine,6.35,5.46,4.07,170499,7.17,8.4,7.66,Airparif,49.556138,2.616396,2.57,49.556138,2024-10-29 00:00:00,NON,OUI,4.64,6.01,5.79,OUI,NON,6.67,1.49,5.41,5.71,4.11,2.61,130,5.85,5.54,0,OUI,3.1
7.46,8.7,2.89,Nice,Nouvelle-Aquitaine,3.37,6.94,3.93,2512,4.29,4.5,5.27,RATP_Open_Data_2024,47.487869,-1.398562,7.35,47.487869,2024-09-22 00:00:00,1,OUI,7.92,7.92,5.63,0,1,7.47,1.62,4.57,6.38,1.88,3.92,45,3.78,7.86,1,1,3.63
6.61,4.3,4.6,Strasbourg,Auvergne-Rhône-Alpes,3.46,2.48,2.91,171074,6.52,7.84,3.5,RATP_Open_Data_2024,50.072571,0.750657,4.88,50.072571,2024-06-05 00:00:00,1,NON,7.99,4.92,5.9,1,1,2.43,5.81,6.39,5.54,4.57,2.31,110,5.68,1.94,0,OUI,4.99
5.55,2.79,2.81,Lyon,Pays de la Loire,6.44,7.32,5.77,137629,6.74,3.27,8.46,SNCF_Open_Data,45.839072,-0.014137,5.59,45.839072,2024-09-02 00:00:00,NON,OUI,5.42,6.36,4.68,0,OUI,3.13,7.67,7.96,7.43,2.16,3.15,110,6.33,4.41,0,1,7.72
