col_ville,col_code_departement,col_region,col_population,col_type_route,col_heure,col_trafic_vehicules_h,col_vitesse_moyenne_kmh,col_niveau_congestion,col_indice_congestion_1_10,col_date_scraping,col_source,col_latitude,col_longitude,col_qualite_air,col_emission_co2_g_km_moyenne,col_emission_totale_estimee_kg_h,col_lignes_metro,col_lignes_tram,col_systeme_velo,col_departement,col_jour_semaine,col_tmja,col_pourcentage_pl,col_vitesse_commerciale_kmh,col_longueur_reseau_km,col_date_mesure,col_mois,col_mois_nom,col_direction,col_classe_route,col_classement_bison,col_densite_trafic_percent,col_duree_trajet_supplementaire_min,col_est_periode_vacances,col_recommandation,col_trafic_par_habitant
Montpellier,Île-de-France,Auvergne-Rhône-Alpes,52.445075,7.25,2.5,8.7,110,1.65,3.34,2024-11-22 00:00:00,Météo-France,52.445075,0.436069,3.42,7.58,2024-07-31 00:00:00,8.32,3.38,4.42,Grand Est,6.22,3.91,8.77,30,0.436069,2024-10-06 00:00:00,8.43,3.32,3.6,2.85,3.47,84747,8.76,OUI,3.9,7.09
Bordeaux,Hauts-de-France,Auvergne-Rhône-Alpes,50.099776,7.74,5.99,1.65,110,4.67,6.62,2024-10-08 00:00:00,Data.gouv.fr,50.099776,-0.547696,8.56,2.57,2024-08-07 00:00:00,6.47,7.97,7.54,Occitanie,2.73,6.91,6.64,110,-0.547696,2024-12-26 00:00:00,1.4,2.1,6.95,2.63,3.87,44050,4.51,0,1.29,1.4
Montpellier,Île-de-France,Normandie,47.297949,1.65,3.46,6.84,110,4.92,7.17,2024-01-23 00:00:00,Météo-France,47.297949,5.84827,6.8,2.46,2024-01-26 00:00:00,4.5,2.56,5.01,Auvergne-Rhône-Alpes,3.33,2.85,5.36,130,5.84827,2024-08-09 00:00:00,7.37,3.17,4.88,2.18,2.82,123505,4.21,0,3.5,3.57
Bordeaux,Pays de la Loire,Normandie,48.161039,3.73,8.3,5.9,130,5.01,1.52,2024-11-10 00:00:00,Data.gouv.fr,48.161039,2.493535,6.74,2.66,2024-10-27 00:00:00,2.55,3.78,3.47,Nouvelle-Aquitaine,1.52,3.46,5.79,45,2.493535,2024-04-29 00:00:00,8.4,3.28,3.64,5.67,6.78,20137,1.52,1,3.35,8.08
Toulouse,Hauts-de-France,Bretagne,49.438068,4.85,6.37,8.39,50,4.03,5.07,2024-12-16 00:00:00,Data.gouv.fr,49.438068,4.186445,6.41,8.38,2024-05-07 00:00:00,5.91,3.66,6.3,Nouvelle-Aquitaine,4.08,1.35,2.8,130,4.186445,2024-02-29 00:00:00,5.77,6.23,7.54,2.84,6.72,69593,7.42,0,7.66,8.71
Strasbourg,Nouvelle-Aquitaine,Nouvelle-Aquitaine,52.405747,1.23,3.71,7.71,50,6.75,8.51,2024-09-04 00:00:00,SNCF_Open_Data,52.405747,1.935301,6.36,3.45,2024-07-22 00:00:00,7.39,2.95,5.6,Occitanie,4.02,2.69,8.73,70,1.935301,2024-06-11 00:00:00,6.94,2.77,5.11,5.11,1.9,199167,5.88,OUI,8.0,6.99
Montpellier,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,47.707301,7.99,5.31,7.22,110,6.85,3.63,2024-09-03 00:00:00,SNCF_Open_Data,47.707301,-0.728914,4.31,7.25,2024-10-19 00:00:00,5.87,8.25,2.33,Hauts-de-France,4.32,2.56,3.93,30,-0.728914,2024-02-03 00:00:00,2.99,3.25,7.25,1.28,7.49,116839,4.33,0,7.07,8.66
Nantes,Normandie,Hauts-de-France,51.497742,8.32,7.39,6.3,110,4.87,2.26,2024-11-10 00:00:00,Airparif,51.497742,4.724693,7.47,5.72,2024-12-15 00:00:00,5.17,3.13,5.53,Occitanie,7.83,3.41,8.09,50,4.724693,2024-12-17 00:00:00,6.85,2.92,3.2,8.67,3.74,34455,8.31,0,3.37,6.89
Paris,Auvergne-Rhône-Alpes,Occitanie,49.105862,3.17,4.08,7.63,45,4.08,7.73,2024-02-05 00:00:00,Météo-France,49.105862,4.61395,4.21,1.7,2024-10-18 00:00:00,5.61,7.49,1.2,Auvergne-Rhône-Alpes,4.18,4.33,4.55,80,4.61395,2024-07-30 00:00:00,6.19,4.47,1.97,3.82,7.38,192461,4.42,0,6.24,2.66
Marseille,Auvergne-Rhône-Alpes,Normandie,45.5812,8.46,1.7,6.85,80,6.99,4.9,2024-03-08 00:00:00,Météo-France,45.5812,3.129938,4.11,4.0,2024-03-19 00:00:00,3.03,7.05,2.51,Normandie,3.28,6.62,5.93,80,3.129938,2024-08-03 00:00:00,5.54,5.94,7.15,5.24,4.61,128107,7.81,1,5.95,5.4
Montpellier,Bretagne,Provence-Alpes-Côte d'Azur,45.559953,6.53,7.19,2.13,110,6.67,1.71,2024-09-04 00:00:00,Météo-France,45.559953,0.040753,4.62,1.71,2024-06-23 00:00:00,8.02,3.85,3.27,Occitanie,2.13,6.48,8.37,70,0.040753,2024-06-09 00:00:00,1.44,8.42,8.64,8.63,7.47,80925,5.99,OUI,5.84,4.18
Nantes,Normandie,Bretagne,45.140076,6.41,7.97,3.96,80,1.62,5.05,2024-12-12 00:00:00,Météo-France,45.140076,5.179311,8.66,4.93,2024-05-12 00:00:00,5.58,3.04,4.52,Bretagne,8.66,1.65,8.62,70,5.179311,2024-09-05 00:00:00,3.44,8.63,8.57,3.29,6.25,42306,7.85,0,3.41,4.57
Montpellier,Occitanie,Pays de la Loire,50.050108,3.55,8.53,8.8,50,1.4,2.09,2024-02-16 00:00:00,Météo-France,50.050108,-0.861821,4.37,7.33,2024-09-13 00:00:00,2.24,7.08,4.44,Normandie,1.8,7.11,8.78,130,-0.861821,2024-08-17 00:00:00,8.75,8.1,7.64,2.4,4.67,106394,7.58,NON,2.31,7.42
Toulouse,Auvergne-Rhône-Alpes,Île-de-France,49.628792,4.71,8.76,7.41,80,5.96,5.07,2024-10-13 00:00:00,SNCF_Open_Data,49.628792,3.521864,2.78,5.54,2024-06-22 00:00:00,8.25,1.97,7.38,Provence-Alpes-Côte d'Azur,1.54,4.71,2.55,80,3.521864,2024-01-06 00:00:00,3.14,4.44,7.34,4.3,3.7,108517,2.62,OUI,6.47,5.36
Toulouse,Bretagne,Normandie,48.706664,3.37,1.28,2.21,70,5.81,6.47,2024-03-29 00:00:00,Météo-France,48.706664,5.713443,4.81,8.34,2024-11-17 00:00:00,8.24,5.97,2.34,Nouvelle-Aquitaine,4.94,6.26,1.49,50,5.713443,2024-02-02 00:00:00,4.94,4.78,3.47,5.08,8.31,71884,3.3,1,3.1,2.35
Toulouse,Normandie,Provence-Alpes-Côte d'Azur,46.30395,6.38,4.89,5.61,70,1.27,7.11,2024-06-05 00:00:00,Airparif,46.30395,6.18014,1.37,4.14,2024-04-11 00:00:00,6.75,7.8,5.93,Pays de la Loire,3.77,5.16,7.93,110,6.18014,2024-07-01 00:00:00,5.02,2.15,4.26,1.45,7.01,11453,7.55,OUI,3.55,6.75
Marseille,Île-de-France,Occitanie,48.952891,8.79,6.58,8.76,110,6.09,4.22,2024-11-08 00:00:00,SNCF_Open_Data,48.952891,-0.156286,6.54,7.62,2024-05-15 00:00:00,1.52,7.5,8.4,Normandie,3.84,3.07,7.76,45,-0.156286,2024-01-22 00:00:00,5.43,4.02,4.93,7.99,7.4,42037,1.71,OUI,8.36,8.39
Nantes,Île-de-France,Normandie,45.130665,4.77,4.13,1.79,30,1.94,2.86,2024-06-12 00:00:00,SNCF_Open_Data,45.130665,-0.459324,8.4,4.06,2024-04-07 00:00:00,6.31,6.44,4.64,Bretagne,8.32,6.24,7.84,70,-0.459324,2024-01-04 00:00:00,7.14,6.64,2.18,1.35,1.36,53230,5.88,NON,4.0,2.46
Nice,Hauts-de-France,Provence-Alpes-Côte d'Azur,45.668626,7.8,6.47,1.62,45,7.75,8.39,2024-02-02 00:00:00,Data.gouv.fr,45.668626,6.238747,1.7,1.52,2024-05-04 00:00:00,3.96,6.02,2.73,Normandie,5.24,5.25,5.73,45,6.238747,2024-06-12 00:00:00,4.02,7.99,8.74,2.41,2.74,156707,3.77,0,3.43,7.41
Bordeaux,Bretagne,Pays de la Loire,51.705442,4.88,6.2,4.68,130,5.26,8.18,2024-11-13 00:00:00,SNCF_Open_Data,51.705442,5.154776,3.23,4.75,2024-09-18 00:00:00,8.59,3.67,8.28,Auvergne-Rhône-Alpes,2.13,8.48,1.69,70,5.154776,2024-09-07 00:00:00,5.13,7.7,3.43,4.29,3.68,31535,3.43,NON,6.59,5.68
Lyon,Pays de la Loire,Provence-Alpes-Côte d'Azur,50.190698,6.56,2.58,2.17,50,7.39,6.48,2024-05-27 00:00:00,Airparif,50.190698,4.276821,3.14,2.01,2024-03-12 00:00:00,4.28,3.35,6.51,Auvergne-Rhône-Alpes,3.54,5.73,2.42,50,4.276821,2024-02-28 00:00:00,3.88,6.38,8.01,4.08,5.13,128327,2.77,0,7.48,1.9
Toulouse,Nouvelle-Aquitaine,Grand Est,52.472581,8.19,7.11,4.88,130,8.04,3.46,2024-03-16 00:00:00,Météo-France,52.472581,5.961477,7.52,6.55,2024-08-27 00:00:00,4.99,4.19,8.07,Pays de la Loire,8.51,5.51,5.12,70,5.961477,2024-02-06 00:00:00,5.34,3.14,2.01,4.67,1.42,174572,1.33,1,6.87,6.17
Nantes,Nouvelle-Aquitaine,Bretagne,52.442773,3.93,5.92,7.31,110,3.93,3.43,2024-11-15 00:00:00,Airparif,52.442773,-0.677178,5.85,7.55,2024-01-16 00:00:00,3.93,8.55,4.55,Bretagne,5.17,6.33,6.27,130,-0.677178,2024-02-21 00:00:00,8.15,5.27,1.3,3.52,6.12,99344,3.56,OUI,1.88,1.9
Paris,Île-de-France,Île-de-France,49.092447,3.98,3.42,7.14,30,3.96,2.0,2024-07-12 00:00:00,Météo-France,49.092447,2.82501,1.32,6.61,2024-12-16 00:00:00,5.48,3.86,6.19,Île-de-France,1.74,4.52,1.69,50,2.82501,2024-11-14 00:00:00,3.68,2.46,3.26,7.27,3.36,133515,2.09,0,7.12,8.08
Strasbourg,Bretagne,Grand Est,47.246381,7.91,3.76,8.69,70,6.91,3.33,2024-11-01 00:00:00,RATP_Open_Data_2024,47.246381,4.128887,4.5,5.73,2024-09-17 00:00:00,6.9,1.28,2.98,Hauts-de-France,5.96,3.02,4.61,110,4.128887,2024-11-17 00:00:00,6.02,8.55,6.04,3.73,6.16,188476,2.39,1,7.75,3.58
Nantes,Pays de la Loire,Pays de la Loire,47.31589,3.7,6.45,2.17,130,3.94,1.38,2024-10-26 00:00:00,Airparif,47.31589,4.02241,3.58,2.66,2024-11-27 00:00:00,4.77,2.22,3.63,Bretagne,7.37,5.54,5.21,45,4.02241,2024-05-19 00:00:00,1.48,3.32,3.54,4.43,4.51,58022,1.93,NON,6.7,2.93
Nantes,Nouvelle-Aquitaine,Bretagne,51.052793,1.7,1.68,7.47,30,1.84,3.14,2024-08-21 00:00:00,Météo-France,51.052793,0.893176,6.8,7.9,2024-09-17 00:00:00,3.55,7.14,4.04,Pays de la Loire,5.17,8.75,5.19,50,0.893176,2024-02-10 00:00:00,7.59,7.48,3.89,7.11,1.55,187084,2.79,OUI,2.23,8.14
Lyon,Île-de-France,Occitanie,50.898225,4.88,8.27,7.65,45,6.6,1.93,2024-02-08 00:00:00,Météo-France,50.898225,4.573468,4.3,7.14,2024-09-16 00:00:00,6.07,4.18,7.4,Provence-Alpes-Côte d'Azur,5.82,3.25,2.61,130,4.573468,2024-06-18 00:00:00,4.2,6.74,6.59,3.09,8.63,162571,4.24,NON,7.11,3.6
Strasbourg,Provence-Alpes-Côte d'Azur,Normandie,45.608422,7.08,1.37,8.09,80,6.93,6.22,2024-12-25 00:00:00,Data.gouv.fr,45.608422,0.50998,3.17,4.11,2024-12-23 00:00:00,3.12,3.11,7.92,Grand Est,1.42,5.85,3.53,110,0.50998,2024-09-11 00:00:00,8.55,7.62,6.4,7.64,4.15,199446,6.65,OUI,3.09,7.18
Paris,Occitanie,Île-de-France,49.898423,7.4,5.93,5.01,45,5.62,3.62,2024-09-30 00:00:00,Météo-France,49.898423,0.425536,6.67,4.44,2024-07-24 00:00:00,7.85,7.02,2.11,Hauts-de-France,5.4,8.78,1.8,30,0.425536,2024-09-30 00:00:00,4.42,8.46,6.03,6.52,7.41,198896,7.95,NON,8.46,8.09
Marseille,Pays de la Loire,Bretagne,49.658756,4.79,2.78,8.19,80,2.89,7.69,2024-01-02 00:00:00,Airparif,49.658756,1.283358,5.3,5.56,2024-06-08 00:00:00,2.9,6.55,4.14,Pays de la Loire,3.11,8.78,4.33,80,1.283358,2024-01-02 00:00:00,8.19,5.72,5.44,1.85,7.14,137071,6.93,NON,5.26,5.66
Nice,Grand Est,Pays de la Loire,49.934096,7.66,8.44,8.01,30,4.28,1.76,2024-07-07 00:00:00,Data.gouv.fr,49.934096,3.297164,3.81,8.64,2024-03-06 00:00:00,6.41,3.39,6.13,Pays de la Loire,7.36,7.31,8.64,110,3.297164,2024-09-01 00:00:00,2.67,8.0,4.26,7.5,8.63,45784,1.7,OUI,8.55,5.55
Nantes,Grand Est,Normandie,47.567865,7.66,4.39,1.77,45,5.66,4.83,2024-07-23 00:00:00,Data.gouv.fr,47.567865,-1.358498,1.89,3.99,2024-09-21 00:00:00,1.61,2.88,6.45,Provence-Alpes-Côte d'Azur,7.21,6.61,5.77,130,-1.358498,2024-11-26 00:00:00,7.45,2.25,1.91,6.98,5.07,100399,3.11,1,7.42,7.03
Marseille,Normandie,Grand Est,47.995822,7.03,6.67,2.93,50,6.22,3.52,2024-04-10 00:00:00,Airparif,47.995822,2.881038,3.85,6.6,2024-05-20 00:00:00,5.76,1.95,5.07,Bretagne,4.61,8.08,3.1,50,2.881038,2024-06-11 00:00:00,1.8,2.54,3.28,2.94,8.43,73624,7.46,OUI,2.32,4.09
Lyon,Normandie,Pays de la Loire,47.843028,1.49,4.68,6.56,80,6.52,2.08,2024-07-16 00:00:00,Airparif,47.843028,5.268576,7.03,5.91,2024-07-21 00:00:00,3.29,5.28,7.14,Nouvelle-Aquitaine,1.52,2.07,5.62,130,5.268576,2024-12-15 00:00:00,7.18,4.43,1.69,7.72,4.61,76394,4.45,1,2.48,4.68
Nantes,Grand Est,Grand Est,47.508305,8.56,8.18,4.44,80,1.38,1.34,2024-12-10 00:00:00,SNCF_Open_Data,47.508305,1.417266,2.77,5.16,2024-08-07 00:00:00,1.41,7.41,2.08,Normandie,3.38,4.27,4.25,50,1.417266,2024-09-24 00:00:00,3.57,7.15,5.63,2.53,4.14,197209,4.87,0,7.09,4.31
Nantes,Occitanie,Normandie,44.982403,4.66,3.46,8.54,110,3.21,7.99,2024-01-05 00:00:00,Data.gouv.fr,44.982403,1.028001,6.63,7.93,2024-07-17 00:00:00,2.89,6.4,1.73,Auvergne-Rhône-Alpes,3.01,5.44,2.97,130,1.028001,2024-09-24 00:00:00,3.65,7.28,8.28,4.84,5.57,180540,6.76,1,4.49,6.72
Paris,Bretagne,Île-de-France,45.990443,6.98,8.06,7.14,110,8.14,2.12,2024-07-28 00:00:00,Météo-France,45.990443,0.729754,3.24,2.83,2024-08-31 00:00:00,7.42,2.75,8.26,Auvergne-Rhône-Alpes,7.59,3.1,4.33,50,0.729754,2024-10-06 00:00:00,2.29,3.56,1.61,3.13,7.66,34177,2.88,1,4.92,6.99
Strasbourg,Hauts-de-France,Île-de-France,50.359239,2.71,3.92,7.43,130,2.54,2.81,2024-08-28 00:00:00,SNCF_Open_Data,50.359239,-1.198784,1.3,7.14,2024-05-25 00:00:00,7.6,2.78,3.06,Provence-Alpes-Côte d'Azur,8.26,6.47,5.48,130,-1.198784,2024-12-21 00:00:00,3.69,5.64,5.83,6.57,5.97,145871,4.58,OUI,5.78,4.89
Paris,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,47.431096,2.11,3.05,1.8,70,5.08,8.3,2024-03-04 00:00:00,Data.gouv.fr,47.431096,1.158296,7.56,7.39,2024-06-18 00:00:00,6.56,1.98,6.09,Pays de la Loire,4.58,5.75,4.39,130,1.158296,2024-04-08 00:00:00,5.98,8.09,5.04,5.12,8.57,98515,5.89,1,3.76,8.12
Lille,Provence-Alpes-Côte d'Azur,Bretagne,51.769729,4.46,2.27,6.12,80,6.86,8.78,2024-10-20 00:00:00,Data.gouv.fr,51.769729,3.14562,6.58,1.76,2024-09-04 00:00:00,8.42,1.85,3.88,Auvergne-Rhône-Alpes,3.19,1.56,3.1,80,3.14562,2024-09-20 00:00:00,2.11,4.02,6.14,3.19,7.66,5664,6.16,NON,5.75,7.67
Bordeaux,Pays de la Loire,Pays de la Loire,52.399093,4.56,3.94,5.56,110,7.97,2.39,2024-02-15 00:00:00,Data.gouv.fr,52.399093,4.019669,7.94,7.89,2024-09-21 00:00:00,8.33,7.88,8.31,Occitanie,7.71,3.68,4.84,45,4.019669,2024-06-09 00:00:00,1.9,8.37,1.97,4.4,1.69,177552,3.06,OUI,5.93,4.32
Nantes,Normandie,Grand Est,47.351237,2.32,3.65,1.29,130,1.47,1.67,2024-11-14 00:00:00,Météo-France,47.351237,6.340901,3.47,4.95,2024-12-06 00:00:00,2.71,7.84,4.06,Provence-Alpes-Côte d'Azur,4.73,8.53,3.71,110,6.340901,2024-01-24 00:00:00,5.11,4.99,6.64,8.15,2.44,188552,4.43,NON,1.67,2.53
Bordeaux,Auvergne-Rhône-Alpes,Grand Est,50.648348,1.92,8.11,4.56,130,2.5,3.64,2024-12-18 00:00:00,Météo-France,50.648348,6.346544,2.08,6.64,2024-07-03 00:00:00,4.47,4.93,5.97,Nouvelle-Aquitaine,2.57,5.67,8.58,80,6.346544,2024-11-02 00:00:00,5.09,7.79,4.6,5.27,5.93,175745,4.37,OUI,5.2,3.77
Nantes,Bretagne,Auvergne-Rhône-Alpes,51.394994,2.24,6.46,7.04,70,7.64,2.8,2024-11-24 00:00:00,RATP_Open_Data_2024,51.394994,0.549394,4.51,6.89,2024-08-15 00:00:00,8.61,4.83,4.32,Auvergne-Rhône-Alpes,2.52,5.32,1.47,50,0.549394,2024-11-02 00:00:00,7.79,8.41,8.76,1.76,6.74,35812,2.91,OUI,3.61,6.68
Montpellier,Grand Est,Nouvelle-Aquitaine,46.637841,2.98,6.33,6.24,30,6.06,7.75,2024-03-03 00:00:00,Data.gouv.fr,46.637841,0.749602,1.44,7.27,2024-10-20 00:00:00,6.6,8.18,2.41,Nouvelle-Aquitaine,1.23,5.36,2.73,45,0.749602,2024-04-05 00:00:00,1.39,1.38,5.64,7.46,6.1,122435,7.29,1,7.27,5.74
Strasbourg,Île-de-France,Bretagne,46.061468,7.58,3.06,3.95,70,4.83,7.36,2024-03-23 00:00:00,RATP_Open_Data_2024,46.061468,-1.044576,4.73,2.89,2024-03-14 00:00:00,1.41,6.46,6.76,Pays de la Loire,1.44,3.73,4.99,30,-1.044576,2024-02-25 00:00:00,2.93,7.02,8.19,5.89,4.56,177155,5.73,NON,6.69,1.3
Montpellier,Pays de la Loire,Île-de-France,48.077499,3.33,3.7,6.6,70,7.51,5.24,2024-08-16 00:00:00,Météo-France,48.077499,6.224904,3.37,2.03,2024-04-08 00:00:00,2.59,7.99,1.6,Normandie,5.82,8.07,8.67,110,6.224904,2024-08-13 00:00:00,5.92,7.37,3.92,3.9,5.21,121439,4.03,1,4.95,6.64
Strasbourg,Grand Est,Occitanie,47.96512,2.9,3.14,3.47,30,3.27,6.58,2024-05-30 00:00:00,Airparif,47.96512,5.677494,2.18,2.48,2024-01-30 00:00:00,3.9,4.47,4.14,Normandie,8.3,7.06,5.78,50,5.677494,2024-02-22 00:00:00,3.26,4.04,7.2,6.73,3.95,80569,8.24,0,4.27,7.44
Lyon,Occitanie,Île-de-France,52.087471,4.27,5.25,3.66,70,8.41,1.81,2024-07-31 00:00:00,Météo-France,52.087471,5.756123,6.52,3.48,2024-04-05 00:00:00,4.62,5.44,3.35,Normandie,4.74,2.85,6.56,80,5.756123,2024-04-04 00:00:00,4.71,7.91,4.94,6.46,4.1,75785,1.56,0,3.44,4.09
Lille,Grand Est,Auvergne-Rhône-Alpes,50.519332,8.44,2.72,7.31,45,6.97,8.02,2024-03-06 00:00:00,Airparif,50.519332,3.772158,6.12,1.49,2024-12-02 00:00:00,5.09,4.66,2.36,Pays de la Loire,5.91,7.46,1.63,45,3.772158,2024-09-29 00:00:00,5.7,3.31,6.8,3.13,8.27,38322,6.82,1,8.71,7.56
Montpellier,Bretagne,Provence-Alpes-Côte d'Azur,52.1445,7.65,1.83,2.01,30,6.07,5.65,2024-08-26 00:00:00,Airparif,52.1445,3.731664,5.99,5.75,2024-04-16 00:00:00,2.63,6.83,2.86,Hauts-de-France,8.72,6.22,5.77,130,3.731664,2024-03-12 00:00:00,4.13,4.4,6.17,8.02,3.05,176111,3.11,OUI,3.63,8.4
Nice,Pays de la Loire,Auvergne-Rhône-Alpes,49.795383,3.28,4.51,2.75,30,4.94,2.98,2024-08-31 00:00:00,Météo-France,49.795383,3.870303,1.82,7.63,2024-05-16 00:00:00,7.95,5.5,2.66,Auvergne-Rhône-Alpes,7.04,5.01,5.64,110,3.870303,2024-06-09 00:00:00,6.43,4.79,2.49,5.01,8.65,143875,7.97,1,3.57,7.59
Strasbourg,Provence-Alpes-Côte d'Azur,Provence-Alpes-Côte d'Azur,50.387168,4.17,7.52,4.38,70,7.41,5.21,2024-04-15 00:00:00,Data.gouv.fr,50.387168,1.000717,4.86,6.57,2024-08-21 00:00:00,5.05,3.31,3.93,Hauts-de-France,4.01,7.04,2.88,110,1.000717,2024-04-26 00:00:00,2.42,7.55,3.22,6.7,3.64,139854,6.02,1,8.63,5.0
Paris,Hauts-de-France,Normandie,45.250691,4.18,3.17,4.1,80,3.0,7.52,2024-10-09 00:00:00,RATP_Open_Data_2024,45.250691,-1.289433,4.49,4.07,2024-05-28 00:00:00,7.28,3.83,2.3,Grand Est,3.08,4.91,2.46,130,-1.289433,2024-08-16 00:00:00,5.69,7.33,7.16,2.29,7.76,88469,2.57,0,5.87,4.38
Lille,Nouvelle-Aquitaine,Hauts-de-France,46.969038,6.79,1.64,5.45,80,3.6,6.01,2024-03-26 00:00:00,RATP_Open_Data_2024,46.969038,1.025217,5.83,8.58,2024-05-24 00:00:00,1.34,7.81,6.93,Nouvelle-Aquitaine,4.1,2.99,7.66,80,1.025217,2024-03-30 00:00:00,2.36,6.89,2.78,1.5,8.07,123569,7.12,1,5.43,4.22
Lyon,Hauts-de-France,Provence-Alpes-Côte d'Azur,52.401042,3.89,5.78,3.68,130,7.75,6.67,2024-01-03 00:00:00,SNCF_Open_Data,52.401042,5.540314,5.05,6.34,2024-07-17 00:00:00,4.84,1.65,5.74,Pays de la Loire,7.45,7.06,6.59,45,5.540314,2024-07-02 00:00:00,2.06,5.12,5.65,7.22,1.41,100725,5.8,0,6.51,5.43
Toulouse,Hauts-de-France,Nouvelle-Aquitaine,50.564083,1.95,5.53,8.4,30,3.42,7.27,2024-05-28 00:00:00,Météo-France,50.564083,-0.575816,4.51,6.01,2024-11-23 00:00:00,7.99,5.23,5.54,Grand Est,8.59,3.15,6.89,50,-0.575816,2024-07-24 00:00:00,7.7,6.55,2.29,7.09,3.05,7785,3.46,NON,3.07,5.62
Marseille,Auvergne-Rhône-Alpes,Nouvelle-Aquitaine,44.940574,3.41,6.09,2.13,130,2.86,5.99,2024-08-30 00:00:00,Airparif,44.940574,6.183852,2.34,2.73,2024-03-05 00:00:00,4.33,7.57,3.63,Île-de-France,4.36,4.82,6.55,80,6.183852,2024-10-02 00:00:00,2.18,8.69,4.29,6.54,5.99,78412,4.13,1,3.87,3.65
Nantes,Hauts-de-France,Pays de la Loire,48.114826,6.32,1.93,7.11,110,5.05,5.03,2024-02-11 00:00:00,Airparif,48.114826,4.614549,1.76,8.25,2024-11-07 00:00:00,3.63,5.25,5.81,Provence-Alpes-Côte d'Azur,2.71,4.03,7.19,80,4.614549,2024-09-25 00:00:00,5.43,3.24,4.87,7.53,2.46,58316,2.86,OUI,3.63,4.02
Lille,Pays de la Loire,Provence-Alpes-Côte d'Azur,47.152872,8.49,3.24,3.38,130,5.21,3.37,2024-02-10 00:00:00,Data.gouv.fr,47.152872,4.396021,8.49,6.11,2024-05-22 00:00:00,2.37,6.51,7.99,Pays de la Loire,1.62,6.67,5.06,70,4.396021,2024-03-27 00:00:00,5.6,4.27,4.73,5.68,6.39,141611,6.85,1,5.64,1.39
Bordeaux,Pays de la Loire,Auvergne-Rhône-Alpes,47.570455,1.32,3.21,1.56,50,7.84,3.55,2024-07-26 00:00:00,Airparif,47.570455,0.546014,2.64,6.1,2024-10-15 00:00:00,8.39,5.29,7.16,Auvergne-Rhône-Alpes,7.95,3.17,5.58,30,0.546014,2024-01-08 00:00:00,6.58,5.4,4.12,5.97,7.4,144182,5.91,0,8.71,2.07
Montpellier,Bretagne,Nouvelle-Aquitaine,49.404218,6.69,4.74,5.37,130,4.69,4.17,2024-01-02 00:00:00,RATP_Open_Data_2024,49.404218,1.521002,2.44,8.7,2024-03-27 00:00:00,4.25,5.47,3.53,Provence-Alpes-Côte d'Azur,6.0,6.43,1.92,130,1.521002,2024-05-28 00:00:00,8.13,7.03,2.89,5.43,3.75,24397,4.69,1,8.42,1.97
Paris,Pays de la Loire,Pays de la Loire,50.734977,7.28,2.58,6.05,110,4.24,7.01,2024-03-14 00:00:00,Météo-France,50.734977,2.516775,2.92,7.34,2024-10-16 00:00:00,8.74,2.81,6.3,Pays de la Loire,5.84,2.7,5.24,45,2.516775,2024-08-06 00:00:00,8.51,4.28,1.66,3.5,3.37,94594,4.23,1,6.4,5.38
Toulouse,Grand Est,Nouvelle-Aquitaine,52.049591,4.73,1.26,5.7,30,8.63,1.71,2024-04-14 00:00:00,RATP_Open_Data_2024,52.049591,5.085214,3.2,1.6,2024-02-10 00:00:00,3.58,8.46,2.67,Grand Est,3.24,3.78,4.7,130,5.085214,2024-05-07 00:00:00,2.55,2.74,6.92,2.94,5.11,197502,7.21,0,5.09,6.31
Montpellier,Provence-Alpes-Côte d'Azur,Pays de la Loire,49.450949,2.6,7.03,1.89,110,6.91,2.18,2024-05-19 00:00:00,SNCF_Open_Data,49.450949,5.67274,5.48,5.36,2024-08-04 00:00:00,2.47,7.23,6.84,Hauts-de-France,3.74,2.98,4.67,50,5.67274,2024-03-04 00:00:00,1.89,7.87,1.74,7.41,4.01,65131,6.48,OUI,3.69,4.64
Marseille,Île-de-France,Occitanie,51.505624,5.58,4.18,7.14,110,3.31,3.18,2024-12-13 00:00:00,RATP_Open_Data_2024,51.505624,5.267262,7.36,4.57,2024-03-06 00:00:00,7.6,4.03,3.18,Provence-Alpes-Côte d'Azur,3.23,6.01,5.12,110,5.267262,2024-08-23 00:00:00,4.13,6.42,5.26,7.52,1.87,8677,2.54,0,1.35,8.17
Marseille,Occitanie,Nouvelle-Aquitaine,50.148733,8.46,6.25,2.82,80,5.69,2.67,2024-02-05 00:00:00,Airparif,50.148733,0.928095,8.12,5.63,2024-05-22 00:00:00,4.26,6.59,4.12,Nouvelle-Aquitaine,5.04,8.53,4.26,110,0.928095,2024-11-11 00:00:00,7.26,3.95,1.5,8.64,1.42,43760,6.5,0,4.22,8.44
Lyon,Bretagne,Île-de-France,49.599515,2.64,8.66,6.05,45,6.82,6.48,2024-07-25 00:00:00,Météo-France,49.599515,5.682898,4.83,3.73,2024-05-19 00:00:00,2.06,2.1,2.23,Occitanie,8.0,6.85,4.62,45,5.682898,2024-07-09 00:00:00,6.1,1.8,5.54,6.01,7.27,26969,3.29,OUI,8.42,2.33
